"","X","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","beta"
"117",117,-0.412081339712919,-0.494019138755981,-0.38755980861244,"MOOS","storm7b",8,14,"NO3",-0.0781,-0.8399,0.6755,8,14,1.06196504925945
"118",118,0.186558874351992,0.163725006171305,0.242856702048879,"MOOS","storm7b",8,14,"fDOM",0.0618,0.0541,0.0698,8,14,-0.223717303395505
"119",119,-0.514112903225795,-0.614919354838704,-0.445539314516123,"MOOS","storm7b",8,14,"SPC",0.7745,0.7636,0.7818,8,14,1.88353269644242
"120",120,-0.277005574860629,-0.341466463338416,-0.173495662608436,"MOOS","storm7b",8,14,"turb",-0.0019,-0.0162,0.0197,8,14,0.175631014747454
"121",121,-0.00586826140907212,-0.0172514821453192,0.000758306907486569,"MOOS","storm7c",8,15,"NO3",-0.0774,-0.1174,-0.0383,8,15,0.463135529860679
"122",122,0.0485624871036514,0.0410310200151345,0.0672811059907845,"MOOS","storm7c",8,15,"fDOM",-0.7649,-0.7662,-0.7635,8,15,-0.775281373782962
"123",123,0.313053097345134,0.2973917093619,0.328429203539823,"MOOS","storm7c",8,15,"SPC",-0.5023,-0.5034,-0.5018,8,15,-0.155668791505622
"124",124,0.263853114563474,0.182901083708542,0.310171851972039,"MOOS","storm7c",8,15,"turb",0.0636,0.0562,0.0725,8,15,0.160078365908029
"125",125,0.615303707599264,0.514856692085196,0.681435708651065,"MOOS","storm8",9,21,"NO3",-0.2406,-0.254,-0.207,9,21,-0.820707772186131
"126",126,-0.614888898810851,-0.756604307124452,-0.447180425949899,"MOOS","storm8",9,21,"fDOM",NA,NA,NA,9,21,0.0220741149944025
"127",127,0.897994129158527,0.873287671232887,0.912059686888466,"MOOS","storm8",9,21,"SPC",NA,NA,NA,9,21,-0.141357142685414
"128",128,0.070930280698849,0.0447475918412406,0.0957605365570917,"MOOS","storm8",9,21,"turb",NA,NA,NA,9,21,0.766135277244366
"129",129,0.308446455505279,0.308446455505279,0.360105580693816,"MOOS","storm9",10,2,"NO3",-0.0554,-0.0632,-0.0339,10,2,-0.904859636832629
"130",130,-0.547529940119761,-0.586826347305389,-0.50748502994012,"MOOS","storm9",10,2,"fDOM",NA,NA,NA,10,2,0.00690888668759361
"131",131,0.674107142857143,0.642857142857143,0.693452380952381,"MOOS","storm9",10,2,"SPC",NA,NA,NA,10,2,-0.414764393931658
"132",132,0.0464063483185346,0.0227924211703838,0.0707718660420891,"MOOS","storm9",10,2,"turb",NA,NA,NA,10,2,0.665440468825337
"133",133,-0.12722035525686,-0.186629860777722,-0.071291406625072,"POKE","storm1",6,30,"NO3",0.0247,0.0112,0.0368,6,30,NA
"134",134,0.389493778280541,0.247808257918553,0.513009049773754,"POKE","storm1",6,30,"fDOM",-0.8269,-0.8288,-0.8249,6,30,NA
"135",135,0.704876273653557,0.639374090247434,0.839883551673956,"POKE","storm1",6,30,"SPC",-0.3438,-0.348,-0.3409,6,30,NA
"136",136,-0.342950223976443,-0.397847946621558,-0.33733515020518,"POKE","storm1",6,30,"turb",0.1514,0.1399,0.167,6,30,NA
"137",137,0.100472813238766,-0.0353132387706889,0.203752955082727,"POKE","storm2",7,12,"NO3",0.5257,0.5149,0.5378,7,12,NA
"138",138,-0.288760139049806,-0.304519119351098,-0.203823870220159,"POKE","storm2",7,12,"fDOM",-0.0513,-0.0549,-0.0474,7,12,NA
"139",139,0.531354051054362,0.463096559378433,0.690899001109865,"POKE","storm2",7,12,"SPC",-0.3949,-0.3994,-0.3921,7,12,NA
"140",140,0.157686105885513,0.132222520827734,0.254407417360922,"POKE","storm2",7,12,"turb",0.2781,0.2718,0.2838,7,12,NA
"141",141,-0.321666444651661,-0.441787664846147,-0.220993739176774,"POKE","storm3",7,12,"fDOM",-0.0409,-0.0433,-0.0384,7,26,NA
"142",142,0.844004065040638,0.777845528455283,0.918699186991864,"POKE","storm3",7,12,"SPC",-0.5021,-0.5032,-0.5007,7,26,NA
"143",143,-0.0380393427838674,-0.0701039934616575,-0.030902122142998,"POKE","storm3",7,12,"turb",0.4662,0.4429,0.4944,7,26,NA
"144",144,0.545454545454545,0.436363636363636,0.577272727272726,"POKE","storm4",7,31,"NO3",0.6091,0,0,7,31,NA
"145",145,-0.00651711673399861,-0.0666914735275359,0.127493089517327,"POKE","storm4",7,31,"fDOM",0.223,0.2079,0.2361,7,31,NA
"146",146,0.696214662194526,0.667704839482328,0.724964063248701,"POKE","storm4",7,31,"SPC",-0.2144,-0.2292,-0.1992,7,31,NA
"147",147,0.139579101782893,0.119154818325433,0.155359963890769,"POKE","storm4",7,31,"turb",0.6796,0.663,0.6933,7,31,NA
"148",148,-0.425665399239544,-0.427186311787072,-0.422053231939163,"POKE","storm5a",8,2,"NO3",0.3571,0,0,8,2,NA
"149",149,-0.355549658720682,-0.367831923357995,-0.334861245369405,"POKE","storm5a",8,2,"fDOM",0.1154,0.107,0.1183,8,2,NA
"150",150,0.831325172280953,0.800603518383766,0.848371356418265,"POKE","storm5a",8,2,"SPC",-0.6496,-0.6513,-0.648,8,2,NA
"151",151,-0.427702044790653,-0.457643622200584,-0.338972736124635,"POKE","storm5b",8,3,"NO3",0.1879,0,0,8,3,NA
"152",152,-0.480764327219534,-0.513271219088588,-0.36949998251535,"POKE","storm5b",8,3,"fDOM",0.1624,0.1595,0.1673,8,3,NA
"153",153,0.324804838294587,0.299015612936432,0.364172278459295,"POKE","storm5b",8,3,"SPC",-0.7706,-0.7733,-0.7653,8,3,NA
"154",154,0.72406914893617,0.626329787234042,0.76595744680851,"POKE","storm5c",8,5,"NO3",NA,NA,NA,8,5,NA
"155",155,-0.684603267834259,-0.744126441691584,-0.648173857325929,"POKE","storm5c",8,5,"fDOM",-0.3269,-0.353,-0.3104,8,5,NA
"156",156,-0.0234009360374413,-0.102964118564742,0.0124804992199708,"POKE","storm5c",8,5,"SPC",0.5739,0.5652,0.5826,8,5,NA
"157",157,0.428678678678679,0.357232232232232,0.466341341341341,"POKE","storm5c",8,5,"turb",0.0423,0.034,0.0502,8,5,NA
"158",158,0.55625,0.318749999999998,0.606250000000001,"POKE","storm5d",8,10,"NO3",0.0632,0,0,8,10,NA
"159",159,-0.164321263085639,-0.216835421314564,-0.0272867684915128,"POKE","storm5d",8,10,"fDOM",-0.5448,-0.55,-0.5398,8,10,NA
"160",160,0.461246200607933,0.354103343465086,0.50303951367776,"POKE","storm5d",8,10,"SPC",-0.1714,-0.1948,-0.1532,8,10,NA
"161",161,-0.532942667089009,-0.576734241368388,-0.476876781754831,"POKE","storm5d",8,10,"turb",-0.0356,-0.0425,-0.029,8,10,NA
"162",162,0.185534591194969,0.0358490566037737,0.215408805031446,"POKE","storm7",8,15,"NO3",NA,NA,NA,8,15,NA
"163",163,-0.386137211750072,-0.495217682518419,-0.133429336905559,"POKE","storm7",8,15,"fDOM",0.2852,0.28,0.2897,8,15,NA
"164",164,0.616154567459712,0.598000305296901,0.644492661970909,"POKE","storm7",8,15,"SPC",-0.4117,-0.4155,-0.4078,8,15,NA
"165",165,0.282724213464901,0.193950952548767,0.33090346775332,"POKE","storm7",8,15,"turb",0.0464,0.0412,0.0489,8,15,NA
"166",166,0.687530091478106,0.554646124217636,0.866634569090058,"POKE","storm8",9,29,"NO3",-0.5453,-0.5637,-0.5282,9,29,NA
"167",167,-0.517313128140708,-0.657898869346732,-0.46062342964824,"POKE","storm8",9,29,"fDOM",0.6966,0.6946,0.6984,9,29,NA
"168",168,0.707112970711326,0.505230125523069,0.828451882845296,"POKE","storm8",9,29,"SPC",-0.1198,-0.1364,-0.1074,9,29,NA
"169",169,0.0553775743707094,0.0453852021357741,0.0663615560640732,"POKE","storm8",9,29,"turb",0.3089,0.3026,0.3154,9,29,NA
"170",170,-0.566791031454175,-0.649023528151666,-0.442018636866721,"POKE","storm9",10,4,"fDOM",NA,NA,NA,10,4,NA
"171",171,0.6336389280677,0.577750352609312,0.683356840620604,"POKE","storm9",10,4,"SPC",NA,NA,NA,10,4,NA
"172",172,0.386671426098997,0.35512937002423,0.40472481827622,"POKE","storm9",10,4,"turb",NA,NA,NA,10,4,NA
"173",173,-0.241844280121768,-0.406046107003028,-0.100913440626365,"STRT","storm1",5,31,"NO3",1e-04,-0.004,0.0041,5,31,0.24610078787133
"174",174,-0.190819503165712,-0.391067709976661,-0.15856839359713,"STRT","storm2",7,12,"NO3",0.5575,0.5493,0.5642,7,12,1.1062662229338
"175",175,-0.267565485362098,-0.430647149460711,-0.164252696456088,"STRT","storm2",7,12,"fDOM",0.7488,0.7471,0.7504,7,12,1.61516256256863
"176",176,0.360007097232115,0.306955287437946,0.444641589780014,"STRT","storm2",7,12,"SPC",-0.7747,-0.7773,-0.7727,7,12,-0.509360213604972
"177",177,0.0325549220191175,0.014023981217508,0.0482559114539662,"STRT","storm2",7,12,"turb",0.2928,0.2685,0.354,7,12,0.946459577504444
"178",178,-0.318421568184217,-0.321849993218501,-0.305604533056047,"STRT","storm3a",7,25,"fDOM",0.5348,0.5339,0.5362,7,25,0.125163627990107
"179",179,0.773768703241903,0.665835411471326,0.790796446384046,"STRT","storm3a",7,25,"SPC",-0.8629,-0.8637,-0.8625,7,25,-0.197733153800132
"180",180,-0.0332230329251299,-0.0337615494610249,-0.0254386045317883,"STRT","storm3a",7,25,"turb",0.22,0.2021,0.2498,7,25,0.690766592210536
"181",181,-0.388687931601433,-0.388687931601433,-0.385194015126589,"STRT","storm3b",8,5,"NO3",NA,NA,NA,8,5,-5.44347698991269
"182",182,-0.3893876283859,-0.477718417716596,-0.198535689338468,"STRT","storm3b",8,5,"fDOM",0.0395,0.0391,0.04,8,5,-0.243870018323245
