"","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y"
"1",0.117124382595864,0.0876713872891602,0.134463959994262,"FRCH","storm1","06","13","NO3",-0.1362,-0.1371,-0.1353,"06","13"
"2",-0.318772669568371,-0.356535636561479,-0.301699084149437,"FRCH","storm1","06","13","fDOM",0.3996,0.3994,0.3999,"06","13"
"3",0.0404770710059171,-0.188300746076665,0.0656032930280424,"FRCH","storm1","06","13","SPC",-0.0583,-0.0586,-0.0581,"06","13"
"4",-0.069753440955057,-0.242875146150848,-0.0029332731636274,"FRCH","storm1","06","13","turb",0.1904,0.1686,0.2089,"06","13"
"5",0.800443968156779,0.765309246785075,0.867575015309255,"FRCH","storm2","06","18","NO3",-0.3607,-0.3771,-0.3453,"06","18"
"6",-0.423058867711948,-0.671368885550649,-0.415524363909489,"FRCH","storm2","06","18","fDOM",0.6821,0.6798,0.684,"06","18"
"7",0.683554817275745,0.659468438538211,0.708471760797333,"FRCH","storm2","06","18","SPC",-0.8214,-0.8377,-0.8084,"06","18"
"8",-0.150392422192152,-0.447231055480378,-0.114912043301759,"FRCH","storm2","06","18","turb",0.0761,0.0646,0.0917,"06","18"
"9",0.148273130806423,0.143095823501262,0.153957855480933,"FRCH","storm3a","06","20","NO3",-0.0746,-0.1625,-0.045,"06","20"
"10",-0.361134213535716,-0.383912049069555,-0.300010396091074,"FRCH","storm3a","06","20","fDOM",0.7193,0.7187,0.7199,"06","20"
"11",0.954070660522272,0.927803379416281,0.977419354838709,"FRCH","storm3a","06","20","SPC",-0.9734,-0.9749,-0.9725,"06","20"
"12",-0.0671720847859953,-0.0712345152436766,-0.0537666437949707,"FRCH","storm3a","06","20","turb",0.1739,0.1655,0.1844,"06","20"
"13",-0.502022949010112,-0.560882827707354,-0.469965104685942,"FRCH","storm3b","06","21","NO3",0.0151,-0.0715,0.0721,"06","21"
"14",0.206352837820528,0.0644023280926918,0.396846459359046,"FRCH","storm3b","06","21","fDOM",-0.0026,-0.0034,-0.0018,"06","21"
"15",-0.00673652694611167,-0.201097804391218,0.0636227544910195,"FRCH","storm3b","06","21","SPC",-0.4555,-0.4601,-0.4518,"06","21"
"16",0.600745116207242,0.454610969551901,0.665592103569866,"FRCH","storm3b","06","21","turb",-0.1279,-0.1952,-0.074,"06","21"
"17",0.0586574654955473,-0.101631116687586,0.0919071518192647,"FRCH","storm3c","06","26","NO3",0.0188,-0.0918,0.1107,"06","26"
"18",0.329428942245299,0.225048669695002,0.378585334198573,"FRCH","storm3c","06","26","fDOM",NA,NA,NA,"06","26"
"19",-0.570436507936503,-0.710813492063487,-0.418650793650788,"FRCH","storm3c","06","26","SPC",NA,NA,NA,"06","26"
"20",-0.195662486593515,-0.240883590462831,-0.10397244451778,"FRCH","storm3c","06","26","turb",NA,NA,NA,"06","26"
"21",0.072353536160132,0.0408291600597756,0.0930088636908089,"FRCH","storm4a","07","07","NO3",-0.1432,-0.2704,-0.1005,"07","07"
"22",-0.0809375080003076,-0.366586876936076,0.0198947906266261,"FRCH","storm4a","07","07","fDOM",0.2983,0.298,0.2985,"07","07"
"23",0.133052202995493,0.126617711211285,0.138177984586303,"FRCH","storm4a","07","07","SPC",-0.1242,-0.1251,-0.1238,"07","07"
"24",-0.147498189927673,-0.243513381921477,-0.134633747316426,"FRCH","storm4a","07","07","turb",0.1241,0.1118,0.1361,"07","07"
"25",-0.240592619523719,-0.41265224504635,-0.102617705871663,"FRCH","storm4b","07","09","NO3",0.3373,0.3038,0.3564,"07","09"
"26",0.255277697004941,-0.00161384123291875,0.304972375690605,"FRCH","storm4b","07","09","fDOM",-0.2738,-0.2795,-0.2662,"07","09"
"27",-0.597560975609757,-0.710365853658538,-0.481707317073171,"FRCH","storm4b","07","09","SPC",0.1085,0.1005,0.1132,"07","09"
"28",-0.00823188168968081,-0.0426913963559124,0.00803782988806229,"FRCH","storm4b","07","09","turb",0.0097,-0.0189,0.0391,"07","09"
"29",-0.498394645189377,-0.499192787694093,-0.498131620954868,"FRCH","storm5","07","15","NO3",-1e-04,-0.0011,8e-04,"07","15"
