"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","VAUL",2020,"storm10","NO3",0.848109500978648,4.2,15.6,75.8,322.8,48.5,0.0865979381443299,236.979166666667,"unburned","continuous"
"2","VAUL",2020,"storm11","NO3",0.0943630886479242,13.6,16,75.6,323.4,99.5,0.136683417085427,238.979166666667,"unburned","continuous"
"3","VAUL",2020,"storm12","NO3",0.829358353748163,16.4,2.2,49.6,325,42.5,0.385882352941176,244.145833333333,"unburned","continuous"
"4","VAUL",2020,"storm13","NO3",0.0596868685887305,36.4,6,53.8,329.4,79.5,0.457861635220126,245.979166666667,"unburned","continuous"
"5","VAUL",2020,"storm14","NO3",0.700075295470187,23,7.4,51.4,332.4,56.5,0.407079646017699,249.395833333333,"unburned","continuous"
"6","VAUL",2020,"storm1a","NO3",0.0913873951970091,6.2,2.4,2.4,2.4,26.5,0.233962264150943,169.96875,"unburned","continuous"
"7","VAUL",2020,"storm1b","NO3",-0.0461540061067996,70.2,8.6,8.6,8.6,59.25,1.18481012658228,171.145833333333,"unburned","continuous"
"8","VAUL",2020,"storm1c","NO3",0.0579551185073122,31.6,78.4,78.4,78.4,125.25,0.252295409181637,173.604166666667,"unburned","continuous"
"9","VAUL",2020,"storm3","NO3",0.339063261579401,26,52,154.2,154.2,84.25,0.308605341246291,189.854166666667,"unburned","continuous"
"10","VAUL",2020,"storm4","NO3",0.648241828376575,32.2,62.8,165,165,80.25,0.401246105919003,193.479166666667,"unburned","continuous"
"11","VAUL",2020,"storm5","NO3",0.199016434892546,12.2,43,144.8,242,55.25,0.220814479638009,207.6875,"unburned","continuous"
"12","VAUL",2020,"storm6a","NO3",0.275157537886204,29.2,17.4,154,256.2,26.5,1.10188679245283,213.479166666667,"unburned","continuous"
"13","VAUL",2020,"storm6b","NO3",0.0412034761051248,38.6,20.6,160.4,262.6,126.5,0.305138339920949,214.645833333333,"unburned","continuous"
"14","VAUL",2020,"storm7","NO3",-0.25871484353517,28.8,29.2,112,277,70.5,0.408510638297872,219.979166666667,"unburned","continuous"
"15","VAUL",2020,"storm8","NO3",0.0977127842638929,6.4,25.4,133.4,300.8,22.5,0.284444444444444,222.979166666667,"unburned","continuous"
"16","VAUL",2020,"storm9","NO3",0.519014285714285,18.6,26.4,131.8,301.8,22.5,0.826666666666667,223.979166666667,"unburned","continuous"
"17","VAUL",2020,"storm10","fDOM",0.400419748745757,4.2,15.6,75.8,322.8,48.5,0.0865979381443299,236.979166666667,"unburned","continuous"
"18","VAUL",2020,"storm11","fDOM",0.194073037086214,13.6,16,75.6,323.4,99.5,0.136683417085427,238.979166666667,"unburned","continuous"
"19","VAUL",2020,"storm12","fDOM",0.187615009829904,16.4,2.2,49.6,325,42.5,0.385882352941176,244.145833333333,"unburned","continuous"
"20","VAUL",2020,"storm13","fDOM",0.488503752266469,36.4,6,53.8,329.4,79.5,0.457861635220126,245.979166666667,"unburned","continuous"
"21","VAUL",2020,"storm14","fDOM",0.138759751901928,23,7.4,51.4,332.4,56.5,0.407079646017699,249.395833333333,"unburned","continuous"
"22","VAUL",2020,"storm1a","fDOM",0.625790476373749,6.2,2.4,2.4,2.4,26.5,0.233962264150943,169.96875,"unburned","continuous"
"23","VAUL",2020,"storm1b","fDOM",-0.0927806559135589,70.2,8.6,8.6,8.6,59.25,1.18481012658228,171.145833333333,"unburned","continuous"
"24","VAUL",2020,"storm3","fDOM",0.281483685362794,26,52,154.2,154.2,84.25,0.308605341246291,189.854166666667,"unburned","continuous"
