"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","STRT",2020,"storm10","NO3",0.048959132472163,8.6,3.8,59.6,297.2,61.25,0.140408163265306,266.479166666667,"burned","high"
"2","STRT",2020,"storm1a","NO3",0.929828973843062,7.4,1.4,1.4,1.4,23.5,0.314893617021277,169.822916666667,"burned","high"
"3","STRT",2020,"storm1b","NO3",0.780292776748821,39.2,8.6,8.6,8.6,39,1.00512820512821,170.947916666667,"burned","high"
"4","STRT",2020,"storm1c","NO3",-0.332498689040375,30.6,51.2,51.2,51.2,26,1.17692307692308,172.697916666667,"burned","high"
"5","STRT",2020,"storm1d","NO3",-0.456680785521753,7.8,81.4,81.4,81.4,19.25,0.405194805194805,173.895833333333,"burned","high"
"6","STRT",2020,"storm1e","NO3",-0.480418491264501,8,89.2,89.2,89.2,118.75,0.0673684210526316,174.75,"burned","high"
"7","STRT",2020,"storm2","NO3",0.728147122191436,10,53.4,155.6,155.6,41.25,0.242424242424242,190.0625,"burned","high"
"8","STRT",2020,"storm3","NO3",0.0829668008548293,14.2,57.2,146,224.4,104.25,0.13621103117506,201.604166666667,"burned","high"
"9","STRT",2020,"storm4a","NO3",0.972726529277061,16.8,9.4,146,248.2,37.75,0.445033112582781,213.145833333333,"burned","high"
"10","STRT",2020,"storm4b","NO3",-0.0279480865391868,12.8,23,162.8,265,80.25,0.159501557632399,214.729166666667,"burned","high"
"11","STRT",2020,"storm5","NO3",0.777233909602164,11.8,18,114.6,279.6,62.25,0.189558232931727,221.1875,"burned","high"
"12","STRT",2020,"storm6","NO3",0.455779674165979,6.6,16.6,124.4,294.4,22.25,0.296629213483146,223.979166666667,"burned","high"
"13","STRT",2020,"storm7a","NO3",0.522731948158816,18.8,0,64.8,300.8,24.25,0.775257731958763,232.020833333333,"burned","high"
"14","STRT",2020,"storm7b","NO3",-0.394416607014983,5.8,18.8,82.2,319.6,23.5,0.246808510638298,233.09375,"burned","high"
"15","STRT",2020,"storm8","NO3",0.59718603439292,6.8,22.6,94,342.2,44.25,0.153672316384181,240.020833333333,"burned","high"
"16","STRT",2020,"storm9a","NO3",0.563614425526216,12.8,13.4,75.4,353.2,73.25,0.174744027303754,246.1875,"burned","high"
