"","X","Hyst_index","HI_ymin","HI_ymax","site.ID","storm.ID","month.x","day.x","response_var","Flush_index","FI_ymin","FI_ymax","month.y","day.y","Parameter","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p"
"105",105,0.642205638474335,0.530472636815983,0.728441127694893,"STRT","storm3",8,25,"NO3",-0.6738,-0.697,-0.6499,8,25,"Q.norm",-2.58106006134736,0.225733896151798,0.95,-3.03308439138252,-2.1290357313122,-11.4340828087762,57,2.20647205632401e-16
"106",106,-0.621634520439736,-0.787571588440524,-0.586910012507406,"STRT","storm3",8,25,"fDOM",0.7259,0.7236,0.7289,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,0.519452449567724,0.479106628242074,0.862151777137391,"STRT","storm3",8,25,"SPC",-0.7948,-0.8026,-0.7909,8,25,"Q.norm",0.688920906371093,0.0349489593291099,0.95,0.618962963429333,0.758878849312853,19.7122008665154,58,2.1881693628883e-27
"108",108,-0.375591377843931,-0.435353763555179,-0.313184403572189,"STRT","storm3",8,25,"turb",0.0658,0.05,0.0933,8,25,"Q.norm",1.09199682320322,0.142395926907187,0.95,0.806960406642035,1.3770332397644,7.66873636712219,58,2.20311287694648e-10
"109",109,0.00797475993611971,0.000511123609805542,0.013438377103852,"VAUL","storm1a",7,23,"NO3",-0.0191,-0.0194,-0.0187,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,-0.26059600259759,-0.373757125333718,-0.193700844216755,"VAUL","storm1b",7,27,"NO3",-0.3024,-0.3195,-0.282,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,0.166198698043322,0.0533577761981368,0.277185828126752,"VAUL","storm1b",7,27,"fDOM",NA,NA,NA,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,0.611146488862251,0.39038932174608,0.743494655878532,"VAUL","storm1b",7,27,"SPC",NA,NA,NA,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,-0.0704194883370955,-0.115479056935039,-0.0388412340105343,"VAUL","storm1b",7,27,"turb",NA,NA,NA,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,-0.0512173396674461,-0.0924881235154361,0.186609263657964,"VAUL","storm2",8,5,"NO3",-0.2739,-0.334,-0.2223,8,5,"Q.norm",-0.405053161149387,0.0796979004924786,0.95,-0.574925214936149,-0.235181107362625,-5.08235673269226,15,0.000135065662206824
"115",115,0.603470437017996,0.35826906598115,0.818866038274805,"VAUL","storm2",8,5,"fDOM",NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,-0.466755042628399,-0.509825327510916,-0.421345394052806,"VAUL","storm2",8,5,"SPC",NA,NA,NA,8,5,"Q.norm",-0.0501879291274281,0.0156760795614047,0.95,-0.0836007017847429,-0.0167751564701132,-3.20156126605745,15,0.00594481528691344
"117",117,0.370700750804429,0.293975688237392,0.436306757239893,"VAUL","storm2",8,5,"turb",NA,NA,NA,8,5,"Q.norm",-0.16878086121615,0.0361834439343873,0.95,-0.245904046346887,-0.0916576760854124,-4.66458807852028,15,0.000305338357573011
"118",118,-0.0913184042772339,-0.0923780077428462,-0.0893056901566235,"VAUL","storm3",8,8,"NO3",-0.0228,-0.0236,-0.0222,8,8,"Q.norm",-1.26930586142884,0.119465102519936,0.95,-1.50827164580618,-1.0303400770515,-10.6249091546799,60,2.04881909443851e-15
"119",119,0.370277826720396,0.267187858188921,0.427982357922737,"VAUL","storm3",8,8,"fDOM",-0.6255,-0.6258,-0.6253,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,0.768248297890225,0.754095570311843,0.775561065814911,"VAUL","storm3",8,8,"SPC",-0.5806,-0.5807,-0.5804,8,8,"Q.norm",-0.045345457453136,0.00580440349624701,0.95,-0.0569559931247708,-0.0337349217815011,-7.81225107497355,60,1.02493571148564e-10
"121",121,-0.128796643988416,-0.23338487131286,-0.0773974205606901,"VAUL","storm3",8,8,"turb",0.5619,0.5403,0.6025,8,8,"Q.norm",0.268592535330386,0.0313778993100459,0.95,0.205827391681118,0.331357678979653,8.55992724931695,60,5.46671530062807e-12
"122",122,0.240690240958469,0.240690240958469,0.240690240958469,"VAUL","storm4a",8,15,"NO3",0.3824,-0.019,0.7837,8,15,"Q.norm",0.0389791262848197,0.0191585608404157,0.95,0.000584512377256929,0.0773737401923825,2.03455398396062,55,0.0467283508121138
"123",123,-0.378887495155421,-0.442895230542225,-0.339669064131777,"VAUL","storm4a",8,15,"fDOM",0.424,0.4235,0.4243,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,-0.122568285749598,-0.132171548634287,-0.109899888765295,"VAUL","storm4a",8,15,"SPC",-0.4752,-0.4758,-0.4745,8,15,"Q.norm",1.62056831005775,0.10702349750564,0.95,1.40937018545447,1.83176643466103,15.1421729604039,178,8.04286607111583e-34
"125",125,0.0569826094663383,0.00141854425087423,0.0728007024804535,"VAUL","storm4a",8,15,"turb",0.2795,0.2539,0.3095,8,15,"Q.norm",1.22859988342258,0.0460397549211419,0.95,1.13774591094773,1.31945385589743,26.6856303976196,178,4.07662159239326e-64
"126",126,-0.0108870259280654,-0.449878266107781,0.00217740518561505,"VAUL","storm4b",8,20,"fDOM",-0.1974,-0.1986,-0.1963,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,0.367929157744466,-0.0583511777301925,0.504884903640258,"VAUL","storm4b",8,20,"SPC",-0.6828,-0.6878,-0.6785,8,20,"Q.norm",-2.42672417595031,0.305083407078881,0.95,-3.03435044148639,-1.81909791041423,-7.95429747945245,76,1.34650034896663e-11
"128",128,-0.00190352786209279,-0.0120389725674366,0.020349636332398,"VAUL","storm4b",8,20,"turb",0.0659,0.0413,0.0941,8,20,"Q.norm",2.34797101490914,0.146882477809011,0.95,2.05549063536641,2.64045139445187,15.9853717743118,77,3.5656359973612e-26
"129",129,0.47927667121975,0.42340421194267,0.524800717620436,"VAUL","storm5a",8,23,"fDOM",NA,NA,NA,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,0.367356512141284,0.307671081677707,0.524282560706407,"VAUL","storm5a",8,23,"SPC",NA,NA,NA,8,23,"Q.norm",-0.414002710282064,0.0314766663346809,0.95,-0.476045080595393,-0.351960339968734,-13.1526860525861,215,2.22181810647374e-29
"131",131,-0.0542669003567063,-0.0710314864414518,-0.0178087855935025,"VAUL","storm5a",8,23,"turb",NA,NA,NA,8,23,"Q.norm",1.10091333132688,0.026168167607068,0.95,1.04933296156419,1.15249370108956,42.0707077338315,214,1.90276179350653e-105
"132",132,0.0953341710699901,0.067118120868229,0.127438086838429,"VAUL","storm5b",8,26,"fDOM",-0.416,-0.4177,-0.4142,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,0.424362968732612,0.313063313675308,0.543451652386784,"VAUL","storm5b",8,26,"SPC",-0.7058,-0.7066,-0.7053,8,26,"Q.norm",-2.4235065835507,0.250465097284148,0.95,-2.92109921566001,-1.92591395144139,-9.67602516210582,90,1.34705886982673e-15
"134",134,-0.020831400694936,-0.0449901944030793,0.00160103833540841,"VAUL","storm5b",8,26,"turb",0.1485,0.1285,0.1833,8,26,"Q.norm",2.58459507163582,0.11544358585886,0.95,2.35528057006162,2.81390957321003,22.3883817572655,91,8.79745242031849e-39
"135",135,0.346938775510204,0.321428571428572,0.357142857142857,"CARI","storm1",5,16,"NO3",NA,NA,NA,5,16,"Q.norm",-1.10291331139274,0.0911020187797443,0.95,-1.28496616902579,-0.920860453759692,-12.1063542407247,63,4.29662835478912e-18
"136",136,-0.119244630773757,-0.150485436893204,-0.0962415416298911,"CARI","storm1",5,16,"fDOM",0.1612,0,0,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,0.0717101273499091,0.0673135233474833,0.0747422680412372,"CARI","storm1",5,16,"SPC",0.0249,0,0,5,16,"Q.norm",1.32454773687108,0.0721619680354905,0.95,1.18034355051768,1.46875192322449,18.3552052823677,63,5.67314179295564e-27
"138",138,-0.246643213223586,-0.296317238891962,-0.191414022550761,"CARI","storm1",5,16,"turb",0.0229,0,0,5,16,"Q.norm",1.99103142083467,0.137007489645978,0.95,1.71724379964612,2.26481904202322,14.5322815999287,63,8.62989492886304e-22
"139",139,0.500000000000001,0.468750000000002,0.500000000000001,"CARI","storm2",6,1,"NO3",NA,NA,NA,6,1,"Q.norm",-0.0957460104508967,0.0544331381060676,0.95,-0.204456494035262,0.0129644731334683,-1.75896547181107,65,0.0832896970015674
"140",140,-0.118121619100914,-0.202853945159485,-0.107582540570789,"CARI","storm2",6,1,"fDOM",0.2218,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,0.62701252236136,0.559033989266548,0.705277280858677,"CARI","storm2",6,1,"SPC",NA,NA,NA,6,1,"Q.norm",0.155507097188034,0.0135309553538979,0.95,0.128475906426303,0.182538287949765,11.4926916186473,64,3.30804649707964e-17
"142",142,0.195500927643784,0.166975881261596,0.263450834879406,"CARI","storm2",6,1,"turb",NA,NA,NA,6,1,"Q.norm",-0.745821385124845,0.177494516058759,0.95,-1.10030241167749,-0.391340358572205,-4.20194044123563,65,8.23976853863347e-05
"143",143,0.0399999999999998,0.0199999999999996,0.0999999999999993,"CARI","storm3",6,19,"NO3",NA,NA,NA,6,19,"Q.norm",0.111795769478041,0.126671646334323,0.95,-0.146225930611326,0.369817469567408,0.882563483725315,32,0.384054246306934
"144",144,-0.5625,-0.742023509655751,-0.332178841309824,"CARI","storm3",6,19,"fDOM",0.6285,0,0,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,0.762699203187251,0.745766932270917,0.779133466135458,"CARI","storm3",6,19,"SPC",NA,NA,NA,6,19,"Q.norm",1.10996819065038,0.110855275345505,0.95,0.883877365979242,1.33605901532151,10.0127683341267,31,3.10857551928335e-11
"146",146,0.161317567567567,0.127111486486487,0.197635135135135,"CARI","storm3",6,19,"turb",0.6073,0,0,6,19,"Q.norm",0.699746073890164,0.0784667182250506,0.95,0.53991459918567,0.859577548594658,8.91774359523002,32,3.45759093183657e-10
"147",147,0.258333333333334,0.116666666666667,0.383333333333333,"CARI","storm4",7,24,"NO3",NA,NA,NA,7,24,"Q.norm",0.111795769478041,0.126671646334323,0.95,-0.146225930611326,0.369817469567408,0.882563483725315,32,0.384054246306934
"148",148,-0.654694061187763,-0.713182363527294,-0.529394121175765,"CARI","storm4",7,24,"fDOM",0.3425,0,0,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,0.772788656313302,0.697501688048616,0.797434166103984,"CARI","storm4",7,24,"SPC",NA,NA,NA,7,24,"Q.norm",1.10996819065038,0.110855275345505,0.95,0.883877365979242,1.33605901532151,10.0127683341267,31,3.10857551928335e-11
"150",150,0.187341772151899,0.164240506329114,0.24873417721519,"CARI","storm4",7,24,"turb",0.7848,0,0,7,24,"Q.norm",0.699746073890164,0.0784667182250506,0.95,0.53991459918567,0.859577548594658,8.91774359523002,32,3.45759093183657e-10
"151",151,-0.641509433962264,-0.69811320754717,-0.39622641509434,"CARI","storm5",7,27,"NO3",NA,NA,NA,7,27,"Q.norm",-0.0663826328348386,0.029076426203229,0.95,-0.127240292294425,-0.00552497337525219,-2.28303961328874,19,0.0341164629941205
"152",152,-0.574483959214126,-0.622606316836608,-0.482218353643372,"CARI","storm5",7,27,"fDOM",0.7794,0,0,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,0.742105263157894,0.327593984962406,0.893383458646616,"CARI","storm5",7,27,"SPC",NA,NA,NA,7,27,"Q.norm",1.76331521724742,0.232720654398045,0.95,1.27438726520325,2.25224316929159,7.57696054872485,18,5.26606169329138e-07
"154",154,-0.0642361111111111,-0.136574074074074,0.015625,"CARI","storm5",7,27,"turb",0.7477,0,0,7,27,"Q.norm",0.408019719607193,0.055504305946966,0.95,0.291847872136955,0.524191567077431,7.35113632439713,19,5.74958094689321e-07
"155",155,-0.359649122807017,-0.359649122807017,-0.359649122807017,"CARI","storm6",8,8,"NO3",NA,NA,NA,8,8,"Q.norm",0.219446721908519,0.0647085717664092,0.95,0.0908314287758031,0.348062015041234,3.39130838338848,87,0.00104815174711497
"156",156,-0.572999445573831,-0.711790796525596,-0.265200517464424,"CARI","storm6",8,8,"fDOM",NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,0.747066666666667,0.738933333333333,0.793600000000001,"CARI","storm6",8,8,"SPC",NA,NA,NA,8,8,"Q.norm",1.413426142579,0.050814915758132,0.95,1.31251779067067,1.51433449448733,27.815182245044,93,7.32072862201372e-47
"158",158,-0.0352434077079107,-0.0552738336713996,-0.0238336713995944,"CARI","storm6",8,8,"turb",NA,NA,NA,8,8,"Q.norm",0.424044943712975,0.0381132315010507,0.95,0.34837022912235,0.4997196583036,11.1259246989142,94,7.64031141682747e-19
"159",159,-0.534188034188035,-0.619658119658119,-0.397435897435898,"CARI","storm7",8,15,"NO3",NA,NA,NA,8,15,"Q.norm",-2.01570290956247,0.250213629140876,0.95,-2.53002439021121,-1.50138142891373,-8.05592771458338,26,1.55191565880226e-08
"160",160,-0.369767288549015,-0.382836706440768,-0.328301140483881,"CARI","storm7",8,15,"fDOM",NA,NA,NA,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,0.460646479211728,0.450732996875751,0.47212208603701,"CARI","storm7",8,15,"SPC",NA,NA,NA,8,15,"Q.norm",2.63418246317736,0.102557529016721,0.95,2.42296127829231,2.84540364806241,25.6849252164401,25,1.7237387967279e-19
"162",162,0.0373459295888996,0.0273082884345708,0.042623071813418,"CARI","storm7",8,15,"turb",NA,NA,NA,8,15,"Q.norm",0.184561803257888,0.0607420802630494,0.95,0.059704669112782,0.309418937402995,3.03845048537399,26,0.00535983612450878
"163",163,-0.0434782608695654,-0.0869565217391309,0.0108695652173914,"CARI","storm8",8,20,"NO3",NA,NA,NA,8,20,"Q.norm",0.366594373315428,0.0433919439531078,0.95,0.281019331957455,0.452169414673401,8.44844318824697,196,6.59599592748087e-15
"164",164,-0.0300931270684214,-0.0656122527514816,-0.00950511814053716,"CARI","storm8",8,20,"fDOM",0.1459,0,0,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,0.423245614035087,0.405701754385966,0.4546783625731,"CARI","storm8",8,20,"SPC",NA,NA,NA,8,20,"Q.norm",0.820785612508515,0.0100693075828751,0.95,0.80092937552438,0.840641849492649,81.5136101219536,199,7.6595346206514e-155
"166",166,0.0636842105263158,0.0436842105263157,0.0773684210526316,"CARI","storm8",8,20,"turb",0.0737,0,0,8,20,"Q.norm",0.341934753902167,0.0268428399792563,0.95,0.28900183993877,0.394867667865564,12.7383970610565,199,1.42939051486407e-27
"167",167,0.470588235294117,0.382352941176471,0.529411764705882,"CARI","storm9",8,23,"NO3",NA,NA,NA,8,23,"Q.norm",-0.482210161771529,0.0547380970481523,0.95,-0.592050189328361,-0.372370134214698,-8.80940675280209,52,6.85241154666882e-12
"168",168,-0.00547173820654484,-0.0109434764130898,-0.00212494687632803,"CARI","storm9",8,23,"fDOM",NA,NA,NA,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,-0.0867346938775509,-0.13095238095238,0.00170068027210865,"CARI","storm9",8,23,"SPC",NA,NA,NA,8,23,"Q.norm",0.137387315675241,0.014941691852372,0.95,0.107390617611359,0.167384013739123,9.19489687196508,51,2.0822169258819e-12
"170",170,-0.0027654867256637,-0.0182522123893805,0.0105088495575222,"CARI","storm9",8,23,"turb",0.0996,0,0,8,23,"Q.norm",0.115416477550361,0.0335048897279105,0.95,0.0481839976239049,0.182648957476816,3.44476518166886,52,0.00113819588301172
