"","X","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"165",165,"VAUL",2019,"storm7","NO3",0.393018018018039,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high","2019-09-19",124.0625
"166",166,"VAUL",2019,"storm8a","NO3",0.933995088006543,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high","2019-09-29",134.395833333332
"167",167,"VAUL",2019,"storm1","fDOM",0.153841316138814,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high","2019-07-13",56.1875
"168",168,"VAUL",2019,"storm2","fDOM",-0.190502442394161,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high","2019-07-26",69.0208333333321
"169",169,"VAUL",2019,"storm3","fDOM",0.179246616094006,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high","2019-07-29",72.1875
"170",170,"VAUL",2019,"storm4b","fDOM",-0.0466390490095008,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high","2019-08-03",77.1041666666679
"171",171,"VAUL",2019,"storm4c","fDOM",-0.650138162577281,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high","2019-08-05",79.3958333333321
"172",172,"VAUL",2019,"storm5","fDOM",0.42935871743487,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high","2019-08-12",86.8541666666679
"173",173,"VAUL",2019,"storm6","fDOM",0.390297202797202,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high","2019-08-15",89.8125
"174",174,"VAUL",2019,"storm7","fDOM",-0.0132517838939857,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high","2019-09-19",124.0625
"175",175,"VAUL",2019,"storm8a","fDOM",0.0413793103448282,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high","2019-09-29",134.395833333332
"176",176,"VAUL",2019,"storm8b","fDOM",0.464285714285714,10.2,17,35.2,193.4,55.5,0.183783783783784,273.8125,"unburned","high","2019-10-01",136.8125
"177",177,"VAUL",2019,"storm8c","fDOM",0.325370675453048,18.4,27,45.2,201,119.5,0.15397489539749,276.145833333333,"unburned","high","2019-10-04",139.145833333332
"178",178,"VAUL",2019,"storm1","SPC",0.679676532304367,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high","2019-07-13",56.1875
"179",179,"VAUL",2019,"storm2","SPC",0.97914199321612,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high","2019-07-26",69.0208333333321
"180",180,"VAUL",2019,"storm3","SPC",0.935225975518769,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high","2019-07-29",72.1875
"181",181,"VAUL",2019,"storm4b","SPC",0.496035523547611,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high","2019-08-03",77.1041666666679
"182",182,"VAUL",2019,"storm4c","SPC",-0.208055838267949,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high","2019-08-05",79.3958333333321
"183",183,"VAUL",2019,"storm5","SPC",0.864840348330914,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high","2019-08-12",86.8541666666679
"184",184,"VAUL",2019,"storm6","SPC",0.653560830860534,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high","2019-08-15",89.8125
"185",185,"VAUL",2019,"storm7","SPC",0.167093287827076,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high","2019-09-19",124.0625
"186",186,"VAUL",2019,"storm8a","SPC",0.974313551815766,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high","2019-09-29",134.395833333332
"187",187,"VAUL",2019,"storm8b","SPC",0.904728464419476,10.2,17,35.2,193.4,55.5,0.183783783783784,273.8125,"unburned","high","2019-10-01",136.8125
"188",188,"VAUL",2019,"storm8c","SPC",0.292263610315187,18.4,27,45.2,201,119.5,0.15397489539749,276.145833333333,"unburned","high","2019-10-04",139.145833333332
"189",189,"VAUL",2019,"storm1","turb",-0.0871690268133895,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high","2019-07-13",56.1875
"190",190,"VAUL",2019,"storm2","turb",-0.0581209939965577,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high","2019-07-26",69.0208333333321
"191",191,"VAUL",2019,"storm3","turb",0.0273248622068411,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high","2019-07-29",72.1875
"192",192,"VAUL",2019,"storm4b","turb",0.431817884154076,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high","2019-08-03",77.1041666666679
"193",193,"VAUL",2019,"storm4c","turb",0.0851030040439054,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high","2019-08-05",79.3958333333321
"194",194,"VAUL",2019,"storm5","turb",-0.220480193895326,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high","2019-08-12",86.8541666666679
"195",195,"VAUL",2019,"storm6","turb",-0.206451781241302,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high","2019-08-15",89.8125
"196",196,"VAUL",2019,"storm7","turb",-0.0134962805526036,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high","2019-09-19",124.0625
"197",197,"VAUL",2019,"storm8a","turb",-0.252284817896604,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high","2019-09-29",134.395833333332
"198",198,"VAUL",2019,"storm8b","turb",-0.0567900725593667,10.2,17,35.2,193.4,55.5,0.183783783783784,273.8125,"unburned","high","2019-10-01",136.8125
"199",199,"VAUL",2019,"storm8c","turb",-0.041980402429082,18.4,27,45.2,201,119.5,0.15397489539749,276.145833333333,"unburned","high","2019-10-04",139.145833333332
"200",200,"STRT",2019,"storm1","NO3",-0.216398434101768,48.6,7.4,11.6,11.6,NA,NA,150.479166666667,"burned","high","2019-05-31",13.4791666666679
"201",201,"STRT",2019,"storm2","NO3",-0.176000715172176,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high","2019-07-12",55.8125
"202",202,"STRT",2019,"storm3b","NO3",-0.404636632686611,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high","2019-08-05",79.6041666666679
"203",203,"STRT",2019,"storm3c","NO3",0.166814267391439,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high","2019-08-12",86.8541666666679
"204",204,"STRT",2019,"storm6","NO3",0.641187384044537,12,22.2,205.2,352,22,0.545454545454545,NA,"burned","high",NA,NA
"205",205,"STRT",2019,"storm7","NO3",0.440494200705995,19.2,22.2,205.2,352,130.25,0.147408829174664,NA,"burned","high",NA,NA
"206",206,"STRT",2019,"storm7b","NO3",-0.121494303242771,4.8,22.2,205.2,352,65.25,0.0735632183908046,NA,"burned","high",NA,NA
"207",207,"STRT",2019,"storm2","fDOM",-0.41614779661017,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high","2019-07-12",55.8125
"208",208,"STRT",2019,"storm3a","fDOM",-0.362369623889195,78,7.4,29.2,146.8,100,0.78,205.833333333333,"burned","high","2019-07-25",68.8333333333321
"209",209,"STRT",2019,"storm3b","fDOM",-0.189978932312477,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high","2019-08-05",79.6041666666679
"210",210,"STRT",2019,"storm3c","fDOM",-0.461712845128761,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high","2019-08-12",86.8541666666679
"211",211,"STRT",2019,"storm4","fDOM",0.370296217094952,40,46.2,171.8,307,10.5,3.80952380952381,226.770833333333,"burned","high","2019-08-15",89.7708333333321
"212",212,"STRT",2019,"storm5","fDOM",0.143072800616264,4.4,61.6,215,350.2,NA,NA,231.895833333333,"burned","high","2019-08-20",94.8958333333321
"213",213,"STRT",2019,"storm6","fDOM",-0.401557285873193,12,22.2,205.2,352,22,0.545454545454545,NA,"burned","high",NA,NA
"214",214,"STRT",2019,"storm7","fDOM",-0.727775776290959,19.2,22.2,205.2,352,130.25,0.147408829174664,NA,"burned","high",NA,NA
"215",215,"STRT",2019,"storm7b","fDOM",-0.0285977831311425,4.8,22.2,205.2,352,65.25,0.0735632183908046,NA,"burned","high",NA,NA
"216",216,"STRT",2019,"storm2","SPC",0.50163528921822,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high","2019-07-12",55.8125
"217",217,"STRT",2019,"storm3a","SPC",0.804161381830725,78,7.4,29.2,146.8,100,0.78,205.833333333333,"burned","high","2019-07-25",68.8333333333321
"218",218,"STRT",2019,"storm3b","SPC",0.839052117508831,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high","2019-08-05",79.6041666666679
"219",219,"STRT",2019,"storm3c","SPC",0.886799939324342,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high","2019-08-12",86.8541666666679
"220",220,"STRT",2019,"storm4","SPC",0.639883186188179,40,46.2,171.8,307,10.5,3.80952380952381,226.770833333333,"burned","high","2019-08-15",89.7708333333321
"221",221,"STRT",2019,"storm5","SPC",-0.575978000053919,4.4,61.6,215,350.2,NA,NA,231.895833333333,"burned","high","2019-08-20",94.8958333333321
"222",222,"STRT",2019,"storm6","SPC",0.811170212765957,12,22.2,205.2,352,22,0.545454545454545,NA,"burned","high",NA,NA
"223",223,"STRT",2019,"storm7","SPC",0.608071748878924,19.2,22.2,205.2,352,130.25,0.147408829174664,NA,"burned","high",NA,NA
"224",224,"STRT",2019,"storm7b","SPC",0.0317305861696948,4.8,22.2,205.2,352,65.25,0.0735632183908046,NA,"burned","high",NA,NA
"225",225,"STRT",2019,"storm2","turb",-0.0618920462127328,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high","2019-07-12",55.8125
"226",226,"STRT",2019,"storm3a","turb",-0.0594127802618626,78,7.4,29.2,146.8,100,0.78,205.833333333333,"burned","high","2019-07-25",68.8333333333321
"227",227,"STRT",2019,"storm3b","turb",-0.250858685783605,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high","2019-08-05",79.6041666666679
"228",228,"STRT",2019,"storm3c","turb",-0.285723526576404,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high","2019-08-12",86.8541666666679
"229",229,"STRT",2019,"storm4","turb",-0.0141703566479389,40,46.2,171.8,307,10.5,3.80952380952381,226.770833333333,"burned","high","2019-08-15",89.7708333333321
"230",230,"STRT",2019,"storm5","turb",0.259686287084728,4.4,61.6,215,350.2,NA,NA,231.895833333333,"burned","high","2019-08-20",94.8958333333321
"231",231,"STRT",2019,"storm6","turb",-0.29758353221957,12,22.2,205.2,352,22,0.545454545454545,NA,"burned","high",NA,NA
"232",232,"STRT",2019,"storm7","turb",-0.114360716442151,19.2,22.2,205.2,352,130.25,0.147408829174664,NA,"burned","high",NA,NA
"233",233,"STRT",2019,"storm7b","turb",-0.189506853748005,4.8,22.2,205.2,352,65.25,0.0735632183908046,NA,"burned","high",NA,NA
"234",1,"MOOS",2020,"storm1","NO3",0.315280036133694,75,14.8,14.8,14.8,180.5,0.415512465373961,171.427083333333,"unburned","medium","2020-06-20",38.4270833333321
"235",2,"MOOS",2020,"storm2","NO3",-0.092214422463289,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium","2020-06-28",46.0520833333321
"236",3,"MOOS",2020,"storm3","NO3",0.357690124858118,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"237",4,"MOOS",2020,"storm4","NO3",0.0672967780158681,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium","2020-07-20",68.1145833333321
"238",5,"MOOS",2020,"storm5","NO3",-0.273336524652915,5.8,43,144.6,242.6,59.75,0.097071129707113,207.739583333333,"unburned","medium","2020-07-26",74.7395833333321
"239",6,"MOOS",2020,"storm6a","NO3",0.934133265254041,6.4,17.8,154.4,257.2,26.75,0.239252336448598,213.489583333333,"unburned","medium","2020-08-01",80.4895833333321
"240",7,"MOOS",2020,"storm7a","NO3",0.717491484672407,24,14.6,112,277.6,68.75,0.349090909090909,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"241",8,"MOOS",2020,"storm7b","NO3",0.167643038469033,4.4,28,133.4,304,46.25,0.0951351351351351,224.010416666667,"unburned","medium","2020-08-12",91.0104166666679
"242",9,"MOOS",2020,"storm9","NO3",0.234081154896605,2.8,15.8,42,342.8,101,0.0277227722772277,251.979166666667,"unburned","medium","2020-09-08",118.979166666668
"243",10,"MOOS",2020,"storm2","fDOM",-0.340848179095065,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium","2020-06-28",46.0520833333321
"244",11,"MOOS",2020,"storm3","fDOM",-0.0131169961456963,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"245",12,"MOOS",2020,"storm4","fDOM",-0.142692671643362,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium","2020-07-20",68.1145833333321
"246",13,"MOOS",2020,"storm5","fDOM",-0.0482022849462017,5.8,43,144.6,242.6,59.75,0.097071129707113,207.739583333333,"unburned","medium","2020-07-26",74.7395833333321
"247",14,"MOOS",2020,"storm6a","fDOM",0.329136690647104,6.4,17.8,154.4,257.2,26.75,0.239252336448598,213.489583333333,"unburned","medium","2020-08-01",80.4895833333321
"248",15,"MOOS",2020,"storm6b","fDOM",0.155344088732039,13,20.6,160.4,263.2,67.75,0.191881918819188,214.78125,"unburned","medium","2020-08-02",81.78125
"249",16,"MOOS",2020,"storm7a","fDOM",0.436220051693017,24,14.6,112,277.6,68.75,0.349090909090909,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"250",17,"MOOS",2020,"storm7b","fDOM",0.182653061224489,4.4,28,133.4,304,46.25,0.0951351351351351,224.010416666667,"unburned","medium","2020-08-12",91.0104166666679
"251",18,"MOOS",2020,"storm9","fDOM",0.50366084081245,2.8,15.8,42,342.8,101,0.0277227722772277,251.979166666667,"unburned","medium","2020-09-08",118.979166666668
"252",19,"MOOS",2020,"storm2","SPC",-0.717201166180767,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium","2020-06-28",46.0520833333321
"253",20,"MOOS",2020,"storm3","SPC",0.131756756757004,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"254",21,"MOOS",2020,"storm4","SPC",0.0335974905068562,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium","2020-07-20",68.1145833333321
"255",22,"MOOS",2020,"storm2","turb",0.168814183297811,13,47.4,89.8,89.8,81.5,0.159509202453988,179.052083333333,"unburned","medium","2020-06-28",46.0520833333321
"256",23,"MOOS",2020,"storm3","turb",0.0564379858060162,10,24,180.4,189.6,32,0.3125,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"257",24,"MOOS",2020,"storm4","turb",-0.369898618702911,38.2,33,137,199.6,80,0.4775,201.114583333333,"unburned","medium","2020-07-20",68.1145833333321
"258",25,"MOOS",2020,"storm5","turb",-0.0828251134287903,5.8,43,144.6,242.6,59.75,0.097071129707113,207.739583333333,"unburned","medium","2020-07-26",74.7395833333321
"259",26,"MOOS",2020,"storm6a","turb",-0.404997748761821,6.4,17.8,154.4,257.2,26.75,0.239252336448598,213.489583333333,"unburned","medium","2020-08-01",80.4895833333321
"260",27,"MOOS",2020,"storm6b","turb",-0.578372692126066,13,20.6,160.4,263.2,67.75,0.191881918819188,214.78125,"unburned","medium","2020-08-02",81.78125
"261",28,"MOOS",2020,"storm7a","turb",-0.107372813990462,24,14.6,112,277.6,68.75,0.349090909090909,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"262",29,"MOOS",2020,"storm7b","turb",-0.217674736932158,4.4,28,133.4,304,46.25,0.0951351351351351,224.010416666667,"unburned","medium","2020-08-12",91.0104166666679
"263",30,"MOOS",2020,"storm9","turb",-0.330278891859775,2.8,15.8,42,342.8,101,0.0277227722772277,251.979166666667,"unburned","medium","2020-09-08",118.979166666668
"264",31,"FRCH",2020,"storm1","NO3",0.109272846514869,18,0.2,0.2,0.2,121.5,0.148148148148148,164.114583333333,"unburned","medium","2020-06-13",31.1145833333321
"265",32,"FRCH",2020,"storm10a","NO3",0.540129075325187,23.8,14.6,112,295.2,63.5,0.374803149606299,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"266",33,"FRCH",2020,"storm10b","NO3",-0.371930431662045,3.6,28.2,133.6,321.8,113.5,0.0317180616740088,224.03125,"unburned","medium","2020-08-12",91.03125
"267",34,"FRCH",2020,"storm11","NO3",0.65005861664714,6,1.4,71.4,325.6,22.5,0.266666666666667,232.072916666667,"unburned","medium","2020-08-20",99.0729166666679
"268",35,"FRCH",2020,"storm12","NO3",0.547566371681443,6.6,7.4,55.4,333,16.5,0.4,249.40625,"unburned","medium","2020-09-06",116.40625
"269",36,"FRCH",2020,"storm2","NO3",0.823155665372427,0,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"270",37,"FRCH",2020,"storm3a","NO3",0.166661559097327,40.6,26.6,26.8,26.8,39.5,1.02784810126582,170.989583333333,"unburned","medium","2020-06-19",37.9895833333321
"271",38,"FRCH",2020,"storm3b","NO3",-0.473135898369543,39.4,50.6,68.2,68.2,107.5,0.366511627906977,172.65625,"unburned","medium","2020-06-21",39.65625
"272",39,"FRCH",2020,"storm3c","NO3",-0.0373765867418444,0,82.8,107.4,107.4,39.5,0,177.15625,"unburned","medium","2020-06-26",44.15625
"273",40,"FRCH",2020,"storm4a","NO3",0.199046136062027,52,2.4,121.8,121.8,46.5,1.11827956989247,188.15625,"unburned","medium","2020-07-07",55.15625
"274",41,"FRCH",2020,"storm4b","NO3",-0.344047811339044,9.2,53.8,174.2,174.2,50.5,0.182178217821782,190.15625,"unburned","medium","2020-07-09",57.15625
"275",42,"FRCH",2020,"storm5","NO3",0.000626191124421305,3.4,19,173.2,191.4,6.5,0.523076923076923,196.90625,"unburned","medium","2020-07-15",63.90625
"276",43,"FRCH",2020,"storm6","NO3",0.43371289141925,10,24,180.4,207.2,25.5,0.392156862745098,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"277",44,"FRCH",2020,"storm7","NO3",0.596417266972271,38.2,33,137.6,217.2,84.5,0.45207100591716,201.072916666667,"unburned","medium","2020-07-20",68.0729166666679
"278",45,"FRCH",2020,"storm8","NO3",-0.0618028067650239,9,39.8,149.6,257,95.5,0.0942408376963351,206.989583333333,"unburned","medium","2020-07-25",73.9895833333321
"279",46,"FRCH",2020,"storm9a","NO3",0.955248169243303,14.8,9,145.6,266,34.5,0.428985507246377,213.15625,"unburned","medium","2020-08-01",80.15625
"280",47,"FRCH",2020,"storm9b","NO3",0.00595238095238415,13,20.6,160.4,280.8,67.5,0.192592592592593,214.78125,"unburned","medium","2020-08-02",81.78125
"281",48,"FRCH",2020,"storm1","fDOM",-0.368190061661226,18,0.2,0.2,0.2,121.5,0.148148148148148,164.114583333333,"unburned","medium","2020-06-13",31.1145833333321
"282",49,"FRCH",2020,"storm10a","fDOM",-0.139005055147056,23.8,14.6,112,295.2,63.5,0.374803149606299,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"283",50,"FRCH",2020,"storm10b","fDOM",0.0316349564656627,3.6,28.2,133.6,321.8,113.5,0.0317180616740088,224.03125,"unburned","medium","2020-08-12",91.03125
"284",51,"FRCH",2020,"storm11","fDOM",-0.0364104248795352,6,1.4,71.4,325.6,22.5,0.266666666666667,232.072916666667,"unburned","medium","2020-08-20",99.0729166666679
"285",52,"FRCH",2020,"storm12","fDOM",0.59332191780821,6.6,7.4,55.4,333,16.5,0.4,249.40625,"unburned","medium","2020-09-06",116.40625
"286",53,"FRCH",2020,"storm2","fDOM",-0.272969528443981,0,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"287",54,"FRCH",2020,"storm3a","fDOM",-0.0505509495464838,40.6,26.6,26.8,26.8,39.5,1.02784810126582,170.989583333333,"unburned","medium","2020-06-19",37.9895833333321
"288",55,"FRCH",2020,"storm3b","fDOM",-0.261596276295647,39.4,50.6,68.2,68.2,107.5,0.366511627906977,172.65625,"unburned","medium","2020-06-21",39.65625
"289",56,"FRCH",2020,"storm3c","fDOM",0.255174661813442,0,82.8,107.4,107.4,39.5,0,177.15625,"unburned","medium","2020-06-26",44.15625
"290",57,"FRCH",2020,"storm4a","fDOM",-0.0578201275706837,52,2.4,121.8,121.8,46.5,1.11827956989247,188.15625,"unburned","medium","2020-07-07",55.15625
"291",58,"FRCH",2020,"storm4b","fDOM",-0.397642902486821,9.2,53.8,174.2,174.2,50.5,0.182178217821782,190.15625,"unburned","medium","2020-07-09",57.15625
"292",59,"FRCH",2020,"storm5","fDOM",-0.172142857142845,3.4,19,173.2,191.4,6.5,0.523076923076923,196.90625,"unburned","medium","2020-07-15",63.90625
"293",60,"FRCH",2020,"storm6","fDOM",-0.141604938271602,10,24,180.4,207.2,25.5,0.392156862745098,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"294",61,"FRCH",2020,"storm7","fDOM",-0.204299672179184,38.2,33,137.6,217.2,84.5,0.45207100591716,201.072916666667,"unburned","medium","2020-07-20",68.0729166666679
"295",62,"FRCH",2020,"storm8","fDOM",-0.172273447630016,9,39.8,149.6,257,95.5,0.0942408376963351,206.989583333333,"unburned","medium","2020-07-25",73.9895833333321
"296",63,"FRCH",2020,"storm9a","fDOM",-0.234053914708701,14.8,9,145.6,266,34.5,0.428985507246377,213.15625,"unburned","medium","2020-08-01",80.15625
"297",64,"FRCH",2020,"storm9b","fDOM",-0.1674851600975,13,20.6,160.4,280.8,67.5,0.192592592592593,214.78125,"unburned","medium","2020-08-02",81.78125
"298",65,"FRCH",2020,"storm1","SPC",-0.136544893233856,18,0.2,0.2,0.2,121.5,0.148148148148148,164.114583333333,"unburned","medium","2020-06-13",31.1145833333321
"299",66,"FRCH",2020,"storm10a","SPC",0.862973186119876,23.8,14.6,112,295.2,63.5,0.374803149606299,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"300",67,"FRCH",2020,"storm10b","SPC",-0.213820078226859,3.6,28.2,133.6,321.8,113.5,0.0317180616740088,224.03125,"unburned","medium","2020-08-12",91.03125
"301",68,"FRCH",2020,"storm11","SPC",0.608391608391614,6,1.4,71.4,325.6,22.5,0.266666666666667,232.072916666667,"unburned","medium","2020-08-20",99.0729166666679
"302",69,"FRCH",2020,"storm12","SPC",-0.265822784810089,6.6,7.4,55.4,333,16.5,0.4,249.40625,"unburned","medium","2020-09-06",116.40625
"303",70,"FRCH",2020,"storm2","SPC",0.0765550239234317,0,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"304",71,"FRCH",2020,"storm3a","SPC",0.976824109975325,40.6,26.6,26.8,26.8,39.5,1.02784810126582,170.989583333333,"unburned","medium","2020-06-19",37.9895833333321
"305",72,"FRCH",2020,"storm3b","SPC",0.178047404063204,39.4,50.6,68.2,68.2,107.5,0.366511627906977,172.65625,"unburned","medium","2020-06-21",39.65625
"306",73,"FRCH",2020,"storm3c","SPC",-0.531492248062012,0,82.8,107.4,107.4,39.5,0,177.15625,"unburned","medium","2020-06-26",44.15625
"307",74,"FRCH",2020,"storm4a","SPC",0.651676829268296,52,2.4,121.8,121.8,46.5,1.11827956989247,188.15625,"unburned","medium","2020-07-07",55.15625
"308",75,"FRCH",2020,"storm4b","SPC",-0.517526360786548,9.2,53.8,174.2,174.2,50.5,0.182178217821782,190.15625,"unburned","medium","2020-07-09",57.15625
"309",76,"FRCH",2020,"storm5","SPC",-0.725806451612843,3.4,19,173.2,191.4,6.5,0.523076923076923,196.90625,"unburned","medium","2020-07-15",63.90625
"310",77,"FRCH",2020,"storm6","SPC",0.222222222222219,10,24,180.4,207.2,25.5,0.392156862745098,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"311",78,"FRCH",2020,"storm7","SPC",0.0324449227652567,38.2,33,137.6,217.2,84.5,0.45207100591716,201.072916666667,"unburned","medium","2020-07-20",68.0729166666679
"312",79,"FRCH",2020,"storm8","SPC",0.294753086419758,9,39.8,149.6,257,95.5,0.0942408376963351,206.989583333333,"unburned","medium","2020-07-25",73.9895833333321
"313",80,"FRCH",2020,"storm9a","SPC",0.288235294117643,14.8,9,145.6,266,34.5,0.428985507246377,213.15625,"unburned","medium","2020-08-01",80.15625
"314",81,"FRCH",2020,"storm9b","SPC",0.000351691636772567,13,20.6,160.4,280.8,67.5,0.192592592592593,214.78125,"unburned","medium","2020-08-02",81.78125
"315",82,"FRCH",2020,"storm1","turb",-0.158132653689155,18,0.2,0.2,0.2,121.5,0.148148148148148,164.114583333333,"unburned","medium","2020-06-13",31.1145833333321
"316",83,"FRCH",2020,"storm10a","turb",-0.0748646710721413,23.8,14.6,112,295.2,63.5,0.374803149606299,221.072916666667,"unburned","medium","2020-08-09",88.0729166666679
"317",84,"FRCH",2020,"storm10b","turb",0.12551219512195,3.6,28.2,133.6,321.8,113.5,0.0317180616740088,224.03125,"unburned","medium","2020-08-12",91.03125
"318",85,"FRCH",2020,"storm11","turb",-0.0195279646761978,6,1.4,71.4,325.6,22.5,0.266666666666667,232.072916666667,"unburned","medium","2020-08-20",99.0729166666679
"319",86,"FRCH",2020,"storm12","turb",-0.076641100834647,6.6,7.4,55.4,333,16.5,0.4,249.40625,"unburned","medium","2020-09-06",116.40625
"320",87,"FRCH",2020,"storm2","turb",-0.0829862268132835,0,NA,NA,NA,NA,NA,NA,"unburned","medium",NA,NA
"321",88,"FRCH",2020,"storm3a","turb",-0.440285169868704,40.6,26.6,26.8,26.8,39.5,1.02784810126582,170.989583333333,"unburned","medium","2020-06-19",37.9895833333321
"322",89,"FRCH",2020,"storm3b","turb",0.363784340820199,39.4,50.6,68.2,68.2,107.5,0.366511627906977,172.65625,"unburned","medium","2020-06-21",39.65625
"323",90,"FRCH",2020,"storm3c","turb",-0.442284550587801,0,82.8,107.4,107.4,39.5,0,177.15625,"unburned","medium","2020-06-26",44.15625
"324",91,"FRCH",2020,"storm4a","turb",-0.130282789064008,52,2.4,121.8,121.8,46.5,1.11827956989247,188.15625,"unburned","medium","2020-07-07",55.15625
"325",92,"FRCH",2020,"storm4b","turb",-0.151637050945672,9.2,53.8,174.2,174.2,50.5,0.182178217821782,190.15625,"unburned","medium","2020-07-09",57.15625
"326",93,"FRCH",2020,"storm5","turb",-0.0933841973244176,3.4,19,173.2,191.4,6.5,0.523076923076923,196.90625,"unburned","medium","2020-07-15",63.90625
"327",94,"FRCH",2020,"storm6","turb",0.00472222222221946,10,24,180.4,207.2,25.5,0.392156862745098,199.114583333333,"unburned","medium","2020-07-18",66.1145833333321
"328",95,"FRCH",2020,"storm7","turb",-0.0947721890788483,38.2,33,137.6,217.2,84.5,0.45207100591716,201.072916666667,"unburned","medium","2020-07-20",68.0729166666679
"329",96,"FRCH",2020,"storm8","turb",0.037805874608435,9,39.8,149.6,257,95.5,0.0942408376963351,206.989583333333,"unburned","medium","2020-07-25",73.9895833333321
"330",97,"FRCH",2020,"storm9a","turb",-0.35618468983488,14.8,9,145.6,266,34.5,0.428985507246377,213.15625,"unburned","medium","2020-08-01",80.15625
"331",98,"FRCH",2020,"storm9b","turb",0.00891023050047926,13,20.6,160.4,280.8,67.5,0.192592592592593,214.78125,"unburned","medium","2020-08-02",81.78125
