"","X","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"31",31,"MOOS",2019,"storm6d","SPC",0.651100307062436,40,56.4,104.4,220.6,119.5,0.334728033472803,216.71875,"burned","medium","2019-08-05",79.71875
"32",32,"MOOS",2019,"storm7a","SPC",-0.179832503395204,19,49.2,141,273.2,41.25,0.460606060606061,224.145833333333,"burned","medium","2019-08-13",87.1458333333321
"33",33,"MOOS",2019,"storm7b","SPC",-0.578328981723239,13.2,34.2,160.2,292.8,20.75,0.636144578313253,225.927083333333,"burned","medium","2019-08-14",88.9270833333321
"34",34,"MOOS",2019,"storm7c","SPC",0.758215962441319,32,54,179.8,313,107.25,0.298368298368298,226.895833333333,"burned","medium","2019-08-15",89.8958333333321
"35",35,"MOOS",2019,"storm8","SPC",0.914545454545463,1.6,25.2,29,273.4,43.25,0.0369942196531792,263.3125,"burned","medium","2019-09-21",126.3125
"36",36,"MOOS",2019,"storm9","SPC",0.801351351351351,15.8,21.2,54.4,294,132.25,0.119470699432892,274.104166666667,"burned","medium","2019-10-02",137.104166666668
"37",37,"MOOS",2019,"storm1","turb",-0.266622919762393,14.2,43.2,43.2,43.2,175.25,0.0810271041369472,150.979166666667,"burned","medium","2019-05-31",13.9791666666679
"38",38,"MOOS",2019,"storm3","turb",-0.19105969331873,5,6.8,64.4,123,62.25,0.0803212851405622,192.6875,"burned","medium","2019-07-12",55.6875
"39",39,"MOOS",2019,"storm4","turb",0.0147936350074594,16.2,8.4,30.2,141.6,63.75,0.254117647058824,205.927083333333,"burned","medium","2019-07-25",68.9270833333321
"40",40,"MOOS",2019,"storm5","turb",-0.135203769428467,19.2,25.2,42.2,158.4,66.25,0.289811320754717,209.3125,"burned","medium","2019-07-29",72.3125
"41",41,"MOOS",2019,"storm6a","turb",-0.341013500843801,15.8,46.6,63.8,180,28.25,0.55929203539823,212.1875,"burned","medium","2019-08-01",75.1875
"42",42,"MOOS",2019,"storm6b","turb",-0.380359039151701,11,49.8,80.6,196.8,23.5,0.468085106382979,213.385416666667,"burned","medium","2019-08-02",76.3854166666679
"43",43,"MOOS",2019,"storm6c","turb",0.0114496577884066,13,59,91,207.2,55.5,0.234234234234234,214.385416666667,"burned","medium","2019-08-03",77.3854166666679
"44",44,"MOOS",2019,"storm6d","turb",-0.160067093311313,40,56.4,104.4,220.6,119.5,0.334728033472803,216.71875,"burned","medium","2019-08-05",79.71875
"45",45,"MOOS",2019,"storm7a","turb",-0.216086155925988,19,49.2,141,273.2,41.25,0.460606060606061,224.145833333333,"burned","medium","2019-08-13",87.1458333333321
"46",46,"MOOS",2019,"storm7b","turb",0.35020595471761,13.2,34.2,160.2,292.8,20.75,0.636144578313253,225.927083333333,"burned","medium","2019-08-14",88.9270833333321
"47",47,"MOOS",2019,"storm7c","turb",0.0189217992062341,32,54,179.8,313,107.25,0.298368298368298,226.895833333333,"burned","medium","2019-08-15",89.8958333333321
"48",48,"MOOS",2019,"storm8","turb",-0.430175972329171,1.6,25.2,29,273.4,43.25,0.0369942196531792,263.3125,"burned","medium","2019-09-21",126.3125
"49",49,"MOOS",2019,"storm9","turb",-0.069874156990892,15.8,21.2,54.4,294,132.25,0.119470699432892,274.104166666667,"burned","medium","2019-10-02",137.104166666668
"50",50,"FRCH",2019,"storm1","NO3",-0.0348740872044856,51.8,8.6,19.2,19.2,248,0.208870967741935,150.53125,"unburned","medium","2019-05-31",13.53125
"51",51,"FRCH",2019,"storm10a","NO3",0.460886189833548,12.6,43.2,60.4,189.2,30,0.42,212.03125,"unburned","medium","2019-08-01",75.03125
"52",52,"FRCH",2019,"storm11","NO3",-0.0823325497543547,42.4,53.8,101.8,230.2,119.5,0.354811715481172,216.510416666667,"unburned","medium","2019-08-05",79.5104166666679
"53",53,"FRCH",2019,"storm12b","NO3",-0.140658288192752,6,33.6,159.6,297.4,16.5,0.363636363636364,225.885416666667,"unburned","medium","2019-08-14",88.8854166666679
"54",54,"FRCH",2019,"storm12c","NO3",0.252111525500529,50.6,40.4,166.4,301.2,127.5,0.396862745098039,226.59375,"unburned","medium","2019-08-15",89.59375
"55",55,"FRCH",2019,"storm12d","NO3",0.0683924997366499,4,65.4,218.8,354,213.5,0.0187353629976581,231.96875,"unburned","medium","2019-08-20",94.96875
"56",56,"FRCH",2019,"storm13","NO3",0.151557893059209,16.6,10.8,14.8,259,97.5,0.17025641025641,262.510416666667,"unburned","medium","2019-09-20",125.510416666668
"57",57,"FRCH",2019,"storm14","NO3",0.126581034603773,25,15.4,46.4,286,157.5,0.158730158730159,273.59375,"unburned","medium","2019-10-01",136.59375
"58",58,"FRCH",2019,"storm2","NO3",0.697368421052639,0,12.6,76.8,82,28,0,165.822916666667,"unburned","medium","2019-06-15",28.8229166666679
"59",59,"FRCH",2019,"storm3","NO3",0.649850894632213,5.2,12.2,77,83.4,50,0.104,168.197916666667,"unburned","medium","2019-06-18",31.1979166666679
"60",60,"FRCH",2019,"storm4","NO3",0.551245210727968,2.6,36.8,97.6,108,48,0.0541666666666667,170.364583333333,"unburned","medium","2019-06-20",33.3645833333321
"61",61,"FRCH",2019,"storm5","NO3",0.0530606407322745,6.4,37.6,109,119.6,57,0.112280701754386,172.40625,"unburned","medium","2019-06-22",35.40625
"62",62,"FRCH",2019,"storm6","NO3",0.19541632763764,9.4,2.4,60,131.2,64,0.146875,192.114583333333,"unburned","medium","2019-07-12",55.1145833333321
"63",63,"FRCH",2019,"storm7","NO3",-0.359013992840878,11.2,3.8,25.4,149.4,33,0.339393939393939,205.78125,"unburned","medium","2019-07-25",68.78125
"64",64,"FRCH",2019,"storm8","NO3",0.59485368314832,5.8,19.4,41.2,165.2,26,0.223076923076923,208.114583333333,"unburned","medium","2019-07-28",71.1145833333321
"65",65,"FRCH",2019,"storm9a","NO3",0.495614035087698,6.4,25.2,42.2,171,15,0.426666666666667,209.28125,"unburned","medium","2019-07-29",72.28125
"66",66,"FRCH",2019,"storm9b","NO3",-0.447068901402466,0,36.6,53.6,182.4,37,0,210.03125,"unburned","medium","2019-07-30",73.03125
"67",67,"FRCH",2019,"storm1","fDOM",-0.508264012495911,51.8,8.6,19.2,19.2,248,0.208870967741935,150.53125,"unburned","medium","2019-05-31",13.53125
"68",68,"FRCH",2019,"storm10a","fDOM",-0.11900867315885,12.6,43.2,60.4,189.2,30,0.42,212.03125,"unburned","medium","2019-08-01",75.03125
"69",69,"FRCH",2019,"storm10b","fDOM",0.538993775399945,15.6,43.2,74,202.4,23.5,0.663829787234043,213.302083333333,"unburned","medium","2019-08-02",76.3020833333321
"70",70,"FRCH",2019,"storm10c","fDOM",-0.902465294399245,10,58.4,90.4,218.8,51.5,0.194174757281553,214.302083333333,"unburned","medium","2019-08-03",77.3020833333321
"71",71,"FRCH",2019,"storm11","fDOM",0.130177936384021,42.4,53.8,101.8,230.2,119.5,0.354811715481172,216.510416666667,"unburned","medium","2019-08-05",79.5104166666679
"72",72,"FRCH",2019,"storm12a","fDOM",0.385525774552875,21.2,48.6,141.8,276.6,45.5,0.465934065934066,223.927083333333,"unburned","medium","2019-08-12",86.9270833333321
"73",73,"FRCH",2019,"storm12b","fDOM",-0.0545914678235515,6,33.6,159.6,297.4,16.5,0.363636363636364,225.885416666667,"unburned","medium","2019-08-14",88.8854166666679
"74",74,"FRCH",2019,"storm12c","fDOM",0.314895817275573,50.6,40.4,166.4,301.2,127.5,0.396862745098039,226.59375,"unburned","medium","2019-08-15",89.59375
"75",75,"FRCH",2019,"storm12d","fDOM",-0.00838427180843557,4,65.4,218.8,354,213.5,0.0187353629976581,231.96875,"unburned","medium","2019-08-20",94.96875
"76",76,"FRCH",2019,"storm13","fDOM",-0.738906497622821,16.6,10.8,14.8,259,97.5,0.17025641025641,262.510416666667,"unburned","medium","2019-09-20",125.510416666668
"77",77,"FRCH",2019,"storm14","fDOM",-0.578102912072382,25,15.4,46.4,286,157.5,0.158730158730159,273.59375,"unburned","medium","2019-10-01",136.59375
"78",78,"FRCH",2019,"storm2","fDOM",-0.510034445514785,0,12.6,76.8,82,28,0,165.822916666667,"unburned","medium","2019-06-15",28.8229166666679
"79",79,"FRCH",2019,"storm3","fDOM",-0.744213886671989,5.2,12.2,77,83.4,50,0.104,168.197916666667,"unburned","medium","2019-06-18",31.1979166666679
"80",80,"FRCH",2019,"storm4","fDOM",-0.0408390257055615,2.6,36.8,97.6,108,48,0.0541666666666667,170.364583333333,"unburned","medium","2019-06-20",33.3645833333321
"81",81,"FRCH",2019,"storm5","fDOM",-0.150612551941569,6.4,37.6,109,119.6,57,0.112280701754386,172.40625,"unburned","medium","2019-06-22",35.40625
"82",82,"FRCH",2019,"storm6","fDOM",-0.375561067800617,9.4,2.4,60,131.2,64,0.146875,192.114583333333,"unburned","medium","2019-07-12",55.1145833333321
"83",83,"FRCH",2019,"storm7","fDOM",-0.418788279092107,11.2,3.8,25.4,149.4,33,0.339393939393939,205.78125,"unburned","medium","2019-07-25",68.78125
"84",84,"FRCH",2019,"storm8","fDOM",-0.435211267605634,5.8,19.4,41.2,165.2,26,0.223076923076923,208.114583333333,"unburned","medium","2019-07-28",71.1145833333321
"85",85,"FRCH",2019,"storm9a","fDOM",-0.280288054221979,6.4,25.2,42.2,171,15,0.426666666666667,209.28125,"unburned","medium","2019-07-29",72.28125
"86",86,"FRCH",2019,"storm9b","fDOM",-0.626582219050475,0,36.6,53.6,182.4,37,0,210.03125,"unburned","medium","2019-07-30",73.03125
"87",87,"FRCH",2019,"storm1","SPC",0.80210983884648,51.8,8.6,19.2,19.2,248,0.208870967741935,150.53125,"unburned","medium","2019-05-31",13.53125
"88",88,"FRCH",2019,"storm10a","SPC",0.776691331923943,12.6,43.2,60.4,189.2,30,0.42,212.03125,"unburned","medium","2019-08-01",75.03125
"89",89,"FRCH",2019,"storm10b","SPC",0.941444966092851,15.6,43.2,74,202.4,23.5,0.663829787234043,213.302083333333,"unburned","medium","2019-08-02",76.3020833333321
"90",90,"FRCH",2019,"storm10c","SPC",0.25133689839572,10,58.4,90.4,218.8,51.5,0.194174757281553,214.302083333333,"unburned","medium","2019-08-03",77.3020833333321
"91",91,"FRCH",2019,"storm11","SPC",0.630907477257598,42.4,53.8,101.8,230.2,119.5,0.354811715481172,216.510416666667,"unburned","medium","2019-08-05",79.5104166666679
"92",92,"FRCH",2019,"storm12a","SPC",-0.0606346807706779,21.2,48.6,141.8,276.6,45.5,0.465934065934066,223.927083333333,"unburned","medium","2019-08-12",86.9270833333321
"93",93,"FRCH",2019,"storm12b","SPC",-0.372754491017975,6,33.6,159.6,297.4,16.5,0.363636363636364,225.885416666667,"unburned","medium","2019-08-14",88.8854166666679
"94",94,"FRCH",2019,"storm12c","SPC",0.749227373068432,50.6,40.4,166.4,301.2,127.5,0.396862745098039,226.59375,"unburned","medium","2019-08-15",89.59375
"95",95,"FRCH",2019,"storm12d","SPC",-0.362873134328359,4,65.4,218.8,354,213.5,0.0187353629976581,231.96875,"unburned","medium","2019-08-20",94.96875
"96",96,"FRCH",2019,"storm13","SPC",0.742695398100804,16.6,10.8,14.8,259,97.5,0.17025641025641,262.510416666667,"unburned","medium","2019-09-20",125.510416666668
"97",97,"FRCH",2019,"storm14","SPC",0.605492297387809,25,15.4,46.4,286,157.5,0.158730158730159,273.59375,"unburned","medium","2019-10-01",136.59375
"98",98,"FRCH",2019,"storm2","SPC",0.566071428571441,0,12.6,76.8,82,28,0,165.822916666667,"unburned","medium","2019-06-15",28.8229166666679
"99",99,"FRCH",2019,"storm3","SPC",0.715789473684214,5.2,12.2,77,83.4,50,0.104,168.197916666667,"unburned","medium","2019-06-18",31.1979166666679
"100",100,"FRCH",2019,"storm4","SPC",0.569252873563216,2.6,36.8,97.6,108,48,0.0541666666666667,170.364583333333,"unburned","medium","2019-06-20",33.3645833333321
"101",101,"FRCH",2019,"storm5","SPC",0.0927272727272601,6.4,37.6,109,119.6,57,0.112280701754386,172.40625,"unburned","medium","2019-06-22",35.40625
"102",102,"FRCH",2019,"storm6","SPC",0.766290726817102,9.4,2.4,60,131.2,64,0.146875,192.114583333333,"unburned","medium","2019-07-12",55.1145833333321
"103",103,"FRCH",2019,"storm7","SPC",-0.0469728601252181,11.2,3.8,25.4,149.4,33,0.339393939393939,205.78125,"unburned","medium","2019-07-25",68.78125
"104",104,"FRCH",2019,"storm8","SPC",0.698412698412724,5.8,19.4,41.2,165.2,26,0.223076923076923,208.114583333333,"unburned","medium","2019-07-28",71.1145833333321
"105",105,"FRCH",2019,"storm9a","SPC",0.771880819366917,6.4,25.2,42.2,171,15,0.426666666666667,209.28125,"unburned","medium","2019-07-29",72.28125
"106",106,"FRCH",2019,"storm9b","SPC",0.562560153994207,0,36.6,53.6,182.4,37,0,210.03125,"unburned","medium","2019-07-30",73.03125
"107",107,"FRCH",2019,"storm1","turb",-0.539473998604594,51.8,8.6,19.2,19.2,248,0.208870967741935,150.53125,"unburned","medium","2019-05-31",13.53125
"108",108,"FRCH",2019,"storm10a","turb",-0.377541529323454,12.6,43.2,60.4,189.2,30,0.42,212.03125,"unburned","medium","2019-08-01",75.03125
"109",109,"FRCH",2019,"storm10b","turb",-0.414633835162031,15.6,43.2,74,202.4,23.5,0.663829787234043,213.302083333333,"unburned","medium","2019-08-02",76.3020833333321
"110",110,"FRCH",2019,"storm10c","turb",0.327046967023153,10,58.4,90.4,218.8,51.5,0.194174757281553,214.302083333333,"unburned","medium","2019-08-03",77.3020833333321
"111",111,"FRCH",2019,"storm11","turb",-0.201665165740976,42.4,53.8,101.8,230.2,119.5,0.354811715481172,216.510416666667,"unburned","medium","2019-08-05",79.5104166666679
"112",112,"FRCH",2019,"storm12a","turb",0.892396694214876,21.2,48.6,141.8,276.6,45.5,0.465934065934066,223.927083333333,"unburned","medium","2019-08-12",86.9270833333321
"113",113,"FRCH",2019,"storm12b","turb",0.339146173293496,6,33.6,159.6,297.4,16.5,0.363636363636364,225.885416666667,"unburned","medium","2019-08-14",88.8854166666679
"114",114,"FRCH",2019,"storm12c","turb",0.235446286632038,50.6,40.4,166.4,301.2,127.5,0.396862745098039,226.59375,"unburned","medium","2019-08-15",89.59375
"115",115,"FRCH",2019,"storm12d","turb",-0.260581184842999,4,65.4,218.8,354,213.5,0.0187353629976581,231.96875,"unburned","medium","2019-08-20",94.96875
"116",116,"FRCH",2019,"storm13","turb",-0.181307289393278,16.6,10.8,14.8,259,97.5,0.17025641025641,262.510416666667,"unburned","medium","2019-09-20",125.510416666668
"117",117,"FRCH",2019,"storm14","turb",-0.0493248232186973,25,15.4,46.4,286,157.5,0.158730158730159,273.59375,"unburned","medium","2019-10-01",136.59375
"118",118,"FRCH",2019,"storm2","turb",0.21995636119503,0,12.6,76.8,82,28,0,165.822916666667,"unburned","medium","2019-06-15",28.8229166666679
"119",119,"FRCH",2019,"storm3","turb",-0.37229867756155,5.2,12.2,77,83.4,50,0.104,168.197916666667,"unburned","medium","2019-06-18",31.1979166666679
"120",120,"FRCH",2019,"storm4","turb",-0.370181894702265,2.6,36.8,97.6,108,48,0.0541666666666667,170.364583333333,"unburned","medium","2019-06-20",33.3645833333321
"121",121,"FRCH",2019,"storm5","turb",-0.0302373592165842,6.4,37.6,109,119.6,57,0.112280701754386,172.40625,"unburned","medium","2019-06-22",35.40625
"122",122,"FRCH",2019,"storm7","turb",-0.263409563409561,11.2,3.8,25.4,149.4,33,0.339393939393939,205.78125,"unburned","medium","2019-07-25",68.78125
"123",123,"FRCH",2019,"storm8","turb",-0.241288323002176,5.8,19.4,41.2,165.2,26,0.223076923076923,208.114583333333,"unburned","medium","2019-07-28",71.1145833333321
"124",124,"FRCH",2019,"storm9a","turb",-0.161967103054713,6.4,25.2,42.2,171,15,0.426666666666667,209.28125,"unburned","medium","2019-07-29",72.28125
"125",125,"FRCH",2019,"storm9b","turb",-0.0206859821048106,0,36.6,53.6,182.4,37,0,210.03125,"unburned","medium","2019-07-30",73.03125
"126",126,"POKE",2019,"storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","2019-06-30",43.1875
"127",127,"POKE",2019,"storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","2019-07-12",55.2708333333321
"128",128,"POKE",2019,"storm4","NO3",0.543181818181818,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","2019-07-31",74.8125
"129",129,"POKE",2019,"storm5d","NO3",0.546875,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium","2019-08-10",84.2291666666679
"130",130,"POKE",2019,"storm7","NO3",0.176100628930818,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium","2019-08-15",89.7291666666679
"131",131,"POKE",2019,"storm8","NO3",0.680669234472791,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium","2019-09-29",134.520833333332
"132",132,"POKE",2019,"storm1","fDOM",0.464342664776758,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","2019-06-30",43.1875
"133",133,"POKE",2019,"storm2","fDOM",-0.212058156410846,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","2019-07-12",55.2708333333321
"134",134,"POKE",2019,"storm3","fDOM",-0.168909552878289,18.67,0.127,25.527,59.309,36.5,0.511506849315069,206.020833333333,"burned","medium","2019-07-26",69.0208333333321
"135",135,"POKE",2019,"storm4","fDOM",-0.301784547655256,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","2019-07-31",74.8125
"136",136,"POKE",2019,"storm5d","fDOM",0.267777698767809,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium","2019-08-10",84.2291666666679
"137",137,"POKE",2019,"storm7","fDOM",-0.445469136676897,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium","2019-08-15",89.7291666666679
"138",138,"POKE",2019,"storm8","fDOM",-0.440279625844585,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium","2019-09-29",134.520833333332
"139",139,"POKE",2019,"storm9","fDOM",-0.658899923605806,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium","2019-10-04",139.3125
"140",140,"POKE",2019,"storm1","SPC",0.590395480225955,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","2019-06-30",43.1875
"141",141,"POKE",2019,"storm2","SPC",0.565765957446808,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","2019-07-12",55.2708333333321
"142",142,"POKE",2019,"storm3","SPC",0.817205962552263,18.67,0.127,25.527,59.309,36.5,0.511506849315069,206.020833333333,"burned","medium","2019-07-26",69.0208333333321
"143",143,"POKE",2019,"storm4","SPC",0.356237254222941,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","2019-07-31",74.8125
"144",144,"POKE",2019,"storm5c","SPC",-0.515260561275188,14.224,91.694,130.811,174.372,27.5,0.517236363636364,216.520833333333,"burned","medium","2019-08-05",79.5208333333321
"145",145,"POKE",2019,"storm5d","SPC",0.344281929129643,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium","2019-08-10",84.2291666666679
"146",146,"POKE",2019,"storm7","SPC",0.608505584919016,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium","2019-08-15",89.7291666666679
"147",147,"POKE",2019,"storm8","SPC",0.488656250000003,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium","2019-09-29",134.520833333332
"148",148,"POKE",2019,"storm9","SPC",0.845029239766082,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium","2019-10-04",139.3125
"149",149,"POKE",2019,"storm1","turb",-0.289806722425837,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","2019-06-30",43.1875
"150",150,"POKE",2019,"storm2","turb",-0.395999472651756,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","2019-07-12",55.2708333333321
"151",151,"POKE",2019,"storm3","turb",-0.686869199788501,18.67,0.127,25.527,59.309,36.5,0.511506849315069,206.020833333333,"burned","medium","2019-07-26",69.0208333333321
"152",152,"POKE",2019,"storm4","turb",-0.686605966271203,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","2019-07-31",74.8125
"153",153,"POKE",2019,"storm5c","turb",-0.26722535035035,14.224,91.694,130.811,174.372,27.5,0.517236363636364,216.520833333333,"burned","medium","2019-08-05",79.5208333333321
"154",154,"POKE",2019,"storm5d","turb",-0.546439290478635,4.318,59.944,143.511,196.978,24.5,0.176244897959184,221.229166666667,"burned","medium","2019-08-10",84.2291666666679
"155",155,"POKE",2019,"storm7","turb",-0.0499248175637747,19.05,38.735,170.943,225.045,66.5,0.286466165413534,226.729166666667,"burned","medium","2019-08-15",89.7291666666679
"156",156,"POKE",2019,"storm8","turb",-0.215795627507746,9.779,1.524,12.573,224.537,23.5,0.416127659574468,271.520833333333,"burned","medium","2019-09-29",134.520833333332
"157",157,"POKE",2019,"storm9","turb",-0.0900183293034865,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium","2019-10-04",139.3125
"158",158,"VAUL",2019,"storm1","NO3",-0.45976909662761,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high","2019-07-13",56.1875
"159",159,"VAUL",2019,"storm2","NO3",-0.285041841004195,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high","2019-07-26",69.0208333333321
"160",160,"VAUL",2019,"storm3","NO3",0.675908972011508,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high","2019-07-29",72.1875
"161",161,"VAUL",2019,"storm4b","NO3",-0.0370149550355244,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high","2019-08-03",77.1041666666679
"162",162,"VAUL",2019,"storm4c","NO3",0.0031933318900342,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high","2019-08-05",79.3958333333321
"163",163,"VAUL",2019,"storm5","NO3",0.0208051141790396,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high","2019-08-12",86.8541666666679
"164",164,"VAUL",2019,"storm6","NO3",-0.00791958605138113,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high","2019-08-15",89.8125
