"","X.1","X","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"157",157,157,"POKE",2019,"storm9","turb",-0.0900183293034865,7.874,17.526,29.464,240.92,52.5,0.149980952380952,276.3125,"burned","medium",2019-10-04,139.3125
"158",158,158,"VAUL",2019,"storm1","NO3",-0.45976909662761,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high",2019-07-13,56.1875
"159",159,159,"VAUL",2019,"storm2","NO3",-0.285041841004195,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high",2019-07-26,69.0208333333321
"160",160,160,"VAUL",2019,"storm3","NO3",0.675908972011508,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high",2019-07-29,72.1875
"161",161,161,"VAUL",2019,"storm4b","NO3",-0.0370149550355244,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high",2019-08-03,77.1041666666679
"162",162,162,"VAUL",2019,"storm4c","NO3",0.0031933318900342,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high",2019-08-05,79.3958333333321
"163",163,163,"VAUL",2019,"storm5","NO3",0.0208051141790396,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high",2019-08-12,86.8541666666679
"164",164,164,"VAUL",2019,"storm6","NO3",-0.00791958605138113,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high",2019-08-15,89.8125
"165",165,165,"VAUL",2019,"storm7","NO3",0.393018018018039,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high",2019-09-19,124.0625
"166",166,166,"VAUL",2019,"storm8a","NO3",0.933995088006543,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high",2019-09-29,134.395833333332
"167",167,167,"VAUL",2019,"storm1","fDOM",0.153841316138814,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high",2019-07-13,56.1875
"168",168,168,"VAUL",2019,"storm2","fDOM",-0.190502442394161,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high",2019-07-26,69.0208333333321
"169",169,169,"VAUL",2019,"storm3","fDOM",0.179246616094006,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high",2019-07-29,72.1875
"170",170,170,"VAUL",2019,"storm4b","fDOM",-0.0466390490095008,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high",2019-08-03,77.1041666666679
"171",171,171,"VAUL",2019,"storm4c","fDOM",-0.650138162577281,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high",2019-08-05,79.3958333333321
"172",172,172,"VAUL",2019,"storm5","fDOM",0.42935871743487,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high",2019-08-12,86.8541666666679
"173",173,173,"VAUL",2019,"storm6","fDOM",0.390297202797202,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high",2019-08-15,89.8125
"174",174,174,"VAUL",2019,"storm7","fDOM",-0.0132517838939857,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high",2019-09-19,124.0625
"175",175,175,"VAUL",2019,"storm8a","fDOM",0.0413793103448282,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high",2019-09-29,134.395833333332
"176",176,176,"VAUL",2019,"storm8b","fDOM",0.464285714285714,10.2,17,35.2,193.4,55.5,0.183783783783784,273.8125,"unburned","high",2019-10-01,136.8125
"177",177,177,"VAUL",2019,"storm8c","fDOM",0.325370675453048,18.4,27,45.2,201,119.5,0.15397489539749,276.145833333333,"unburned","high",2019-10-04,139.145833333332
"178",178,178,"VAUL",2019,"storm1","SPC",0.679676532304367,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high",2019-07-13,56.1875
"179",179,179,"VAUL",2019,"storm2","SPC",0.97914199321612,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high",2019-07-26,69.0208333333321
"180",180,180,"VAUL",2019,"storm3","SPC",0.935225975518769,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high",2019-07-29,72.1875
"181",181,181,"VAUL",2019,"storm4b","SPC",0.496035523547611,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high",2019-08-03,77.1041666666679
"182",182,182,"VAUL",2019,"storm4c","SPC",-0.208055838267949,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high",2019-08-05,79.3958333333321
"183",183,183,"VAUL",2019,"storm5","SPC",0.864840348330914,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high",2019-08-12,86.8541666666679
"184",184,184,"VAUL",2019,"storm6","SPC",0.653560830860534,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high",2019-08-15,89.8125
"185",185,185,"VAUL",2019,"storm7","SPC",0.167093287827076,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high",2019-09-19,124.0625
"186",186,186,"VAUL",2019,"storm8a","SPC",0.974313551815766,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high",2019-09-29,134.395833333332
"187",187,187,"VAUL",2019,"storm8b","SPC",0.904728464419476,10.2,17,35.2,193.4,55.5,0.183783783783784,273.8125,"unburned","high",2019-10-01,136.8125
"188",188,188,"VAUL",2019,"storm8c","SPC",0.292263610315187,18.4,27,45.2,201,119.5,0.15397489539749,276.145833333333,"unburned","high",2019-10-04,139.145833333332
"189",189,189,"VAUL",2019,"storm1","turb",-0.0871690268133895,14,4.2,18.8,20.4,47.5,0.294736842105263,193.1875,"unburned","high",2019-07-13,56.1875
"190",190,190,"VAUL",2019,"storm2","turb",-0.0581209939965577,7.6,8.4,35.6,47.6,51.5,0.147572815533981,206.020833333333,"unburned","high",2019-07-26,69.0208333333321
"191",191,191,"VAUL",2019,"storm3","turb",0.0273248622068411,8.8,19.6,42.6,58.8,47.5,0.185263157894737,209.1875,"unburned","high",2019-07-29,72.1875
"192",192,192,"VAUL",2019,"storm4b","turb",0.431817884154076,6.4,47,84,100.2,54.5,0.11743119266055,214.104166666667,"unburned","high",2019-08-03,77.1041666666679
"193",193,193,"VAUL",2019,"storm4c","turb",0.0851030040439054,20.6,40.8,90.4,106.6,176.5,0.11671388101983,216.395833333333,"unburned","high",2019-08-05,79.3958333333321
"194",194,194,"VAUL",2019,"storm5","turb",-0.220480193895326,14.8,14.6,97.2,131.6,68.5,0.216058394160584,223.854166666667,"unburned","high",2019-08-12,86.8541666666679
"195",195,195,"VAUL",2019,"storm6","turb",-0.206451781241302,15.6,29.8,110.8,150,65.5,0.238167938931298,226.8125,"unburned","high",2019-08-15,89.8125
"196",196,196,"VAUL",2019,"storm7","turb",-0.0134962805526036,0.8,8,16.6,174,26.5,0.030188679245283,261.0625,"unburned","high",2019-09-19,124.0625
"197",197,197,"VAUL",2019,"storm8a","turb",-0.252284817896604,7.4,3.4,21.6,179.8,41.5,0.178313253012048,271.395833333333,"unburned","high",2019-09-29,134.395833333332
"198",198,198,"VAUL",2019,"storm8b","turb",-0.0567900725593667,10.2,17,35.2,193.4,55.5,0.183783783783784,273.8125,"unburned","high",2019-10-01,136.8125
"199",199,199,"VAUL",2019,"storm8c","turb",-0.041980402429082,18.4,27,45.2,201,119.5,0.15397489539749,276.145833333333,"unburned","high",2019-10-04,139.145833333332
"200",200,200,"STRT",2019,"storm1","NO3",-0.216398434101768,48.6,7.4,11.6,11.6,NA,NA,150.479166666667,"burned","high",2019-05-31,13.4791666666679
"201",201,201,"STRT",2019,"storm2","NO3",-0.176000715172176,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high",2019-07-12,55.8125
"202",202,202,"STRT",2019,"storm3b","NO3",-0.404636632686611,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high",2019-08-05,79.6041666666679
"203",203,203,"STRT",2019,"storm3c","NO3",0.166814267391439,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high",2019-08-12,86.8541666666679
"204",204,204,"STRT",2019,"storm6","NO3",0.641187384044537,12,22.2,205.2,352,22,0.545454545454545,263,"burned","high",2019-09-21,126
"205",205,205,"STRT",2019,"storm7","NO3",0.440494200705995,19.2,22.2,205.2,352,130.25,0.147408829174664,274,"burned","high",2019-10-02,137
"206",206,206,"STRT",2019,"storm7b","NO3",-0.121494303242771,4.8,22.2,205.2,352,65.25,0.0735632183908046,277,"burned","high",2019-10-05,140
"207",207,207,"STRT",2019,"storm2","fDOM",-0.41614779661017,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high",2019-07-12,55.8125
"208",208,208,"STRT",2019,"storm3a","fDOM",-0.362369623889195,78,7.4,29.2,146.8,100,0.78,205.833333333333,"burned","high",2019-07-25,68.8333333333321
"209",209,209,"STRT",2019,"storm3b","fDOM",-0.189978932312477,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high",2019-08-05,79.6041666666679
"210",210,210,"STRT",2019,"storm3c","fDOM",-0.461712845128761,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high",2019-08-12,86.8541666666679
"211",211,211,"STRT",2019,"storm4","fDOM",0.370296217094952,40,46.2,171.8,307,10.5,3.80952380952381,226.770833333333,"burned","high",2019-08-15,89.7708333333321
"212",212,212,"STRT",2019,"storm5","fDOM",0.143072800616264,4.4,61.6,215,350.2,NA,NA,231.895833333333,"burned","high",2019-08-20,94.8958333333321
"213",213,213,"STRT",2019,"storm6","fDOM",-0.401557285873193,12,22.2,205.2,352,22,0.545454545454545,263,"burned","high",2019-09-21,126
"214",214,214,"STRT",2019,"storm7","fDOM",-0.727775776290959,19.2,22.2,205.2,352,130.25,0.147408829174664,274,"burned","high",2019-10-02,137
"215",215,215,"STRT",2019,"storm7b","fDOM",-0.0285977831311425,4.8,22.2,205.2,352,65.25,0.0735632183908046,277,"burned","high",2019-10-05,140
"216",216,216,"STRT",2019,"storm2","SPC",0.50163528921822,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high",2019-07-12,55.8125
"217",217,217,"STRT",2019,"storm3a","SPC",0.804161381830725,78,7.4,29.2,146.8,100,0.78,205.833333333333,"burned","high",2019-07-25,68.8333333333321
"218",218,218,"STRT",2019,"storm3b","SPC",0.839052117508831,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high",2019-08-05,79.6041666666679
"219",219,219,"STRT",2019,"storm3c","SPC",0.886799939324342,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high",2019-08-12,86.8541666666679
"220",220,220,"STRT",2019,"storm4","SPC",0.639883186188179,40,46.2,171.8,307,10.5,3.80952380952381,226.770833333333,"burned","high",2019-08-15,89.7708333333321
"221",221,221,"STRT",2019,"storm5","SPC",-0.575978000053919,4.4,61.6,215,350.2,NA,NA,231.895833333333,"burned","high",2019-08-20,94.8958333333321
"222",222,222,"STRT",2019,"storm6","SPC",0.811170212765957,12,22.2,205.2,352,22,0.545454545454545,263,"burned","high",2019-09-21,126
"223",223,223,"STRT",2019,"storm7","SPC",0.608071748878924,19.2,22.2,205.2,352,130.25,0.147408829174664,274,"burned","high",2019-10-02,137
"224",224,224,"STRT",2019,"storm7b","SPC",0.0317305861696948,4.8,22.2,205.2,352,65.25,0.0735632183908046,277,"burned","high",2019-10-05,140
"225",225,225,"STRT",2019,"storm2","turb",-0.0618920462127328,0.8,11,68.6,133.4,1.25,0.64,192.8125,"burned","high",2019-07-12,55.8125
"226",226,226,"STRT",2019,"storm3a","turb",-0.0594127802618626,78,7.4,29.2,146.8,100,0.78,205.833333333333,"burned","high",2019-07-25,68.8333333333321
"227",227,227,"STRT",2019,"storm3b","turb",-0.250858685783605,40.4,54,102,224.4,NA,NA,216.604166666667,"burned","high",2019-08-05,79.6041666666679
"228",228,228,"STRT",2019,"storm3c","turb",-0.285723526576404,22.8,45.2,138.6,272.8,14.25,1.6,223.854166666667,"burned","high",2019-08-12,86.8541666666679
"229",229,229,"STRT",2019,"storm4","turb",-0.0141703566479389,40,46.2,171.8,307,10.5,3.80952380952381,226.770833333333,"burned","high",2019-08-15,89.7708333333321
"230",230,230,"STRT",2019,"storm5","turb",0.259686287084728,4.4,61.6,215,350.2,NA,NA,231.895833333333,"burned","high",2019-08-20,94.8958333333321
"231",231,231,"STRT",2019,"storm6","turb",-0.29758353221957,12,22.2,205.2,352,22,0.545454545454545,263,"burned","high",2019-09-21,126
"232",232,232,"STRT",2019,"storm7","turb",-0.114360716442151,19.2,22.2,205.2,352,130.25,0.147408829174664,274,"burned","high",2019-10-02,137
"233",233,233,"STRT",2019,"storm7b","turb",-0.189506853748005,4.8,22.2,205.2,352,65.25,0.0735632183908046,277,"burned","high",2019-10-05,140
