"","storm.num","TOTAL.TIME","site.ID","year","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","Intensity","doy","burn","pf"
"41","storm5b",30.4666666666667,"CARI",2018,"SPC",0.88052817791256,20.32,10.906,31.877,103.632,103.632,13.0217736280488,0.666958424507659,216.313194444444,"burned","medium"
"42","storm5c",143.966666666667,"CARI",2018,"SPC",-0.103230337078652,3.937,9.97127884615385,44.196,123.952,123.952,13.2306356707317,0.0273466080111137,217.584027777778,"burned","medium"
"43","storm6",165.966666666667,"CARI",2018,"SPC",0.24304008908686,42.164,9.77078852201258,13.208,109.728,127.889,10.0929239021956,0.254051014259892,224.667361111111,"burned","medium"
"44","storm7",41.9666666666667,"CARI",2018,"SPC",0.506756756756753,5.588,8.31393699186992,42.164,112.903,170.053,9.99967398989899,0.133153296266878,232.167361111111,"burned","medium"
"45","storm8",47.9666666666667,"CARI",2018,"SPC",0.541843220338984,2.667,7.80982712765957,8.255,109.474,175.641,9.68047398989899,0.0556011118832523,235.459027777778,"burned","medium"
"46","storm9",89.9666666666667,"CARI",2018,"SPC",0.433270676691728,12.446,7.38927762172285,8.89,106.68,178.308,9.70984578252033,0.138340125972582,237.459027777778,"burned","medium"
"47","storm1",79.4666666666667,"CARI",2018,"turb",-0.0433070866141732,5.842,6.09801635021097,0,0,0,NA,0.0735151006711409,160.396527777778,"burned","medium"
"48","storm10",64.9666666666667,"CARI",2018,"turb",-7.35077053717078e-05,16.002,4.30740927419355,5.842,5.842,5.842,6.09801635021097,0.246310928681375,241.375694444444,"burned","medium"
"49","storm11",47.9666666666667,"CARI",2018,"turb",-0.0029232693911593,4.699,6.96928191489362,21.844,21.844,21.844,5.31065721040189,0.0979638637943016,244.084027777778,"burned","medium"
"50","storm12a",104.966666666667,"CARI",2018,"turb",-0.000398310927937859,40.64,4.92868870192308,21.082,26.543,26.543,5.97711621485944,0.387170530327088,262.917361111111,"burned","medium"
"51","storm12b",130.966666666667,"CARI",2018,"turb",-0.0486182190378711,4.572,4.1034189453125,48.133,67.183,67.183,5.67630572289157,0.0349096462204123,267.334027777778,"burned","medium"
"52","storm2",45.4666666666667,"CARI",2018,"turb",0.164607291411794,8.001,12.6192583333333,10.287,71.755,71.755,4.307984437751,0.175975073313783,171.813194444444,"burned","medium"
"53","storm3",32.4666666666667,"CARI",2018,"turb",-0.0765949554896143,6.604,13.5604107142857,9.779,79.756,79.756,6.38949401197605,0.203408624229979,179.229861111111,"burned","medium"
"54","storm4a",20.4666666666667,"CARI",2018,"turb",0.000726342003320425,0.127,13.0334270833333,14.732,86.36,86.36,8.28948282828283,0.00620521172638437,180.604861111111,"burned","medium"
"55","storm4b",45.4666666666667,"CARI",2018,"turb",-0.036123032904149,7.874,15.1453583333333,14.859,86.487,86.487,9.58317171717172,0.173181818181818,181.563194444444,"burned","medium"
"56","storm5a",19.4666666666667,"CARI",2018,"turb",-0.115625,9.271,11.3113596491228,22.606,94.361,94.361,12.5620243902439,0.47625,215.479861111111,"burned","medium"
"57","storm5b",30.4666666666667,"CARI",2018,"turb",0.0621794871794871,20.32,10.906,31.877,103.632,103.632,13.0217736280488,0.666958424507659,216.313194444444,"burned","medium"
"58","storm5c",143.966666666667,"CARI",2018,"turb",-0.00364963503649635,3.937,9.97127884615385,44.196,123.952,123.952,13.2306356707317,0.0273466080111137,217.584027777778,"burned","medium"
"59","storm6",165.966666666667,"CARI",2018,"turb",0.0492063492063492,42.164,9.77078852201258,13.208,109.728,127.889,10.0929239021956,0.254051014259892,224.667361111111,"burned","medium"
"60","storm7",41.9666666666667,"CARI",2018,"turb",0.00361842105263158,5.588,8.31393699186992,42.164,112.903,170.053,9.99967398989899,0.133153296266878,232.167361111111,"burned","medium"
"61","storm8",47.9666666666667,"CARI",2018,"turb",-0.0135790494665373,2.667,7.80982712765957,8.255,109.474,175.641,9.68047398989899,0.0556011118832523,235.459027777778,"burned","medium"
"62","storm9",89.9666666666667,"CARI",2018,"turb",-0.0449810606060606,12.446,7.38927762172285,8.89,106.68,178.308,9.70984578252033,0.138340125972582,237.459027777778,"burned","medium"
