"","storm.num","TOTAL.TIME","site.ID","year","response","HI","precip","temp","precip.week","precip.month","ThreeMonth","temp.week","Intensity","doy","burn","pf"
"26","storm7b",26,"STRT",2019,"SPC",-0.071932616140303,5,-2.71777146464646,31.2,65,297.8,2.19903249007936,0.192307692307692,276.395833333333,"burned","high"
"27","storm7c",NA,"STRT",2019,"SPC",0.693171710383271,1.4,-1.524341796875,18.6,74.4,301.4,-1.49154885912698,NA,281.479166666667,"burned","high"
"28","storm2",0,"STRT",2019,"turb",0.0325549220191175,1,16.7299479166667,11.8,69.4,134.2,18.9739680059524,Inf,192.8125,"burned","high"
"29","storm3a",137,"STRT",2019,"turb",-0.0332230329251299,76.4,12.2722776705277,13.4,35.2,152.8,16.6422542162698,0.557664233576642,205.833333333333,"burned","high"
"30","storm3b",NA,"STRT",2019,"turb",0.000315214602499655,37.6,12.7643333333333,54.8,106.6,229,12.263146577381,NA,216.604166666667,"burned","high"
"31","storm3c",40,"STRT",2019,"turb",-0.117768923857067,19.2,11.9783953488372,49.8,141.2,280,12.7423110119048,0.48,223.854166666667,"burned","high"
"32","storm4",5,"STRT",2019,"turb",0.210219130146433,24,7.98152765804598,68,195.2,330.4,12.1632926587302,4.8,226.770833333333,"burned","high"
"33","storm5",NA,"STRT",2019,"turb",0.236359441493563,0,5.82992708333333,65.4,218.8,354,8.51579166666667,NA,231.895833333333,"burned","high"
"34","storm6",4,"STRT",2019,"turb",-0.100240818783865,4.4,1.79170969945355,22.4,26.2,270.6,5.90045461309524,1.1,262.770833333333,"burned","high"
"35","storm7",52,"STRT",2019,"turb",0.177226282056285,7,-0.100658950617284,23.6,56.8,296.4,2.64880084325397,0.134615384615385,273.895833333333,"burned","high"
"36","storm7b",26,"STRT",2019,"turb",-0.0979683863959749,5,-2.71777146464646,31.2,65,297.8,2.19903249007936,0.192307692307692,276.395833333333,"burned","high"
"37","storm7c",NA,"STRT",2019,"turb",-0.05715586226251,1.4,-1.524341796875,18.6,74.4,301.4,-1.49154885912698,NA,281.479166666667,"burned","high"
