"","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf"
"1","MOOS",2019,"storm1","NO3",-0.185300187977656,14.2,43.2,43.2,43.2,175.25,0.0810271041369472,172,"burned","medium"
"2","MOOS",2019,"storm3","NO3",0.310817157169689,5,6.8,64.4,123,62.25,0.0803212851405622,190,"burned","medium"
"3","MOOS",2019,"storm5","NO3",0.121888191671412,19.2,25.2,42.2,158.4,66.25,0.289811320754717,216,"burned","medium"
"4","MOOS",2019,"storm6a","NO3",0.765956079271556,15.8,46.6,63.8,180,28.25,0.55929203539823,NA,"burned","medium"
"5","MOOS",2019,"storm6d","NO3",-0.487779958176749,40,56.4,104.4,220.6,119.5,0.334728033472803,NA,"burned","medium"
"6","MOOS",2019,"storm7a","NO3",0.549914889592891,19,49.2,141,273.2,41.25,0.460606060606061,NA,"burned","medium"
"7","MOOS",2019,"storm7b","NO3",-0.440502392344498,13.2,34.2,160.2,292.8,20.75,0.636144578313253,NA,"burned","medium"
"8","MOOS",2019,"storm7c","NO3",-0.0162829174134841,32,54,179.8,313,107.25,0.298368298368298,NA,"burned","medium"
"9","MOOS",2019,"storm8","NO3",0.61498015351289,1.6,25.2,29,273.4,43.25,0.0369942196531792,238,"burned","medium"
"10","MOOS",2019,"storm9","NO3",0.356953242835596,15.8,21.2,54.4,294,132.25,0.119470699432892,242,"burned","medium"
"11","MOOS",2019,"storm1","fDOM",0.0264348233823073,14.2,43.2,43.2,43.2,175.25,0.0810271041369472,150.979166666667,"burned","medium"
"12","MOOS",2019,"storm3","fDOM",0.322653431787878,5,6.8,64.4,123,62.25,0.0803212851405622,192.6875,"burned","medium"
"13","MOOS",2019,"storm4","fDOM",-0.590133433565133,16.2,8.4,30.2,141.6,63.75,0.254117647058824,205.927083333333,"burned","medium"
"14","MOOS",2019,"storm5","fDOM",-0.562961348493386,19.2,25.2,42.2,158.4,66.25,0.289811320754717,209.3125,"burned","medium"
"15","MOOS",2019,"storm6a","fDOM",0.125077706323723,15.8,46.6,63.8,180,28.25,0.55929203539823,212.1875,"burned","medium"
"16","MOOS",2019,"storm6b","fDOM",0.867814058200612,11,49.8,80.6,196.8,23.5,0.468085106382979,213.385416666667,"burned","medium"
"17","MOOS",2019,"storm6c","fDOM",-0.229441716991787,13,59,91,207.2,55.5,0.234234234234234,214.385416666667,"burned","medium"
"18","MOOS",2019,"storm6d","fDOM",0.300958574946383,40,56.4,104.4,220.6,119.5,0.334728033472803,216.71875,"burned","medium"
"19","MOOS",2019,"storm7a","fDOM",0.52960724533716,19,49.2,141,273.2,41.25,0.460606060606061,224.145833333333,"burned","medium"
"20","MOOS",2019,"storm7b","fDOM",-0.386260317893444,13.2,34.2,160.2,292.8,20.75,0.636144578313253,225.927083333333,"burned","medium"
"21","MOOS",2019,"storm7c","fDOM",0.317814886307075,32,54,179.8,313,107.25,0.298368298368298,226.895833333333,"burned","medium"
"22","MOOS",2019,"storm8","fDOM",-0.48376155948737,1.6,25.2,29,273.4,43.25,0.0369942196531792,263.3125,"burned","medium"
"23","MOOS",2019,"storm9","fDOM",-0.385898203592814,15.8,21.2,54.4,294,132.25,0.119470699432892,274.104166666667,"burned","medium"
"24","MOOS",2019,"storm1","SPC",0.763232002419844,14.2,43.2,43.2,43.2,175.25,0.0810271041369472,150.979166666667,"burned","medium"
