"","X","site.ID","year","storm.num","response","HI","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy","burn","pf","date","TimeSinceChena"
"163",163,"STRT",2020,"storm1c","NO3",-0.332498689040375,30.6,51.2,51.2,51.2,26,1.17692307692308,172.697916666667,"burned","high",2020-06-21,39.6979166666679
"164",164,"STRT",2020,"storm1d","NO3",-0.456680785521753,7.8,81.4,81.4,81.4,19.25,0.405194805194805,173.895833333333,"burned","high",2020-06-22,40.8958333333321
"165",165,"STRT",2020,"storm1e","NO3",-0.480418491264501,8,89.2,89.2,89.2,118.75,0.0673684210526316,174.75,"burned","high",2020-06-23,41.75
"166",166,"STRT",2020,"storm2","NO3",0.728147122191436,10,53.4,155.6,155.6,41.25,0.242424242424242,190.0625,"burned","high",2020-07-09,57.0625
"167",167,"STRT",2020,"storm3","NO3",0.0829668008548293,14.2,57.2,146,224.4,104.25,0.13621103117506,201.604166666667,"burned","high",2020-07-20,68.6041666666679
"168",168,"STRT",2020,"storm4a","NO3",0.972726529277061,16.8,9.4,146,248.2,37.75,0.445033112582781,213.145833333333,"burned","high",2020-08-01,80.1458333333321
"169",169,"STRT",2020,"storm4b","NO3",-0.0279480865391868,12.8,23,162.8,265,80.25,0.159501557632399,214.729166666667,"burned","high",2020-08-02,81.7291666666679
"170",170,"STRT",2020,"storm5","NO3",0.777233909602164,11.8,18,114.6,279.6,62.25,0.189558232931727,221.1875,"burned","high",2020-08-09,88.1875
"171",171,"STRT",2020,"storm6","NO3",0.455779674165979,6.6,16.6,124.4,294.4,22.25,0.296629213483146,223.979166666667,"burned","high",2020-08-11,90.9791666666679
"172",172,"STRT",2020,"storm7a","NO3",0.522731948158816,18.8,0,64.8,300.8,24.25,0.775257731958763,232.020833333333,"burned","high",2020-08-20,99.0208333333321
"173",173,"STRT",2020,"storm7b","NO3",-0.394416607014983,5.8,18.8,82.2,319.6,23.5,0.246808510638298,233.09375,"burned","high",2020-08-21,100.09375
"174",174,"STRT",2020,"storm8","NO3",0.59718603439292,6.8,22.6,94,342.2,44.25,0.153672316384181,240.020833333333,"burned","high",2020-08-28,107.020833333332
"175",175,"STRT",2020,"storm9a","NO3",0.563614425526216,12.8,13.4,75.4,353.2,73.25,0.174744027303754,246.1875,"burned","high",2020-09-03,113.1875
"176",176,"STRT",2020,"storm9b","NO3",0.358175473579241,5.2,17,86.4,366,33.25,0.156390977443609,249.395833333333,"burned","high",2020-09-06,116.395833333332
"177",177,"STRT",2020,"storm9c","NO3",0.201857421557472,20.2,23,80,374.4,120.25,0.167983367983368,251.979166666667,"burned","high",2020-09-08,118.979166666668
"178",178,"STRT",2020,"storm10","fDOM",-0.0687884371187416,8.6,3.8,59.6,297.2,61.25,0.140408163265306,266.479166666667,"burned","high",2020-09-23,133.479166666668
"179",179,"STRT",2020,"storm1a","fDOM",-0.455112908858107,7.4,1.4,1.4,1.4,23.5,0.314893617021277,169.822916666667,"burned","high",2020-06-18,36.8229166666679
"180",180,"STRT",2020,"storm1c","fDOM",-0.185903247741482,30.6,51.2,51.2,51.2,26,1.17692307692308,172.697916666667,"burned","high",2020-06-21,39.6979166666679
"181",181,"STRT",2020,"storm1d","fDOM",0.566881293570894,7.8,81.4,81.4,81.4,19.25,0.405194805194805,173.895833333333,"burned","high",2020-06-22,40.8958333333321
"182",182,"STRT",2020,"storm1e","fDOM",-0.342323544971456,8,89.2,89.2,89.2,118.75,0.0673684210526316,174.75,"burned","high",2020-06-23,41.75
"183",183,"STRT",2020,"storm4a","fDOM",-0.263792725679229,16.8,9.4,146,248.2,37.75,0.445033112582781,213.145833333333,"burned","high",2020-08-01,80.1458333333321
"184",184,"STRT",2020,"storm4b","fDOM",-0.293594404053761,12.8,23,162.8,265,80.25,0.159501557632399,214.729166666667,"burned","high",2020-08-02,81.7291666666679
"185",185,"STRT",2020,"storm5","fDOM",-0.272217308700209,11.8,18,114.6,279.6,62.25,0.189558232931727,221.1875,"burned","high",2020-08-09,88.1875
"186",186,"STRT",2020,"storm6","fDOM",0.549596983879343,6.6,16.6,124.4,294.4,22.25,0.296629213483146,223.979166666667,"burned","high",2020-08-11,90.9791666666679
"187",187,"STRT",2020,"storm7a","fDOM",-0.063272427664422,18.8,0,64.8,300.8,24.25,0.775257731958763,232.020833333333,"burned","high",2020-08-20,99.0208333333321
"188",188,"STRT",2020,"storm7b","fDOM",-0.629408296709183,5.8,18.8,82.2,319.6,23.5,0.246808510638298,233.09375,"burned","high",2020-08-21,100.09375
"189",189,"STRT",2020,"storm8","fDOM",-0.276491814821332,6.8,22.6,94,342.2,44.25,0.153672316384181,240.020833333333,"burned","high",2020-08-28,107.020833333332
"190",190,"STRT",2020,"storm9a","fDOM",-0.209884697304827,12.8,13.4,75.4,353.2,73.25,0.174744027303754,246.1875,"burned","high",2020-09-03,113.1875
"191",191,"STRT",2020,"storm9b","fDOM",0.534187111264686,5.2,17,86.4,366,33.25,0.156390977443609,249.395833333333,"burned","high",2020-09-06,116.395833333332
"192",192,"STRT",2020,"storm9c","fDOM",-0.293512885610273,20.2,23,80,374.4,120.25,0.167983367983368,251.979166666667,"burned","high",2020-09-08,118.979166666668
"193",193,"STRT",2020,"storm10","SPC",-0.00912488208402823,8.6,3.8,59.6,297.2,61.25,0.140408163265306,266.479166666667,"burned","high",2020-09-23,133.479166666668
"194",194,"STRT",2020,"storm1a","SPC",0.486622073578607,7.4,1.4,1.4,1.4,23.5,0.314893617021277,169.822916666667,"burned","high",2020-06-18,36.8229166666679
"195",195,"STRT",2020,"storm1b","SPC",0.130946157867223,39.2,8.6,8.6,8.6,39,1.00512820512821,170.947916666667,"burned","high",2020-06-19,37.9479166666679
"196",196,"STRT",2020,"storm1c","SPC",0.649541284403671,30.6,51.2,51.2,51.2,26,1.17692307692308,172.697916666667,"burned","high",2020-06-21,39.6979166666679
"197",197,"STRT",2020,"storm1d","SPC",-0.400349650349637,7.8,81.4,81.4,81.4,19.25,0.405194805194805,173.895833333333,"burned","high",2020-06-22,40.8958333333321
"198",198,"STRT",2020,"storm1e","SPC",-0.424928448769319,8,89.2,89.2,89.2,118.75,0.0673684210526316,174.75,"burned","high",2020-06-23,41.75
"199",199,"STRT",2020,"storm4a","SPC",0.919053549190515,16.8,9.4,146,248.2,37.75,0.445033112582781,213.145833333333,"burned","high",2020-08-01,80.1458333333321
"200",200,"STRT",2020,"storm4b","SPC",0.0917776600575148,12.8,23,162.8,265,80.25,0.159501557632399,214.729166666667,"burned","high",2020-08-02,81.7291666666679
"201",201,"STRT",2020,"storm5","SPC",0.694827586206779,11.8,18,114.6,279.6,62.25,0.189558232931727,221.1875,"burned","high",2020-08-09,88.1875
"202",202,"STRT",2020,"storm7a","SPC",0.460109289617502,18.8,0,64.8,300.8,24.25,0.775257731958763,232.020833333333,"burned","high",2020-08-20,99.0208333333321
"203",203,"STRT",2020,"storm7b","SPC",0.325974025973999,5.8,18.8,82.2,319.6,23.5,0.246808510638298,233.09375,"burned","high",2020-08-21,100.09375
"204",204,"STRT",2020,"storm8","SPC",0.347375690607723,6.8,22.6,94,342.2,44.25,0.153672316384181,240.020833333333,"burned","high",2020-08-28,107.020833333332
"205",205,"STRT",2020,"storm9a","SPC",0.660030461270666,12.8,13.4,75.4,353.2,73.25,0.174744027303754,246.1875,"burned","high",2020-09-03,113.1875
"206",206,"STRT",2020,"storm9b","SPC",-0.144572953736649,5.2,17,86.4,366,33.25,0.156390977443609,249.395833333333,"burned","high",2020-09-06,116.395833333332
"207",207,"STRT",2020,"storm9c","SPC",0.41652004691833,20.2,23,80,374.4,120.25,0.167983367983368,251.979166666667,"burned","high",2020-09-08,118.979166666668
"208",208,"STRT",2020,"storm10","turb",-0.0864842823250316,8.6,3.8,59.6,297.2,61.25,0.140408163265306,266.479166666667,"burned","high",2020-09-23,133.479166666668
"209",209,"STRT",2020,"storm1a","turb",-0.380997266471863,7.4,1.4,1.4,1.4,23.5,0.314893617021277,169.822916666667,"burned","high",2020-06-18,36.8229166666679
"210",210,"STRT",2020,"storm1b","turb",-0.384799813939492,39.2,8.6,8.6,8.6,39,1.00512820512821,170.947916666667,"burned","high",2020-06-19,37.9479166666679
"211",211,"STRT",2020,"storm1c","turb",0.446778468571834,30.6,51.2,51.2,51.2,26,1.17692307692308,172.697916666667,"burned","high",2020-06-21,39.6979166666679
"212",212,"STRT",2020,"storm1d","turb",0.402677684891579,7.8,81.4,81.4,81.4,19.25,0.405194805194805,173.895833333333,"burned","high",2020-06-22,40.8958333333321
"213",213,"STRT",2020,"storm1e","turb",-0.272444161817485,8,89.2,89.2,89.2,118.75,0.0673684210526316,174.75,"burned","high",2020-06-23,41.75
"214",214,"STRT",2020,"storm4a","turb",-0.38991627010421,16.8,9.4,146,248.2,37.75,0.445033112582781,213.145833333333,"burned","high",2020-08-01,80.1458333333321
"215",215,"STRT",2020,"storm4b","turb",-0.0787645015016774,12.8,23,162.8,265,80.25,0.159501557632399,214.729166666667,"burned","high",2020-08-02,81.7291666666679
"216",216,"STRT",2020,"storm5","turb",-3.98057479499601e-05,11.8,18,114.6,279.6,62.25,0.189558232931727,221.1875,"burned","high",2020-08-09,88.1875
"217",217,"STRT",2020,"storm6","turb",0.139634601043995,6.6,16.6,124.4,294.4,22.25,0.296629213483146,223.979166666667,"burned","high",2020-08-11,90.9791666666679
"218",218,"STRT",2020,"storm7a","turb",-0.112769416767416,18.8,0,64.8,300.8,24.25,0.775257731958763,232.020833333333,"burned","high",2020-08-20,99.0208333333321
"219",219,"STRT",2020,"storm7b","turb",0.238082340195015,5.8,18.8,82.2,319.6,23.5,0.246808510638298,233.09375,"burned","high",2020-08-21,100.09375
"220",220,"STRT",2020,"storm8","turb",0.0547841835194683,6.8,22.6,94,342.2,44.25,0.153672316384181,240.020833333333,"burned","high",2020-08-28,107.020833333332
"221",221,"STRT",2020,"storm9a","turb",-0.11095456515963,12.8,13.4,75.4,353.2,73.25,0.174744027303754,246.1875,"burned","high",2020-09-03,113.1875
"222",222,"STRT",2020,"storm9b","turb",-0.144572953736649,5.2,17,86.4,366,33.25,0.156390977443609,249.395833333333,"burned","high",2020-09-06,116.395833333332
"223",223,"STRT",2020,"storm9c","turb",-0.0856193549833026,20.2,23,80,374.4,120.25,0.167983367983368,251.979166666667,"burned","high",2020-09-08,118.979166666668
"224",224,"POKE",2020,"storm1","NO3",0.315031685678076,7.872,4.191,4.191,4.191,23.5,0.334978723404255,160.385416666667,"burned","medium",2020-06-09,27.3854166666679
"225",225,"POKE",2020,"storm10","NO3",0.285654008438818,5.842,27.559,126.621,158.494,26.5,0.220452830188679,197.802083333333,"burned","medium",2020-07-16,64.8020833333321
"226",226,"POKE",2020,"storm11","NO3",0.56438369397218,9.271,33.782,108.84,165.987,49.5,0.187292929292929,199.302083333333,"burned","medium",2020-07-18,66.3020833333321
"227",227,"POKE",2020,"storm12","NO3",0.03813948952296,16.383,28.448,91.441,175.258,77.5,0.211393548387097,201.71875,"burned","medium",2020-07-20,68.71875
"228",228,"POKE",2020,"storm13","NO3",0.728179299462399,8.636,29.464,91.314,193.038,45.5,0.189802197802198,205.302083333333,"burned","medium",2020-07-24,72.3020833333321
"229",229,"POKE",2020,"storm14","NO3",-0.164509868057972,18.034,26.416,98.299,201.674,95.5,0.188837696335079,207.885416666667,"burned","medium",2020-07-26,74.8854166666679
"230",230,"POKE",2020,"storm15","NO3",0.152508094193411,44.069,32.258,113.157,233.932,84.5,0.521526627218935,214.885416666667,"burned","medium",2020-08-02,81.8854166666679
"231",231,"POKE",2020,"storm16","NO3",-0.0433333333333476,5.334,3.81,129.667,281.811,23.5,0.226978723404255,224.510416666667,"burned","medium",2020-08-12,91.5104166666679
"232",232,"POKE",2020,"storm18","NO3",0.72401622108743,6.604,9.906,83.185,297.432,23.5,0.281021276595745,237.177083333333,"burned","medium",2020-08-25,104.177083333332
"233",233,"POKE",2020,"storm19","NO3",0.755867346938783,7.112,21.209,89.408,309.116,33.5,0.212298507462687,239.385416666667,"burned","medium",2020-08-27,106.385416666668
"234",234,"POKE",2020,"storm2","NO3",-0.583092224231467,11.428,12.317,12.317,12.317,21.5,0.53153488372093,163.46875,"burned","medium",2020-06-12,30.46875
"235",235,"POKE",2020,"storm20","NO3",0.385049273858928,8.509,17.145,43.18,309.118,34.5,0.24663768115942,244.71875,"burned","medium",2020-09-01,111.71875
"236",236,"POKE",2020,"storm21","NO3",-0.461335887000244,7.366,16.383,54.483,320.167,62.5,0.117856,246.927083333333,"burned","medium",2020-09-03,113.927083333332
"237",237,"POKE",2020,"storm22a","NO3",0.280448138778438,11.303,31.242,68.326,318.772,27.5,0.411018181818182,250.760416666667,"burned","medium",2020-09-07,117.760416666668
"238",238,"POKE",2020,"storm22b","NO3",0.0497456612806721,11.303,33.401,81.28,331.091,51.75,0.218415458937198,252.208333333333,"burned","medium",2020-09-09,119.208333333332
"239",239,"POKE",2020,"storm3","NO3",0.0237963967488928,6.096,21.967,25.777,25.777,30.5,0.199868852459016,166.46875,"burned","medium",2020-06-15,33.46875
"240",240,"POKE",2020,"storm4a","NO3",0.255484913916212,19.94,24.89,37.207,37.207,24.5,0.813877551020408,170.21875,"burned","medium",2020-06-19,37.21875
"241",241,"POKE",2020,"storm4b","NO3",0.736248162922527,16.764,33.402,57.147,57.147,22.5,0.745066666666667,171.302083333333,"burned","medium",2020-06-20,38.3020833333321
"242",242,"POKE",2020,"storm4c","NO3",-0.484316716840285,NA,NA,NA,NA,NA,NA,NA,"burned","medium",NA,NA
"243",243,"POKE",2020,"storm5","NO3",0.125730343600062,27.051,50.166,74.419,74.419,194,0.139438144329897,172.302083333333,"burned","medium",2020-06-21,39.3020833333321
"244",244,"POKE",2020,"storm6","NO3",0.0720954356846238,1.397,24.511,107.82,107.82,114.75,0.0121742919389978,180.395833333333,"burned","medium",2020-06-29,47.3958333333321
"245",245,"POKE",2020,"storm7","NO3",0.583746458923509,8.256,10.795,110.106,112.519,119.75,0.0689436325678497,185.1875,"burned","medium",2020-07-04,52.1875
"246",246,"POKE",2020,"storm8","NO3",0.601547408378033,11.43,8.256,108.458,120.775,86.75,0.131757925072046,190.1875,"burned","medium",2020-07-09,57.1875
"247",247,"POKE",2020,"storm9","NO3",0.44993132296935,19.939,11.43,106.428,132.205,65.25,0.305578544061303,193.8125,"burned","medium",2020-07-12,60.8125
"248",248,"POKE",2020,"storm1","fDOM",-0.0701561737432893,7.872,4.191,4.191,4.191,23.5,0.334978723404255,160.385416666667,"burned","medium",2020-06-09,27.3854166666679
"249",249,"POKE",2020,"storm10","fDOM",-0.217857142857143,5.842,27.559,126.621,158.494,26.5,0.220452830188679,197.802083333333,"burned","medium",2020-07-16,64.8020833333321
"250",250,"POKE",2020,"storm11","fDOM",-0.484569271758438,9.271,33.782,108.84,165.987,49.5,0.187292929292929,199.302083333333,"burned","medium",2020-07-18,66.3020833333321
"251",251,"POKE",2020,"storm12","fDOM",-0.056240269849507,16.383,28.448,91.441,175.258,77.5,0.211393548387097,201.71875,"burned","medium",2020-07-20,68.71875
"252",252,"POKE",2020,"storm13","fDOM",0.00906648757555415,8.636,29.464,91.314,193.038,45.5,0.189802197802198,205.302083333333,"burned","medium",2020-07-24,72.3020833333321
"253",253,"POKE",2020,"storm15","fDOM",-0.126722873900293,44.069,32.258,113.157,233.932,84.5,0.521526627218935,214.885416666667,"burned","medium",2020-08-02,81.8854166666679
"254",254,"POKE",2020,"storm16","fDOM",-0.220692717584369,5.334,3.81,129.667,281.811,23.5,0.226978723404255,224.510416666667,"burned","medium",2020-08-12,91.5104166666679
"255",255,"POKE",2020,"storm17","fDOM",-0.630980861244019,6.223,3.683,89.535,291.209,28.5,0.218350877192982,235.96875,"burned","medium",2020-08-23,102.96875
"256",256,"POKE",2020,"storm18","fDOM",0.345588235294118,6.604,9.906,83.185,297.432,23.5,0.281021276595745,237.177083333333,"burned","medium",2020-08-25,104.177083333332
"257",257,"POKE",2020,"storm19","fDOM",0.0431887366818874,7.112,21.209,89.408,309.116,33.5,0.212298507462687,239.385416666667,"burned","medium",2020-08-27,106.385416666668
"258",258,"POKE",2020,"storm2","fDOM",0.0728744939271255,11.428,12.317,12.317,12.317,21.5,0.53153488372093,163.46875,"burned","medium",2020-06-12,30.46875
"259",259,"POKE",2020,"storm20","fDOM",-0.0561674008810572,8.509,17.145,43.18,309.118,34.5,0.24663768115942,244.71875,"burned","medium",2020-09-01,111.71875
"260",260,"POKE",2020,"storm21","fDOM",-0.441637630662021,7.366,16.383,54.483,320.167,62.5,0.117856,246.927083333333,"burned","medium",2020-09-03,113.927083333332
"261",261,"POKE",2020,"storm22a","fDOM",-0.220706618962433,11.303,31.242,68.326,318.772,27.5,0.411018181818182,250.760416666667,"burned","medium",2020-09-07,117.760416666668
"262",262,"POKE",2020,"storm22b","fDOM",-0.029821073558648,11.303,33.401,81.28,331.091,51.75,0.218415458937198,252.208333333333,"burned","medium",2020-09-09,119.208333333332
"263",263,"POKE",2020,"storm3","fDOM",0.520334928229665,6.096,21.967,25.777,25.777,30.5,0.199868852459016,166.46875,"burned","medium",2020-06-15,33.46875
"264",264,"POKE",2020,"storm4a","fDOM",0.317100921606554,19.94,24.89,37.207,37.207,24.5,0.813877551020408,170.21875,"burned","medium",2020-06-19,37.21875
"265",265,"POKE",2020,"storm4b","fDOM",0.516961651917404,16.764,33.402,57.147,57.147,22.5,0.745066666666667,171.302083333333,"burned","medium",2020-06-20,38.3020833333321
"266",266,"POKE",2020,"storm4c","fDOM",-0.597115950559153,NA,NA,NA,NA,NA,NA,NA,"burned","medium",NA,NA
"267",267,"POKE",2020,"storm5","fDOM",0.240796019900498,27.051,50.166,74.419,74.419,194,0.139438144329897,172.302083333333,"burned","medium",2020-06-21,39.3020833333321
"268",268,"POKE",2020,"storm6","fDOM",0.302278820375335,1.397,24.511,107.82,107.82,114.75,0.0121742919389978,180.395833333333,"burned","medium",2020-06-29,47.3958333333321
"269",269,"POKE",2020,"storm7","fDOM",-0.108131487889273,8.256,10.795,110.106,112.519,119.75,0.0689436325678497,185.1875,"burned","medium",2020-07-04,52.1875
"270",270,"POKE",2020,"storm9","fDOM",-0.0813106796116505,19.939,11.43,106.428,132.205,65.25,0.305578544061303,193.8125,"burned","medium",2020-07-12,60.8125
