"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2018-08-05 08:31:00,"CARI",344.9,44.14,NA,86.5,-0.5,2018-08-05
"2",2018-08-05 08:32:00,"CARI",335.49,44.14,NA,86.5,-0.51,2018-08-05
"3",2018-08-05 08:33:00,"CARI",338.97,44.2,NA,86.49,-0.55,2018-08-05
"4",2018-08-05 08:34:00,"CARI",355.32,44.2,NA,86.48,-0.52,2018-08-05
"5",2018-08-05 08:35:00,"CARI",315.27,44.2,NA,86.48,-0.51,2018-08-05
"6",2018-08-05 08:36:00,"CARI",359.51,44.13,NA,86.47,-0.6,2018-08-05
"7",2018-08-05 08:37:00,"CARI",347.33,44.03,NA,86.46,-0.61,2018-08-05
"8",2018-08-05 08:38:00,"CARI",351.72,44.03,NA,86.46,-0.6,2018-08-05
"9",2018-08-05 08:39:00,"CARI",367.48,44.05,NA,86.47,-0.58,2018-08-05
"10",2018-08-05 08:40:00,"CARI",353.93,44.01,NA,86.47,-0.38,2018-08-05
"11",2018-08-05 08:41:00,"CARI",346.87,44.01,NA,86.47,-0.38,2018-08-05
"12",2018-08-05 08:42:00,"CARI",333.91,44.12,NA,86.47,-0.65,2018-08-05
"13",2018-08-05 08:43:00,"CARI",344.27,43.97,NA,86.45,-0.61,2018-08-05
"14",2018-08-05 08:44:00,"CARI",365.72,43.96,NA,86.45,-0.6,2018-08-05
"15",2018-08-05 08:45:00,"CARI",363.99,44.19,21.8,86.46,-0.54,2018-08-05
"16",2018-08-05 08:46:00,"CARI",348.55,44.07,NA,86.46,-0.45,2018-08-05
"17",2018-08-05 08:47:00,"CARI",357.52,44.07,NA,86.46,-0.46,2018-08-05
"18",2018-08-05 08:48:00,"CARI",341.4,44.18,NA,86.48,-0.46,2018-08-05
"19",2018-08-05 08:49:00,"CARI",334.49,44.07,NA,86.47,-0.55,2018-08-05
"20",2018-08-05 08:50:00,"CARI",354.95,44.07,NA,86.47,-0.54,2018-08-05
"21",2018-08-05 08:51:00,"CARI",357.16,44.21,NA,86.49,-0.51,2018-08-05
"22",2018-08-05 08:52:00,"CARI",350.75,44.04,NA,86.49,-0.46,2018-08-05
"23",2018-08-05 08:53:00,"CARI",360.11,44.03,NA,86.49,-0.46,2018-08-05
"24",2018-08-05 08:54:00,"CARI",354.2,44.18,NA,86.5,-0.41,2018-08-05
"25",2018-08-05 08:55:00,"CARI",356.67,44.11,NA,86.5,-0.55,2018-08-05
"26",2018-08-05 08:56:00,"CARI",337.37,44.11,NA,86.5,-0.55,2018-08-05
"27",2018-08-05 08:57:00,"CARI",350.86,44.05,NA,86.5,-0.57,2018-08-05
"28",2018-08-05 08:58:00,"CARI",355.53,44.09,NA,86.5,-0.51,2018-08-05
"29",2018-08-05 08:59:00,"CARI",365.2,44.1,NA,86.5,-0.51,2018-08-05
"30",2018-08-05 09:00:00,"CARI",356.04,44.3,21.8,86.48,-0.52,2018-08-05
"31",2018-08-05 09:01:00,"CARI",363.82,44.23,NA,86.47,-0.54,2018-08-05
"32",2018-08-05 09:02:00,"CARI",367.07,44.23,NA,86.47,-0.54,2018-08-05
"33",2018-08-05 09:03:00,"CARI",334.13,44.34,NA,86.46,-0.46,2018-08-05
"34",2018-08-05 09:04:00,"CARI",378.91,44.24,NA,86.47,-0.48,2018-08-05
"35",2018-08-05 09:05:00,"CARI",352.96,44.24,NA,86.47,-0.49,2018-08-05
"36",2018-08-05 09:06:00,"CARI",322.17,44.43,NA,86.46,-0.48,2018-08-05
"37",2018-08-05 09:07:00,"CARI",337.24,44.48,NA,86.45,-0.49,2018-08-05
"38",2018-08-05 09:08:00,"CARI",374.63,44.48,NA,86.45,-0.42,2018-08-05
"39",2018-08-05 09:09:00,"CARI",359.12,44.5,NA,86.45,-0.48,2018-08-05
"40",2018-08-05 09:10:00,"CARI",352.84,44.4,NA,86.44,-0.45,2018-08-05
"41",2018-08-05 09:11:00,"CARI",335.76,44.39,NA,86.44,-0.46,2018-08-05
"42",2018-08-05 09:12:00,"CARI",365.41,44.48,NA,86.44,-0.4,2018-08-05
"43",2018-08-05 09:13:00,"CARI",344.58,44.39,NA,86.45,-0.54,2018-08-05
"44",2018-08-05 09:14:00,"CARI",374.6,44.38,NA,86.45,-0.52,2018-08-05
"45",2018-08-05 09:15:00,"CARI",356.13,44.47,21.7,86.47,-0.51,2018-08-05
"46",2018-08-05 09:16:00,"CARI",374.6,44.4,NA,86.47,-0.44,2018-08-05
"47",2018-08-05 09:17:00,"CARI",376.48,44.39,NA,86.47,-0.44,2018-08-05
"48",2018-08-05 09:18:00,"CARI",368.17,44.49,NA,86.45,-0.35,2018-08-05
"49",2018-08-05 09:19:00,"CARI",344.58,44.39,NA,86.43,-0.28,2018-08-05
"50",2018-08-05 09:20:00,"CARI",373.1,44.4,NA,86.43,-0.32,2018-08-05
"51",2018-08-05 09:21:00,"CARI",322.98,44.51,NA,86.45,-0.41,2018-08-05
"52",2018-08-05 09:22:00,"CARI",360.31,44.42,NA,86.48,-0.47,2018-08-05
"53",2018-08-05 09:23:00,"CARI",363.95,44.42,NA,86.48,-0.47,2018-08-05
"54",2018-08-05 09:24:00,"CARI",371.52,44.31,NA,86.47,-0.41,2018-08-05
"55",2018-08-05 09:25:00,"CARI",376.58,44.41,NA,86.47,-0.18,2018-08-05
"56",2018-08-05 09:26:00,"CARI",370.41,44.41,NA,86.47,-0.14,2018-08-05
"57",2018-08-05 09:27:00,"CARI",338.39,44.28,NA,86.46,-0.46,2018-08-05
"58",2018-08-05 09:28:00,"CARI",373.96,44.45,NA,86.47,-0.44,2018-08-05
"59",2018-08-05 09:29:00,"CARI",355.24,44.45,NA,86.47,-0.44,2018-08-05
"60",2018-08-05 09:30:00,"CARI",358.33,44.57,21.7,86.46,-0.17,2018-08-05
"61",2018-08-05 09:31:00,"CARI",340.1,44.54,NA,86.45,-0.2,2018-08-05
"62",2018-08-05 09:32:00,"CARI",370.3,44.54,NA,86.45,-0.23,2018-08-05
"63",2018-08-05 09:33:00,"CARI",372.56,44.6,NA,86.45,-0.39,2018-08-05
"64",2018-08-05 09:34:00,"CARI",381.78,44.54,NA,86.45,-0.43,2018-08-05
"65",2018-08-05 09:35:00,"CARI",343.74,44.54,NA,86.45,-0.44,2018-08-05
"66",2018-08-05 09:36:00,"CARI",378.36,44.55,NA,86.46,-0.25,2018-08-05
"67",2018-08-05 09:37:00,"CARI",358.56,44.53,NA,86.46,-0.3,2018-08-05
"68",2018-08-05 09:38:00,"CARI",384.05,44.53,NA,86.46,-0.34,2018-08-05
"69",2018-08-05 09:39:00,"CARI",375.61,44.51,NA,86.46,-0.24,2018-08-05
