"","DateTime","Site","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1",2018-07-04 15:00:00,"FRCH",500.035928798752,2018-07-04,NA,27.7373333333333,NA,NA,500.035928798752
"2",2018-07-04 15:30:00,"FRCH",498.026873668889,2018-07-04,NA,27.7966666666667,NA,NA,498.026873668889
"3",2018-07-04 16:00:00,"FRCH",504.054039058479,2018-07-05,NA,27.8186666666667,NA,NA,504.054039058479
"4",2018-07-04 16:30:00,"FRCH",504.054039058479,2018-07-05,NA,27.8513333333333,NA,NA,504.054039058479
"5",2018-07-04 17:00:00,"FRCH",503.049511493562,2018-07-05,NA,27.8913333333333,NA,NA,503.049511493562
"6",2018-07-04 17:30:00,"FRCH",505.058566623426,2018-07-05,NA,27.902,NA,NA,505.058566623426
"7",2018-07-04 18:00:00,"FRCH",505.058566623426,2018-07-05,NA,27.92,NA,NA,505.058566623426
"8",2018-07-04 18:30:00,"FRCH",509.076676883153,2018-07-05,NA,27.9513333333333,NA,NA,509.076676883153
"9",2018-07-04 19:00:00,"FRCH",510.081204448099,2018-07-05,NA,27.916,NA,NA,510.081204448099
"10",2018-07-04 19:30:00,"FRCH",511.085732013016,2018-07-05,NA,27.98,NA,NA,511.085732013016
"11",2018-07-04 20:00:00,"FRCH",511.085732013016,2018-07-05,NA,28.0126666666667,NA,NA,511.085732013016
"12",2018-07-04 20:30:00,"FRCH",510.081204448099,2018-07-05,NA,27.892,NA,NA,510.081204448099
"13",2018-07-04 21:00:00,"FRCH",510.081204448099,2018-07-05,NA,27.9993333333333,NA,NA,510.081204448099
"14",2018-07-04 21:30:00,"FRCH",513.094787142909,2018-07-05,NA,28.0713333333333,NA,NA,513.094787142909
"15",2018-07-04 22:00:00,"FRCH",513.094787142909,2018-07-05,NA,28.0753333333333,NA,NA,513.094787142909
"16",2018-07-04 22:30:00,"FRCH",514.099314707826,2018-07-05,NA,28.0793333333333,NA,NA,514.099314707826
"17",2018-07-04 23:00:00,"FRCH",512.090259577963,2018-07-05,NA,28.0653333333333,NA,NA,512.090259577963
"18",2018-07-04 23:30:00,"FRCH",515.103842272743,2018-07-05,NA,28.1613333333333,NA,NA,515.103842272743
"19",2018-07-05 00:00:00,"FRCH",519.1219525325,2018-07-05,NA,28.1866666666667,NA,NA,519.1219525325
"20",2018-07-05 00:30:00,"FRCH",518.117424967582,2018-07-05,NA,28.1486666666667,NA,NA,518.117424967582
"21",2018-07-05 01:00:00,"FRCH",517.112897402636,2018-07-05,NA,28.144,NA,NA,517.112897402636
"22",2018-07-05 01:30:00,"FRCH",522.135535227309,2018-07-05,NA,28.168,NA,NA,522.135535227309
"23",2018-07-05 02:00:00,"FRCH",521.131007662363,2018-07-05,NA,28.1833333333333,NA,NA,521.131007662363
"24",2018-07-05 02:30:00,"FRCH",517.112897402636,2018-07-05,NA,28.1713333333333,NA,NA,517.112897402636
"25",2018-07-05 03:00:00,"FRCH",521.131007662363,2018-07-05,NA,28.1106666666667,NA,NA,521.131007662363
"26",2018-07-05 03:30:00,"FRCH",521.131007662363,2018-07-05,NA,28.1653333333333,NA,NA,521.131007662363
"27",2018-07-05 04:00:00,"FRCH",520.126480097417,2018-07-05,NA,28.2173333333333,NA,NA,520.126480097417
"28",2018-07-05 04:30:00,"FRCH",519.1219525325,2018-07-05,NA,28.2313333333333,NA,NA,519.1219525325
"29",2018-07-05 05:00:00,"FRCH",522.135535227309,2018-07-05,NA,28.2406666666667,NA,NA,522.135535227309
"30",2018-07-05 05:30:00,"FRCH",522.135535227309,2018-07-05,NA,28.276,NA,NA,522.135535227309
"31",2018-07-05 06:00:00,"FRCH",521.131007662363,2018-07-05,NA,28.2793333333333,NA,NA,521.131007662363
"32",2018-07-05 06:30:00,"FRCH",522.135535227309,2018-07-05,NA,28.2913333333333,NA,NA,522.135535227309
"33",2018-07-05 07:00:00,"FRCH",515.103842272743,2018-07-05,NA,28.2646666666667,NA,NA,515.103842272743
"34",2018-07-05 07:30:00,"FRCH",518.117424967582,2018-07-05,NA,28.2966666666667,NA,NA,518.117424967582
"35",2018-07-05 08:00:00,"FRCH",510.081204448099,2018-07-05,NA,28.3293333333333,NA,NA,510.081204448099
"36",2018-07-05 08:30:00,"FRCH",512.090259577963,2018-07-05,NA,28.3093333333333,NA,NA,512.090259577963
"37",2018-07-05 09:00:00,"FRCH",511.085732013016,2018-07-05,NA,28.322,NA,NA,511.085732013016
"38",2018-07-05 09:30:00,"FRCH",511.085732013016,2018-07-05,NA,28.318,NA,NA,511.085732013016
"39",2018-07-05 10:00:00,"FRCH",507.067621753289,2018-07-05,NA,28.364,NA,NA,507.067621753289
"40",2018-07-05 10:30:00,"FRCH",506.063094188372,2018-07-05,NA,28.418,NA,NA,506.063094188372
"41",2018-07-05 11:00:00,"FRCH",505.058566623426,2018-07-05,NA,28.368,NA,NA,505.058566623426
"42",2018-07-05 11:30:00,"FRCH",502.044983928616,2018-07-05,NA,28.3953333333333,NA,NA,502.044983928616
"43",2018-07-05 12:00:00,"FRCH",500.035928798752,2018-07-05,NA,28.396,NA,NA,500.035928798752
