"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2018-09-02 03:01:00,"CARI",673.26,92.37,NA,63.09,0.7,2018-09-02
"2",2018-09-02 03:02:00,"CARI",664.64,92.37,NA,63.09,0.71,2018-09-02
"3",2018-09-02 03:03:00,"CARI",631.93,92.59,NA,63.06,0.69,2018-09-02
"4",2018-09-02 03:04:00,"CARI",653.9,92.39,NA,63.08,0.67,2018-09-02
"5",2018-09-02 03:05:00,"CARI",688.95,92.4,NA,63.08,0.67,2018-09-02
"6",2018-09-02 03:06:00,"CARI",613.53,92.61,NA,63.1,0.73,2018-09-02
"7",2018-09-02 03:07:00,"CARI",648.84,92.37,NA,63.09,0.87,2018-09-02
"8",2018-09-02 03:08:00,"CARI",653.8,92.38,NA,63.09,0.89,2018-09-02
"9",2018-09-02 03:09:00,"CARI",652.15,92.62,NA,63.09,1,2018-09-02
"10",2018-09-02 03:10:00,"CARI",656.25,92.44,NA,63.1,0.96,2018-09-02
"11",2018-09-02 03:11:00,"CARI",684.99,92.44,NA,63.09,0.95,2018-09-02
"12",2018-09-02 03:12:00,"CARI",660.64,92.77,NA,63.1,0.98,2018-09-02
"13",2018-09-02 03:13:00,"CARI",665.77,92.48,NA,63.11,0.96,2018-09-02
"14",2018-09-02 03:14:00,"CARI",669.86,92.47,NA,63.1,0.95,2018-09-02
"15",2018-09-02 03:15:00,"CARI",675.11,92.7,28.6,63.08,0.86,2018-09-02
"16",2018-09-02 03:16:00,"CARI",677.66,92.43,NA,63.1,0.88,2018-09-02
"17",2018-09-02 03:17:00,"CARI",667.98,92.43,NA,63.1,0.86,2018-09-02
"18",2018-09-02 03:18:00,"CARI",681.37,92.6,NA,63.09,0.82,2018-09-02
"19",2018-09-02 03:19:00,"CARI",660.21,92.34,NA,63.11,0.95,2018-09-02
"20",2018-09-02 03:20:00,"CARI",639.97,92.33,NA,63.11,0.93,2018-09-02
"21",2018-09-02 03:21:00,"CARI",658.7,92.5,NA,63.09,0.81,2018-09-02
"22",2018-09-02 03:22:00,"CARI",658.88,92.33,NA,63.11,0.86,2018-09-02
"23",2018-09-02 03:23:00,"CARI",660.14,92.32,NA,63.11,0.84,2018-09-02
"24",2018-09-02 03:24:00,"CARI",646.87,92.47,NA,63.11,0.87,2018-09-02
"25",2018-09-02 03:25:00,"CARI",645.8,92.25,NA,63.1,0.82,2018-09-02
"26",2018-09-02 03:26:00,"CARI",664.57,92.25,NA,63.11,0.81,2018-09-02
"27",2018-09-02 03:27:00,"CARI",652.6,92.45,NA,63.11,0.95,2018-09-02
"28",2018-09-02 03:28:00,"CARI",661.59,92.25,NA,63.11,0.94,2018-09-02
"29",2018-09-02 03:29:00,"CARI",686.52,92.25,NA,63.11,0.94,2018-09-02
"30",2018-09-02 03:30:00,"CARI",661.73,92.53,28.6,63.09,0.76,2018-09-02
