"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2018-06-30 15:31:00,"CARI",555.54,188.31,NA,67.76,2.27,2018-06-30
"2",2018-06-30 15:32:00,"CARI",513.46,188.29,NA,67.76,2.38,2018-06-30
"3",2018-06-30 15:33:00,"CARI",456.28,188.67,NA,67.76,2.41,2018-06-30
"4",2018-06-30 15:34:00,"CARI",509.17,188.08,NA,67.78,2.33,2018-06-30
"5",2018-06-30 15:35:00,"CARI",434.7,188.08,NA,67.78,2.39,2018-06-30
"6",2018-06-30 15:36:00,"CARI",527.51,188.31,NA,67.78,2.42,2018-06-30
"7",2018-06-30 15:37:00,"CARI",492.71,187.75,NA,67.79,2.67,2018-06-30
"8",2018-06-30 15:38:00,"CARI",525.03,187.78,NA,67.8,2.69,2018-06-30
"9",2018-06-30 15:39:00,"CARI",509.8,187.85,NA,67.8,2.69,2018-06-30
"10",2018-06-30 15:40:00,"CARI",549.8,187.29,NA,67.81,3.08,2018-06-30
"11",2018-06-30 15:41:00,"CARI",528.05,186.89,NA,67.79,2.92,2018-06-30
"12",2018-06-30 15:42:00,"CARI",521.45,186.89,NA,67.79,2.93,2018-06-30
"13",2018-06-30 15:43:00,"CARI",496.9,187.23,NA,67.8,3.07,2018-06-30
"14",2018-06-30 15:44:00,"CARI",529.84,186.6,NA,67.79,3.14,2018-06-30
"15",2018-06-30 15:45:00,"CARI",509.19,186.6,NA,67.79,3.12,2018-06-30
"16",2018-06-30 15:46:00,"CARI",546.35,186.88,NA,67.79,2.99,2018-06-30
"17",2018-06-30 15:47:00,"CARI",470.26,186.25,NA,67.76,3.08,2018-06-30
"18",2018-06-30 15:48:00,"CARI",418.57,186.25,NA,67.76,3.08,2018-06-30
"19",2018-06-30 15:49:00,"CARI",500.81,186.41,NA,67.77,2.98,2018-06-30
"20",2018-06-30 15:50:00,"CARI",542.64,185.82,NA,67.76,2.99,2018-06-30
"21",2018-06-30 15:51:00,"CARI",522.87,185.82,NA,67.76,3,2018-06-30
"22",2018-06-30 15:52:00,"CARI",541.28,186.05,NA,67.73,2.8,2018-06-30
"23",2018-06-30 15:53:00,"CARI",536.06,185.52,NA,67.71,2.84,2018-06-30
"24",2018-06-30 15:54:00,"CARI",514.95,185.52,NA,67.71,2.89,2018-06-30
"25",2018-06-30 15:55:00,"CARI",546.37,185.96,NA,67.71,2.74,2018-06-30
"26",2018-06-30 15:56:00,"CARI",551.75,185.58,NA,67.67,2.76,2018-06-30
"27",2018-06-30 15:57:00,"CARI",555.23,185.56,NA,67.67,2.76,2018-06-30
"28",2018-06-30 15:58:00,"CARI",551.71,186.22,NA,67.65,2.72,2018-06-30
"29",2018-06-30 15:59:00,"CARI",522.13,185.96,NA,67.63,2.84,2018-06-30
"30",2018-06-30 16:00:00,"CARI",558.64,185.96,NA,37.17,-0.1,2018-06-30
"31",2018-06-30 16:01:00,"CARI",511.62,186.52,NA,67.58,2.93,2018-06-30
"32",2018-06-30 16:02:00,"CARI",488.32,186.23,NA,67.57,2.8,2018-06-30
"33",2018-06-30 16:03:00,"CARI",567.71,186.26,NA,67.57,2.79,2018-06-30
"34",2018-06-30 16:04:00,"CARI",504.31,186.7,NA,67.53,2.73,2018-06-30
"35",2018-06-30 16:05:00,"CARI",536.6,186.39,NA,67.54,2.77,2018-06-30
"36",2018-06-30 16:06:00,"CARI",569.68,186.39,NA,67.54,2.77,2018-06-30
"37",2018-06-30 16:07:00,"CARI",488.48,187,NA,67.51,2.98,2018-06-30
"38",2018-06-30 16:08:00,"CARI",555.72,186.49,NA,67.5,2.77,2018-06-30
"39",2018-06-30 16:09:00,"CARI",526.83,186.49,NA,67.5,2.76,2018-06-30
"40",2018-06-30 16:10:00,"CARI",575.77,187.04,NA,67.48,3.13,2018-06-30
"41",2018-06-30 16:11:00,"CARI",506.33,186.56,NA,67.47,3.21,2018-06-30
"42",2018-06-30 16:12:00,"CARI",572.42,186.58,NA,67.47,3.18,2018-06-30
"43",2018-06-30 16:13:00,"CARI",550.17,187.14,NA,67.46,3.4,2018-06-30
"44",2018-06-30 16:14:00,"CARI",503.89,186.7,NA,67.45,3.43,2018-06-30
"45",2018-06-30 16:15:00,"CARI",561.6,186.7,NA,67.45,3.42,2018-06-30
