"","DateTime","Site","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1",2018-07-04 19:00:00,"MOOS",1142.37809882645,2018-07-05,NA,NA,NA,NA,1142.37809882645
"2",2018-07-04 19:30:00,"MOOS",1139.40153557964,2018-07-05,NA,NA,NA,NA,1139.40153557964
"3",2018-07-04 20:00:00,"MOOS",1145.35466207325,2018-07-05,NA,NA,NA,NA,1145.35466207325
"4",2018-07-04 20:30:00,"MOOS",1133.44840908604,2018-07-05,NA,NA,NA,NA,1133.44840908604
"5",2018-07-04 21:00:00,"MOOS",1139.40153557964,2018-07-05,NA,NA,NA,NA,1139.40153557964
"6",2018-07-04 21:30:00,"MOOS",1145.35466207325,2018-07-05,NA,NA,NA,NA,1145.35466207325
"7",2018-07-04 22:00:00,"MOOS",1133.44840908604,2018-07-05,NA,NA,NA,NA,1133.44840908604
"8",2018-07-04 22:30:00,"MOOS",1148.33122532011,2018-07-05,NA,NA,NA,NA,1148.33122532011
"9",2018-07-04 23:00:00,"MOOS",1145.35466207325,2018-07-05,NA,NA,NA,NA,1145.35466207325
"10",2018-07-04 23:30:00,"MOOS",1148.33122532011,2018-07-05,NA,NA,NA,NA,1148.33122532011
"11",2018-07-05 00:00:00,"MOOS",1154.28435181361,2018-07-05,NA,NA,NA,NA,1154.28435181361
"12",2018-07-05 00:30:00,"MOOS",1157.26091506041,2018-07-05,NA,NA,NA,NA,1157.26091506041
"13",2018-07-05 01:00:00,"MOOS",1157.26091506041,2018-07-05,NA,NA,NA,NA,1157.26091506041
"14",2018-07-05 01:30:00,"MOOS",1169.16716804757,2018-07-05,NA,NA,NA,NA,1169.16716804757
"15",2018-07-05 02:00:00,"MOOS",1175.12029454124,2018-07-05,NA,NA,NA,NA,1175.12029454124
"16",2018-07-05 02:30:00,"MOOS",1172.14373129443,2018-07-05,NA,NA,NA,NA,1172.14373129443
"17",2018-07-05 03:00:00,"MOOS",1181.07342103485,2018-07-05,NA,NA,NA,NA,1181.07342103485
"18",2018-07-05 03:30:00,"MOOS",1190.0031107752,2018-07-05,NA,NA,NA,NA,1190.0031107752
"19",2018-07-05 04:00:00,"MOOS",1181.07342103485,2018-07-05,NA,NA,NA,NA,1181.07342103485
"20",2018-07-05 04:30:00,"MOOS",1192.979674022,2018-07-05,NA,NA,NA,NA,1192.979674022
"21",2018-07-05 05:00:00,"MOOS",1187.0265475284,2018-07-05,NA,NA,NA,NA,1187.0265475284
"22",2018-07-05 05:30:00,"MOOS",1201.90936376242,2018-07-05,NA,NA,NA,NA,1201.90936376242
"23",2018-07-05 06:00:00,"MOOS",1198.93280051561,2018-07-05,NA,NA,NA,NA,1198.93280051561
"24",2018-07-05 06:30:00,"MOOS",1207.86249025597,2018-07-05,NA,NA,NA,NA,1207.86249025597
"25",2018-07-05 07:00:00,"MOOS",1201.90936376242,2018-07-05,NA,NA,NA,NA,1201.90936376242
"26",2018-07-05 07:30:00,"MOOS",1207.86249025597,2018-07-05,NA,NA,NA,NA,1207.86249025597
"27",2018-07-05 08:00:00,"MOOS",1198.93280051561,2018-07-05,NA,NA,NA,NA,1198.93280051561
"28",2018-07-05 08:30:00,"MOOS",1210.83905350277,2018-07-05,NA,NA,NA,NA,1210.83905350277
"29",2018-07-05 09:00:00,"MOOS",1207.86249025597,2018-07-05,NA,NA,NA,NA,1207.86249025597
"30",2018-07-05 09:30:00,"MOOS",1201.90936376242,2018-07-05,NA,NA,NA,NA,1201.90936376242
"31",2018-07-05 10:00:00,"MOOS",1201.90936376242,2018-07-05,NA,NA,NA,NA,1201.90936376242
"32",2018-07-05 10:30:00,"MOOS",1190.0031107752,2018-07-05,NA,NA,NA,NA,1190.0031107752
"33",2018-07-05 11:00:00,"MOOS",1190.0031107752,2018-07-05,NA,NA,NA,NA,1190.0031107752
"34",2018-07-05 11:30:00,"MOOS",1195.95623726881,2018-07-05,NA,NA,NA,NA,1195.95623726881
"35",2018-07-05 12:00:00,"MOOS",1184.04998428165,2018-07-05,NA,NA,NA,NA,1184.04998428165
"36",2018-07-05 12:30:00,"MOOS",1187.0265475284,2018-07-05,NA,NA,NA,NA,1187.0265475284
"37",2018-07-05 13:00:00,"MOOS",1178.09685778804,2018-07-05,NA,NA,NA,NA,1178.09685778804
"38",2018-07-05 13:30:00,"MOOS",1163.21404155408,2018-07-05,NA,NA,NA,NA,1163.21404155408
"39",2018-07-05 14:00:00,"MOOS",1169.16716804757,2018-07-05,NA,NA,NA,NA,1169.16716804757
"40",2018-07-05 14:30:00,"MOOS",1172.14373129443,2018-07-05,NA,NA,NA,NA,1172.14373129443
"41",2018-07-05 15:00:00,"MOOS",1160.23747830727,2018-07-05,NA,NA,NA,NA,1160.23747830727
"42",2018-07-05 15:30:00,"MOOS",1157.26091506041,2018-07-05,NA,NA,NA,NA,1157.26091506041
"43",2018-07-05 16:00:00,"MOOS",1151.3077885668,2018-07-06,NA,NA,NA,NA,1151.3077885668
"44",2018-07-05 16:30:00,"MOOS",1136.42497233284,2018-07-06,NA,NA,NA,NA,1136.42497233284
"45",2018-07-05 17:00:00,"MOOS",1145.35466207325,2018-07-06,NA,NA,NA,NA,1145.35466207325
"46",2018-07-05 17:30:00,"MOOS",1139.40153557964,2018-07-06,NA,NA,NA,NA,1139.40153557964
"47",2018-07-05 18:00:00,"MOOS",1133.44840908604,2018-07-06,NA,NA,NA,NA,1133.44840908604
"48",2018-07-05 18:30:00,"MOOS",1139.40153557964,2018-07-06,NA,NA,NA,NA,1139.40153557964
"49",2018-07-05 19:00:00,"MOOS",1130.47184583929,2018-07-06,NA,NA,NA,NA,1130.47184583929
"50",2018-07-05 19:30:00,"MOOS",1127.49528259248,2018-07-06,NA,NA,NA,NA,1127.49528259248
"51",2018-07-05 20:00:00,"MOOS",1124.51871934568,2018-07-06,NA,NA,NA,NA,1124.51871934568
"52",2018-07-05 20:30:00,"MOOS",1121.54215609888,2018-07-06,NA,NA,NA,NA,1121.54215609888
"53",2018-07-05 21:00:00,"MOOS",1130.47184583929,2018-07-06,NA,NA,NA,NA,1130.47184583929
"54",2018-07-05 21:30:00,"MOOS",1124.51871934568,2018-07-06,NA,NA,NA,NA,1124.51871934568
"55",2018-07-05 22:00:00,"MOOS",1121.54215609888,2018-07-06,NA,NA,NA,NA,1121.54215609888
"56",2018-07-05 22:30:00,"MOOS",1124.51871934568,2018-07-06,NA,NA,NA,NA,1124.51871934568
"57",2018-07-05 23:00:00,"MOOS",1124.51871934568,2018-07-06,NA,NA,NA,NA,1124.51871934568
"58",2018-07-05 23:30:00,"MOOS",1121.54215609888,2018-07-06,NA,NA,NA,NA,1121.54215609888
"59",2018-07-06 00:00:00,"MOOS",1124.51871934568,2018-07-06,NA,NA,NA,NA,1124.51871934568
"60",2018-07-06 00:30:00,"MOOS",1115.58902960527,2018-07-06,NA,NA,NA,NA,1115.58902960527
"61",2018-07-06 01:00:00,"MOOS",1109.63590311172,2018-07-06,NA,NA,NA,NA,1109.63590311172
"62",2018-07-06 01:30:00,"MOOS",1112.61246635852,2018-07-06,NA,NA,NA,NA,1112.61246635852
"63",2018-07-06 02:00:00,"MOOS",1118.56559285207,2018-07-06,NA,NA,NA,NA,1118.56559285207
"64",2018-07-06 02:30:00,"MOOS",1121.54215609888,2018-07-06,NA,NA,NA,NA,1121.54215609888
"65",2018-07-06 03:00:00,"MOOS",1112.61246635852,2018-07-06,NA,NA,NA,NA,1112.61246635852
"66",2018-07-06 03:30:00,"MOOS",1106.65933986491,2018-07-06,NA,NA,NA,NA,1106.65933986491
"67",2018-07-06 04:00:00,"MOOS",1106.65933986491,2018-07-06,NA,NA,NA,NA,1106.65933986491
"68",2018-07-06 04:30:00,"MOOS",1106.65933986491,2018-07-06,NA,NA,NA,NA,1106.65933986491
"69",2018-07-06 05:00:00,"MOOS",1100.7062133713,2018-07-06,NA,NA,NA,NA,1100.7062133713
"70",2018-07-06 05:30:00,"MOOS",1103.68277661811,2018-07-06,NA,NA,NA,NA,1103.68277661811
"71",2018-07-06 06:00:00,"MOOS",1097.72965012456,2018-07-06,NA,NA,NA,NA,1097.72965012456
"72",2018-07-06 06:30:00,"MOOS",1094.75308687775,2018-07-06,NA,NA,NA,NA,1094.75308687775
"73",2018-07-06 07:00:00,"MOOS",1097.72965012456,2018-07-06,NA,NA,NA,NA,1097.72965012456
"74",2018-07-06 07:30:00,"MOOS",1088.79996038415,2018-07-06,NA,NA,NA,NA,1088.79996038415
"75",2018-07-06 08:00:00,"MOOS",1082.84683389048,2018-07-06,NA,NA,NA,NA,1082.84683389048
"76",2018-07-06 08:30:00,"MOOS",1085.82339713734,2018-07-06,NA,NA,NA,NA,1085.82339713734
"77",2018-07-06 09:00:00,"MOOS",1076.89370739699,2018-07-06,NA,NA,NA,NA,1076.89370739699
"78",2018-07-06 09:30:00,"MOOS",1076.89370739699,2018-07-06,NA,NA,NA,NA,1076.89370739699
"79",2018-07-06 10:00:00,"MOOS",1064.98745440971,2018-07-06,NA,NA,NA,NA,1064.98745440971
"80",2018-07-06 10:30:00,"MOOS",1067.96401765652,2018-07-06,NA,NA,NA,NA,1067.96401765652
"81",2018-07-06 11:00:00,"MOOS",1059.03432791616,2018-07-06,NA,NA,NA,NA,1059.03432791616
"82",2018-07-06 11:30:00,"MOOS",1067.96401765652,2018-07-06,NA,NA,NA,NA,1067.96401765652
"83",2018-07-06 12:00:00,"MOOS",1056.05776466936,2018-07-06,NA,NA,NA,NA,1056.05776466936
"84",2018-07-06 12:30:00,"MOOS",1062.01089116302,2018-07-06,NA,NA,NA,NA,1062.01089116302
"85",2018-07-06 13:00:00,"MOOS",1053.08120142255,2018-07-06,NA,NA,NA,NA,1053.08120142255
"86",2018-07-06 13:30:00,"MOOS",1050.10463817575,2018-07-06,NA,NA,NA,NA,1050.10463817575
"87",2018-07-06 14:00:00,"MOOS",1044.1515116822,2018-07-06,NA,NA,NA,NA,1044.1515116822
"88",2018-07-06 14:30:00,"MOOS",1050.10463817575,2018-07-06,NA,NA,NA,NA,1050.10463817575
"89",2018-07-06 15:00:00,"MOOS",1041.17494843539,2018-07-06,NA,NA,NA,NA,1041.17494843539
"90",2018-07-06 15:30:00,"MOOS",1047.12807492894,2018-07-06,NA,NA,NA,NA,1047.12807492894
"91",2018-07-06 16:00:00,"MOOS",1032.24525869498,2018-07-07,NA,NA,NA,NA,1032.24525869498
"92",2018-07-06 16:30:00,"MOOS",1038.19838518859,2018-07-07,NA,NA,NA,NA,1038.19838518859
"93",2018-07-06 17:00:00,"MOOS",1029.26869544818,2018-07-07,NA,NA,NA,NA,1029.26869544818
"94",2018-07-06 17:30:00,"MOOS",1026.29213220143,2018-07-07,NA,NA,NA,NA,1026.29213220143
"95",2018-07-06 18:00:00,"MOOS",1026.29213220143,2018-07-07,NA,NA,NA,NA,1026.29213220143
"96",2018-07-06 18:30:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"97",2018-07-06 19:00:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"98",2018-07-06 19:30:00,"MOOS",1014.38587921421,2018-07-07,NA,NA,NA,NA,1014.38587921421
"99",2018-07-06 20:00:00,"MOOS",1026.29213220143,2018-07-07,NA,NA,NA,NA,1026.29213220143
"100",2018-07-06 20:30:00,"MOOS",1017.36244246102,2018-07-07,NA,NA,NA,NA,1017.36244246102
"101",2018-07-06 21:00:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"102",2018-07-06 21:30:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"103",2018-07-06 22:00:00,"MOOS",1017.36244246102,2018-07-07,NA,NA,NA,NA,1017.36244246102
"104",2018-07-06 22:30:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"105",2018-07-06 23:00:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"106",2018-07-06 23:30:00,"MOOS",1014.38587921421,2018-07-07,NA,NA,NA,NA,1014.38587921421
"107",2018-07-07 00:00:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"108",2018-07-07 00:30:00,"MOOS",1032.24525869498,2018-07-07,NA,NA,NA,NA,1032.24525869498
"109",2018-07-07 01:00:00,"MOOS",1026.29213220143,2018-07-07,NA,NA,NA,NA,1026.29213220143
"110",2018-07-07 01:30:00,"MOOS",1035.22182194178,2018-07-07,NA,NA,NA,NA,1035.22182194178
"111",2018-07-07 02:00:00,"MOOS",1029.26869544818,2018-07-07,NA,NA,NA,NA,1029.26869544818
"112",2018-07-07 02:30:00,"MOOS",1032.24525869498,2018-07-07,NA,NA,NA,NA,1032.24525869498
"113",2018-07-07 03:00:00,"MOOS",1035.22182194178,2018-07-07,NA,NA,NA,NA,1035.22182194178
"114",2018-07-07 03:30:00,"MOOS",1035.22182194178,2018-07-07,NA,NA,NA,NA,1035.22182194178
"115",2018-07-07 04:00:00,"MOOS",1035.22182194178,2018-07-07,NA,NA,NA,NA,1035.22182194178
"116",2018-07-07 04:30:00,"MOOS",1029.26869544818,2018-07-07,NA,NA,NA,NA,1029.26869544818
"117",2018-07-07 05:00:00,"MOOS",1032.24525869498,2018-07-07,NA,NA,NA,NA,1032.24525869498
"118",2018-07-07 05:30:00,"MOOS",1023.31556895463,2018-07-07,NA,NA,NA,NA,1023.31556895463
"119",2018-07-07 06:00:00,"MOOS",1032.24525869498,2018-07-07,NA,NA,NA,NA,1032.24525869498
"120",2018-07-07 06:30:00,"MOOS",1023.31556895463,2018-07-07,NA,NA,NA,NA,1023.31556895463
"121",2018-07-07 07:00:00,"MOOS",1020.33900570782,2018-07-07,NA,NA,NA,NA,1020.33900570782
"122",2018-07-07 07:30:00,"MOOS",1017.36244246102,2018-07-07,NA,NA,NA,NA,1017.36244246102
"123",2018-07-07 08:00:00,"MOOS",1017.36244246102,2018-07-07,NA,NA,NA,NA,1017.36244246102
"124",2018-07-07 08:30:00,"MOOS",1014.38587921421,2018-07-07,NA,NA,NA,NA,1014.38587921421
"125",2018-07-07 09:00:00,"MOOS",1011.40931596741,2018-07-07,NA,NA,NA,NA,1011.40931596741
"126",2018-07-07 09:30:00,"MOOS",1008.43275272066,2018-07-07,NA,NA,NA,NA,1008.43275272066
"127",2018-07-07 10:00:00,"MOOS",996.526499733445,2018-07-07,NA,NA,NA,NA,996.526499733445
"128",2018-07-07 10:30:00,"MOOS",999.50306298025,2018-07-07,NA,NA,NA,NA,999.50306298025
"129",2018-07-07 11:00:00,"MOOS",990.573373239895,2018-07-07,NA,NA,NA,NA,990.573373239895
"130",2018-07-07 11:30:00,"MOOS",996.526499733445,2018-07-07,NA,NA,NA,NA,996.526499733445
"131",2018-07-07 12:00:00,"MOOS",990.573373239895,2018-07-07,NA,NA,NA,NA,990.573373239895
"132",2018-07-07 12:30:00,"MOOS",984.620246746286,2018-07-07,NA,NA,NA,NA,984.620246746286
"133",2018-07-07 13:00:00,"MOOS",981.643683499424,2018-07-07,NA,NA,NA,NA,981.643683499424
"134",2018-07-07 13:30:00,"MOOS",975.690557005815,2018-07-07,NA,NA,NA,NA,975.690557005815
"135",2018-07-07 14:00:00,"MOOS",984.620246746286,2018-07-07,NA,NA,NA,NA,984.620246746286
"136",2018-07-07 14:30:00,"MOOS",978.667120252619,2018-07-07,NA,NA,NA,NA,978.667120252619
