"","DateTime","Site","Discharge","fDOM","NO3","SpCond","Turb","day"
"1",2018-07-01 14:31:00,"CARI",679.93,240.37,NA,61.49,3.55,2018-07-01
"2",2018-07-01 14:32:00,"CARI",623.36,240.29,NA,61.51,3.7,2018-07-01
"3",2018-07-01 14:33:00,"CARI",674.56,240.85,NA,61.53,3.71,2018-07-01
"4",2018-07-01 14:34:00,"CARI",672.74,240.44,NA,61.53,3.67,2018-07-01
"5",2018-07-01 14:35:00,"CARI",693.42,240.42,NA,61.54,3.51,2018-07-01
"6",2018-07-01 14:36:00,"CARI",615.71,240.88,NA,61.54,3.57,2018-07-01
"7",2018-07-01 14:37:00,"CARI",545.69,240.42,NA,61.54,3.51,2018-07-01
"8",2018-07-01 14:38:00,"CARI",635.62,240.45,NA,61.55,3.53,2018-07-01
"9",2018-07-01 14:39:00,"CARI",574.69,241.03,NA,61.55,3.52,2018-07-01
"10",2018-07-01 14:40:00,"CARI",655.96,240.5,NA,61.55,3.53,2018-07-01
"11",2018-07-01 14:41:00,"CARI",636.27,240.5,NA,61.56,3.77,2018-07-01
"12",2018-07-01 14:42:00,"CARI",630.56,241.03,NA,61.58,3.91,2018-07-01
"13",2018-07-01 14:43:00,"CARI",618.44,240.48,NA,61.58,3.9,2018-07-01
"14",2018-07-01 14:44:00,"CARI",614.97,240.45,NA,61.58,3.76,2018-07-01
"15",2018-07-01 14:45:00,"CARI",686.54,241.11,NA,61.6,4.2,2018-07-01
"16",2018-07-01 14:46:00,"CARI",665.09,240.53,NA,61.6,4.22,2018-07-01
"17",2018-07-01 14:47:00,"CARI",650.05,240.6,NA,61.62,4.19,2018-07-01
"18",2018-07-01 14:48:00,"CARI",658.25,241.34,NA,61.62,4.25,2018-07-01
"19",2018-07-01 14:49:00,"CARI",627.14,240.7,NA,61.62,4.27,2018-07-01
"20",2018-07-01 14:50:00,"CARI",650.73,240.68,NA,61.63,3.98,2018-07-01
"21",2018-07-01 14:51:00,"CARI",689.05,241.26,NA,61.64,4.34,2018-07-01
"22",2018-07-01 14:52:00,"CARI",637.46,240.58,NA,61.64,4.33,2018-07-01
"23",2018-07-01 14:53:00,"CARI",659.06,240.55,NA,61.64,3.83,2018-07-01
"24",2018-07-01 14:54:00,"CARI",642.92,240.84,NA,61.64,4.05,2018-07-01
"25",2018-07-01 14:55:00,"CARI",630.19,240.35,NA,61.46,3.77,2018-07-01
"26",2018-07-01 14:56:00,"CARI",651.24,240.35,NA,61.66,3.76,2018-07-01
"27",2018-07-01 14:57:00,"CARI",681.99,240.61,NA,61.66,3.76,2018-07-01
"28",2018-07-01 14:58:00,"CARI",650.1,240.08,NA,61.66,3.79,2018-07-01
"29",2018-07-01 14:59:00,"CARI",627.67,240.11,NA,61.65,3.78,2018-07-01
"30",2018-07-01 15:00:00,"CARI",621.7,240.51,NA,61.65,3.82,2018-07-01
"31",2018-07-01 15:01:00,"CARI",670.35,241,NA,61.67,3.86,2018-07-01
"32",2018-07-01 15:02:00,"CARI",682.91,240.24,NA,61.69,4.13,2018-07-01
"33",2018-07-01 15:03:00,"CARI",566.02,240.86,NA,61.69,4.18,2018-07-01
"34",2018-07-01 15:04:00,"CARI",647.44,240.45,NA,61.67,3.95,2018-07-01
"35",2018-07-01 15:05:00,"CARI",645.99,240.45,NA,61.66,3.85,2018-07-01
"36",2018-07-01 15:06:00,"CARI",658.32,241.21,NA,61.66,3.84,2018-07-01
"37",2018-07-01 15:07:00,"CARI",655.28,240.86,NA,61.63,3.95,2018-07-01
"38",2018-07-01 15:08:00,"CARI",615.36,240.88,NA,61.63,4.21,2018-07-01
"39",2018-07-01 15:09:00,"CARI",621.34,241.74,NA,61.63,4.25,2018-07-01
"40",2018-07-01 15:10:00,"CARI",643.41,241.08,NA,61.62,4.42,2018-07-01
"41",2018-07-01 15:11:00,"CARI",637.19,241.08,NA,61.62,4.53,2018-07-01
"42",2018-07-01 15:12:00,"CARI",653.84,241.87,NA,61.61,4.49,2018-07-01
"43",2018-07-01 15:13:00,"CARI",685.98,241.41,NA,61.58,4.72,2018-07-01
"44",2018-07-01 15:14:00,"CARI",636.39,241.41,NA,61.58,4.4,2018-07-01
"45",2018-07-01 15:15:00,"CARI",655.6,242.19,NA,61.58,4.49,2018-07-01
"46",2018-07-01 15:16:00,"CARI",646.3,241.86,NA,61.58,4.2,2018-07-01
"47",2018-07-01 15:17:00,"CARI",638.43,241.84,NA,61.56,3.92,2018-07-01
"48",2018-07-01 15:18:00,"CARI",657.31,242.3,NA,61.56,3.96,2018-07-01
"49",2018-07-01 15:19:00,"CARI",675.49,241.92,NA,61.53,4.25,2018-07-01
"50",2018-07-01 15:20:00,"CARI",623.81,241.92,NA,61.53,4.14,2018-07-01
"51",2018-07-01 15:21:00,"CARI",624.55,242.23,NA,61.5,4.39,2018-07-01
"52",2018-07-01 15:22:00,"CARI",670.48,241.77,NA,61.52,4.27,2018-07-01
"53",2018-07-01 15:23:00,"CARI",659.17,241.77,NA,61.52,4.27,2018-07-01
"54",2018-07-01 15:24:00,"CARI",627.83,242.11,NA,61.51,4.68,2018-07-01
"55",2018-07-01 15:25:00,"CARI",673.38,241.63,NA,61.5,4.5,2018-07-01
"56",2018-07-01 15:26:00,"CARI",683.8,241.63,NA,61.5,4.48,2018-07-01
"57",2018-07-01 15:27:00,"CARI",637.31,242.13,NA,61.46,4.22,2018-07-01
"58",2018-07-01 15:28:00,"CARI",690.22,241.67,NA,61.47,4.22,2018-07-01
"59",2018-07-01 15:29:00,"CARI",685.74,241.7,NA,61.47,4.23,2018-07-01
"60",2018-07-01 15:30:00,"CARI",663.25,241.97,NA,61.45,4.19,2018-07-01
"61",2018-07-01 15:31:00,"CARI",672.31,241.94,NA,61.43,3.95,2018-07-01
"62",2018-07-01 15:32:00,"CARI",672.62,241.91,NA,61.43,3.92,2018-07-01
"63",2018-07-01 15:33:00,"CARI",666.97,241.65,NA,61.39,4.45,2018-07-01
"64",2018-07-01 15:34:00,"CARI",675.19,241.35,NA,61.39,4.82,2018-07-01
"65",2018-07-01 15:35:00,"CARI",602.53,240.99,NA,61.39,4.89,2018-07-01
"66",2018-07-01 15:36:00,"CARI",593.54,241.57,NA,61.38,4.69,2018-07-01
"67",2018-07-01 15:37:00,"CARI",602.86,241.11,NA,61.38,4.88,2018-07-01
"68",2018-07-01 15:38:00,"CARI",652.58,241.11,NA,61.38,4.84,2018-07-01
"69",2018-07-01 15:39:00,"CARI",694.62,242.04,NA,61.36,5.21,2018-07-01
"70",2018-07-01 15:40:00,"CARI",679.51,241.74,NA,61.35,5.21,2018-07-01
"71",2018-07-01 15:41:00,"CARI",643.79,241.71,NA,61.35,5.22,2018-07-01
"72",2018-07-01 15:42:00,"CARI",651.32,242.48,NA,61.34,4.88,2018-07-01
"73",2018-07-01 15:43:00,"CARI",680.34,241.95,NA,61.35,4.54,2018-07-01
"74",2018-07-01 15:44:00,"CARI",660.82,241.97,NA,61.35,4.53,2018-07-01
"75",2018-07-01 15:45:00,"CARI",669.29,242.55,NA,61.36,3.86,2018-07-01
"76",2018-07-01 15:46:00,"CARI",647.48,241.97,NA,61.37,4.37,2018-07-01
"77",2018-07-01 15:47:00,"CARI",647.21,241.98,NA,61.37,4.39,2018-07-01
"78",2018-07-01 15:48:00,"CARI",632.97,242.65,NA,61.38,4.03,2018-07-01
"79",2018-07-01 15:49:00,"CARI",605.8,242.47,NA,61.4,4.19,2018-07-01
"80",2018-07-01 15:50:00,"CARI",634.91,242.11,NA,61.4,4.19,2018-07-01
"81",2018-07-01 15:51:00,"CARI",647.85,242.82,NA,61.42,4.29,2018-07-01
"82",2018-07-01 15:52:00,"CARI",644.14,242.9,NA,61.43,4.18,2018-07-01
"83",2018-07-01 15:53:00,"CARI",640.64,245.34,NA,61.48,3.94,2018-07-01
"84",2018-07-01 15:54:00,"CARI",668.44,243.23,NA,61.49,4.25,2018-07-01
"85",2018-07-01 15:55:00,"CARI",652.47,243.23,NA,61.32,4.26,2018-07-01
"86",2018-07-01 15:56:00,"CARI",629.04,244.12,NA,61.51,4.31,2018-07-01
"87",2018-07-01 15:57:00,"CARI",680.71,243.61,NA,61.51,4.31,2018-07-01
"88",2018-07-01 15:58:00,"CARI",644.13,243.61,NA,61.33,4.08,2018-07-01
"89",2018-07-01 15:59:00,"CARI",689.57,243.98,NA,61.43,4.52,2018-07-01
"90",2018-07-01 16:00:00,"CARI",645.99,241.91,NA,61.43,4.54,2018-07-01
"91",2018-07-01 16:01:00,"CARI",552.41,241.91,NA,61.8,4.97,2018-07-01
"92",2018-07-01 16:02:00,"CARI",676.45,239.99,NA,61.81,5.18,2018-07-01
"93",2018-07-01 16:03:00,"CARI",658.4,239.62,NA,61.8,5.22,2018-07-01
"94",2018-07-01 16:04:00,"CARI",680.82,239.59,NA,61.4,5.65,2018-07-01
"95",2018-07-01 16:05:00,"CARI",564.78,240.63,NA,61.42,6.34,2018-07-01
"96",2018-07-01 16:06:00,"CARI",678.15,240.52,NA,61.42,6.41,2018-07-01
"97",2018-07-01 16:07:00,"CARI",678.66,240.52,NA,61.7,7.57,2018-07-01
"98",2018-07-01 16:08:00,"CARI",714.33,240.98,NA,60.88,8.15,2018-07-01
"99",2018-07-01 16:09:00,"CARI",697.58,240.52,NA,60.88,8.15,2018-07-01
"100",2018-07-01 16:10:00,"CARI",646,240.52,NA,60.84,9.1,2018-07-01
"101",2018-07-01 16:11:00,"CARI",677.52,241.44,NA,61.46,10.01,2018-07-01
"102",2018-07-01 16:12:00,"CARI",698.86,241.03,NA,61.46,9.96,2018-07-01
"103",2018-07-01 16:13:00,"CARI",673.77,241.03,NA,60.87,10.88,2018-07-01
"104",2018-07-01 16:14:00,"CARI",657.55,241.48,NA,60.84,11.7,2018-07-01
"105",2018-07-01 16:15:00,"CARI",683.56,239.89,NA,60.84,11.64,2018-07-01
"106",2018-07-01 16:16:00,"CARI",690.95,182.91,NA,60.79,12.66,2018-07-01
"107",2018-07-01 16:17:00,"CARI",691.76,239.7,NA,60.77,13.4,2018-07-01
"108",2018-07-01 16:18:00,"CARI",652.99,238.46,NA,60.77,13.4,2018-07-01
"109",2018-07-01 16:19:00,"CARI",680.91,238.43,NA,60.68,13.52,2018-07-01
"110",2018-07-01 16:20:00,"CARI",693.25,237.29,NA,60.63,14.14,2018-07-01
"111",2018-07-01 16:21:00,"CARI",651.88,235.56,NA,60.63,14.24,2018-07-01
"112",2018-07-01 16:22:00,"CARI",642.42,235.56,NA,60.55,14.69,2018-07-01
"113",2018-07-01 16:23:00,"CARI",688.97,234.03,NA,60.5,14.88,2018-07-01
"114",2018-07-01 16:24:00,"CARI",660.55,232.48,NA,60.5,14.91,2018-07-01
"115",2018-07-01 16:25:00,"CARI",659.63,232.48,NA,60.47,14.98,2018-07-01
"116",2018-07-01 16:26:00,"CARI",626.18,230.73,NA,60.48,15.07,2018-07-01
"117",2018-07-01 16:27:00,"CARI",673.38,229.53,NA,60.48,15.04,2018-07-01
"118",2018-07-01 16:28:00,"CARI",722.45,229.53,NA,60.52,14.64,2018-07-01
"119",2018-07-01 16:29:00,"CARI",675.32,228.9,NA,60.55,15,2018-07-01
"120",2018-07-01 16:30:00,"CARI",700.61,228.01,NA,60.55,14.98,2018-07-01
"121",2018-07-01 16:31:00,"CARI",718.76,227.99,NA,60.62,14.58,2018-07-01
"122",2018-07-01 16:32:00,"CARI",681.99,227.76,NA,60.66,14.97,2018-07-01
"123",2018-07-01 16:33:00,"CARI",656.35,226.81,NA,60.66,14.93,2018-07-01
"124",2018-07-01 16:34:00,"CARI",593,226.81,NA,60.74,13.15,2018-07-01
"125",2018-07-01 16:35:00,"CARI",678.52,226.83,NA,60.79,13.42,2018-07-01
