"","DateTime","Site","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1",2018-08-26 04:30:00,"FRCH",476.931794805278,2018-08-26,153.075,NA,76.7333333333333,21.18,476.931794805278
"2",2018-08-26 05:00:00,"FRCH",476.931794805278,2018-08-26,152.743333333333,NA,76.8333333333333,24.895,476.931794805278
"3",2018-08-26 05:30:00,"FRCH",475.92726724036,2018-08-26,152.578333333333,NA,76.9,22.79,475.92726724036
"4",2018-08-26 06:00:00,"FRCH",481.954432629951,2018-08-26,152.856666666667,NA,76.9,29.7466666666667,481.954432629951
"5",2018-08-26 06:30:00,"FRCH",481.954432629951,2018-08-26,153.28,NA,76.9666666666667,19.9966666666667,481.954432629951
"6",2018-08-26 07:00:00,"FRCH",481.954432629951,2018-08-26,153.86,NA,77.05,21.6916666666667,481.954432629951
"7",2018-08-26 07:30:00,"FRCH",480.949905065005,2018-08-26,154.666666666667,NA,77.2,22.0233333333333,480.949905065005
"8",2018-08-26 08:00:00,"FRCH",480.949905065005,2018-08-26,155.155,NA,77.2,17.3466666666667,480.949905065005
"9",2018-08-26 08:30:00,"FRCH",483.963487759815,2018-08-26,155.633333333333,NA,77.2666666666667,17.9616666666667,483.963487759815
"10",2018-08-26 09:00:00,"FRCH",486.977070454624,2018-08-26,156.273333333333,NA,77.3166666666667,15.1783333333333,486.977070454624
"11",2018-08-26 09:30:00,"FRCH",490.995180714352,2018-08-26,156.77,NA,77.4,14.6866666666667,490.995180714352
"12",2018-08-26 10:00:00,"FRCH",495.013290974108,2018-08-26,156.923333333333,NA,77.5333333333333,14.0583333333333,495.013290974108
"13",2018-08-26 10:30:00,"FRCH",496.017818538996,2018-08-26,157.126666666667,NA,77.6166666666667,13.2333333333333,496.017818538996
"14",2018-08-26 11:00:00,"FRCH",498.026873668889,2018-08-26,156.986666666667,NA,77.7,14.54,498.026873668889
"15",2018-08-26 11:30:00,"FRCH",502.044983928616,2018-08-26,157.03,NA,77.8333333333333,13.1466666666667,502.044983928616
"16",2018-08-26 12:00:00,"FRCH",505.058566623426,2018-08-26,157.043333333333,NA,77.9,12.9566666666667,505.058566623426
