"Site","DateTime","Q","day","fDOM.QSU.mn","nitrateuM","SpCond.uScm.mn","Turbidity.FNU.mn"
"MOOS",2019-05-31 07:45:00,380.391818589018,2019-05-31,87.8972727272727,28.9977777777778,138.736363636364,10.7763636363636
"MOOS",2019-05-31 08:00:00,380.391818589018,2019-05-31,87.8609090909091,28.9866666666667,138.681818181818,10.9027272727273
"MOOS",2019-05-31 08:15:00,380.391818589018,2019-05-31,87.8909090909091,28.96,138.681818181818,10.5318181818182
"MOOS",2019-05-31 08:30:00,384.087872380689,2019-05-31,87.8345454545454,28.9744444444444,138.754545454545,10.6863636363636
"MOOS",2019-05-31 08:45:00,382.239845484854,2019-05-31,87.9736363636364,28.9622222222222,138.754545454545,10.9181818181818
"MOOS",2019-05-31 09:00:00,382.239845484854,2019-05-31,88.0990909090909,28.95,138.809090909091,10.6854545454545
"MOOS",2019-05-31 09:15:00,382.239845484854,2019-05-31,88.2618181818182,28.9044444444444,138.863636363636,10.3909090909091
"MOOS",2019-05-31 09:30:00,384.087872380689,2019-05-31,88.5190909090909,28.8866666666667,138.909090909091,10.2209090909091
"MOOS",2019-05-31 09:45:00,382.239845484854,2019-05-31,86.8727272727273,28.8777777777778,138.827272727273,13.7145454545455
"MOOS",2019-05-31 10:00:00,389.631953068196,2019-05-31,88.68,28.8744444444444,138.963636363636,10.3254545454545
"MOOS",2019-05-31 10:15:00,384.087872380689,2019-05-31,88.8145454545455,28.8522222222222,138.954545454545,10.2454545454545
"MOOS",2019-05-31 10:30:00,380.391818589018,2019-05-31,88.8554545454545,28.8533333333333,138.981818181818,10.2272727272727
"MOOS",2019-05-31 10:45:00,384.087872380689,2019-05-31,88.9309090909091,28.8611111111111,139.045454545455,10.3390909090909
"MOOS",2019-05-31 11:00:00,385.935899276525,2019-05-31,88.8709090909091,28.8144444444444,139,10.7445454545455
"MOOS",2019-05-31 11:15:00,385.935899276525,2019-05-31,89.1527272727273,28.7733333333333,139.063636363636,10.32
"MOOS",2019-05-31 11:30:00,387.78392617236,2019-05-31,89.3654545454545,28.8,139.081818181818,9.84909090909091
"MOOS",2019-05-31 11:45:00,384.087872380689,2019-05-31,89.4681818181818,28.7777777777778,139.1,10.2681818181818
"MOOS",2019-05-31 12:00:00,391.479979964032,2019-05-31,89.56,28.7644444444444,139.1,10.11
"MOOS",2019-05-31 12:15:00,387.78392617236,2019-05-31,89.5545454545454,28.74,139.136363636364,10.1390909090909
"MOOS",2019-05-31 12:30:00,387.78392617236,2019-05-31,89.4627272727273,28.7466666666667,139.118181818182,9.88
"MOOS",2019-05-31 12:45:00,385.935899276525,2019-05-31,89.5354545454545,28.6755555555556,139.1,10.1318181818182
"MOOS",2019-05-31 13:00:00,387.78392617236,2019-05-31,89.7454545454545,28.6777777777778,139.109090909091,10.2945454545455
"MOOS",2019-05-31 13:15:00,391.479979964032,2019-05-31,89.8445454545455,28.69,139.072727272727,10.0054545454545
"MOOS",2019-05-31 13:30:00,389.631953068196,2019-05-31,89.9072727272727,28.6766666666667,139.081818181818,9.98636363636364
"MOOS",2019-05-31 13:45:00,393.328006859867,2019-05-31,89.9009090909091,28.65,139.018181818182,10.1827272727273
"MOOS",2019-05-31 14:00:00,398.872087547374,2019-05-31,89.75,28.6077777777778,139.054545454545,10.2918181818182
"MOOS",2019-05-31 14:15:00,397.024060651539,2019-05-31,89.9345454545455,28.6166666666667,139.009090909091,9.92272727272727
"MOOS",2019-05-31 14:30:00,397.024060651539,2019-05-31,89.9036363636364,28.5777777777778,139,9.87727272727273
"MOOS",2019-05-31 14:45:00,395.176033755703,2019-05-31,89.9672727272727,28.5633333333333,138.963636363636,10.1181818181818
"MOOS",2019-05-31 15:00:00,395.176033755703,2019-05-31,89.7918181818182,28.5,138.809090909091,10.4527272727273
"MOOS",2019-05-31 15:15:00,395.176033755703,2019-05-31,89.6981818181818,28.4633333333333,138.772727272727,10.2845454545455
"MOOS",2019-05-31 15:30:00,395.176033755703,2019-05-31,89.8009090909091,28.4377777777778,138.663636363636,10.5427272727273
"MOOS",2019-05-31 15:45:00,398.872087547374,2019-05-31,89.9090909090909,28.4388888888889,138.7,10.1618181818182
"MOOS",2019-05-31 16:00:00,397.024060651539,2019-06-01,89.8790909090909,28.4077777777778,138.663636363636,10.4009090909091
"MOOS",2019-05-31 16:15:00,397.024060651539,2019-06-01,89.8172727272727,28.3811111111111,138.663636363636,10.4181818181818
