"","X.x","site.ID","year","storm.num","response","HI.median","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy.x","burn","pf","X.y","column_label","HI","Q_interval","storm.ID","month","day","date"
"1",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 2% discharge...1",1,-0.12722035525686,2,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"2",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 4% discharge...2",1,-0.12722035525686,4,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"3",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 6% discharge...3",1,-0.12722035525686,6,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"4",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 8% discharge...4",1,-0.12722035525686,8,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"5",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 10% discharge...5",1,-0.12722035525686,10,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"6",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 12% discharge...6",1,-0.12722035525686,12,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"7",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 14% discharge...7",1,-0.0796927508401468,14,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"8",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 16% discharge...8",1,-0.118819011041785,16,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"9",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 18% discharge...9",1,-0.071291406625072,18,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"10",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 20% discharge...10",1,-0.0576092174748056,20,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"11",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 22% discharge...11",1,0.0211233797407426,22,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"12",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 24% discharge...12",1,0.0211233797407426,24,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"13",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 26% discharge...13",1,0.0211233797407426,26,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"14",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 28% discharge...14",1,0.0211233797407426,28,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"15",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 30% discharge...15",1,-0.0588094095055202,30,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"16",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 32% discharge...16",1,-0.0588094095055202,32,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"17",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 34% discharge...17",1,-0.0588094095055202,34,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"18",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 36% discharge...18",1,-0.048007681228984,36,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"19",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 38% discharge...19",1,0.0619299087853961,38,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"20",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 40% discharge...20",1,-0.00576092174749396,40,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"21",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 42% discharge...21",1,0.0760921747479649,42,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"22",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 44% discharge...22",1,0.0760921747479649,44,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"23",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 46% discharge...23",1,0.0760921747479649,46,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"24",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 48% discharge...24",1,0.0943350936149785,48,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"25",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 50% discharge...25",1,0.0276044167066846,50,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"26",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 52% discharge...26",1,-0.0580892942871031,52,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"27",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 54% discharge...27",1,-0.144503120499308,54,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
