"","X.x","site.ID","year","storm.num","response","HI.median","precip","precip.week","precip.month","ThreeMonth","TOTAL.TIME","Intensity","doy.x","burn","pf","X.y","column_label","HI","Q_interval","storm.ID","month","day","date"
"28",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 56% discharge...28",1,-0.0952952472395795,56,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"29",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 58% discharge...29",1,-0.00864138262122532,58,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"30",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 60% discharge...30",1,-0.511761881901072,60,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"31",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 62% discharge...31",1,-0.173307729236676,62,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"32",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 64% discharge...32",1,-0.458473355736896,64,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"33",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 66% discharge...33",1,-0.51272203552567,66,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"34",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 68% discharge...34",1,-0.55808929428707,68,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"35",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 70% discharge...35",1,-0.181228996639453,70,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"36",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 72% discharge...36",1,-0.511041766682658,72,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"37",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 74% discharge...37",1,-0.20211233797408,74,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"38",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 76% discharge...38",1,-0.214354296687452,76,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"39",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 78% discharge...39",1,-0.214354296687452,78,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"40",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 80% discharge...40",1,-0.573451752280321,80,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"41",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 82% discharge...41",1,-0.487998079692715,82,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"42",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 84% discharge...42",1,-0.488718194911166,84,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"43",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 86% discharge...43",1,-0.533845415266413,86,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"44",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 88% discharge...44",1,-0.55832933269322,88,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"45",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 90% discharge...45",1,-0.553288526164175,90,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"46",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 92% discharge...46",1,-0.592894863178115,92,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"47",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 94% discharge...47",1,-0.509121459433489,94,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"48",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 96% discharge...48",1,-0.509121459433489,96,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"49",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 98% discharge...49",1,-0.418626980316841,98,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"50",1,"POKE","2019","storm1","NO3",-0.12722035525686,9.525,2.286,21.717,34.036,25.5,0.373529411764706,180.1875,"burned","medium","Interpolated HI for 100% discharge...50",1,0.051608257321191,100,"POKE_storm1_06_30_NO3",6,30,"2021-06-30"
"51",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 2% discharge...201",5,0.416075650118199,2,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"52",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 4% discharge...202",5,0.318262411347518,4,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"53",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 6% discharge...203",5,0.579343971631222,6,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"54",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 8% discharge...204",5,0.367612293144206,8,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"55",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 10% discharge...205",5,0.367612293144206,10,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"56",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 12% discharge...206",5,0.367612293144206,12,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"57",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 14% discharge...207",5,0.367612293144206,14,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"58",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 16% discharge...208",5,0.367612293144206,16,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"59",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 18% discharge...209",5,0.412086288416075,18,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"60",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 20% discharge...210",5,0.295656028368779,20,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"61",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 22% discharge...211",5,0.219119385342791,22,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"62",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 24% discharge...212",5,0.246010638297875,24,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"63",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 26% discharge...213",5,0.227541371158397,26,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"64",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 28% discharge...214",5,0.203752955082727,28,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"65",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 30% discharge...215",5,0.203752955082727,30,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"66",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 32% discharge...216",5,0.203752955082727,32,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"67",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 34% discharge...217",5,0.203752955082727,34,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"68",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 36% discharge...218",5,0.216755319148933,36,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"69",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 38% discharge...219",5,0.177748226950356,38,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"70",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 40% discharge...220",5,0.161643026004738,40,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"71",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 42% discharge...221",5,0.174349881796686,42,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"72",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 44% discharge...222",5,0.132239952718677,44,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"73",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 46% discharge...223",5,0.121158392434993,46,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"74",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 48% discharge...224",5,0.0797872340425383,48,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"75",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 50% discharge...225",5,0.0747635933806019,50,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"76",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 52% discharge...226",5,0.06589834515364,52,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"77",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 54% discharge...227",5,0.00443262411348133,54,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"78",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 56% discharge...228",5,-0.00443262411348067,56,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"79",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 58% discharge...229",5,-0.0208333333333552,58,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"80",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 60% discharge...230",5,-0.0579196217494098,60,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"81",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 62% discharge...231",5,-0.0353132387706887,62,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"82",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 64% discharge...232",5,-0.0434397163120762,64,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"83",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 66% discharge...233",5,-0.0523049645390185,66,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"84",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 68% discharge...234",5,-0.0670803782506089,68,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"85",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 70% discharge...235",5,-0.0741725768321659,70,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"86",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 72% discharge...236",5,-0.0842198581560387,72,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"87",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 74% discharge...237",5,-0.0913120567375958,74,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"88",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 76% discharge...238",5,-0.0707742316784959,76,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"89",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 78% discharge...239",5,-0.0837765957446815,78,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"90",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 80% discharge...240",5,-0.0837765957446815,80,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"91",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 82% discharge...241",5,-0.09072104018914,82,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"92",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 84% discharge...242",5,-0.114509456264792,84,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"93",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 86% discharge...243",5,-0.119976359338082,86,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"94",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 88% discharge...244",5,-0.118646572104035,88,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"95",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 90% discharge...245",5,-0.112736406619408,90,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"96",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 92% discharge...246",5,-0.0901300236406657,92,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"97",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 94% discharge...247",5,-0.0786052009456275,94,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"98",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 96% discharge...248",5,-0.0886524822694987,96,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"99",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 98% discharge...249",5,0.411052009456263,98,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"100",2,"POKE","2019","storm2","NO3",0.100472813238766,9.398,0.508,24.257,44.069,22.5,0.417688888888889,192.270833333333,"burned","medium","Interpolated HI for 100% discharge...250",5,0.411052009456263,100,"POKE_storm2_07_12_NO3",7,12,"2021-07-12"
"101",3,"POKE","2019","storm4","NO3",0.543181818181818,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","Interpolated HI for 2% discharge...551",12,0.259090909090909,2,"POKE_storm4_07_31_NO3",7,31,"2021-07-31"
"102",3,"POKE","2019","storm4","NO3",0.543181818181818,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","Interpolated HI for 4% discharge...552",12,0.254545454545454,4,"POKE_storm4_07_31_NO3",7,31,"2021-07-31"
"103",3,"POKE","2019","storm4","NO3",0.543181818181818,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","Interpolated HI for 6% discharge...553",12,0.563636363636364,6,"POKE_storm4_07_31_NO3",7,31,"2021-07-31"
"104",3,"POKE","2019","storm4","NO3",0.543181818181818,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","Interpolated HI for 8% discharge...554",12,0.586363636363635,8,"POKE_storm4_07_31_NO3",7,31,"2021-07-31"
"105",3,"POKE","2019","storm4","NO3",0.543181818181818,10.16,25.02,40.768,84.329,28.5,0.356491228070175,211.8125,"burned","medium","Interpolated HI for 10% discharge...555",12,0.59090909090909,10,"POKE_storm4_07_31_NO3",7,31,"2021-07-31"
