"","column_label","HI_mean_Interp","HI_sd_with_Interp","N.S.","Max_width_Interp","Min_response","Max_response","Peak_Q","ShapiroTest.W","ShapiroTest.p","t.test.stat","t.test.p","t.test.CIlow","t.test.CIhigh","wilcox.test.stat","wilcox.test.p","storm.ID","site.ID"
"1","1",-0.696235093696797,0.227216841619916,0.31564097103925,-0.918175042589452,31.8326666666667,32.6153333333333,606.004251945764,0.8113,0,-21.4493,0,-0.7615,-0.631,1,0,"POKE_storm1_06_09_NO3","POKE"
"2","2",-0.429184199227136,0.252756785363242,-0.0313439244310864,-0.70223271790468,15.96,39.25,606.004251945764,0.8711,1e-04,-11.8861,0,-0.5017,-0.3566,20,0,"POKE_storm1_06_09_fDOM","POKE"
"3","3",0.444310344827586,0.164193793015098,-0.913793103448276,0.870689655172413,97.1,102.9,606.004251945764,0.6694,0,18.9421,0,0.3972,0.4914,1275,0,"POKE_storm1_06_09_SPC","POKE"
"4","4",-0.10135300009105,0.091608380931568,0.420149321678958,-0.239074023490849,8.34,228,606.004251945764,0.8493,0,-7.7446,0,-0.1277,-0.0751,116,0,"POKE_storm1_06_09_turb","POKE"
"5","5",-0.472576361221773,0.140972121849978,0.78718459495349,-0.663678618857896,31.2186666666667,33.2266666666667,538.003739022883,0.9102,0.0011,-23.4659,0,-0.513,-0.4321,0,0,"POKE_storm2_06_12_NO3","POKE"
"6","6",-0.477537313432836,0.291880225815716,0.0912106135986734,-0.966832504145937,26.4,38.46,538.003739022883,0.9299,0.0055,-11.4525,0,-0.5613,-0.3937,0,0,"POKE_storm2_06_12_fDOM","POKE"
"7","7",0.29057142857143,0.141150086570202,-0.171428571428574,0.571428571428574,97.4,100.9,538.003739022883,0.9575,0.0699,14.4102,0,0.25,0.3311,1275,0,"POKE_storm2_06_12_SPC","POKE"
"8","8",0.0259509202453988,0.124929442994736,0.162576687116564,0.337423312883436,9,15.52,538.003739022883,0.9431,0.0179,1.4541,0.1523,-0.0099,0.0618,712,0.475,"POKE_storm2_06_12_turb","POKE"
"9","9",0.401044643019637,0.258800280059292,-0.00746173585455245,0.990700129215425,-6.30466666666667,30.3266666666667,512.503546676831,0.7263,0,10.8474,0,0.3267,0.4753,1275,0,"POKE_storm3_06_15_NO3","POKE"
"10","10",-0.123009259259259,0.189407738741581,-0.247685185185185,0.429398148148149,26.81,31.13,512.503546676831,0.8766,1e-04,-4.5461,0,-0.1774,-0.0686,230,1e-04,"POKE_storm3_06_15_fDOM","POKE"
"11","11",-0.00918750000000012,0.118325573762606,-0.0249999999999995,-0.490625,99.2,115.2,512.503546676831,0.3201,0,-0.5435,0.5892,-0.0432,0.0248,1127,0,"POKE_storm3_06_15_SPC","POKE"
"12","12",-0.389242032730405,0.156547803371142,0.681739879414298,-0.777347114556417,12.55,35.77,512.503546676831,0.8931,3e-04,-17.4049,0,-0.4342,-0.3443,6,0,"POKE_storm3_06_15_turb","POKE"
"13","13",0.0373517610903566,0.123850739370173,-0.041124858621517,0.489779620934298,11.8025,48.27375,1286.00938117458,0.6603,0,2.1111,0.0399,0.0018,0.0729,710,0.487,"POKE_storm4a_06_19_NO3","POKE"
"14","14",-0.225118881675893,0.261274389819574,-0.0219044963957147,-0.688398582181688,5.473,80.8,1286.00938117458,0.9387,0.012,-6.0313,0,-0.3001,-0.1501,174,0,"POKE_storm4a_06_19_fDOM","POKE"
"15","15",0.787616456987419,0.247974478830079,-0.0340020401224074,0.991329479768786,78.39,107.8,1286.00938117458,0.7539,0,22.2334,0,0.7164,0.8588,1275,0,"POKE_storm4a_06_19_SPC","POKE"
"16","16",-0.160239180344721,0.22921576367765,0.0165335983277936,-0.923508549497995,14.34,598,1286.00938117458,0.7033,0,-4.8935,0,-0.226,-0.0944,0,0,"POKE_storm4a_06_19_turb","POKE"
"17","17",0.214780372405372,0.154491644256407,-0.874542124542124,0.546245421245422,24.349375,27.079375,1345.50982998207,0.9641,0.1317,9.7317,0,0.1704,0.2591,1239,0,"POKE_storm4b_06_20_NO3","POKE"
"18","18",0.252299846035412,0.240718296081951,-0.339876828329484,0.726905311778291,33.94,85.9,1345.50982998207,0.9065,8e-04,7.3368,0,0.1832,0.3214,1151,0,"POKE_storm4b_06_20_fDOM","POKE"
"19","19",0.53792343387471,0.181896370239784,0.359628770301623,0.709396751740139,75.78,84.4,1345.50982998207,0.7976,0,20.7011,0,0.4857,0.5901,1272,0,"POKE_storm4b_06_20_SPC","POKE"
"20","20",-0.177713547874454,0.222877896875034,0.143673023440604,-0.924513309495431,25.14,226.5,1345.50982998207,0.697,0,-5.5815,0,-0.2417,-0.1137,1,0,"POKE_storm4b_06_20_turb","POKE"
"21","21",-0.082473600367573,0.240833478710144,0.0164753843401814,-0.536479987421283,-7.08533333333333,29.484375,1283.17602646945,0.7151,0,-2.3972,0.0204,-0.1516,-0.0133,158,0,"POKE_storm4c_06_21_NO3","POKE"
"22","22",0.0699433656957929,0.442415146102298,-0.121359223300971,0.751618122977346,75.04,87.4,1283.17602646945,0.871,1e-04,1.1067,0.2738,-0.0571,0.197,749,0.2837,"POKE_storm4c_06_21_fDOM","POKE"
"23","23",-0.108865004299226,0.248997895311122,0.163370593293208,-0.958727429062769,75.87,87.5,1283.17602646945,0.5663,0,-3.0605,0.0036,-0.1803,-0.0374,331,0.0031,"POKE_storm4c_06_21_SPC","POKE"
"24","24",0.0231389578163772,0.122866355602947,-0.389888337468983,0.385235732009926,17.55,49.79,1283.17602646945,0.9509,0.0372,1.3183,0.1935,-0.0121,0.0584,706,0.5113,"POKE_storm4c_06_21_turb","POKE"
"25","25",-0.0573899262111002,0.305031269557723,-0.506641000962463,-0.451363490535775,27.58,30.826875,1198.17538531579,0.8062,0,-1.317,0.194,-0.145,0.0302,456,0.0806,"POKE_storm5_06_22_NO3","POKE"
"26","26",-0.133418848167539,0.324093689256033,-0.395287958115183,0.479319371727748,61.1,80.2,1198.17538531579,0.8305,0,-2.8817,0.0059,-0.2265,-0.0404,328,0.0029,"POKE_storm5_06_22_fDOM","POKE"
"27","27",0.565447227191414,0.190813381586808,-0.232558139534885,0.797406082289804,78.12,89.3,1198.17538531579,0.8868,2e-04,20.7435,0,0.5107,0.6202,1275,0,"POKE_storm5_06_22_SPC","POKE"
"28","28",-0.221312182741117,0.260766255084947,0.131472081218274,-0.820812182741117,13.9,53.3,1198.17538531579,0.9268,0.0042,-5.9409,0,-0.2962,-0.1465,141,0,"POKE_storm5_06_22_turb","POKE"
"29","29",-0.598577555396695,0.197117172949649,0.771979985704051,-0.848463187991412,29.82,30.7526666666667,739.171923086396,0.8753,1e-04,-21.2566,0,-0.6552,-0.542,3,0,"POKE_storm6_06_29_NO3","POKE"
"30","30",-0.31983651226158,0.273852746950983,-0.138964577656675,-0.745231607629427,35.28,38.95,739.171923086396,0.9488,0.0306,-8.1754,0,-0.3985,-0.2412,70,0,"POKE_storm6_06_29_fDOM","POKE"
"31","31",0.293076923076924,0.262429477706356,-1,0.653846153846157,86.3,87.6,739.171923086396,0.8443,0,7.8175,0,0.2177,0.3684,1171,0,"POKE_storm6_06_29_SPC","POKE"
"32","32",0.127497507477567,0.119400246145281,-0.207377866400798,0.397141907610502,11.68,41.77,739.171923086396,0.9617,0.1044,7.4747,0,0.0932,0.1618,1206,0,"POKE_storm6_06_29_turb","POKE"
"33","33",0.353721046492245,0.221351866619711,-0.871854690884845,0.681469755040825,25.766,29.7666666666667,776.005534252967,0.8594,0,11.186,0,0.2902,0.4173,1275,0,"POKE_storm7_07_04_NO3","POKE"
"34","34",-0.324288864388093,0.304741927433554,-0.130650496141125,-0.744762954796031,27.75,45.89,776.005534252967,0.8995,5e-04,-7.449,0,-0.4118,-0.2368,72,0,"POKE_storm7_07_04_fDOM","POKE"
"35","35",0.657500000000002,0.287545085031767,0.0833333333333327,0.888888888888891,87.7,91.3,776.005534252967,0.774,0,16.0062,0,0.575,0.74,1265,0,"POKE_storm7_07_04_SPC","POKE"
"36","36",-0.113137108792846,0.092637452959331,-0.00260804769001491,-0.320603576751118,8.66,35.5,776.005534252967,0.9609,0.0968,-8.549,0,-0.1397,-0.0865,29,0,"POKE_storm7_07_04_turb","POKE"
"37","37",0.454079672245467,0.19072334107891,-0.82949790794979,0.789321827057175,25.366875,27.756875,651.337927227607,0.9092,0.001,16.6658,0,0.3993,0.5088,1275,0,"POKE_storm8_07_09_NO3","POKE"
"38","38",0.46665650483001,0.193508209254785,-0.659013925479864,0.75614101116548,23.846875,27.168125,742.005277791526,0.9204,0.0024,16.8809,0,0.4111,0.5222,1275,0,"POKE_storm9_07_12_NO3","POKE"
"39","39",-0.122842502696872,0.250721715486192,-0.0393743257820928,-0.533710895361381,19.37,37.91,742.005277791526,0.9441,0.0196,-3.4297,0.0012,-0.1948,-0.0509,337,0.0038,"POKE_storm9_07_12_fDOM","POKE"
"40","40",0.459999999999999,0.164190966467062,-0.214285714285713,0.732142857142857,93.3,96.1,742.005277791526,0.9485,0.0297,19.6113,0,0.4129,0.5071,1275,0,"POKE_storm9_07_12_SPC","POKE"
"41","41",-0.146687660561863,0.227737521662921,0.182232535012845,-0.77848678213309,22.23,142.9,742.005277791526,0.9511,0.0377,-4.5088,0,-0.2121,-0.0813,234,1e-04,"POKE_storm9_07_12_turb","POKE"
"42","42",0.431455135135136,0.195927158980318,-0.343063063063062,0.72590990990991,24.2675,26.001875,662.671346048126,0.9535,0.0476,15.4148,0,0.3752,0.4877,1274,0,"POKE_storm10_07_16_NO3","POKE"
"43","43",-0.254117647058824,0.205268804505306,0.757352941176472,-0.558823529411764,33.25,37.33,662.671346048126,0.9184,0.0021,-8.6658,0,-0.313,-0.1952,80,0,"POKE_storm10_07_16_fDOM","POKE"
"44","44",0.138097916976371,0.210032018618253,-0.0452359328080381,0.483313287022264,-8.34636363636364,26.374375,846.839401880978,0.6441,0,4.6026,0,0.0778,0.1984,1072,0,"POKE_storm11_07_18_NO3","POKE"
"45","45",-0.271030195381883,0.404054231529995,-0.159857904085258,-0.739786856127886,29.92,52.44,846.839401880978,0.8248,0,-4.6954,0,-0.387,-0.155,234,1e-04,"POKE_storm11_07_18_fDOM","POKE"
"46","46",0.521489361702128,0.337363154021394,-0.127659574468087,0.957446808510639,90,94.7,846.839401880978,0.8409,0,10.8205,0,0.4246,0.6183,1275,0,"POKE_storm11_07_18_SPC","POKE"
"47","47",-0.184075038580247,0.195138292385817,0.147280092592593,-0.682002314814815,16.22,119.9,846.839401880978,0.8238,0,-6.6031,0,-0.2401,-0.1281,18,0,"POKE_storm11_07_18_turb","POKE"
"48","48",0.0162033414832927,0.180071574421171,-0.551548492257539,-0.387530562347189,24.69,27.7575,776.005534252967,0.9341,0.008,0.6299,0.5317,-0.0355,0.0679,721,0.423,"POKE_storm12_07_20_NO3","POKE"
"49","49",-0.355614945511157,0.210744553752849,0.624286455630514,-0.646081992734821,14.78,53.32,776.005534252967,0.8876,2e-04,-11.812,0,-0.4161,-0.2951,3,0,"POKE_storm12_07_20_fDOM","POKE"
"50","50",-0.116070426129115,0.24063180306582,0.84179637662669,0.646721102322021,67.81,107,776.005534252967,0.8277,0,-3.3765,0.0014,-0.1852,-0.047,204,0,"POKE_storm12_07_20_SPC","POKE"
"51","51",-0.0368505013673656,0.172208028069224,0.610072926162261,-0.538855970829535,10.8,54.68,776.005534252967,0.8687,1e-04,-1.4979,0.1406,-0.0863,0.0126,593,0.671,"POKE_storm12_07_20_turb","POKE"
"52","52",0.769795918367347,0.178255230256233,-0.653061224489796,0.948979591836735,92.5,97.4,846.839401880978,0.7998,0,30.2295,0,0.7186,0.821,1275,0,"POKE_storm13_07_24_SPC","POKE"
"53","53",-0.0977834964648701,0.142922538085526,-0.0624482750621823,-0.57701858830267,-7.86092896174863,35.9553333333333,900.67314127821,0.7835,0,-4.7892,0,-0.1388,-0.0568,238,1e-04,"POKE_storm14_07_26_NO3","POKE"
"54","54",-0.224266817838246,0.252340721897612,-0.0430839002267574,-0.578798185941043,33.32,59.78,900.67314127821,0.9414,0.0153,-6.2212,0,-0.2967,-0.1518,155,0,"POKE_storm14_07_26_fDOM","POKE"
"55","55",0.16823895457374,0.118259356383885,0,-0.282202862476665,67.46,99.6,900.67314127821,0.7367,0,9.9584,0,0.1343,0.2022,1176,0,"POKE_storm14_07_26_SPC","POKE"
"56","56",-0.199669456965014,0.183657365465354,0.0341990412821063,-0.791299992845389,7.495,77.38,900.67314127821,0.8231,0,-7.6103,0,-0.2524,-0.1469,0,0,"POKE_storm14_07_26_turb","POKE"
"57","57",0.068621169561724,0.18778439828241,-0.198963456707122,0.470884124765578,-3.60666666666667,34.0746666666667,2889.68814427243,0.728,0,2.558,0.0137,0.0147,0.1225,699,0.556,"POKE_storm15_08_02_NO3","POKE"
"58","58",-0.417601173020528,0.312514231954627,-0.136656891495601,-0.811217008797654,38.3,106.5,2889.68814427243,0.9002,5e-04,-9.3538,0,-0.5073,-0.3279,60,0,"POKE_storm15_08_02_fDOM","POKE"
"59","59",0.633731958762886,0.240967172963806,-0.0494845360824738,0.960618556701031,67.95,92.2,2889.68814427243,0.9441,0.0197,18.4097,0,0.5646,0.7029,1275,0,"POKE_storm15_08_02_SPC","POKE"
"60","60",-0.215676129996264,0.242613091504055,0.283535446486329,-0.780565248685733,4.986,224.5,2889.68814427243,0.8785,1e-04,-6.2228,0,-0.2853,-0.146,110,0,"POKE_storm15_08_02_turb","POKE"
"61","61",-0.610856092436967,0.241583159847331,0.100840336134449,-0.988970588235297,29.9733333333333,31.2426666666667,920.506624214002,0.9314,0.0062,-17.6999,0,-0.6802,-0.5415,0,0,"POKE_storm16_08_12_NO3","POKE"
"62","62",-0.338590882178804,0.282176434757042,-0.0189461219656602,-0.713735938425103,32.63,49.52,920.506624214002,0.8774,1e-04,-8.3995,0,-0.4196,-0.2576,45,0,"POKE_storm16_08_12_fDOM","POKE"
"63","63",0.180882352941177,0.267311522061788,-0.0294117647058808,0.470588235294119,93.4,96.8,920.506624214002,0.7517,0,4.7367,0,0.1041,0.2576,1095.5,0,"POKE_storm16_08_12_SPC","POKE"
