"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response"
"Interpolated HI for 2% discharge...1","1",-0.190188458262345,2,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 4% discharge...2","1",-0.190188458262345,4,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 6% discharge...3","1",-0.240018100511074,6,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 8% discharge...4","1",-0.422726788756402,8,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 10% discharge...5","1",-0.617360519591132,10,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 12% discharge...6","1",-0.617360519591132,12,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 14% discharge...7","1",-0.640358816013622,14,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 16% discharge...8","1",-0.692743824531514,16,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 18% discharge...9","1",-0.69146614139693,18,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 20% discharge...10","1",-0.714464437819419,20,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 22% discharge...11","1",-0.738314522998335,22,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 24% discharge...12","1",-0.779200383304983,24,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 26% discharge...13","1",-0.803050468483898,26,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 28% discharge...14","1",-0.803050468483898,28,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 30% discharge...15","1",-0.817956771720679,30,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 32% discharge...16","1",-0.8443622231687,32,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 34% discharge...17","1",-0.85926852640548,34,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 36% discharge...18","1",-0.85926852640548,36,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 38% discharge...19","1",-0.85926852640548,38,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
"Interpolated HI for 40% discharge...20","1",-0.866508730834823,40,"POKE_storm1_06_09_NO3","POKE","storm1","06","09","NO3"
