"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2020-06-23 07:46:00,312.15,NA,NA,57,-2.1,2020-06-23
"2","CARI",2020-06-23 07:47:00,315.68,NA,NA,56.99,-2.25,2020-06-23
"3","CARI",2020-06-23 07:48:00,313.33,NA,NA,57.03,-2.22,2020-06-23
"4","CARI",2020-06-23 07:49:00,311.08,NA,NA,57.03,-2.23,2020-06-23
"5","CARI",2020-06-23 07:50:00,320.1,NA,NA,57.01,-2.12,2020-06-23
"6","CARI",2020-06-23 07:51:00,312.31,NA,NA,57.02,-2.14,2020-06-23
"7","CARI",2020-06-23 07:52:00,310.51,NA,NA,56.8,-2.06,2020-06-23
"8","CARI",2020-06-23 07:53:00,314.35,NA,NA,57.02,-2.07,2020-06-23
"9","CARI",2020-06-23 07:54:00,312.45,NA,NA,57.02,-2.06,2020-06-23
"10","CARI",2020-06-23 07:55:00,315.88,NA,NA,56.77,-2.14,2020-06-23
"11","CARI",2020-06-23 07:56:00,316.14,NA,NA,57.01,-2.15,2020-06-23
"12","CARI",2020-06-23 07:57:00,318.34,NA,NA,57.02,-2.19,2020-06-23
"13","CARI",2020-06-23 07:58:00,317.07,NA,NA,57.03,-2.16,2020-06-23
"14","CARI",2020-06-23 07:59:00,310.31,NA,NA,57.03,-2.16,2020-06-23
"15","CARI",2020-06-23 08:00:00,314.54,NA,27.9,57,-2.16,2020-06-23
"16","CARI",2020-06-23 08:01:00,308.66,NA,NA,57.07,-2.04,2020-06-23
"17","CARI",2020-06-23 08:02:00,317.2,NA,NA,57.05,-2.15,2020-06-23
"18","CARI",2020-06-23 08:03:00,318.34,NA,NA,56.37,-2.22,2020-06-23
"19","CARI",2020-06-23 08:04:00,312.26,NA,NA,56.37,-2.18,2020-06-23
"20","CARI",2020-06-23 08:05:00,318.22,NA,NA,57.03,-2.14,2020-06-23
"21","CARI",2020-06-23 08:06:00,318.22,NA,NA,56.97,-2.17,2020-06-23
"22","CARI",2020-06-23 08:07:00,315.09,NA,NA,57.03,-2.23,2020-06-23
"23","CARI",2020-06-23 08:08:00,310.12,NA,NA,56.87,-2.13,2020-06-23
"24","CARI",2020-06-23 08:09:00,317.79,NA,NA,56.87,-2.12,2020-06-23
"25","CARI",2020-06-23 08:10:00,315.94,NA,NA,57.03,-2.02,2020-06-23
"26","CARI",2020-06-23 08:11:00,315.88,NA,NA,57.04,-2.1,2020-06-23
"27","CARI",2020-06-23 08:12:00,314.98,NA,NA,57.02,-2.22,2020-06-23
"28","CARI",2020-06-23 08:13:00,314.64,NA,NA,57.04,-2.26,2020-06-23
"29","CARI",2020-06-23 08:14:00,308.24,NA,NA,57.04,-2.26,2020-06-23
"30","CARI",2020-06-23 08:15:00,314.54,NA,27.8,57.05,-2.06,2020-06-23
"31","CARI",2020-06-23 08:16:00,310.31,NA,NA,57.12,-2.05,2020-06-23
"32","CARI",2020-06-23 08:17:00,312.15,NA,NA,57.06,-2.15,2020-06-23
"33","CARI",2020-06-23 08:18:00,312.14,NA,NA,57.08,-2.1,2020-06-23
"34","CARI",2020-06-23 08:19:00,322.52,NA,NA,57.07,-2.11,2020-06-23
"35","CARI",2020-06-23 08:20:00,308.8,NA,NA,57.07,-2.1,2020-06-23
"36","CARI",2020-06-23 08:21:00,307.19,NA,NA,57.09,-2.16,2020-06-23
"37","CARI",2020-06-23 08:22:00,306.18,NA,NA,57.06,-2.27,2020-06-23
"38","CARI",2020-06-23 08:23:00,311.81,NA,NA,57.04,-2.19,2020-06-23
"39","CARI",2020-06-23 08:24:00,307.98,NA,NA,57.04,-2.2,2020-06-23
"40","CARI",2020-06-23 08:25:00,317.85,NA,NA,57.04,-2.16,2020-06-23
"41","CARI",2020-06-23 08:26:00,317.2,NA,NA,56.96,-2.13,2020-06-23
"42","CARI",2020-06-23 08:27:00,315.7,NA,NA,57.06,-2.21,2020-06-23
"43","CARI",2020-06-23 08:28:00,318.48,NA,NA,57.05,-2.1,2020-06-23
"44","CARI",2020-06-23 08:29:00,305.02,NA,NA,57.05,-2.13,2020-06-23
"45","CARI",2020-06-23 08:30:00,317.04,NA,27.9,57.04,-2.16,2020-06-23
"46","CARI",2020-06-23 08:31:00,315.68,NA,NA,57.06,-2.19,2020-06-23
"47","CARI",2020-06-23 08:32:00,310.07,NA,NA,57.03,-2.28,2020-06-23
"48","CARI",2020-06-23 08:33:00,317.66,NA,NA,57.02,-2.13,2020-06-23
"49","CARI",2020-06-23 08:34:00,307.98,NA,NA,57.02,-2.1,2020-06-23
"50","CARI",2020-06-23 08:35:00,308.5,NA,NA,57.02,-2.17,2020-06-23
"51","CARI",2020-06-23 08:36:00,315.68,NA,NA,56.94,-2.17,2020-06-23
"52","CARI",2020-06-23 08:37:00,317.21,NA,NA,57.02,-2.23,2020-06-23
"53","CARI",2020-06-23 08:38:00,308.66,NA,NA,56.97,-2.07,2020-06-23
"54","CARI",2020-06-23 08:39:00,314.28,NA,NA,56.97,-2.07,2020-06-23
"55","CARI",2020-06-23 08:40:00,316.51,NA,NA,56.91,-2.03,2020-06-23
"56","CARI",2020-06-23 08:41:00,310.5,NA,NA,57,-2.19,2020-06-23
"57","CARI",2020-06-23 08:42:00,307.64,NA,NA,56.95,-2.28,2020-06-23
"58","CARI",2020-06-23 08:43:00,317.55,NA,NA,56.92,-2.23,2020-06-23
"59","CARI",2020-06-23 08:44:00,311.23,NA,NA,56.94,-2.25,2020-06-23
"60","CARI",2020-06-23 08:45:00,312.83,NA,27.8,56.93,-2.22,2020-06-23
"61","CARI",2020-06-23 08:46:00,311.31,NA,NA,57,-2.08,2020-06-23
"62","CARI",2020-06-23 08:47:00,315.02,NA,NA,56.84,-2.16,2020-06-23
"63","CARI",2020-06-23 08:48:00,312.47,NA,NA,56.94,-2.22,2020-06-23
"64","CARI",2020-06-23 08:49:00,318.1,NA,NA,56.94,-2.2,2020-06-23
