"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"4815","POKE",2020-07-24 08:15:00,904.057701709506,"2020-07-24 08:15:00",46.87,"2020-07-24 08:15:00",27.09
"4816","POKE",2020-07-24 08:30:00,927.900135555596,"2020-07-24 08:30:00",46.99,"2020-07-24 08:30:00",26.986875
"4817","POKE",2020-07-24 08:45:00,919.051781737537,"2020-07-24 08:45:00",47.03,"2020-07-24 08:45:00",26.778125
"4818","POKE",2020-07-24 09:00:00,937.111664049677,"2020-07-24 09:00:00",46.76,"2020-07-24 09:00:00",26.684375
"4819","POKE",2020-07-24 09:15:00,940.903815686004,"2020-07-24 09:15:00",46.55,"2020-07-24 09:15:00",26.65625
"4820","POKE",2020-07-24 09:30:00,953.006619947089,"2020-07-24 09:30:00",46.54,"2020-07-24 09:30:00",26.60875
"4821","POKE",2020-07-24 09:45:00,958.062822128821,"2020-07-24 09:45:00",46.43,"2020-07-24 09:45:00",26.53
"4822","POKE",2020-07-24 10:00:00,972.243289545993,"2020-07-24 10:00:00",46.12,"2020-07-24 10:00:00",26.611875
"4823","POKE",2020-07-24 10:15:00,964.746249532036,"2020-07-24 10:15:00",45.64,"2020-07-24 10:15:00",26.471875
"4824","POKE",2020-07-24 10:30:00,973.056902156852,"2020-07-24 10:30:00",45.51,"2020-07-24 10:30:00",26.40375
"4825","POKE",2020-07-24 10:45:00,989.402295988868,"2020-07-24 10:45:00",45.47,"2020-07-24 10:45:00",26.3175
"4826","POKE",2020-07-24 11:00:00,990.30317185825,"2020-07-24 11:00:00",45.35,"2020-07-24 11:00:00",26.17
"4827","POKE",2020-07-24 11:15:00,998.250649806927,"2020-07-24 11:15:00",45.27,"2020-07-24 11:15:00",26.089375
"4828","POKE",2020-07-24 11:30:00,1000.77875089779,"2020-07-24 11:30:00",44.84,"2020-07-24 11:30:00",26.069375
"4829","POKE",2020-07-24 11:45:00,1031.75505008182,"2020-07-24 11:45:00",44.58,"2020-07-24 11:45:00",26.07875
"4830","POKE",2020-07-24 12:00:00,1030.04056160164,"2020-07-24 12:00:00",44.61,"2020-07-24 12:00:00",26.059375
"4831","POKE",2020-07-24 12:15:00,1030.94143747108,"2020-07-24 12:15:00",44.4,"2020-07-24 12:15:00",26.0775
"4832","POKE",2020-07-24 12:30:00,1054.78387131717,"2020-07-24 12:30:00",43.81,"2020-07-24 12:30:00",25.915
"4833","POKE",2020-07-24 12:45:00,1049.72766913538,"2020-07-24 12:45:00",43.53,"2020-07-24 12:45:00",25.92
"4834","POKE",2020-07-24 13:00:00,1056.04792186257,"2020-07-24 13:00:00",43.4,"2020-07-24 13:00:00",25.929375
"4835","POKE",2020-07-24 13:15:00,1045.57234282303,"2020-07-24 13:15:00",43.46,"2020-07-24 13:15:00",25.811875
"4836","POKE",2020-07-24 13:30:00,1061.91773665504,"2020-07-24 13:30:00",43.39,"2020-07-24 13:30:00",25.810625
