"","Site","DateTime","MeanDischarge","frch.fdom.1","fDOM.QSU","nitrateuM","frch.spcond.1","SpCond.uScm","frch.turb.1","Turbidity.FNU"
"1","FRCH",2020-08-20 02:45:00,491.761641011894,"2020-08-20 02:45:00",62.2545454545455,39.2671428571429,"2020-08-20 02:45:00",85.1272727272727,"2020-08-20 02:45:00",12.0927272727273
"2","FRCH",2020-08-20 03:00:00,490.462786307398,"2020-08-20 03:00:00",62.3327272727273,39.2507142857143,"2020-08-20 03:00:00",85.1636363636364,"2020-08-20 03:00:00",10.7181818181818
"3","FRCH",2020-08-20 03:15:00,492.527735358948,"2020-08-20 03:15:00",62.3363636363636,39.2778571428571,"2020-08-20 03:15:00",85.2,"2020-08-20 03:15:00",10.6536363636364
"4","FRCH",2020-08-20 03:30:00,492.499861757038,"2020-08-20 03:30:00",62.2318181818182,39.2792857142857,"2020-08-20 03:30:00",85.2181818181818,"2020-08-20 03:30:00",11.4581818181818
"5","FRCH",2020-08-20 03:45:00,493.798716461533,"2020-08-20 03:45:00",62.13,39.3028571428571,"2020-08-20 03:45:00",85.2363636363636,"2020-08-20 03:45:00",11.8381818181818
"6","FRCH",2020-08-20 04:00:00,494.94785798213,"2020-08-20 04:00:00",62.2445454545455,39.2921428571429,"2020-08-20 04:00:00",85.2818181818182,"2020-08-20 04:00:00",11.1718181818182
"7","FRCH",2020-08-20 04:15:00,496.096999502712,"2020-08-20 04:15:00",62.2290909090909,39.3157142857143,"2020-08-20 04:15:00",85.3,"2020-08-20 04:15:00",11.1472727272727
"8","FRCH",2020-08-20 04:30:00,496.507920278164,"2020-08-20 04:30:00",62.1090909090909,39.3021428571429,"2020-08-20 04:30:00",85.3090909090909,"2020-08-20 04:30:00",11.3972727272727
"9","FRCH",2020-08-20 04:45:00,497.040680635575,"2020-08-20 04:45:00",62.0990909090909,39.3064285714286,"2020-08-20 04:45:00",85.3636363636364,"2020-08-20 04:45:00",11.9790909090909
"10","FRCH",2020-08-20 05:00:00,497.77890138072,"2020-08-20 05:00:00",61.9972727272727,39.3264285714286,"2020-08-20 05:00:00",85.3909090909091,"2020-08-20 05:00:00",11.2454545454545
"11","FRCH",2020-08-20 05:15:00,497.956488166557,"2020-08-20 05:15:00",62.1354545454545,39.3092857142857,"2020-08-20 05:15:00",85.4,"2020-08-20 05:15:00",10.9418181818182
