"","Site","DateTime","Q","day","fDOM.QSU","nitrateuM","SpCond.µS.cm","Turbidity.FNU","MeanDischarge"
"1","FRCH",2020-08-12 09:45:00,742.202659968811,2020-08-12 08:00:00,98.5945454545455,34.3464285714286,75.6727272727273,32.9972727272727,742.202659968811
"2","FRCH",2020-08-12 10:00:00,744.678529795812,2020-08-12 08:00:00,98.7709090909091,34.39,75.7363636363636,29.2109090909091,744.678529795812
"3","FRCH",2020-08-12 10:15:00,749.574522245981,2020-08-12 08:00:00,98.4090909090909,34.39,75.7818181818182,36.9327272727273,749.574522245981
"4","FRCH",2020-08-12 10:30:00,748.630841113103,2020-08-12 08:00:00,98.9645454545455,34.415,75.8090909090909,29.3781818181818,748.630841113103
"5","FRCH",2020-08-12 10:45:00,750.667916562743,2020-08-12 08:00:00,98.7954545454545,34.4271428571429,75.8272727272727,29.3354545454545,750.667916562743
"6","FRCH",2020-08-12 11:00:00,751.434010909812,2020-08-12 08:00:00,98.9136363636364,34.4921428571429,75.8909090909091,27.1209090909091,751.434010909812
"7","FRCH",2020-08-12 11:15:00,749.219348674378,2020-08-12 08:00:00,98.8154545454545,34.4871428571429,75.9,29.7045454545455,749.219348674378
"8","FRCH",2020-08-12 11:30:00,755.563909012912,2020-08-12 08:00:00,99.1745454545455,34.5121428571429,75.9181818181818,32.1127272727273,755.563909012912
"9","FRCH",2020-08-12 11:45:00,752.200105256867,2020-08-12 08:00:00,99.0072727272727,34.5335714285714,75.9727272727273,27.9745454545455,752.200105256867
"10","FRCH",2020-08-12 12:00:00,752.349818440765,2020-08-12 08:00:00,98.9572727272727,34.5578571428571,76,29.1781818181818,752.349818440765
"11","FRCH",2020-08-12 12:15:00,748.686588316938,2020-08-12 08:00:00,98.5545454545455,34.5721428571429,76.0181818181818,27.3972727272727,748.686588316938
"12","FRCH",2020-08-12 12:30:00,757.273684492859,2020-08-12 08:00:00,99.0781818181818,34.6628571428571,76.0727272727273,28.7718181818182,757.273684492859
"13","FRCH",2020-08-12 12:45:00,754.675975083868,2020-08-12 08:00:00,97.5018181818182,34.6378571428571,76.0545454545454,27.0318181818182,754.675975083868
"14","FRCH",2020-08-12 13:00:00,763.851578821035,2020-08-12 08:00:00,98.98,34.6364285714286,76.1,26.3227272727273,763.851578821035
"15","FRCH",2020-08-12 13:15:00,763.496405249418,2020-08-12 08:00:00,99.2281818181818,34.6264285714286,76.1,31.1509090909091,763.496405249418
