"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"6659","POKE",2020-08-12 13:15:00,1442.99113859161,"2020-08-12 13:15:00",41.25,"2020-08-12 13:15:00",29.9733333333333
"6660","POKE",2020-08-12 13:30:00,1444.25518913707,"2020-08-12 13:30:00",41.11,"2020-08-12 13:30:00",30.0526666666667
"6661","POKE",2020-08-12 13:45:00,1446.3328522931,"2020-08-12 13:45:00",40.93,"2020-08-12 13:45:00",30.1013333333333
"6662","POKE",2020-08-12 14:00:00,1438.38537434442,"2020-08-12 14:00:00",40.82,"2020-08-12 14:00:00",30.1873333333333
"6663","POKE",2020-08-12 14:15:00,1440.46303750074,"2020-08-12 14:15:00",40.79,"2020-08-12 14:15:00",30.224
"6664","POKE",2020-08-12 14:30:00,1438.38537434442,"2020-08-12 14:30:00",40.82,"2020-08-12 14:30:00",30.3553333333333
"6665","POKE",2020-08-12 14:45:00,1430.8883343304,"2020-08-12 14:45:00",40.77,"2020-08-12 14:45:00",30.3813333333333
"6666","POKE",2020-08-12 15:00:00,1443.44157652621,"2020-08-12 15:00:00",40.69,"2020-08-12 15:00:00",30.4586666666667
"6667","POKE",2020-08-12 15:15:00,1424.65534486185,"2020-08-12 15:15:00",40.43,"2020-08-12 15:15:00",30.48
"6668","POKE",2020-08-12 15:30:00,1453.91715556575,"2020-08-12 15:30:00",40.22,"2020-08-12 15:30:00",30.566
"6669","POKE",2020-08-12 15:45:00,1442.62796391547,"2020-08-12 15:45:00",40.52,"2020-08-12 15:45:00",30.5526666666667
"6670","POKE",2020-08-12 16:00:00,1422.5776817057,"2020-08-12 16:00:00",40.31,"2020-08-12 16:00:00",30.5646666666667
"6671","POKE",2020-08-12 16:15:00,1430.97559758904,"2020-08-12 16:15:00",39.76,"2020-08-12 16:15:00",30.5666666666667
"6672","POKE",2020-08-12 16:30:00,1422.66494496429,"2020-08-12 16:30:00",38.95,"2020-08-12 16:30:00",30.6513333333333
"6673","POKE",2020-08-12 16:45:00,1429.71154704358,"2020-08-12 16:45:00",37.34,"2020-08-12 16:45:00",30.6466666666667
"6674","POKE",2020-08-12 17:00:00,1430.1619849783,"2020-08-12 17:00:00",35.34,"2020-08-12 17:00:00",30.6573333333333
"6675","POKE",2020-08-12 17:15:00,1422.21450702957,"2020-08-12 17:15:00",34.39,"2020-08-12 17:15:00",30.674
"6676","POKE",2020-08-12 17:30:00,1415.53107962647,"2020-08-12 17:30:00",33.45,"2020-08-12 17:30:00",30.684
"6677","POKE",2020-08-12 17:45:00,1424.29217018583,"2020-08-12 17:45:00",32.63,"2020-08-12 17:45:00",30.6793333333333
"6678","POKE",2020-08-12 18:00:00,1429.34837236762,"2020-08-12 18:00:00",33.51,"2020-08-12 18:00:00",30.7166666666667
"6679","POKE",2020-08-12 18:15:00,1423.92899550969,"2020-08-12 18:15:00",34.63,"2020-08-12 18:15:00",30.694
"6680","POKE",2020-08-12 18:30:00,1419.3232312628,"2020-08-12 18:30:00",35.64,"2020-08-12 18:30:00",30.74
"6681","POKE",2020-08-12 18:45:00,1404.24188797607,"2020-08-12 18:45:00",36.95,"2020-08-12 18:45:00",30.758
"6682","POKE",2020-08-12 19:00:00,1410.56214070326,"2020-08-12 19:00:00",37.98,"2020-08-12 19:00:00",30.7686666666667
"6683","POKE",2020-08-12 19:15:00,1411.375753314,"2020-08-12 19:15:00",39.12,"2020-08-12 19:15:00",30.8046666666667
"6684","POKE",2020-08-12 19:30:00,1414.26702908101,"2020-08-12 19:30:00",40.32,"2020-08-12 19:30:00",30.8053333333333
"6685","POKE",2020-08-12 19:45:00,1403.42827536521,"2020-08-12 19:45:00",41,"2020-08-12 19:45:00",30.8473333333333
"6686","POKE",2020-08-12 20:00:00,1411.375753314,"2020-08-12 20:00:00",41.71,"2020-08-12 20:00:00",30.8673333333333
"6687","POKE",2020-08-12 20:15:00,1402.61466275452,"2020-08-12 20:15:00",42.54,"2020-08-12 20:15:00",30.8913333333333
"6688","POKE",2020-08-12 20:30:00,1412.63980385946,"2020-08-12 20:30:00",43.18,"2020-08-12 20:30:00",30.9006666666667
"6689","POKE",2020-08-12 20:45:00,1401.35061220906,"2020-08-12 20:45:00",43.55,"2020-08-12 20:45:00",30.9293333333333
"6690","POKE",2020-08-12 21:00:00,1399.27294905303,"2020-08-12 21:00:00",43.98,"2020-08-12 21:00:00",30.9786666666667
"6691","POKE",2020-08-12 21:15:00,1396.74484796211,"2020-08-12 21:15:00",44.55,"2020-08-12 21:15:00",30.982
"6692","POKE",2020-08-12 21:30:00,1395.93123535131,"2020-08-12 21:30:00",45.23,"2020-08-12 21:30:00",31.006
