"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"7875","POKE",2020-08-25 05:15:00,909.37569366704,"2020-08-25 05:15:00",37.01,"2020-08-25 05:15:00",28.5173333333333
"7876","POKE",2020-08-25 05:30:00,913.981457914109,"2020-08-25 05:30:00",37.08,"2020-08-25 05:30:00",28.492
"7877","POKE",2020-08-25 05:45:00,910.639744212502,"2020-08-25 05:45:00",37.16,"2020-08-25 05:45:00",28.462
"7878","POKE",2020-08-25 06:00:00,916.959996939695,"2020-08-25 06:00:00",37.08,"2020-08-25 06:00:00",28.3506666666667
"7879","POKE",2020-08-25 06:15:00,938.274329694861,"2020-08-25 06:15:00",37,"2020-08-25 06:15:00",28.2513333333333
"7880","POKE",2020-08-25 06:30:00,942.429656007211,"2020-08-25 06:30:00",37.06,"2020-08-25 06:30:00",28.1546666666667
"7881","POKE",2020-08-25 06:45:00,951.641184501408,"2020-08-25 06:45:00",37.04,"2020-08-25 06:45:00",28.0386666666667
"7882","POKE",2020-08-25 07:00:00,963.743988762435,"2020-08-25 07:00:00",37.11,"2020-08-25 07:00:00",27.9886666666667
"7883","POKE",2020-08-25 07:15:00,975.033180412778,"2020-08-25 07:15:00",37.24,"2020-08-25 07:15:00",27.872
"7884","POKE",2020-08-25 07:30:00,986.322372063063,"2020-08-25 07:30:00",37.3,"2020-08-25 07:30:00",27.804
"7885","POKE",2020-08-25 07:45:00,986.322372063063,"2020-08-25 07:45:00",37.34,"2020-08-25 07:45:00",27.8133333333333
"7886","POKE",2020-08-25 08:00:00,996.797951102722,"2020-08-25 08:00:00",37.39,"2020-08-25 08:00:00",27.752
"7887","POKE",2020-08-25 08:15:00,1006.91035546619,"2020-08-25 08:15:00",37.41,"2020-08-25 08:15:00",27.678
"7888","POKE",2020-08-25 08:30:00,1012.41699558264,"2020-08-25 08:30:00",37.36,"2020-08-25 08:30:00",27.606
"7889","POKE",2020-08-25 08:45:00,1012.41699558264,"2020-08-25 08:45:00",37.27,"2020-08-25 08:45:00",27.5426666666667
"7890","POKE",2020-08-25 09:00:00,1022.44213668746,"2020-08-25 09:00:00",37.18,"2020-08-25 09:00:00",27.4446666666667
"7891","POKE",2020-08-25 09:15:00,1009.88889449183,"2020-08-25 09:15:00",37.17,"2020-08-25 09:15:00",27.362
"7892","POKE",2020-08-25 09:30:00,1012.41699558264,"2020-08-25 09:30:00",37.21,"2020-08-25 09:30:00",27.2866666666667
"7893","POKE",2020-08-25 09:45:00,1013.23060819344,"2020-08-25 09:45:00",37.24,"2020-08-25 09:45:00",27.27
"7894","POKE",2020-08-25 10:00:00,1032.4672777924,"2020-08-25 10:00:00",37.13,"2020-08-25 10:00:00",27.2346666666667
"7895","POKE",2020-08-25 10:15:00,1016.57232189504,"2020-08-25 10:15:00",37.07,"2020-08-25 10:15:00",27.1893333333333
"7896","POKE",2020-08-25 10:30:00,1039.15070519561,"2020-08-25 10:30:00",37.08,"2020-08-25 10:30:00",27.1726666666667
"7897","POKE",2020-08-25 10:45:00,1032.4672777924,"2020-08-25 10:45:00",37.06,"2020-08-25 10:45:00",27.1873333333333
"7898","POKE",2020-08-25 11:00:00,1055.04566109309,"2020-08-25 11:00:00",36.96,"2020-08-25 11:00:00",27.1833333333333
"7899","POKE",2020-08-25 11:15:00,1051.70394739136,"2020-08-25 11:15:00",36.83,"2020-08-25 11:15:00",27.2106666666667
"7900","POKE",2020-08-25 11:30:00,1066.33485274331,"2020-08-25 11:30:00",36.61,"2020-08-25 11:30:00",27.1966666666667
"7901","POKE",2020-08-25 11:45:00,1070.94061699038,"2020-08-25 11:45:00",36.41,"2020-08-25 11:45:00",27.1766666666667
"7902","POKE",2020-08-25 12:00:00,1074.73276862665,"2020-08-25 12:00:00",36.23,"2020-08-25 12:00:00",27.176
"7903","POKE",2020-08-25 12:15:00,1088.55006136798,"2020-08-25 12:15:00",36.03,"2020-08-25 12:15:00",27.1413333333333
"7904","POKE",2020-08-25 12:30:00,1080.60258341918,"2020-08-25 12:30:00",35.93,"2020-08-25 12:30:00",27.1013333333333
"7905","POKE",2020-08-25 12:45:00,1087.28601082251,"2020-08-25 12:45:00",35.84,"2020-08-25 12:45:00",27.0826666666667
"7906","POKE",2020-08-25 13:00:00,1083.13068451005,"2020-08-25 13:00:00",35.51,"2020-08-25 13:00:00",27.0766666666667
"7907","POKE",2020-08-25 13:15:00,1096.4975393166,"2020-08-25 13:15:00",35.21,"2020-08-25 13:15:00",27.044
"7908","POKE",2020-08-25 13:30:00,1096.4975393166,"2020-08-25 13:30:00",34.95,"2020-08-25 13:30:00",27.066
"7909","POKE",2020-08-25 13:45:00,1099.02564040746,"2020-08-25 13:45:00",34.61,"2020-08-25 13:45:00",27.0086666666667
"7910","POKE",2020-08-25 14:00:00,1090.2645498481,"2020-08-25 14:00:00",34.37,"2020-08-25 14:00:00",26.9813333333333
"7911","POKE",2020-08-25 14:15:00,1100.28969095292,"2020-08-25 14:15:00",34.05,"2020-08-25 14:15:00",26.974
"7912","POKE",2020-08-25 14:30:00,1101.10330356361,"2020-08-25 14:30:00",33.99,"2020-08-25 14:30:00",26.9386666666667
"7913","POKE",2020-08-25 14:45:00,1097.761589862,"2020-08-25 14:45:00",33.96,"2020-08-25 14:45:00",26.914
"7914","POKE",2020-08-25 15:00:00,1108.23716890154,"2020-08-25 15:00:00",33.93,"2020-08-25 15:00:00",26.8906666666667
"7915","POKE",2020-08-25 15:15:00,1086.47239821177,"2020-08-25 15:15:00",33.97,"2020-08-25 15:15:00",26.8373333333333
"7916","POKE",2020-08-25 15:30:00,1085.20834766637,"2020-08-25 15:30:00",34.07,"2020-08-25 15:30:00",26.8073333333333
"7917","POKE",2020-08-25 15:45:00,1091.07816245878,"2020-08-25 15:45:00",34.05,"2020-08-25 15:45:00",26.7493333333333
"7918","POKE",2020-08-25 16:00:00,1079.78897080844,"2020-08-25 16:00:00",33.88,"2020-08-25 16:00:00",26.7646666666667
"7919","POKE",2020-08-25 16:15:00,1085.20834766637,"2020-08-25 16:15:00",33.82,"2020-08-25 16:15:00",26.7626666666667
"7920","POKE",2020-08-25 16:30:00,1079.78897080844,"2020-08-25 16:30:00",33.59,"2020-08-25 16:30:00",26.6806666666667
