"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"1803","POKE",2020-06-22 23:15:00,1212.10620506958,"2020-06-22 23:15:00",74.38,"2020-06-22 23:15:00",29.48
"1804","POKE",2020-06-22 23:30:00,1208.40131669189,"2020-06-22 23:30:00",74.18,"2020-06-22 23:30:00",29.4706666666667
"1805","POKE",2020-06-22 23:45:00,1219.69050834217,"2020-06-22 23:45:00",74.08,"2020-06-22 23:45:00",29.4886666666667
"1806","POKE",2020-06-23 00:00:00,1203.79555244476,"2020-06-23 00:00:00",74.16,"2020-06-23 00:00:00",29.48375
"1807","POKE",2020-06-23 00:15:00,1233.87097575935,"2020-06-23 00:15:00",74.5,"2020-06-23 00:15:00",29.46
"1808","POKE",2020-06-23 00:30:00,1222.58178410906,"2020-06-23 00:30:00",74.59,"2020-06-23 00:30:00",29.52375
"1809","POKE",2020-06-23 00:45:00,1211.74303039338,"2020-06-23 00:45:00",74.3,"2020-06-23 00:45:00",29.408125
"1810","POKE",2020-06-23 01:00:00,1220.95455888764,"2020-06-23 01:00:00",74.35,"2020-06-23 01:00:00",29.355625
"1811","POKE",2020-06-23 01:15:00,1227.27481161483,"2020-06-23 01:15:00",74.41,"2020-06-23 01:15:00",29.323125
"1812","POKE",2020-06-23 01:30:00,1235.22228956345,"2020-06-23 01:30:00",74.22,"2020-06-23 01:30:00",29.378125
"1813","POKE",2020-06-23 01:45:00,1243.6202054469,"2020-06-23 01:45:00",73.8,"2020-06-23 01:45:00",29.2773333333333
"1814","POKE",2020-06-23 02:00:00,1241.90571696666,"2020-06-23 02:00:00",73.69,"2020-06-23 02:00:00",29.305625
"1815","POKE",2020-06-23 02:15:00,1223.11948530236,"2020-06-23 02:15:00",73.58,"2020-06-23 02:15:00",29.27125
"1816","POKE",2020-06-23 02:30:00,1234.40867695271,"2020-06-23 02:30:00",73.39,"2020-06-23 02:30:00",29.2875
"1817","POKE",2020-06-23 02:45:00,1235.67272749817,"2020-06-23 02:45:00",72.73,"2020-06-23 02:45:00",29.308125
"1818","POKE",2020-06-23 03:00:00,1239.82805381063,"2020-06-23 03:00:00",72.1,"2020-06-23 03:00:00",29.275625
"1819","POKE",2020-06-23 03:15:00,1232.33101379656,"2020-06-23 03:15:00",72.24,"2020-06-23 03:15:00",29.225625
"1820","POKE",2020-06-23 03:30:00,1245.33469392697,"2020-06-23 03:30:00",72.32,"2020-06-23 03:30:00",29.234375
"1821","POKE",2020-06-23 03:45:00,1249.1268455633,"2020-06-23 03:45:00",72.07,"2020-06-23 03:45:00",29.17875
"1822","POKE",2020-06-23 04:00:00,1237.47447923699,"2020-06-23 04:00:00",72.04,"2020-06-23 04:00:00",29.204375
"1823","POKE",2020-06-23 04:15:00,1258.78881199216,"2020-06-23 04:15:00",71.7,"2020-06-23 04:15:00",29.210625
"1824","POKE",2020-06-23 04:30:00,1248.76367088722,"2020-06-23 04:30:00",71.43,"2020-06-23 04:30:00",29.135
"1825","POKE",2020-06-23 04:45:00,1259.23924992676,"2020-06-23 04:45:00",71.26,"2020-06-23 04:45:00",29.105
"1826","POKE",2020-06-23 05:00:00,1256.71114883589,"2020-06-23 05:00:00",70.76,"2020-06-23 05:00:00",29.165625
"1827","POKE",2020-06-23 05:15:00,1268.45077842084,"2020-06-23 05:15:00",70.42,"2020-06-23 05:15:00",29.176875
"1828","POKE",2020-06-23 05:30:00,1267.63716581027,"2020-06-23 05:30:00",70.71,"2020-06-23 05:30:00",29.14
