"","Site","DateTime","MeanDischarge","frch.fdom.1","fDOM.QSU","nitrateuM","frch.spcond.1","SpCond.uScm","frch.turb.1","Turbidity.FNU"
"1","FRCH",2020-06-21 16:45:00,1489.0374832438,"2020-06-21 16:45:00",84.8372727272727,19.672,"2020-06-21 16:45:00",45.3363636363636,"2020-06-21 16:45:00",133.640909090909
"2","FRCH",2020-06-21 17:00:00,1708.7481668198,"2020-06-21 17:00:00",87.3436363636364,20.31,"2020-06-21 17:00:00",45.1363636363636,"2020-06-21 17:00:00",126.564545454545
"3","FRCH",2020-06-21 17:15:00,1744.62874021759,"2020-06-21 17:15:00",89.89,20.142,"2020-06-21 17:15:00",44.8727272727273,"2020-06-21 17:15:00",137.142727272727
"4","FRCH",2020-06-21 17:30:00,1733.41606103076,"2020-06-21 17:30:00",91.8954545454545,19.914,"2020-06-21 17:30:00",44.6454545454545,"2020-06-21 17:30:00",117.475454545455
"5","FRCH",2020-06-21 17:45:00,1722.20338184398,"2020-06-21 17:45:00",93.9763636363636,20.014,"2020-06-21 17:45:00",44.4363636363636,"2020-06-21 17:45:00",107.310909090909
"6","FRCH",2020-06-21 18:00:00,1654.92730672314,"2020-06-21 18:00:00",95.6109090909091,19.932,"2020-06-21 18:00:00",44.1636363636364,"2020-06-21 18:00:00",108.191818181818
"7","FRCH",2020-06-21 18:15:00,1719.96084600661,"2020-06-21 18:15:00",97.3863636363636,19.936,"2020-06-21 18:15:00",43.9818181818182,"2020-06-21 18:15:00",94.9172727272727
"8","FRCH",2020-06-21 18:30:00,1733.41606103076,"2020-06-21 18:30:00",98.9318181818182,20.014,"2020-06-21 18:30:00",43.7818181818182,"2020-06-21 18:30:00",97.3163636363636
"9","FRCH",2020-06-21 18:45:00,1713.23323849452,"2020-06-21 18:45:00",100.222727272727,19.84,"2020-06-21 18:45:00",43.5727272727273,"2020-06-21 18:45:00",86.1827272727273
"10","FRCH",2020-06-21 19:00:00,1726.6884535187,"2020-06-21 19:00:00",101.541818181818,19.752,"2020-06-21 19:00:00",43.3727272727273,"2020-06-21 19:00:00",96.8354545454545
"11","FRCH",2020-06-21 19:15:00,1739.02240062418,"2020-06-21 19:15:00",103.073636363636,19.918,"2020-06-21 19:15:00",43.1727272727273,"2020-06-21 19:15:00",83.5245454545454
"12","FRCH",2020-06-21 19:30:00,1641.47209169899,"2020-06-21 19:30:00",104.348181818182,20.052,"2020-06-21 19:30:00",43.0272727272727,"2020-06-21 19:30:00",80.5727272727273
"13","FRCH",2020-06-21 19:45:00,1676.23139717808,"2020-06-21 19:45:00",105.557272727273,20.098,"2020-06-21 19:45:00",42.8818181818182,"2020-06-21 19:45:00",77.1345454545455
"14","FRCH",2020-06-21 20:00:00,1724.44591768135,"2020-06-21 20:00:00",106.527272727273,20.04,"2020-06-21 20:00:00",42.7636363636364,"2020-06-21 20:00:00",72.7563636363636
"15","FRCH",2020-06-21 20:15:00,1679.5952009341,"2020-06-21 20:15:00",107.553636363636,20.24,"2020-06-21 20:15:00",42.6181818181818,"2020-06-21 20:15:00",68.3863636363636
"16","FRCH",2020-06-21 20:30:00,1713.23323849452,"2020-06-21 20:30:00",108.567272727273,20.172,"2020-06-21 20:30:00",42.5545454545455,"2020-06-21 20:30:00",68.6845454545455
"17","FRCH",2020-06-21 20:45:00,1598.86391078911,"2020-06-21 20:45:00",109.510909090909,20.146,"2020-06-21 20:45:00",42.4727272727273,"2020-06-21 20:45:00",67.7354545454545
"18","FRCH",2020-06-21 21:00:00,1736.77986478683,"2020-06-21 21:00:00",110.255454545455,20.534,"2020-06-21 21:00:00",42.3818181818182,"2020-06-21 21:00:00",64.34
"19","FRCH",2020-06-21 21:15:00,1687.44407636489,"2020-06-21 21:15:00",110.958181818182,20.454,"2020-06-21 21:15:00",42.3181818181818,"2020-06-21 21:15:00",63.0109090909091
"20","FRCH",2020-06-21 21:30:00,1752.47761564833,"2020-06-21 21:30:00",111.518181818182,20.466,"2020-06-21 21:30:00",42.1727272727273,"2020-06-21 21:30:00",59.4527272727273
"21","FRCH",2020-06-21 21:45:00,1764.81156275386,"2020-06-21 21:45:00",111.889090909091,20.478,"2020-06-21 21:45:00",42.1181818181818,"2020-06-21 21:45:00",59.7045454545455
"22","FRCH",2020-06-21 22:00:00,1739.02240062418,"2020-06-21 22:00:00",112.515454545455,20.526,"2020-06-21 22:00:00",42.0818181818182,"2020-06-21 22:00:00",58.1563636363636
"23","FRCH",2020-06-21 22:15:00,1725.5671856,"2020-06-21 22:15:00",112.918181818182,20.668,"2020-06-21 22:15:00",42.0818181818182,"2020-06-21 22:15:00",57.9236363636364
"24","FRCH",2020-06-21 22:30:00,1718.83957808791,"2020-06-21 22:30:00",113.252727272727,20.89,"2020-06-21 22:30:00",42.0818181818182,"2020-06-21 22:30:00",54.8809090909091
"25","FRCH",2020-06-21 22:45:00,1645.95716337368,"2020-06-21 22:45:00",113.747272727273,20.81,"2020-06-21 22:45:00",42.1181818181818,"2020-06-21 22:45:00",53.0009090909091
"26","FRCH",2020-06-21 23:00:00,1722.20338184398,"2020-06-21 23:00:00",113.962727272727,20.826,"2020-06-21 23:00:00",42.1545454545455,"2020-06-21 23:00:00",48.5727272727273
"27","FRCH",2020-06-21 23:15:00,1721.08211392528,"2020-06-21 23:15:00",113.798181818182,20.818,"2020-06-21 23:15:00",42.1727272727273,"2020-06-21 23:15:00",51.5054545454545
"28","FRCH",2020-06-21 23:30:00,1697.53548763302,"2020-06-21 23:30:00",113.9,20.868,"2020-06-21 23:30:00",42.2363636363636,"2020-06-21 23:30:00",51.9072727272727
"29","FRCH",2020-06-21 23:45:00,1715.47577433189,"2020-06-21 23:45:00",114.004545454545,20.99,"2020-06-21 23:45:00",42.2636363636364,"2020-06-21 23:45:00",53.9409090909091
"30","FRCH",2020-06-22 00:00:00,1661.65491423523,"2020-06-22 00:00:00",114.125454545455,20.962,"2020-06-22 00:00:00",42.3272727272727,"2020-06-22 00:00:00",52.8218181818182
"31","FRCH",2020-06-22 00:15:00,1732.29479311209,"2020-06-22 00:15:00",114.354545454545,21.088,"2020-06-22 00:15:00",42.3636363636364,"2020-06-22 00:15:00",48.9318181818182
"32","FRCH",2020-06-22 00:30:00,1760.32649107912,"2020-06-22 00:30:00",114.656363636364,21.08,"2020-06-22 00:30:00",42.4454545454545,"2020-06-22 00:30:00",46.9609090909091
"33","FRCH",2020-06-22 00:45:00,1754.7201514857,"2020-06-22 00:45:00",114.792727272727,21.136,"2020-06-22 00:45:00",42.4909090909091,"2020-06-22 00:45:00",50.4581818181818
"34","FRCH",2020-06-22 01:00:00,1624.65307291879,"2020-06-22 01:00:00",114.925454545455,21.114,"2020-06-22 01:00:00",42.5454545454545,"2020-06-22 01:00:00",50.0327272727273
"35","FRCH",2020-06-22 01:15:00,1776.02424194064,"2020-06-22 01:15:00",114.894545454545,21.306,"2020-06-22 01:15:00",42.6363636363636,"2020-06-22 01:15:00",45.4281818181818
"36","FRCH",2020-06-22 01:30:00,1708.7481668198,"2020-06-22 01:30:00",115.12,21.35,"2020-06-22 01:30:00",42.7363636363636,"2020-06-22 01:30:00",49.3890909090909
"37","FRCH",2020-06-22 01:45:00,1798.44960031426,"2020-06-22 01:45:00",115.123636363636,21.294,"2020-06-22 01:45:00",42.7727272727273,"2020-06-22 01:45:00",42.5154545454545
"38","FRCH",2020-06-22 02:00:00,1770.41790234725,"2020-06-22 02:00:00",115.178181818182,21.344,"2020-06-22 02:00:00",42.8727272727273,"2020-06-22 02:00:00",44.0572727272727
"39","FRCH",2020-06-22 02:15:00,1626.89560875614,"2020-06-22 02:15:00",115.2,21.376,"2020-06-22 02:15:00",42.9727272727273,"2020-06-22 02:15:00",48.3118181818182
"40","FRCH",2020-06-22 02:30:00,1770.41790234725,"2020-06-22 02:30:00",115.105454545455,21.452,"2020-06-22 02:30:00",43.0454545454545,"2020-06-22 02:30:00",44.8972727272727
"41","FRCH",2020-06-22 02:45:00,1750.23507981098,"2020-06-22 02:45:00",115.292727272727,21.546,"2020-06-22 02:45:00",43.1545454545455,"2020-06-22 02:45:00",52.9572727272727
"42","FRCH",2020-06-22 03:00:00,1771.53917026593,"2020-06-22 03:00:00",115.370909090909,21.78,"2020-06-22 03:00:00",43.2181818181818,"2020-06-22 03:00:00",42.7681818181818
"43","FRCH",2020-06-22 03:15:00,1798.44960031426,"2020-06-22 03:15:00",115.596363636364,21.574,"2020-06-22 03:15:00",43.3181818181818,"2020-06-22 03:15:00",47.2145454545455
"44","FRCH",2020-06-22 03:30:00,1799.57086823293,"2020-06-22 03:30:00",115.610909090909,21.638,"2020-06-22 03:30:00",43.4272727272727,"2020-06-22 03:30:00",43.93
"45","FRCH",2020-06-22 03:45:00,1821.99622660654,"2020-06-22 03:45:00",115.501818181818,21.834,"2020-06-22 03:45:00",43.4818181818182,"2020-06-22 03:45:00",47.2263636363636
