"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","VAUL",2020-06-19 00:15:00,216.132051869528,2020-06-19,242.242,25.6271428571429,280.18,11.98
"2","VAUL",2020-06-19 00:30:00,238.888474538515,2020-06-19,241.955,29.9133333333333,280.566666666667,12.2633333333333
"3","VAUL",2020-06-19 00:45:00,256.393415053259,2020-06-19,242.064,25.7114285714286,281.28,12.274
"4","VAUL",2020-06-19 01:00:00,275.648849619378,2020-06-19,242.355,29.86,282.033333333333,12.0216666666667
"5","VAUL",2020-06-19 01:15:00,293.153790134005,2020-06-19,242.328,25.54,282.66,12.252
"6","VAUL",2020-06-19 01:30:00,317.660706854542,2020-06-19,242.318333333333,29.6716666666667,283.266666666667,12.4433333333333
"7","VAUL",2020-06-19 01:45:00,342.167623575078,2020-06-19,242.562,25.4185714285714,283.98,12.218
"8","VAUL",2020-06-19 02:00:00,371.926022450032,2020-06-19,242.568333333333,29.6833333333333,284.566666666667,11.99
"9","VAUL",2020-06-19 02:15:00,403.43491537642,2020-06-19,242.434,25.4242857142857,285.08,11.784
"10","VAUL",2020-06-19 02:30:00,433.193314251315,2020-06-19,242.305,29.4783333333333,285.516666666667,11.9166666666667
"11","VAUL",2020-06-19 02:45:00,455.949736920418,2020-06-19,242.166,25.4585714285714,285.74,12.484
"12","VAUL",2020-06-19 03:00:00,492.710112001165,2020-06-19,242.215,29.82,286.066666666667,12.385
"13","VAUL",2020-06-19 03:15:00,529.47048708197,2020-06-19,242.372,25.6871428571429,286.4,12.166
"14","VAUL",2020-06-19 03:30:00,562.729874059791,2020-06-19,242.451666666667,29.48,286.866666666667,11.9066666666667
"15","VAUL",2020-06-19 03:45:00,592.488272934803,2020-06-19,242.754,25.3242857142857,287.5,11.926
"16","VAUL",2020-06-19 04:00:00,618.745683706773,2020-06-19,242.986666666667,29.86,288.233333333333,12.355
"17","VAUL",2020-06-19 04:15:00,652.005070684652,2020-06-19,243.25,25.4114285714286,288.9,11.908
"18","VAUL",2020-06-19 04:30:00,671.260505250772,2020-06-19,243.495,29.91,289.566666666667,11.9616666666667
"19","VAUL",2020-06-19 04:45:00,690.515939816891,2020-06-19,243.504,25.5942857142857,289.94,12.192
"20","VAUL",2020-06-19 05:00:00,729.026808949129,2020-06-19,243.311666666667,29.7433333333333,290.3,12.0066666666667
"21","VAUL",2020-06-19 05:15:00,748.282243515307,2020-06-19,243.27,25.49,290.6,12.332
"22","VAUL",2020-06-19 05:30:00,785.042618596053,2020-06-19,243.346666666667,29.7883333333333,291,12.0716666666667
"23","VAUL",2020-06-19 05:45:00,825.303981779783,2020-06-19,243.424,25.6328571428571,291.3,12.222
"24","VAUL",2020-06-19 06:00:00,862.064356860588,2020-06-19,243.555,29.8866666666667,291.466666666667,11.7916666666667
"25","VAUL",2020-06-19 06:15:00,904.07621409581,2020-06-19,243.716,25.47,291.76,11.748
"26","VAUL",2020-06-19 06:30:00,961.842517794168,2020-06-19,243.956666666667,29.4433333333333,291.983333333333,11.5516666666667
"27","VAUL",2020-06-19 06:45:00,982.848446411721,2020-06-19,244.232,25.5042857142857,292.38,11.564
"28","VAUL",2020-06-19 07:00:00,1023.10980959545,2020-06-19,244.436666666667,29.4675,292.883333333333,11.4766666666667
"29","VAUL",2020-06-19 07:15:00,1059.87018467631,2020-06-19,244.618,19.4566666666667,293.64,11.536
"30","VAUL",2020-06-19 07:30:00,1080.87611329387,2020-06-19,244.781666666667,29.095,294.466666666667,11.5983333333333
"31","VAUL",2020-06-19 07:45:00,1122.88797052909,2020-06-19,244.888,19.4866666666667,295.36,11.628
"32","VAUL",2020-06-19 08:00:00,1131.64044078637,2020-06-19,244.875,28.9425,296.166666666667,11.655
