"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","MOOS",2020-06-20 11:15:00,949.76814796243,2020-06-20,NA,26.2733333333333,NA,NA
"2","MOOS",2020-06-20 11:30:00,952.751868178573,2020-06-20,NA,26.265,NA,NA
"3","MOOS",2020-06-20 11:45:00,958.736783246059,2020-06-20,NA,26.3508333333333,NA,NA
"4","MOOS",2020-06-20 12:00:00,962.479539492619,2020-06-20,NA,26.3316666666667,NA,NA
"5","MOOS",2020-06-20 12:15:00,969.947577350613,2020-06-20,NA,26.3975,NA,NA
"6","MOOS",2020-06-20 12:30:00,973.001196107391,2020-06-20,NA,26.3791666666667,NA,NA
"7","MOOS",2020-06-20 12:45:00,980.486708600525,2020-06-20,NA,26.4083333333333,NA,NA
"8","MOOS",2020-06-20 13:00:00,986.471623668011,2020-06-20,NA,26.4216666666667,NA,NA
"9","MOOS",2020-06-20 13:15:00,993.233049401024,2020-06-20,NA,26.4608333333333,NA,NA
"10","MOOS",2020-06-20 13:30:00,1002.21915931984,2020-06-20,NA,26.4066666666667,NA,NA
"11","MOOS",2020-06-20 13:45:00,1011.22274387378,2020-06-20,NA,26.46,NA,NA
"12","MOOS",2020-06-20 14:00:00,1019.46729239731,2020-06-20,NA,26.5008333333333,NA,NA
"13","MOOS",2020-06-20 14:15:00,1029.22991298168,2020-06-20,NA,26.47,NA,NA
"14","MOOS",2020-06-20 14:30:00,1040.44070708622,2020-06-20,NA,26.4983333333333,NA,NA
"15","MOOS",2020-06-20 14:45:00,1050.22080230575,2020-06-20,NA,26.535,NA,NA
"16","MOOS",2020-06-20 15:00:00,1061.48402031575,2020-06-20,NA,26.5158333333333,NA,NA
"17","MOOS",2020-06-20 15:15:00,1074.23036111626,2020-06-20,NA,26.5308333333333,NA,NA
"18","MOOS",2020-06-20 15:30:00,1085.49357912631,2020-06-20,NA,26.51,NA,NA
"19","MOOS",2020-06-20 15:45:00,1098.23991992681,2020-06-20,NA,26.5666666666667,NA,NA
"20","MOOS",2020-06-20 16:00:00,1107.98506587603,2020-06-21,NA,26.5625,NA,NA
"21","MOOS",2020-06-20 16:15:00,1115.50552763946,2020-06-21,NA,26.5325,NA,NA
"22","MOOS",2020-06-20 16:30:00,1131.2530632913,2020-06-21,NA,26.5175,NA,NA
"23","MOOS",2020-06-20 16:45:00,1141.77471990608,2020-06-21,NA,26.4525,NA,NA
"24","MOOS",2020-06-20 17:00:00,1150.77830446004,2020-06-21,NA,26.4341666666667,NA,NA
"25","MOOS",2020-06-20 17:15:00,1159.00537834839,2020-06-21,NA,26.4291666666667,NA,NA
"26","MOOS",2020-06-20 17:30:00,1168.02643753753,2020-06-21,NA,26.4825,NA,NA
