"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"2423","POKE",2020-06-29 10:15:00,1068.20974609914,"2020-06-29 10:15:00",36.91,"2020-06-29 10:15:00",29.876
"2424","POKE",2020-06-29 10:30:00,1074.07956089167,"2020-06-29 10:30:00",36.68,"2020-06-29 10:30:00",29.85
"2425","POKE",2020-06-29 10:45:00,1066.58252087753,"2020-06-29 10:45:00",36.87,"2020-06-29 10:45:00",29.9073333333333
"2426","POKE",2020-06-29 11:00:00,1055.29332922731,"2020-06-29 11:00:00",36.92,"2020-06-29 11:00:00",29.8833333333333
"2427","POKE",2020-06-29 11:15:00,1063.24080717593,"2020-06-29 11:15:00",37.04,"2020-06-29 11:15:00",29.8733333333333
"2428","POKE",2020-06-29 11:30:00,1061.97675663052,"2020-06-29 11:30:00",36.74,"2020-06-29 11:30:00",29.8846666666667
"2429","POKE",2020-06-29 11:45:00,1063.24080717593,"2020-06-29 11:45:00",36.77,"2020-06-29 11:45:00",29.8786666666667
"2430","POKE",2020-06-29 12:00:00,1069.11062196846,"2020-06-29 12:00:00",37,"2020-06-29 12:00:00",29.82
"2431","POKE",2020-06-29 12:15:00,1061.16314401978,"2020-06-29 12:15:00",37.03,"2020-06-29 12:15:00",29.9006666666667
"2432","POKE",2020-06-29 12:30:00,1073.26594828087,"2020-06-29 12:30:00",36.59,"2020-06-29 12:30:00",29.8593333333333
"2433","POKE",2020-06-29 12:45:00,1066.58252087753,"2020-06-29 12:45:00",36.38,"2020-06-29 12:45:00",29.834
"2434","POKE",2020-06-29 13:00:00,1075.34361143707,"2020-06-29 13:00:00",36.46,"2020-06-29 13:00:00",29.908
"2435","POKE",2020-06-29 13:15:00,1071.1882851246,"2020-06-29 13:15:00",36.47,"2020-06-29 13:15:00",29.9166666666667
"2436","POKE",2020-06-29 13:30:00,1073.71638621553,"2020-06-29 13:30:00",36.6,"2020-06-29 13:30:00",29.9026666666667
"2437","POKE",2020-06-29 13:45:00,1073.71638621553,"2020-06-29 13:45:00",36.79,"2020-06-29 13:45:00",29.9413333333333
"2438","POKE",2020-06-29 14:00:00,1075.79404937179,"2020-06-29 14:00:00",36.93,"2020-06-29 14:00:00",29.914
"2439","POKE",2020-06-29 14:15:00,1078.32215046266,"2020-06-29 14:15:00",36.73,"2020-06-29 14:15:00",29.976
"2440","POKE",2020-06-29 14:30:00,1078.77258839726,"2020-06-29 14:30:00",36.31,"2020-06-29 14:30:00",29.9606666666667
"2441","POKE",2020-06-29 14:45:00,1092.95305581455,"2020-06-29 14:45:00",36.03,"2020-06-29 14:45:00",30.0473333333333
"2442","POKE",2020-06-29 15:00:00,1092.95305581455,"2020-06-29 15:00:00",35.77,"2020-06-29 15:00:00",30.032
"2443","POKE",2020-06-29 15:15:00,1083.37835264439,"2020-06-29 15:15:00",35.93,"2020-06-29 15:15:00",30.0606666666667
"2444","POKE",2020-06-29 15:30:00,1093.40349374921,"2020-06-29 15:30:00",36.32,"2020-06-29 15:30:00",30.074
"2445","POKE",2020-06-29 15:45:00,1096.74520745082,"2020-06-29 15:45:00",36.53,"2020-06-29 15:45:00",30.0773333333333
"2446","POKE",2020-06-29 16:00:00,1104.69268539961,"2020-06-29 16:00:00",36.58,"2020-06-29 16:00:00",30.0666666666667
"2447","POKE",2020-06-29 16:15:00,1095.11798222933,"2020-06-29 16:15:00",36.65,"2020-06-29 16:15:00",30.076
"2448","POKE",2020-06-29 16:30:00,1104.32951072347,"2020-06-29 16:30:00",36.56,"2020-06-29 16:30:00",30.1086666666667
"2449","POKE",2020-06-29 16:45:00,1107.67122442508,"2020-06-29 16:45:00",36.52,"2020-06-29 16:45:00",30.184
"2450","POKE",2020-06-29 17:00:00,1111.01293812681,"2020-06-29 17:00:00",36.5,"2020-06-29 17:00:00",30.202
"2451","POKE",2020-06-29 17:15:00,1108.1216623598,"2020-06-29 17:15:00",36.54,"2020-06-29 17:15:00",30.198
"2452","POKE",2020-06-29 17:30:00,1113.54103921767,"2020-06-29 17:30:00",36.59,"2020-06-29 17:30:00",30.2933333333333
"2453","POKE",2020-06-29 17:45:00,1106.0439992036,"2020-06-29 17:45:00",36.39,"2020-06-29 17:45:00",30.354
"2454","POKE",2020-06-29 18:00:00,1109.3857129052,"2020-06-29 18:00:00",36.29,"2020-06-29 18:00:00",30.374
"2455","POKE",2020-06-29 18:15:00,1123.20300564647,"2020-06-29 18:15:00",36.34,"2020-06-29 18:15:00",30.3613333333333
"2456","POKE",2020-06-29 18:30:00,1135.75624784216,"2020-06-29 18:30:00",36.55,"2020-06-29 18:30:00",30.3946666666667
"2457","POKE",2020-06-29 18:45:00,1119.94855520345,"2020-06-29 18:45:00",36.61,"2020-06-29 18:45:00",30.4286666666667
"2458","POKE",2020-06-29 19:00:00,1144.60460166022,"2020-06-29 19:00:00",36.85,"2020-06-29 19:00:00",30.4326666666667
"2459","POKE",2020-06-29 19:15:00,1137.921174257,"2020-06-29 19:15:00",36.76,"2020-06-29 19:15:00",30.4486666666667
"2460","POKE",2020-06-29 19:30:00,1138.37161219172,"2020-06-29 19:30:00",35.63,"2020-06-29 19:30:00",30.5026666666667
"2461","POKE",2020-06-29 19:45:00,1149.66080384201,"2020-06-29 19:45:00",35.28,"2020-06-29 19:45:00",30.5093333333333
"2462","POKE",2020-06-29 20:00:00,1156.34423124534,"2020-06-29 20:00:00",35.61,"2020-06-29 20:00:00",30.5373333333333
"2463","POKE",2020-06-29 20:15:00,1164.29170919396,"2020-06-29 20:15:00",35.77,"2020-06-29 20:15:00",30.62
"2464","POKE",2020-06-29 20:30:00,1165.55575973942,"2020-06-29 20:30:00",36.16,"2020-06-29 20:30:00",30.546
"2465","POKE",2020-06-29 20:45:00,1178.10900193511,"2020-06-29 20:45:00",36.4,"2020-06-29 20:45:00",30.596
"2466","POKE",2020-06-29 21:00:00,1168.08386083029,"2020-06-29 21:00:00",36.09,"2020-06-29 21:00:00",30.596
"2467","POKE",2020-06-29 21:15:00,1173.95367562276,"2020-06-29 21:15:00",36.11,"2020-06-29 21:15:00",30.5973333333333
"2468","POKE",2020-06-29 21:30:00,1162.66448397253,"2020-06-29 21:30:00",36.22,"2020-06-29 21:30:00",30.6353333333333
"2469","POKE",2020-06-29 21:45:00,1179.82349041523,"2020-06-29 21:45:00",36.48,"2020-06-29 21:45:00",30.6273333333333
"2470","POKE",2020-06-29 22:00:00,1162.30130929634,"2020-06-29 22:00:00",36.68,"2020-06-29 22:00:00",30.6526666666667
"2471","POKE",2020-06-29 22:15:00,1178.19626519381,"2020-06-29 22:15:00",36.55,"2020-06-29 22:15:00",30.7006666666667
"2472","POKE",2020-06-29 22:30:00,1182.80202944082,"2020-06-29 22:30:00",36.64,"2020-06-29 22:30:00",30.6673333333333
