"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"7759","POKE",2020-08-24 00:15:00,920.025799223804,"2020-08-24 00:15:00",34.78,"2020-08-24 00:15:00",29.5213333333333
"7760","POKE",2020-08-24 00:30:00,924.631563470874,"2020-08-24 00:30:00",34.82,"2020-08-24 00:30:00",29.548
"7761","POKE",2020-08-24 00:45:00,923.817950860132,"2020-08-24 00:45:00",34.88,"2020-08-24 00:45:00",29.494
"7762","POKE",2020-08-24 01:00:00,931.314990874205,"2020-08-24 01:00:00",34.9,"2020-08-24 01:00:00",29.4653333333333
"7763","POKE",2020-08-24 01:15:00,943.868233069894,"2020-08-24 01:15:00",34.89,"2020-08-24 01:15:00",29.4353333333333
"7764","POKE",2020-08-24 01:30:00,948.02355938236,"2020-08-24 01:30:00",34.93,"2020-08-24 01:30:00",29.3973333333333
"7765","POKE",2020-08-24 01:45:00,957.235087876441,"2020-08-24 01:45:00",35.02,"2020-08-24 01:45:00",29.3673333333333
"7766","POKE",2020-08-24 02:00:00,957.235087876441,"2020-08-24 02:00:00",34.96,"2020-08-24 02:00:00",29.366
"7767","POKE",2020-08-24 02:15:00,955.157424720295,"2020-08-24 02:15:00",34.97,"2020-08-24 02:15:00",29.298
"7768","POKE",2020-08-24 02:30:00,964.368953214376,"2020-08-24 02:30:00",35.04,"2020-08-24 02:30:00",29.2926666666667
"7769","POKE",2020-08-24 02:45:00,966.44661637058,"2020-08-24 02:45:00",35.07,"2020-08-24 02:45:00",29.2473333333333
"7770","POKE",2020-08-24 03:00:00,1017.82225079887,"2020-08-24 03:00:00",35,"2020-08-24 03:00:00",29.1806666666667
"7771","POKE",2020-08-24 03:15:00,1029.9250550599,"2020-08-24 03:15:00",34.99,"2020-08-24 03:15:00",29.1346666666667
"7772","POKE",2020-08-24 03:30:00,1031.1891056053,"2020-08-24 03:30:00",34.88,"2020-08-24 03:30:00",29.0786666666667
"7773","POKE",2020-08-24 03:45:00,1034.08038137236,"2020-08-24 03:45:00",34.65,"2020-08-24 03:45:00",29.05
"7774","POKE",2020-08-24 04:00:00,1036.15804452851,"2020-08-24 04:00:00",34.76,"2020-08-24 04:00:00",28.9846666666667
"7775","POKE",2020-08-24 04:15:00,1047.44723617879,"2020-08-24 04:15:00",34.87,"2020-08-24 04:15:00",28.9186666666667
"7776","POKE",2020-08-24 04:30:00,1046.18318563333,"2020-08-24 04:30:00",34.77,"2020-08-24 04:30:00",28.8646666666667
"7777","POKE",2020-08-24 04:45:00,1056.20832673827,"2020-08-24 04:45:00",34.79,"2020-08-24 04:45:00",28.7373333333333
"7778","POKE",2020-08-24 05:00:00,1044.91913508787,"2020-08-24 05:00:00",34.95,"2020-08-24 05:00:00",28.6566666666667
"7779","POKE",2020-08-24 05:15:00,1053.6802256474,"2020-08-24 05:15:00",34.99,"2020-08-24 05:15:00",28.5653333333333
"7780","POKE",2020-08-24 05:30:00,1056.57150141429,"2020-08-24 05:30:00",34.99,"2020-08-24 05:30:00",28.4486666666667
"7781","POKE",2020-08-24 05:45:00,1046.54636030947,"2020-08-24 05:45:00",34.87,"2020-08-24 05:45:00",28.3926666666667
"7782","POKE",2020-08-24 06:00:00,1055.75788880355,"2020-08-24 06:00:00",34.45,"2020-08-24 06:00:00",28.2833333333333
"7783","POKE",2020-08-24 06:15:00,1049.88807401108,"2020-08-24 06:15:00",34.53,"2020-08-24 06:15:00",28.2333333333333
"7784","POKE",2020-08-24 06:30:00,1045.28230976406,"2020-08-24 06:30:00",34.64,"2020-08-24 06:30:00",28.1266666666667
"7785","POKE",2020-08-24 06:45:00,1038.59888236073,"2020-08-24 06:45:00",34.75,"2020-08-24 06:45:00",28.0326666666667
"7786","POKE",2020-08-24 07:00:00,1055.30745086889,"2020-08-24 07:00:00",34.95,"2020-08-24 07:00:00",27.91
"7787","POKE",2020-08-24 07:15:00,1042.75420867314,"2020-08-24 07:15:00",35.03,"2020-08-24 07:15:00",27.814
"7788","POKE",2020-08-24 07:30:00,1040.67654551688,"2020-08-24 07:30:00",35.04,"2020-08-24 07:30:00",27.7393333333333
"7789","POKE",2020-08-24 07:45:00,1032.7290675682,"2020-08-24 07:45:00",34.97,"2020-08-24 07:45:00",27.694
"7790","POKE",2020-08-24 08:00:00,1033.54268017894,"2020-08-24 08:00:00",34.82,"2020-08-24 08:00:00",27.6386666666667
"7791","POKE",2020-08-24 08:15:00,1031.01457908808,"2020-08-24 08:15:00",34.89,"2020-08-24 08:15:00",27.5633333333333
"7792","POKE",2020-08-24 08:30:00,1027.67286538647,"2020-08-24 08:30:00",35.09,"2020-08-24 08:30:00",27.5106666666667
"7793","POKE",2020-08-24 08:45:00,1025.1447642956,"2020-08-24 08:45:00",35.19,"2020-08-24 08:45:00",27.4373333333333
"7794","POKE",2020-08-24 09:00:00,1016.38367373619,"2020-08-24 09:00:00",35.17,"2020-08-24 09:00:00",27.3746666666667
"7795","POKE",2020-08-24 09:15:00,1015.93323580152,"2020-08-24 09:15:00",35.19,"2020-08-24 09:15:00",27.332
"7796","POKE",2020-08-24 09:30:00,1012.59152209992,"2020-08-24 09:30:00",35.12,"2020-08-24 09:30:00",27.2546666666667
"7797","POKE",2020-08-24 09:45:00,1014.66918525606,"2020-08-24 09:45:00",35.01,"2020-08-24 09:45:00",27.2033333333333
"7798","POKE",2020-08-24 10:00:00,1012.1410841652,"2020-08-24 10:00:00",34.94,"2020-08-24 10:00:00",27.178
"7799","POKE",2020-08-24 10:15:00,1000.85189251479,"2020-08-24 10:15:00",34.87,"2020-08-24 10:15:00",27.1253333333333
"7800","POKE",2020-08-24 10:30:00,1007.08488198346,"2020-08-24 10:30:00",34.81,"2020-08-24 10:30:00",27.096
"7801","POKE",2020-08-24 10:45:00,998.323791423987,"2020-08-24 10:45:00",34.69,"2020-08-24 10:45:00",27.1106666666667
"7802","POKE",2020-08-24 11:00:00,1005.00721882732,"2020-08-24 11:00:00",34.54,"2020-08-24 11:00:00",27.0933333333333
"7803","POKE",2020-08-24 11:15:00,999.137404034671,"2020-08-24 11:15:00",34.32,"2020-08-24 11:15:00",27.0733333333333
"7804","POKE",2020-08-24 11:30:00,991.189926085994,"2020-08-24 11:30:00",34.11,"2020-08-24 11:30:00",27.078
"7805","POKE",2020-08-24 11:45:00,995.345252398343,"2020-08-24 11:45:00",34.13,"2020-08-24 11:45:00",27.0573333333333
"7806","POKE",2020-08-24 12:00:00,997.422915554664,"2020-08-24 12:00:00",33.87,"2020-08-24 12:00:00",27.0233333333333
"7807","POKE",2020-08-24 12:15:00,987.397774449724,"2020-08-24 12:15:00",33.66,"2020-08-24 12:15:00",27.0173333333333
"7808","POKE",2020-08-24 12:30:00,980.714347046509,"2020-08-24 12:30:00",33.53,"2020-08-24 12:30:00",27.048
"7809","POKE",2020-08-24 12:45:00,972.766869097715,"2020-08-24 12:45:00",33.38,"2020-08-24 12:45:00",27.0406666666667
"7810","POKE",2020-08-24 13:00:00,979.450296501047,"2020-08-24 13:00:00",33.18,"2020-08-24 13:00:00",27.0173333333333
