"","Site","DateTime","Q","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","MOOS",2020-06-28 10:15:00,2137.53549020374,2020-06-28 08:00:00,85.0036363636364,24.1341666666667,65.3,84.5027272727273,2137.53549020374
"2","MOOS",2020-06-28 10:30:00,2133.2219955099,2020-06-28 08:00:00,84.7836363636364,24.1083333333333,65.3363636363636,75.9854545454545,2133.2219955099
"3","MOOS",2020-06-28 10:45:00,2137.6488779631,2020-06-28 08:00:00,85.15,24.1391666666667,65.3636363636364,73.3754545454545,2137.6488779631
"4","MOOS",2020-06-28 11:00:00,2131.37164948255,2020-06-28 08:00:00,85.2227272727273,24.1283333333333,65.4090909090909,84.66,2131.37164948255
"5","MOOS",2020-06-28 11:15:00,2134.80711389147,2020-06-28 08:00:00,85.15,24.1241666666667,65.4545454545455,80.1309090909091,2134.80711389147
"6","MOOS",2020-06-28 11:30:00,2130.4552363726,2020-06-28 08:00:00,84.9181818181818,24.1508333333333,65.4818181818182,80.7981818181818,2130.4552363726
"7","MOOS",2020-06-28 11:45:00,2129.01055443118,2020-06-28 08:00:00,84.7618181818182,24.0866666666667,65.5090909090909,75.8454545454545,2129.01055443118
"8","MOOS",2020-06-28 12:00:00,2127.55643272711,2020-06-28 08:00:00,85.1045454545455,24.1441666666667,65.5636363636364,79.6536363636364,2127.55643272711
"9","MOOS",2020-06-28 12:15:00,2126.09291581559,2020-06-28 08:00:00,85.1009090909091,24.2058333333333,65.6090909090909,66.3418181818182,2126.09291581559
"10","MOOS",2020-06-28 12:30:00,2128.5089547793,2020-06-28 08:00:00,84.4690909090909,24.2125,65.6363636363636,79.8545454545455,2128.5089547793
"11","MOOS",2020-06-28 12:45:00,2126.05455448723,2020-06-28 08:00:00,84.6554545454545,24.195,65.7,71.6790909090909,2126.05455448723
"12","MOOS",2020-06-28 13:00:00,2132.34093234001,2020-06-28 08:00:00,84.5909090909091,24.2591666666667,65.7636363636364,68.3990909090909,2132.34093234001
"13","MOOS",2020-06-28 13:15:00,2132.78473341573,2020-06-28 08:00:00,85.0827272727273,24.1991666666667,65.7818181818182,73.09,2132.78473341573
"14","MOOS",2020-06-28 13:30:00,2129.33045553349,2020-06-28 08:00:00,84.14,24.2041666666667,65.8454545454545,77.97,2129.33045553349
"15","MOOS",2020-06-28 13:45:00,2134.61708946194,2020-06-28 08:00:00,84.9609090909091,24.265,65.8636363636364,77.8636363636364,2134.61708946194
"16","MOOS",2020-06-28 14:00:00,2135.03350691116,2020-06-28 08:00:00,84.3772727272727,24.2641666666667,65.8818181818182,80.4445454545454,2135.03350691116
"17","MOOS",2020-06-28 14:15:00,2132.52420570009,2020-06-28 08:00:00,83.9063636363636,24.2733333333333,65.9090909090909,74.4590909090909,2132.52420570009
