"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"8599","POKE",2020-09-01 18:15:00,911.191567047441,"2020-09-01 18:15:00",40.4,"2020-09-01 18:15:00",27.786
"8600","POKE",2020-09-01 18:30:00,939.639765140542,"2020-09-01 18:30:00",40.5,"2020-09-01 18:30:00",27.79
"8601","POKE",2020-09-01 18:45:00,937.562101984397,"2020-09-01 18:45:00",40.67,"2020-09-01 18:45:00",27.8206666666667
"8602","POKE",2020-09-01 19:00:00,945.509579933016,"2020-09-01 19:00:00",40.74,"2020-09-01 19:00:00",27.818
"8603","POKE",2020-09-01 19:15:00,961.854973765148,"2020-09-01 19:15:00",40.72,"2020-09-01 19:15:00",27.8353333333333
"8604","POKE",2020-09-01 19:30:00,1025.78385038907,"2020-09-01 19:30:00",40.91,"2020-09-01 19:30:00",27.738
"8605","POKE",2020-09-01 19:45:00,1040.8651936758,"2020-09-01 19:45:00",41.1,"2020-09-01 19:45:00",27.6746666666667
"8606","POKE",2020-09-01 20:00:00,1048.44949694845,"2020-09-01 20:00:00",41.26,"2020-09-01 20:00:00",27.6986666666667
"8607","POKE",2020-09-01 20:15:00,1061.81635175488,"2020-09-01 20:15:00",41.36,"2020-09-01 20:15:00",27.6353333333333
"8608","POKE",2020-09-01 20:30:00,1080.68984667782,"2020-09-01 20:30:00",41.45,"2020-09-01 20:30:00",27.6493333333333
"8609","POKE",2020-09-01 20:45:00,1087.82371201576,"2020-09-01 20:45:00",41.67,"2020-09-01 20:45:00",27.642
"8610","POKE",2020-09-01 21:00:00,1107.06038161478,"2020-09-01 21:00:00",41.83,"2020-09-01 21:00:00",27.6086666666667
"8611","POKE",2020-09-01 21:15:00,1128.82515230472,"2020-09-01 21:15:00",41.96,"2020-09-01 21:15:00",27.564
"8612","POKE",2020-09-01 21:30:00,1134.69496709714,"2020-09-01 21:30:00",42.1,"2020-09-01 21:30:00",27.5246666666667
"8613","POKE",2020-09-01 21:45:00,1130.99007871945,"2020-09-01 21:45:00",42.1,"2020-09-01 21:45:00",27.466
"8614","POKE",2020-09-01 22:00:00,1146.88503461686,"2020-09-01 22:00:00",41.86,"2020-09-01 22:00:00",27.3666666666667
"8615","POKE",2020-09-01 22:15:00,1155.2829505002,"2020-09-01 22:15:00",41.94,"2020-09-01 22:15:00",27.3253333333333
"8616","POKE",2020-09-01 22:30:00,1148.59952309699,"2020-09-01 22:30:00",42.09,"2020-09-01 22:30:00",27.2513333333333
"8617","POKE",2020-09-01 22:45:00,1169.91385585215,"2020-09-01 22:45:00",41.7,"2020-09-01 22:45:00",27.2066666666667
"8618","POKE",2020-09-01 23:00:00,1173.25556955376,"2020-09-01 23:00:00",41.76,"2020-09-01 23:00:00",27.122
"8619","POKE",2020-09-01 23:15:00,1177.86133380083,"2020-09-01 23:15:00",42.17,"2020-09-01 23:15:00",27.08
"8620","POKE",2020-09-01 23:30:00,1179.57582228101,"2020-09-01 23:30:00",42.32,"2020-09-01 23:30:00",27.1173333333333
"8621","POKE",2020-09-01 23:45:00,1185.44563707348,"2020-09-01 23:45:00",42.42,"2020-09-01 23:45:00",27.058
"8622","POKE",2020-09-02 00:00:00,1178.76220967027,"2020-09-02 00:00:00",42.49,"2020-09-02 00:00:00",27.026
"8623","POKE",2020-09-02 00:15:00,1201.79103090556,"2020-09-02 00:15:00",42.64,"2020-09-02 00:15:00",26.9473333333333
"8624","POKE",2020-09-02 00:30:00,1188.78735077521,"2020-09-02 00:30:00",42.62,"2020-09-02 00:30:00",26.92
"8625","POKE",2020-09-02 00:45:00,1196.37165404781,"2020-09-02 00:45:00",42.66,"2020-09-02 00:45:00",26.8333333333333
"8626","POKE",2020-09-02 01:00:00,1198.89975513873,"2020-09-02 01:00:00",42.77,"2020-09-02 01:00:00",26.7566666666667
"8627","POKE",2020-09-02 01:15:00,1199.71336774941,"2020-09-02 01:15:00",42.66,"2020-09-02 01:15:00",26.7086666666667
"8628","POKE",2020-09-02 01:30:00,1203.05508145102,"2020-09-02 01:30:00",42.77,"2020-09-02 01:30:00",26.602
"8629","POKE",2020-09-02 01:45:00,1206.84723308735,"2020-09-02 01:45:00",42.97,"2020-09-02 01:45:00",26.5226666666667
"8630","POKE",2020-09-02 02:00:00,1192.2163277354,"2020-09-02 02:00:00",43.17,"2020-09-02 02:00:00",26.4766666666667
"8631","POKE",2020-09-02 02:15:00,1189.68822664447,"2020-09-02 02:15:00",43.18,"2020-09-02 02:15:00",26.3693333333333
"8632","POKE",2020-09-02 02:30:00,1201.79103090556,"2020-09-02 02:30:00",43.3,"2020-09-02 02:30:00",26.3533333333333
"8633","POKE",2020-09-02 02:45:00,1191.76588980062,"2020-09-02 02:45:00",43.37,"2020-09-02 02:45:00",26.2653333333333
"8634","POKE",2020-09-02 03:00:00,1187.61056348833,"2020-09-02 03:00:00",43.36,"2020-09-02 03:00:00",26.218
"8635","POKE",2020-09-02 03:15:00,1191.40271512466,"2020-09-02 03:15:00",43.58,"2020-09-02 03:15:00",26.1553333333333
"8636","POKE",2020-09-02 03:30:00,1185.0824623974,"2020-09-02 03:30:00",43.85,"2020-09-02 03:30:00",26.112
"8637","POKE",2020-09-02 03:45:00,1176.32137183804,"2020-09-02 03:45:00",43.87,"2020-09-02 03:45:00",26.0406666666667
"8638","POKE",2020-09-02 04:00:00,1171.71560759086,"2020-09-02 04:00:00",43.92,"2020-09-02 04:00:00",25.9566666666667
"8639","POKE",2020-09-02 04:15:00,1183.00479924126,"2020-09-02 04:15:00",44.18,"2020-09-02 04:15:00",25.916
"8640","POKE",2020-09-02 04:30:00,1169.18750650005,"2020-09-02 04:30:00",44.55,"2020-09-02 04:30:00",25.8506666666667
"8641","POKE",2020-09-02 04:45:00,1169.18750650005,"2020-09-02 04:45:00",44.88,"2020-09-02 04:45:00",25.8086666666667
"8642","POKE",2020-09-02 05:00:00,1170.00111911085,"2020-09-02 05:00:00",45.04,"2020-09-02 05:00:00",25.806
"8643","POKE",2020-09-02 05:15:00,1165.84579279844,"2020-09-02 05:15:00",44.91,"2020-09-02 05:15:00",25.73
"8644","POKE",2020-09-02 05:30:00,1156.6342643043,"2020-09-02 05:30:00",44.81,"2020-09-02 05:30:00",25.684
"8645","POKE",2020-09-02 05:45:00,1154.10616321344,"2020-09-02 05:45:00",44.97,"2020-09-02 05:45:00",25.6026666666667
"8646","POKE",2020-09-02 06:00:00,1139.02481992677,"2020-09-02 06:00:00",45.09,"2020-09-02 06:00:00",25.58
"8647","POKE",2020-09-02 06:15:00,1143.63058417384,"2020-09-02 06:15:00",45.3,"2020-09-02 06:15:00",25.5226666666667
"8648","POKE",2020-09-02 06:30:00,1139.47525786149,"2020-09-02 06:30:00",45.35,"2020-09-02 06:30:00",25.4566666666667
"8649","POKE",2020-09-02 06:45:00,1144.44419678464,"2020-09-02 06:45:00",45.83,"2020-09-02 06:45:00",25.43
"8650","POKE",2020-09-02 07:00:00,1118.52409978228,"2020-09-02 07:00:00",46.08,"2020-09-02 07:00:00",25.4046666666667
"8651","POKE",2020-09-02 07:15:00,1126.02113979636,"2020-09-02 07:15:00",46.4,"2020-09-02 07:15:00",25.3893333333333
"8652","POKE",2020-09-02 07:30:00,1118.07366184768,"2020-09-02 07:30:00",46.95,"2020-09-02 07:30:00",25.368
"8653","POKE",2020-09-02 07:45:00,1120.15132500388,"2020-09-02 07:45:00",47.64,"2020-09-02 07:45:00",25.31
"8654","POKE",2020-09-02 08:00:00,1120.15132500388,"2020-09-02 08:00:00",48.38,"2020-09-02 08:00:00",25.32
"8655","POKE",2020-09-02 08:15:00,1110.93979650969,"2020-09-02 08:15:00",48.99,"2020-09-02 08:15:00",25.32
"8656","POKE",2020-09-02 08:30:00,1113.83107227669,"2020-09-02 08:30:00",49.57,"2020-09-02 08:30:00",25.304
"8657","POKE",2020-09-02 08:45:00,1112.56702173123,"2020-09-02 08:45:00",50.11,"2020-09-02 08:45:00",25.2986666666667
"8658","POKE",2020-09-02 09:00:00,1114.19424695271,"2020-09-02 09:00:00",50.5,"2020-09-02 09:00:00",25.3493333333333
"8659","POKE",2020-09-02 09:15:00,1098.2992910553,"2020-09-02 09:15:00",51.12,"2020-09-02 09:15:00",25.28
"8660","POKE",2020-09-02 09:30:00,1093.24308887351,"2020-09-02 09:30:00",51.71,"2020-09-02 09:30:00",25.2646666666667
"8661","POKE",2020-09-02 09:45:00,1091.61586365208,"2020-09-02 09:45:00",52.34,"2020-09-02 09:45:00",25.292
"8662","POKE",2020-09-02 10:00:00,1079.87623406708,"2020-09-02 10:00:00",52.78,"2020-09-02 10:00:00",25.3153333333333
"8663","POKE",2020-09-02 10:15:00,1081.50345928856,"2020-09-02 10:15:00",53.2,"2020-09-02 10:15:00",25.284
"8664","POKE",2020-09-02 10:30:00,1078.16174558696,"2020-09-02 10:30:00",53.73,"2020-09-02 10:30:00",25.2953333333333
"8665","POKE",2020-09-02 10:45:00,1074.82003188535,"2020-09-02 10:45:00",54.08,"2020-09-02 10:45:00",25.334
"8666","POKE",2020-09-02 11:00:00,1072.29193079448,"2020-09-02 11:00:00",54.47,"2020-09-02 11:00:00",25.3053333333333
"8667","POKE",2020-09-02 11:15:00,1065.15806545661,"2020-09-02 11:15:00",54.87,"2020-09-02 11:15:00",25.3313333333333
"8668","POKE",2020-09-02 11:30:00,1065.60850339115,"2020-09-02 11:30:00",55.25,"2020-09-02 11:30:00",25.34
"8669","POKE",2020-09-02 11:45:00,1060.55230120942,"2020-09-02 11:45:00",55.56,"2020-09-02 11:45:00",25.33
"8670","POKE",2020-09-02 12:00:00,1055.13292435167,"2020-09-02 12:00:00",55.8,"2020-09-02 12:00:00",25.39
"8671","POKE",2020-09-02 12:15:00,1047.99905901367,"2020-09-02 12:15:00",55.96,"2020-09-02 12:15:00",25.422
"8672","POKE",2020-09-02 12:30:00,1049.71354749386,"2020-09-02 12:30:00",56.3,"2020-09-02 12:30:00",25.448
"8673","POKE",2020-09-02 12:45:00,1047.18544640299,"2020-09-02 12:45:00",56.67,"2020-09-02 12:45:00",25.5053333333333
"8674","POKE",2020-09-02 13:00:00,1049.26310955914,"2020-09-02 13:00:00",56.74,"2020-09-02 13:00:00",25.55
"8675","POKE",2020-09-02 13:15:00,1047.18544640299,"2020-09-02 13:15:00",56.85,"2020-09-02 13:15:00",25.5593333333333
"8676","POKE",2020-09-02 13:30:00,1045.10778324684,"2020-09-02 13:30:00",57.11,"2020-09-02 13:30:00",25.6033333333333
"8677","POKE",2020-09-02 13:45:00,1027.94877680391,"2020-09-02 13:45:00",57.27,"2020-09-02 13:45:00",25.64
"8678","POKE",2020-09-02 14:00:00,1038.78753051959,"2020-09-02 14:00:00",57.38,"2020-09-02 14:00:00",25.7293333333333
