"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2020-07-24 14:46:00,263.16,NA,NA,71.37,-5.14,2020-07-24
"2","CARI",2020-07-24 14:47:00,257.88,NA,NA,71.36,-5.2,2020-07-24
"3","CARI",2020-07-24 14:48:00,271.26,NA,NA,71.35,-5.1,2020-07-24
"4","CARI",2020-07-24 14:49:00,269.56,NA,NA,71.37,-5.07,2020-07-24
"5","CARI",2020-07-24 14:50:00,263.45,NA,NA,71.37,-5.07,2020-07-24
"6","CARI",2020-07-24 14:51:00,264.17,NA,NA,71.38,-5.12,2020-07-24
"7","CARI",2020-07-24 14:52:00,257.99,NA,NA,71.37,-5.14,2020-07-24
"8","CARI",2020-07-24 14:53:00,261.12,NA,NA,71.37,-5.16,2020-07-24
"9","CARI",2020-07-24 14:54:00,255.09,NA,NA,71.38,-5.01,2020-07-24
"10","CARI",2020-07-24 14:55:00,264.26,NA,NA,71.38,-5.01,2020-07-24
"11","CARI",2020-07-24 14:56:00,264.71,NA,NA,71.36,-4.72,2020-07-24
"12","CARI",2020-07-24 14:57:00,268.55,NA,NA,71.38,-4.62,2020-07-24
"13","CARI",2020-07-24 14:58:00,268.22,NA,NA,71.36,-4.5,2020-07-24
"14","CARI",2020-07-24 14:59:00,260.99,NA,NA,71.37,-4.5,2020-07-24
"15","CARI",2020-07-24 15:00:00,263.45,NA,26.1,71.37,-4.48,2020-07-24
"16","CARI",2020-07-24 15:01:00,264.71,NA,NA,71.35,-4.56,2020-07-24
"17","CARI",2020-07-24 15:02:00,268.64,NA,NA,71.37,-4.62,2020-07-24
"18","CARI",2020-07-24 15:03:00,255.28,NA,NA,71.36,-4.61,2020-07-24
"19","CARI",2020-07-24 15:04:00,267.85,NA,NA,71.35,-4.69,2020-07-24
"20","CARI",2020-07-24 15:05:00,261.65,NA,NA,71.35,-4.71,2020-07-24
"21","CARI",2020-07-24 15:06:00,260.46,NA,NA,71.33,-4.78,2020-07-24
"22","CARI",2020-07-24 15:07:00,262.9,NA,NA,71.36,-4.99,2020-07-24
"23","CARI",2020-07-24 15:08:00,267.04,NA,NA,71.35,-4.87,2020-07-24
"24","CARI",2020-07-24 15:09:00,261.5,NA,NA,71.34,-5.06,2020-07-24
"25","CARI",2020-07-24 15:10:00,258.09,NA,NA,71.34,-5.07,2020-07-24
"26","CARI",2020-07-24 15:11:00,264.26,NA,NA,71.36,-5.1,2020-07-24
"27","CARI",2020-07-24 15:12:00,256.62,NA,NA,71.35,-5.17,2020-07-24
"28","CARI",2020-07-24 15:13:00,274.9,NA,NA,71.36,-5.22,2020-07-24
"29","CARI",2020-07-24 15:14:00,268.12,NA,NA,71.35,-5.07,2020-07-24
"30","CARI",2020-07-24 15:15:00,269.93,NA,26.1,71.35,-5.07,2020-07-24
"31","CARI",2020-07-24 15:16:00,272.42,NA,NA,71.34,-5.18,2020-07-24
"32","CARI",2020-07-24 15:17:00,267.99,NA,NA,71.35,-5.19,2020-07-24
"33","CARI",2020-07-24 15:18:00,260.76,NA,NA,71.35,-5.21,2020-07-24
"34","CARI",2020-07-24 15:19:00,264.26,NA,NA,71.32,-5.17,2020-07-24
"35","CARI",2020-07-24 15:20:00,261.43,NA,NA,71.32,-5.19,2020-07-24
"36","CARI",2020-07-24 15:21:00,271.17,NA,NA,71.34,-5.18,2020-07-24
"37","CARI",2020-07-24 15:22:00,265.86,NA,NA,71.35,-5.12,2020-07-24
"38","CARI",2020-07-24 15:23:00,264.45,NA,NA,71.32,-5.13,2020-07-24
"39","CARI",2020-07-24 15:24:00,259.15,NA,NA,71.34,-5.11,2020-07-24
"40","CARI",2020-07-24 15:25:00,262.65,NA,NA,71.34,-5.11,2020-07-24
"41","CARI",2020-07-24 15:26:00,267.19,NA,NA,71.33,-5.09,2020-07-24
"42","CARI",2020-07-24 15:27:00,262.26,NA,NA,71.34,-5.1,2020-07-24
"43","CARI",2020-07-24 15:28:00,265.03,NA,NA,71.34,-5.16,2020-07-24
"44","CARI",2020-07-24 15:29:00,264.82,NA,NA,71.34,-5.33,2020-07-24
"45","CARI",2020-07-24 15:30:00,259.15,NA,26,71.34,-5.33,2020-07-24
"46","CARI",2020-07-24 15:31:00,262.21,NA,NA,71.33,-5.37,2020-07-24
"47","CARI",2020-07-24 15:32:00,266.85,NA,NA,71.32,-5.4,2020-07-24
