"","Site","DateTime","MeanDischarge","frch.fdom.1","fDOM.QSU","nitrateuM","frch.spcond.1","SpCond.uScm","frch.turb.1","Turbidity.FNU"
"1","FRCH",2020-07-09 04:45:00,1151.47801123557,"2020-07-09 04:45:00",95.1136363636364,33.51,"2020-07-09 04:45:00",55.6727272727273,"2020-07-09 04:45:00",73.6218181818182
"2","FRCH",2020-07-09 05:00:00,1162.6906904224,"2020-07-09 05:00:00",95.1481818181818,33.7066666666667,"2020-07-09 05:00:00",55.7454545454545,"2020-07-09 05:00:00",68.2090909090909
"3","FRCH",2020-07-09 05:15:00,1160.44815458503,"2020-07-09 05:15:00",95.2018181818182,33.9136363636364,"2020-07-09 05:15:00",55.8181818181818,"2020-07-09 05:15:00",60.27
"4","FRCH",2020-07-09 05:30:00,1162.6906904224,"2020-07-09 05:30:00",94.7018181818182,34.06,"2020-07-09 05:30:00",55.8636363636364,"2020-07-09 05:30:00",65.2545454545455
"5","FRCH",2020-07-09 05:45:00,1167.17576209712,"2020-07-09 05:45:00",95.1381818181818,34.0435714285714,"2020-07-09 05:45:00",55.9181818181818,"2020-07-09 05:45:00",65.3181818181818
"6","FRCH",2020-07-09 06:00:00,1159.32688666636,"2020-07-09 06:00:00",94.8909090909091,34.1285714285714,"2020-07-09 06:00:00",55.9636363636364,"2020-07-09 06:00:00",60.2209090909091
"7","FRCH",2020-07-09 06:15:00,1159.32688666636,"2020-07-09 06:15:00",94.5945454545455,34.1585714285714,"2020-07-09 06:15:00",56.0363636363636,"2020-07-09 06:15:00",61.7263636363636
"8","FRCH",2020-07-09 06:30:00,1155.96308291031,"2020-07-09 06:30:00",93.6872727272727,34.1628571428571,"2020-07-09 06:30:00",56.0818181818182,"2020-07-09 06:30:00",65.9972727272727
"9","FRCH",2020-07-09 06:45:00,1154.84181499164,"2020-07-09 06:45:00",93.7790909090909,34.2707142857143,"2020-07-09 06:45:00",56.1363636363636,"2020-07-09 06:45:00",69.29
"10","FRCH",2020-07-09 07:00:00,1166.05449417842,"2020-07-09 07:00:00",93.1345454545455,34.345,"2020-07-09 07:00:00",56.2,"2020-07-09 07:00:00",63.5618181818182
"11","FRCH",2020-07-09 07:15:00,1167.17576209712,"2020-07-09 07:15:00",93.4927272727273,34.37,"2020-07-09 07:15:00",56.2636363636364,"2020-07-09 07:15:00",66.29
"12","FRCH",2020-07-09 07:30:00,1155.96308291031,"2020-07-09 07:30:00",93.8018181818182,34.4728571428571,"2020-07-09 07:30:00",56.3181818181818,"2020-07-09 07:30:00",63.1936363636364
"13","FRCH",2020-07-09 07:45:00,1167.17576209712,"2020-07-09 07:45:00",93.9781818181818,34.4242857142857,"2020-07-09 07:45:00",56.3727272727273,"2020-07-09 07:45:00",69.7590909090909
"14","FRCH",2020-07-09 08:00:00,1173.90336960921,"2020-07-09 08:00:00",93.7527272727273,34.52,"2020-07-09 08:00:00",56.4454545454545,"2020-07-09 08:00:00",64.8363636363636
"15","FRCH",2020-07-09 08:15:00,1176.14590544658,"2020-07-09 08:15:00",93.6554545454545,34.535,"2020-07-09 08:15:00",56.4818181818182,"2020-07-09 08:15:00",60.5036363636364
"16","FRCH",2020-07-09 08:30:00,1175.02463752788,"2020-07-09 08:30:00",94.6718181818182,34.5457142857143,"2020-07-09 08:30:00",56.5272727272727,"2020-07-09 08:30:00",58.1372727272727
"17","FRCH",2020-07-09 08:45:00,1164.93322625975,"2020-07-09 08:45:00",94.8290909090909,34.5757142857143,"2020-07-09 08:45:00",56.5727272727273,"2020-07-09 08:45:00",65.7945454545455
"18","FRCH",2020-07-09 09:00:00,1177.26717336525,"2020-07-09 09:00:00",94.8890909090909,34.6507142857143,"2020-07-09 09:00:00",56.6272727272727,"2020-07-09 09:00:00",59.6681818181818
"19","FRCH",2020-07-09 09:15:00,1173.90336960921,"2020-07-09 09:15:00",-3.10636363636364,34.6521428571429,"2020-07-09 09:15:00",37.9363636363636,"2020-07-09 09:15:00",2.04727272727273
"20","FRCH",2020-07-09 09:30:00,1173.90336960921,NA,NA,34.6314285714286,NA,NA,NA,NA
"21","FRCH",2020-07-09 09:45:00,1190.72238838943,NA,NA,34.7135714285714,NA,NA,NA,NA
"22","FRCH",2020-07-09 10:00:00,1198.57126382017,"2020-07-09 10:00:00",-3.307,34.7528571428571,"2020-07-09 10:00:00",1,"2020-07-09 10:00:00",1.55
"23","FRCH",2020-07-09 10:15:00,1216.51155051906,"2020-07-09 10:15:00",-3.33454545454545,34.8071428571429,"2020-07-09 10:15:00",0.9,"2020-07-09 10:15:00",1.40454545454545
"24","FRCH",2020-07-09 10:30:00,1209.783943007,"2020-07-09 10:30:00",-3.33545454545455,34.865,"2020-07-09 10:30:00",0.972727272727273,"2020-07-09 10:30:00",1.46727272727273
