"","Site","DateTime","Q","day","fDOM.QSU","nitrateuM","SpCond.µS.cm","Turbidity.FNU","MeanDischarge"
"1","FRCH",2020-06-26 12:45:00,1619.04673332535,2020-06-26 08:00:00,72.3527272727273,50.2092857142857,49.2,42.7272727272727,1619.04673332535
"2","FRCH",2020-06-26 13:00:00,1621.28926916272,2020-06-26 08:00:00,71.06,50.1771428571429,49.2454545454545,43.5327272727273,1621.28926916272
"3","FRCH",2020-06-26 13:15:00,1605.5915183012,2020-06-26 08:00:00,70.1327272727273,50.1992857142857,49.2363636363636,46.7063636363636,1605.5915183012
"4","FRCH",2020-06-26 13:30:00,1626.89560875614,2020-06-26 08:00:00,69.9090909090909,50.1442857142857,49.2818181818182,42.4390909090909,1626.89560875614
"5","FRCH",2020-06-26 13:45:00,1620.16800124405,2020-06-26 08:00:00,70.2154545454545,50.1892857142857,49.2909090909091,45.4927272727273,1620.16800124405
"6","FRCH",2020-06-26 14:00:00,1611.19785789461,2020-06-26 08:00:00,70.7881818181818,50.17,49.3454545454545,43.5409090909091,1611.19785789461
"7","FRCH",2020-06-26 14:15:00,1605.5915183012,2020-06-26 08:00:00,71.2890909090909,50.1457142857143,49.3636363636364,39.3,1605.5915183012
"8","FRCH",2020-06-26 14:30:00,1617.9254654067,2020-06-26 08:00:00,71.8390909090909,50.1628571428571,49.3818181818182,37.99,1617.9254654067
"9","FRCH",2020-06-26 14:45:00,1617.9254654067,2020-06-26 08:00:00,72.0454545454545,50.1835714285714,49.4363636363636,44.93,1617.9254654067
"10","FRCH",2020-06-26 15:00:00,1616.804197488,2020-06-26 08:00:00,72.2263636363636,50.1485714285714,49.4454545454545,34.3809090909091,1616.804197488
"11","FRCH",2020-06-26 15:15:00,1569.71094490343,2020-06-26 08:00:00,72.1772727272727,50.165,49.4818181818182,35.9109090909091,1569.71094490343
"12","FRCH",2020-06-26 15:30:00,1623.53180500009,2020-06-26 08:00:00,72.2772727272727,50.1435714285714,49.5090909090909,37.6954545454545,1623.53180500009
"13","FRCH",2020-06-26 15:45:00,1598.86391078911,2020-06-26 08:00:00,72.4627272727273,50.2014285714286,49.5363636363636,34.8290909090909,1598.86391078911
"14","FRCH",2020-06-26 16:00:00,1642.59335961766,2020-06-26 08:00:00,72.9063636363636,50.1385714285714,49.5636363636364,39.8018181818182,1642.59335961766
"15","FRCH",2020-06-26 16:15:00,1629.13814459351,2020-06-26 08:00:00,73.0790909090909,50.0542857142857,49.5818181818182,34.75,1629.13814459351
"16","FRCH",2020-06-26 16:30:00,1601.10644662648,2020-06-26 08:00:00,73.0754545454545,50.0635714285714,49.6181818181818,37.1463636363636,1601.10644662648
"17","FRCH",2020-06-26 16:45:00,1622.41053708142,2020-06-26 08:00:00,73.1463636363636,50.0278571428571,49.6636363636364,36.6027272727273,1622.41053708142
"18","FRCH",2020-06-26 17:00:00,1629.13814459351,2020-06-26 08:00:00,73.0609090909091,50.0478571428571,49.6727272727273,33.0581818181818,1629.13814459351
"19","FRCH",2020-06-26 17:15:00,1624.65307291879,2020-06-26 08:00:00,72.8390909090909,50.0442857142857,49.6909090909091,33.2609090909091,1624.65307291879
"20","FRCH",2020-06-26 17:30:00,1638.10828794295,2020-06-26 08:00:00,72.6754545454545,50.025,49.7,33.7363636363636,1638.10828794295
"21","FRCH",2020-06-26 17:45:00,1635.86575210557,2020-06-26 08:00:00,72.6681818181818,50.0835714285714,49.7363636363636,32.0690909090909,1635.86575210557
"22","FRCH",2020-06-26 18:00:00,1647.07843129238,2020-06-26 08:00:00,72.6272727272727,50.0985714285714,49.7545454545455,42.5809090909091,1647.07843129238
