,Site,DateTime,MeanDischarge,frch.fdom.1,fDOM.QSU,nitrateuM,frch.spcond.1,SpCond.uScm,frch.turb.1,Turbidity.FNU
1,FRCH,6/18/20 20:45,375.5598388,,64.51545455,32.475,,72.13636364,,16.43909091
2,FRCH,6/18/20 21:00,380.6334181,,64.47636364,32.475,,72.14545455,,15.51363636
3,FRCH,6/18/20 21:15,381.6049728,,64.35181818,32.49,,72.17272727,,14.97545455
4,FRCH,6/18/20 21:30,384.613603,,64.15363636,32.45142857,,72.21818182,,15.45545455
5,FRCH,6/18/20 21:45,386.8561388,,64.14090909,32.44142857,,72.22727273,,15.07909091
6,FRCH,6/18/20 22:00,387.239186,,64.15818182,32.42928571,,72.27272727,,13.57636364
7,FRCH,6/18/20 22:15,390.8363237,,63.83181818,32.40928571,,72.30909091,,14.52
8,FRCH,6/18/20 22:30,393.6394935,,63.86363636,32.43285714,,72.32727273,,15.99636364
9,FRCH,6/18/20 22:45,393.8728275,,63.62636364,32.38928571,,72.31818182,,13.59363636
10,FRCH,6/18/20 23:00,397.6196785,,63.56818182,32.39928571,,72.33636364,,15.62181818
11,FRCH,6/18/20 23:15,397.2645049,,63.39090909,32.38285714,,72.33636364,,14.63363636
12,FRCH,6/18/20 23:30,401.7774502,,63.24,32.39714286,,72.37272727,,15.49818182
13,FRCH,6/18/20 23:45,402.7211313,,63.33,32.34928571,,72.38181818,,14.58
14,FRCH,6/19/20 0:00,404.2254464,,63.11545455,32.365,,72.44545455,,14.74636364
15,FRCH,6/19/20 0:15,406.318269,,63.24090909,32.36428571,,72.47272727,,13.14545455
16,FRCH,6/19/20 0:30,405.2248747,,63.19727273,32.39928571,,72.5,,14.57090909
17,FRCH,6/19/20 0:45,407.439537,,63.00090909,32.36928571,,72.56363636,,15.17
18,FRCH,6/19/20 1:00,411.4197219,,63.06090909,32.39,,72.6,,13.55727273
19,FRCH,6/19/20 1:15,410.6536275,,62.91545455,32.37714286,,72.66363636,,14.72454545
20,FRCH,6/19/20 1:30,414.988986,,62.72272727,32.37785714,,72.68181818,,14.64090909
21,FRCH,6/19/20 1:45,416.6987615,,62.80090909,32.38928571,,72.72727273,,14.31727273
