"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"9318","POKE",2020-09-09 06:00:00,1490.47323648317,"2020-09-09 06:00:00",69.23,"2020-09-09 06:00:00",28.0133333333333
"9319","POKE",2020-09-09 06:15:00,1471.23656688427,"2020-09-09 06:15:00",69.26,"2020-09-09 06:15:00",27.966
"9320","POKE",2020-09-09 06:30:00,1472.50061742973,"2020-09-09 06:30:00",69.16,"2020-09-09 06:30:00",27.9
"9321","POKE",2020-09-09 06:45:00,1485.86747223616,"2020-09-09 06:45:00",69.07,"2020-09-09 06:45:00",27.8533333333333
"9322","POKE",2020-09-09 07:00:00,1492.55089963949,"2020-09-09 07:00:00",69.05,"2020-09-09 07:00:00",27.862
"9323","POKE",2020-09-09 07:15:00,1485.86747223616,"2020-09-09 07:15:00",68.85,"2020-09-09 07:15:00",27.7766666666667
"9324","POKE",2020-09-09 07:30:00,1503.4769166137,"2020-09-09 07:30:00",68.81,"2020-09-09 07:30:00",27.7506666666667
"9325","POKE",2020-09-09 07:45:00,1503.02647867904,"2020-09-09 07:45:00",68.81,"2020-09-09 07:45:00",27.7446666666667
"9326","POKE",2020-09-09 08:00:00,1509.34673140623,"2020-09-09 08:00:00",68.8,"2020-09-09 08:00:00",27.7
"9327","POKE",2020-09-09 08:15:00,1534.00277786312,"2020-09-09 08:15:00",68.81,"2020-09-09 08:15:00",27.6486666666667
"9328","POKE",2020-09-09 08:30:00,1517.74464728968,"2020-09-09 08:30:00",68.79,"2020-09-09 08:30:00",27.6106666666667
"9329","POKE",2020-09-09 08:45:00,1534.45321579772,"2020-09-09 08:45:00",68.83,"2020-09-09 08:45:00",27.6166666666667
"9330","POKE",2020-09-09 09:00:00,1538.60854211007,"2020-09-09 09:00:00",68.84,"2020-09-09 09:00:00",27.5546666666667
"9331","POKE",2020-09-09 09:15:00,1529.84745155065,"2020-09-09 09:15:00",68.81,"2020-09-09 09:15:00",27.5226666666667
"9332","POKE",2020-09-09 09:30:00,1529.03383893991,"2020-09-09 09:30:00",68.93,"2020-09-09 09:30:00",27.4673333333333
"9333","POKE",2020-09-09 09:45:00,1552.876272786,"2020-09-09 09:45:00",68.95,"2020-09-09 09:45:00",27.426
"9334","POKE",2020-09-09 10:00:00,1550.34817169514,"2020-09-09 10:00:00",68.86,"2020-09-09 10:00:00",27.3493333333333
