"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"502","POKE",2020-06-09 10:15:00,658.775409328169,"2020-06-09 10:15:00",30.09,"2020-06-09 10:15:00",31.99125
"503","POKE",2020-06-09 10:30:00,656.247308237304,"2020-06-09 10:30:00",29.89,"2020-06-09 10:30:00",32.020625
"504","POKE",2020-06-09 10:45:00,662.930735640519,"2020-06-09 10:45:00",29.73,"2020-06-09 10:45:00",31.96
"505","POKE",2020-06-09 11:00:00,654.983257691842,"2020-06-09 11:00:00",29.55,"2020-06-09 11:00:00",31.9975
"506","POKE",2020-06-09 11:15:00,677.56164099247,"2020-06-09 11:15:00",29.42,"2020-06-09 11:15:00",31.965625
"507","POKE",2020-06-09 11:30:00,675.847152512346,"2020-06-09 11:30:00",29.18,"2020-06-09 11:30:00",31.95875
"508","POKE",2020-06-09 11:45:00,678.825691537932,"2020-06-09 11:45:00",28.95,"2020-06-09 11:45:00",31.949375
"509","POKE",2020-06-09 12:00:00,677.56164099247,"2020-06-09 12:00:00",28.75,"2020-06-09 12:00:00",31.8975
"510","POKE",2020-06-09 12:15:00,682.981017850281,"2020-06-09 12:15:00",28.44,"2020-06-09 12:15:00",31.87625
"511","POKE",2020-06-09 12:30:00,682.530579915678,"2020-06-09 12:30:00",28.18,"2020-06-09 12:30:00",31.8725
"512","POKE",2020-06-09 12:45:00,678.375253603212,"2020-06-09 12:45:00",27.96,"2020-06-09 12:45:00",31.845
"513","POKE",2020-06-09 13:00:00,687.136344162747,"2020-06-09 13:00:00",27.66,"2020-06-09 13:00:00",31.838125
"514","POKE",2020-06-09 13:15:00,682.981017850281,"2020-06-09 13:15:00",27.53,"2020-06-09 13:15:00",31.86625
"515","POKE",2020-06-09 13:30:00,698.875973747694,"2020-06-09 13:30:00",27.49,"2020-06-09 13:30:00",31.845625
"516","POKE",2020-06-09 13:45:00,686.773169486609,"2020-06-09 13:45:00",27.36,"2020-06-09 13:45:00",31.8875
"517","POKE",2020-06-09 14:00:00,703.932175929425,"2020-06-09 14:00:00",27.32,"2020-06-09 14:00:00",31.8825
"518","POKE",2020-06-09 14:15:00,709.801990721957,"2020-06-09 14:15:00",27.42,"2020-06-09 14:15:00",31.88
"519","POKE",2020-06-09 14:30:00,716.485418125289,"2020-06-09 14:30:00",27.4,"2020-06-09 14:30:00",31.89375
"520","POKE",2020-06-09 14:45:00,710.252428656619,"2020-06-09 14:45:00",27.42,"2020-06-09 14:45:00",31.85
"521","POKE",2020-06-09 15:00:00,713.594142358226,"2020-06-09 15:00:00",26.99,"2020-06-09 15:00:00",31.8593333333333
"522","POKE",2020-06-09 15:15:00,727.411435099493,"2020-06-09 15:15:00",25.15,"2020-06-09 15:15:00",31.8825
"523","POKE",2020-06-09 15:30:00,715.308630838408,"2020-06-09 15:30:00",19.65,"2020-06-09 15:30:00",31.88
"524","POKE",2020-06-09 15:45:00,734.54530043737,"2020-06-09 15:45:00",21.11,"2020-06-09 15:45:00",31.869375
"525","POKE",2020-06-09 16:00:00,737.073401528294,"2020-06-09 16:00:00",23.77,"2020-06-09 16:00:00",31.8326666666667
"526","POKE",2020-06-09 16:15:00,747.098542633117,"2020-06-09 16:15:00",19.1,"2020-06-09 16:15:00",31.902
"527","POKE",2020-06-09 16:30:00,734.995738372148,"2020-06-09 16:30:00",15.96,"2020-06-09 16:30:00",31.8593333333333
"528","POKE",2020-06-09 16:45:00,726.234647812613,"2020-06-09 16:45:00",16.52,"2020-06-09 16:45:00",31.8893333333333
"529","POKE",2020-06-09 17:00:00,737.523839463014,"2020-06-09 17:00:00",17.04,"2020-06-09 17:00:00",31.8953333333333
"530","POKE",2020-06-09 17:15:00,739.60150261916,"2020-06-09 17:15:00",16.5,"2020-06-09 17:15:00",31.9446666666667
"531","POKE",2020-06-09 17:30:00,747.548980567837,"2020-06-09 17:30:00",16.98,"2020-06-09 17:30:00",31.9073333333333
