"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","VAUL",2020-08-12 00:30:00,356.17157598678,2020-08-12,191.153636363636,26.818,222.8,50.8218181818182
"2","VAUL",2020-08-12 00:45:00,359.672564089764,2020-08-12,191.814545454545,26.716,223.3,49.1745454545455
"3","VAUL",2020-08-12 01:00:00,359.672564089764,2020-08-12,192.145454545455,26.782,224.1,47.6663636363636
"4","VAUL",2020-08-12 01:15:00,368.425034347048,2020-08-12,192.934545454545,26.676,224.972727272727,47.4681818181818
"5","VAUL",2020-08-12 01:30:00,371.926022450032,2020-08-12,192.966363636364,26.852,225.6,51.2981818181818
"6","VAUL",2020-08-12 01:45:00,370.17552839854,2020-08-12,194.566363636364,26.946,226.081818181818,48.8290909090909
"7","VAUL",2020-08-12 02:00:00,368.425034347048,2020-08-12,195.402727272727,26.924,226.472727272727,51.4063636363636
"8","VAUL",2020-08-12 02:15:00,375.427010552899,2020-08-12,196.440909090909,26.734,226.781818181818,52.9972727272727
"9","VAUL",2020-08-12 02:30:00,377.177504604391,2020-08-12,197.292727272727,26.666,227.1,48.1109090909091
"10","VAUL",2020-08-12 02:45:00,384.179480810242,2020-08-12,197.620909090909,26.754,227.5,50.95
"11","VAUL",2020-08-12 03:00:00,380.678492707317,2020-08-12,198.294545454545,26.64,227.9,48.0445454545455
"12","VAUL",2020-08-12 03:15:00,378.927998655883,2020-08-12,199.046363636364,26.904,228.172727272727,51.9136363636364
"13","VAUL",2020-08-12 03:30:00,359.672564089764,2020-08-12,199.163636363636,26.814,228.309090909091,60.7463636363636
"14","VAUL",2020-08-12 03:45:00,361.423058141198,2020-08-12,200.817272727273,26.962,228.481818181818,48.2227272727273
"15","VAUL",2020-08-12 04:00:00,359.672564089764,2020-08-12,199.92,27.044,228.563636363636,54.0863636363636
"16","VAUL",2020-08-12 04:15:00,370.17552839854,2020-08-12,201.15,26.934,228.7,43.4127272727273
"17","VAUL",2020-08-12 04:30:00,371.926022450032,2020-08-12,201.058181818182,26.808,228.8,48.0781818181818
"18","VAUL",2020-08-12 04:45:00,384.179480810242,2020-08-12,201.16,26.854,228.872727272727,49.8536363636364
"19","VAUL",2020-08-12 05:00:00,385.929974861734,2020-08-12,201.273636363636,26.936,228.972727272727,50.5209090909091
"20","VAUL",2020-08-12 05:15:00,387.680468913168,2020-08-12,201.507272727273,26.91,228.963636363636,49.9072727272727
"21","VAUL",2020-08-12 05:30:00,399.933927273494,2020-08-12,201.536363636364,26.976,228.9,49.7609090909091
"22","VAUL",2020-08-12 05:45:00,401.684421324928,2020-08-12,201.42,26.936,229.054545454545,47.01
"23","VAUL",2020-08-12 06:00:00,399.933927273494,2020-08-12,202.185454545455,26.912,229.145454545455,50.4527272727273
"24","VAUL",2020-08-12 06:15:00,408.686397530779,2020-08-12,202.270909090909,27.01,229.272727272727,48.1390909090909
