"","Site","DateTime","Q","day","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","POKE",2020-08-02 23:15:00,753.338696611929,2020-08-02 08:00:00,51.49,32.1053333333333,90.6,13.25,753.338696611929
"2","POKE",2020-08-02 23:30:00,756.172051317059,2020-08-02 08:00:00,51.47,32.1266666666667,90.6,13.79,756.172051317059
"3","POKE",2020-08-02 23:45:00,756.172051317059,2020-08-02 08:00:00,51.46,32.0393333333333,90.7,13.96,756.172051317059
"4","POKE",2020-08-03 00:00:00,781.672243663226,2020-08-03 08:00:00,51.57,32.034,90.7,14.09,781.672243663226
"5","POKE",2020-08-03 00:15:00,784.50559836824,2020-08-03 08:00:00,51.74,31.8753333333333,90.8,13.29,784.50559836824
"6","POKE",2020-08-03 00:30:00,798.672371893888,2020-08-03 08:00:00,51.93,31.8293333333333,90.8,12.27,798.672371893888
"7","POKE",2020-08-03 00:45:00,812.839145419537,2020-08-03 08:00:00,52.23,31.6526666666667,90.8,12.57,812.839145419537
"8","POKE",2020-08-03 01:00:00,835.505983060459,2020-08-03 08:00:00,52.32,31.4473333333333,90.9,13,835.505983060459
"9","POKE",2020-08-03 01:15:00,849.672756586107,2020-08-03 08:00:00,52.02,31.198,90.9,13.98,849.672756586107
"10","POKE",2020-08-03 01:30:00,880.839658342418,2020-08-03 08:00:00,51.8,30.9786666666667,91,13.74,880.839658342418
"11","POKE",2020-08-03 01:45:00,914.839914803859,2020-08-03 08:00:00,51.88,30.748,91,13.06,914.839914803859
"12","POKE",2020-08-03 02:00:00,943.17346185504,2020-08-03 08:00:00,51.82,30.403125,91.1,12.72,943.17346185504
"13","POKE",2020-08-03 02:15:00,991.340491842013,2020-08-03 08:00:00,51.8,30,91.2,13.94,991.340491842013
"14","POKE",2020-08-03 02:30:00,1042.34087653423,2020-08-03 08:00:00,51.42,29.556875,91.2,14.61,1042.34087653423
"15","POKE",2020-08-03 02:45:00,1099.00797063659,2020-08-03 08:00:00,51.23,29.055,91.3,13.88,1099.00797063659
"16","POKE",2020-08-03 03:00:00,1150.00835532881,2020-08-03 08:00:00,51.34,28.615625,91.4,12.44,1150.00835532881
"17","POKE",2020-08-03 03:15:00,1198.17538531579,2020-08-03 08:00:00,51.35,28.4225,91.5,11.94,1198.17538531579
"18","POKE",2020-08-03 03:30:00,1280.34267176432,2020-08-03 08:00:00,51.36,27.9025,91.5,12.61,1280.34267176432
"19","POKE",2020-08-03 03:45:00,1331.34305645642,2020-08-03 08:00:00,51.2,27.609375,91.6,13.53,1331.34305645642
"20","POKE",2020-08-03 04:00:00,1410.67698819982,2020-08-03 08:00:00,50.92,27.010625,91.6,13.32,1410.67698819982
"21","POKE",2020-08-03 04:15:00,1504.17769346875,2020-08-03 08:00:00,50.73,27.14375,91.7,13.51,1504.17769346875
"22","POKE",2020-08-03 04:30:00,1577.84491580189,2020-08-03 08:00:00,50.71,26.570625,91.7,13.2,1577.84491580189
"23","POKE",2020-08-03 04:45:00,1651.51213813503,2020-08-03 08:00:00,50.65,26.203125,91.8,12.46,1651.51213813503
"24","POKE",2020-08-03 05:00:00,1739.34613399371,2020-08-03 08:00:00,50.58,26.011875,91.9,13.07,1739.34613399371
"25","POKE",2020-08-03 05:15:00,1841.34690337803,2020-08-03 08:00:00,50.31,25.59875,91.9,13.86,1841.34690337803
"26","POKE",2020-08-03 05:30:00,1934.84760864696,2020-08-03 08:00:00,50.17,25.544375,91.9,14.03,1934.84760864696
"27","POKE",2020-08-03 05:45:00,2014.18154039036,2020-08-03 08:00:00,49.91,25.180625,92,13.81,2014.18154039036
"28","POKE",2020-08-03 06:00:00,2102.01553624903,2020-08-03 08:00:00,49.83,24.89,92.1,13.57,2102.01553624903
"29","POKE",2020-08-03 06:15:00,2195.51624151808,2020-08-03 08:00:00,49.88,24.798125,92.1,12.76,2195.51624151808
"30","POKE",2020-08-03 06:30:00,2280.51688267163,2020-08-03 08:00:00,50.05,24.56375,92.1,12.94,2280.51688267163
"31","POKE",2020-08-03 06:45:00,2359.85081441491,2020-08-03 08:00:00,50.17,24.514375,92.2,13.29,2359.85081441491
"32","POKE",2020-08-03 07:00:00,2416.51790851739,2020-08-03 08:00:00,50.07,24.3675,92.2,13.39,2416.51790851739
"33","POKE",2020-08-03 07:15:00,2484.51842144027,2020-08-03 08:00:00,50.06,24.446875,92.2,18.02,2484.51842144027
"34","POKE",2020-08-03 07:30:00,2555.35228906816,2020-08-03 08:00:00,49.86,24.468125,92.2,17.52,2555.35228906816
"35","POKE",2020-08-03 07:45:00,2606.35267376038,2020-08-03 08:00:00,49.77,24.225,92.2,15.04,2606.35267376038
"36","POKE",2020-08-03 08:00:00,2648.85299433721,2020-08-03 08:00:00,49.85,24.4075,92.2,16.96,2648.85299433721
"37","POKE",2020-08-03 08:15:00,2705.52008843957,2020-08-03 08:00:00,49.27,24.1375,92.1,23.48,2705.52008843957
"38","POKE",2020-08-03 08:30:00,2739.52034490102,2020-08-03 08:00:00,48.72,24.408125,92.1,24.74,2739.52034490102
"39","POKE",2020-08-03 08:45:00,2765.02053724707,2020-08-03 08:00:00,48.49,24.43875,92,23.12,2765.02053724707
"40","POKE",2020-08-03 09:00:00,2773.52060136246,2020-08-03 08:00:00,47.93,24.29625,91.9,21.75,2773.52060136246
"41","POKE",2020-08-03 09:15:00,2807.5208578239,2020-08-03 08:00:00,47.61,24.506875,91.6,31.96,2807.5208578239
"42","POKE",2020-08-03 09:30:00,2816.02092193929,2020-08-03 08:00:00,47.03,24.57875,91.3,35.95,2816.02092193929
"43","POKE",2020-08-03 09:45:00,2844.35446899047,2020-08-03 08:00:00,46.83,24.341875,91,39.4,2844.35446899047
