"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"5063","POKE",2020-07-26 22:15:00,932.491778160969,"2020-07-26 22:15:00",44.66,"2020-07-26 22:15:00",27.946
"5064","POKE",2020-07-26 22:30:00,928.33645184862,"2020-07-26 22:30:00",44.41,"2020-07-26 22:30:00",27.97125
"5065","POKE",2020-07-26 22:45:00,939.625643499021,"2020-07-26 22:45:00",44.45,"2020-07-26 22:45:00",27.99875
"5066","POKE",2020-07-26 23:00:00,942.967357200629,"2020-07-26 23:00:00",44.5,"2020-07-26 23:00:00",27.926875
"5067","POKE",2020-07-26 23:15:00,950.914835149248,"2020-07-26 23:15:00",44.49,"2020-07-26 23:15:00",27.94125
"5068","POKE",2020-07-26 23:30:00,946.309070902236,"2020-07-26 23:30:00",44.65,"2020-07-26 23:30:00",27.8893333333333
"5069","POKE",2020-07-26 23:45:00,956.334212007059,"2020-07-26 23:45:00",44.88,"2020-07-26 23:45:00",27.8773333333333
"5070","POKE",2020-07-27 00:00:00,954.256548850855,"2020-07-27 00:00:00",45.03,"2020-07-27 00:00:00",27.892
"5071","POKE",2020-07-27 00:15:00,953.442936240113,"2020-07-27 00:15:00",45.09,"2020-07-27 00:15:00",27.85
"5072","POKE",2020-07-27 00:30:00,962.654464734194,"2020-07-27 00:30:00",45.18,"2020-07-27 00:30:00",27.80625
"5073","POKE",2020-07-27 00:45:00,976.922195410181,"2020-07-27 00:45:00",45.29,"2020-07-27 00:45:00",27.852
"5074","POKE",2020-07-27 01:00:00,976.922195410181,"2020-07-27 01:00:00",45.46,"2020-07-27 01:00:00",27.8386666666667
"5075","POKE",2020-07-27 01:15:00,988.661824995128,"2020-07-27 01:15:00",45.59,"2020-07-27 01:15:00",27.835625
"5076","POKE",2020-07-27 01:30:00,979.537559759628,"2020-07-27 01:30:00",45.55,"2020-07-27 01:30:00",27.85125
"5077","POKE",2020-07-27 01:45:00,988.298650319164,"2020-07-27 01:45:00",45.53,"2020-07-27 01:45:00",27.810625
"5078","POKE",2020-07-27 02:00:00,970.776469200209,"2020-07-27 02:00:00",45.5,"2020-07-27 02:00:00",27.816
"5079","POKE",2020-07-27 02:15:00,988.749088253826,"2020-07-27 02:15:00",45.44,"2020-07-27 02:15:00",27.73
"5080","POKE",2020-07-27 02:30:00,994.168465111579,"2020-07-27 02:30:00",45.52,"2020-07-27 02:30:00",27.74375
"5081","POKE",2020-07-27 02:45:00,994.168465111579,"2020-07-27 02:45:00",45.56,"2020-07-27 02:45:00",27.643125
"5082","POKE",2020-07-27 03:00:00,1008.79937046359,"2020-07-27 03:00:00",45.25,"2020-07-27 03:00:00",27.5825
"5083","POKE",2020-07-27 03:15:00,997.510178813187,"2020-07-27 03:15:00",45.12,"2020-07-27 03:15:00",27.535625
