"","Site","DateTime","MeanDischarge","poke.fdom.1","fDOM.RFU","poke.no3.1","nitrateuM"
"3711","POKE",2020-07-12 20:15:00,664.456575961842,"2020-07-12 20:15:00",25.53,"2020-07-12 20:15:00",27.168125
"3712","POKE",2020-07-12 20:30:00,656.509098013106,"2020-07-12 20:30:00",26.02,"2020-07-12 20:30:00",27.1275
"3713","POKE",2020-07-12 20:45:00,656.509098013106,"2020-07-12 20:45:00",26.23,"2020-07-12 20:45:00",27.156875
"3714","POKE",2020-07-12 21:00:00,655.245047467644,"2020-07-12 21:00:00",26.16,"2020-07-12 21:00:00",27.084375
"3715","POKE",2020-07-12 21:15:00,663.192525416438,"2020-07-12 21:15:00",25.81,"2020-07-12 21:15:00",27.155625
"3716","POKE",2020-07-12 21:30:00,673.217666521261,"2020-07-12 21:30:00",25.65,"2020-07-12 21:30:00",27.060625
"3717","POKE",2020-07-12 21:45:00,663.192525416438,"2020-07-12 21:45:00",25.59,"2020-07-12 21:45:00",27.06375
"3718","POKE",2020-07-12 22:00:00,679.901093924593,"2020-07-12 22:00:00",25.53,"2020-07-12 22:00:00",26.988125
"3719","POKE",2020-07-12 22:15:00,687.848571873212,"2020-07-12 22:15:00",25.36,"2020-07-12 22:15:00",26.9875
"3720","POKE",2020-07-12 22:30:00,705.821190926828,"2020-07-12 22:30:00",24.97,"2020-07-12 22:30:00",26.865625
"3721","POKE",2020-07-12 22:45:00,720.452096278837,"2020-07-12 22:45:00",24.95,"2020-07-12 22:45:00",26.791875
"3722","POKE",2020-07-12 23:00:00,712.504618330044,"2020-07-12 23:00:00",24.73,"2020-07-12 23:00:00",26.7625
"3723","POKE",2020-07-12 23:15:00,728.399574227456,"2020-07-12 23:15:00",24.98,"2020-07-12 23:15:00",26.776875
"3724","POKE",2020-07-12 23:30:00,736.347052176134,"2020-07-12 23:30:00",25.48,"2020-07-12 23:30:00",26.615
"3725","POKE",2020-07-12 23:45:00,746.372193281073,"2020-07-12 23:45:00",25.98,"2020-07-12 23:45:00",26.589375
"3726","POKE",2020-07-13 00:00:00,755.583721775154,"2020-07-13 00:00:00",26.27,"2020-07-13 00:00:00",26.48375
"3727","POKE",2020-07-13 00:15:00,781.50381877739,"2020-07-13 00:15:00",26.37,"2020-07-13 00:15:00",26.41625
"3728","POKE",2020-07-13 00:30:00,789.451296726184,"2020-07-13 00:30:00",26.46,"2020-07-13 00:30:00",26.271875
"3729","POKE",2020-07-13 00:45:00,791.979397817049,"2020-07-13 00:45:00",26.49,"2020-07-13 00:45:00",26.291875
"3730","POKE",2020-07-13 01:00:00,809.952016870491,"2020-07-13 01:00:00",26.31,"2020-07-13 01:00:00",26.20375
"3731","POKE",2020-07-13 01:15:00,811.216067415953,"2020-07-13 01:15:00",26.41,"2020-07-13 01:15:00",26.12625
"3732","POKE",2020-07-13 01:30:00,833.794450716581,"2020-07-13 01:30:00",26.53,"2020-07-13 01:30:00",26.060625
"3733","POKE",2020-07-13 01:45:00,832.980838105839,"2020-07-13 01:45:00",26.38,"2020-07-13 01:45:00",26.030625
"3734","POKE",2020-07-13 02:00:00,843.005979210779,"2020-07-13 02:00:00",26.07,"2020-07-13 02:00:00",25.983125
"3735","POKE",2020-07-13 02:15:00,855.559221406525,"2020-07-13 02:15:00",25.88,"2020-07-13 02:15:00",25.836875
"3736","POKE",2020-07-13 02:30:00,866.034800446127,"2020-07-13 02:30:00",25.56,"2020-07-13 02:30:00",25.753125
"3737","POKE",2020-07-13 02:45:00,894.032560604566,"2020-07-13 02:45:00",25.01,"2020-07-13 02:45:00",25.67875
"3738","POKE",2020-07-13 03:00:00,887.799571136071,"2020-07-13 03:00:00",25.02,"2020-07-13 03:00:00",25.59
"3739","POKE",2020-07-13 03:15:00,900.35281333176,"2020-07-13 03:15:00",25.38,"2020-07-13 03:15:00",25.433125
"3740","POKE",2020-07-13 03:30:00,918.325432385318,"2020-07-13 03:30:00",25.55,"2020-07-13 03:30:00",25.356875
"3741","POKE",2020-07-13 03:45:00,920.853533476242,"2020-07-13 03:45:00",25.22,"2020-07-13 03:45:00",25.274375
"3742","POKE",2020-07-13 04:00:00,928.801011424861,"2020-07-13 04:00:00",25.26,"2020-07-13 04:00:00",25.22125
"3743","POKE",2020-07-13 04:15:00,959.050961256784,"2020-07-13 04:15:00",25.48,"2020-07-13 04:15:00",25.14
"3744","POKE",2020-07-13 04:30:00,1086.18236515264,"2020-07-13 04:30:00",25.54,"2020-07-13 04:30:00",24.98875
"3745","POKE",2020-07-13 04:45:00,1100.81327050464,"2020-07-13 04:45:00",25.33,"2020-07-13 04:45:00",25.02
"3746","POKE",2020-07-13 05:00:00,1105.41903475166,"2020-07-13 05:00:00",25.2,"2020-07-13 05:00:00",25.03875
"3747","POKE",2020-07-13 05:15:00,1103.34137159545,"2020-07-13 05:15:00",25.27,"2020-07-13 05:15:00",24.959375
"3748","POKE",2020-07-13 05:30:00,1127.1838054416,"2020-07-13 05:30:00",25.23,"2020-07-13 05:30:00",24.998125
"3749","POKE",2020-07-13 05:45:00,1118.42271488218,"2020-07-13 05:45:00",25.06,"2020-07-13 05:45:00",24.964375
"3750","POKE",2020-07-13 06:00:00,1134.68084545562,"2020-07-13 06:00:00",24.8,"2020-07-13 06:00:00",24.979375
"3751","POKE",2020-07-13 06:15:00,1111.28884954413,"2020-07-13 06:15:00",24.51,"2020-07-13 06:15:00",24.9525
"3752","POKE",2020-07-13 06:30:00,1135.13128339022,"2020-07-13 06:30:00",24.47,"2020-07-13 06:30:00",25.03375
"3753","POKE",2020-07-13 06:45:00,1113.36651270039,"2020-07-13 06:45:00",24.2,"2020-07-13 06:45:00",24.9475
"3754","POKE",2020-07-13 07:00:00,1123.39165380521,"2020-07-13 07:00:00",23.99,"2020-07-13 07:00:00",24.95375
"3755","POKE",2020-07-13 07:15:00,1122.12760325981,"2020-07-13 07:15:00",23.92,"2020-07-13 07:15:00",24.92625
"3756","POKE",2020-07-13 07:30:00,1096.20750625758,"2020-07-13 07:30:00",23.88,"2020-07-13 07:30:00",24.93625
"3757","POKE",2020-07-13 07:45:00,1097.02111886832,"2020-07-13 07:45:00",23.79,"2020-07-13 07:45:00",24.976875
"3758","POKE",2020-07-13 08:00:00,1112.46563683101,"2020-07-13 08:00:00",23.63,"2020-07-13 08:00:00",24.97125
"3759","POKE",2020-07-13 08:15:00,1089.43681559566,"2020-07-13 08:15:00",23.23,"2020-07-13 08:15:00",24.89875
"3760","POKE",2020-07-13 08:30:00,1101.99005779153,"2020-07-13 08:30:00",22.19,"2020-07-13 08:30:00",24.86
"3761","POKE",2020-07-13 08:45:00,1092.77852929727,"2020-07-13 08:45:00",21.54,"2020-07-13 08:45:00",24.849375
