"","Site","DateTime","Q","day","fDOM.RFU","nitrateuM","SpCond.uScm","Turbidity.FNU","MeanDischarge"
"1","POKE",2020-06-19 06:30:00,424.669550818042,2020-06-19 08:00:00,29.23,27.258,107.8,15.57,424.669550818042
"2","POKE",2020-06-19 06:45:00,478.503290215391,2020-06-19 08:00:00,29.03,26.452,107.8,15.2,478.503290215391
"3","POKE",2020-06-19 07:00:00,504.003482561442,2020-06-19 08:00:00,28.85,25.6326666666667,107.8,22.48,504.003482561442
"4","POKE",2020-06-19 07:15:00,538.003739022883,2020-06-19 08:00:00,28.82,25.366875,107.8,20.71,538.003739022883
"5","POKE",2020-06-19 07:30:00,560.670576663804,2020-06-19 08:00:00,29.05,25.1525,107.8,15.45,560.670576663804
"6","POKE",2020-06-19 07:45:00,563.503931368934,2020-06-19 08:00:00,29.17,25.648125,107.8,15.61,563.503931368934
"7","POKE",2020-06-19 08:00:00,586.170769009856,2020-06-19 08:00:00,29.15,16.28,107.7,15.14,586.170769009856
"8","POKE",2020-06-19 08:15:00,597.504187830375,2020-06-19 08:00:00,29.19,16.1366666666667,107.7,14.91,597.504187830375
"9","POKE",2020-06-19 08:30:00,628.671089586685,2020-06-19 08:00:00,29.01,16.1466666666667,107.7,14.34,628.671089586685
"10","POKE",2020-06-19 08:45:00,654.171281932737,2020-06-19 08:00:00,28.96,16.17,107.6,15.01,654.171281932737
"11","POKE",2020-06-19 09:00:00,674.004764868645,2020-06-19 08:00:00,29.01,15.9966666666667,107.6,21.46,674.004764868645
"12","POKE",2020-06-19 09:15:00,705.171666624956,2020-06-19 08:00:00,29,16.0266666666667,107.6,23.02,705.171666624956
"13","POKE",2020-06-19 09:30:00,725.005149560748,2020-06-19 08:00:00,28.62,11.8025,107.6,20.55,725.005149560748
"14","POKE",2020-06-19 09:45:00,764.672115432448,2020-06-19 08:00:00,28.29,48.27375,107.5,21.35,764.672115432448
"15","POKE",2020-06-19 10:00:00,807.172436009278,2020-06-19 08:00:00,28.07,30.535,107.5,23.94,807.172436009278
"16","POKE",2020-06-19 10:15:00,835.505983060459,2020-06-19 08:00:00,27.91,24.76375,107.5,22.99,835.505983060459
"17","POKE",2020-06-19 10:30:00,897.83978657308,2020-06-19 08:00:00,27.8,24.3475,107.5,21.44,897.83978657308
"18","POKE",2020-06-19 10:45:00,940.34010714991,2020-06-19 08:00:00,27.53,24.36125,107.5,38.91,940.34010714991
"19","POKE",2020-06-19 11:00:00,980.00707302161,2020-06-19 08:00:00,27.4,24.359375,107.4,35.88,980.00707302161
"20","POKE",2020-06-19 11:15:00,1019.67403889319,2020-06-19 08:00:00,27.27,24.30625,107.4,27.02,1019.67403889319
"21","POKE",2020-06-19 11:30:00,1070.67442358541,2020-06-19 08:00:00,27.2,24.23625,107.4,26.29,1070.67442358541
"22","POKE",2020-06-19 11:45:00,1096.17461593146,2020-06-19 08:00:00,27.27,24.05125,107.4,26.08,1096.17461593146
"23","POKE",2020-06-19 12:00:00,1127.34151768778,2020-06-19 08:00:00,27.28,24.00125,107.3,24.29,1127.34151768778
"24","POKE",2020-06-19 12:15:00,1161.34177414922,2020-06-19 08:00:00,27.07,24.13375,107.3,27.87,1161.34177414922
"25","POKE",2020-06-19 12:30:00,1184.00861179025,2020-06-19 08:00:00,27.04,24.284375,107.2,25.61,1184.00861179025
"26","POKE",2020-06-19 12:45:00,1223.67557766184,2020-06-19 08:00:00,27.18,24.415,107.2,21.78,1223.67557766184
"27","POKE",2020-06-19 13:00:00,1232.17564177723,2020-06-19 08:00:00,27.48,24.524375,107.2,21.42,1232.17564177723
"28","POKE",2020-06-19 13:15:00,1249.17577000801,2020-06-19 08:00:00,27.62,24.728125,107.2,19.47,1249.17577000801
"29","POKE",2020-06-19 13:30:00,1263.34254353354,2020-06-19 08:00:00,27.47,25.263125,107.1,22.56,1263.34254353354
"30","POKE",2020-06-19 13:45:00,1269.0092529438,2020-06-19 08:00:00,27.55,25.4325,107,21.76,1269.0092529438
