"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",-0.317311874728147,2,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 4% discharge...2","1",-0.205306655067411,4,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 6% discharge...3","1",-0.19834710743802,6,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 8% discharge...4","1",-0.150500217485827,8,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 10% discharge...5","1",-0.543279686820339,10,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 12% discharge...6","1",-0.683775554588941,12,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 14% discharge...7","1",-0.690082644628091,14,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 16% discharge...8","1",-0.565898216615898,16,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 18% discharge...9","1",-0.564593301435391,18,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 20% discharge...10","1",-0.676381035232701,20,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 22% discharge...11","1",-0.611787733797284,22,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 24% discharge...12","1",-0.487168334058246,24,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 26% discharge...13","1",-0.406046107003028,26,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 28% discharge...14","1",-0.437581557198755,28,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 30% discharge...15","1",-0.4895606785559,30,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 32% discharge...16","1",-0.591126576772503,32,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 34% discharge...17","1",-0.556546324488911,34,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 36% discharge...18","1",-0.481078729882547,36,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 38% discharge...19","1",-0.427577207481501,38,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 40% discharge...20","1",-0.387777294475841,40,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 42% discharge...21","1",-0.368638538494991,42,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 44% discharge...22","1",-0.423662461939973,44,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
"Interpolated HI for 46% discharge...23","1",-0.473466724662887,46,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3",2022-05-31,151
