"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response"
"Interpolated HI for 2% discharge...1","1",-0.236624619399717,2,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 4% discharge...2","1",-0.163331883427553,4,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 6% discharge...3","1",-0.152457590256606,6,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 8% discharge...4","1",-0.111570247933861,8,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 10% discharge...5","1",-0.144845585036944,10,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 12% discharge...6","1",-0.678555893866873,12,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 14% discharge...7","1",-0.531317964332309,14,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 16% discharge...8","1",-0.566768160069561,16,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 18% discharge...9","1",-0.59417137886037,18,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 20% discharge...10","1",-0.670291431056944,20,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 22% discharge...11","1",-0.624401913875559,22,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 24% discharge...12","1",-0.523270987385771,24,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 26% discharge...13","1",-0.404306220095674,26,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 28% discharge...14","1",-0.39386689865157,28,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 30% discharge...15","1",-0.490430622009563,30,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 32% discharge...16","1",-0.598956067855588,32,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
"Interpolated HI for 34% discharge...17","1",-0.571987820791654,34,"STRT_storm1_05_31_NO3","STRT","storm1","05","31","NO3"
