"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.169861202908124,2,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 4% discharge...2","1",0.145076007931256,4,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 6% discharge...3","1",0.160608063450102,6,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 8% discharge...4","1",0.160608063450102,8,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 10% discharge...5","1",0.13251817580966,10,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 12% discharge...6","1",-0.177131526768022,12,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 14% discharge...7","1",-0.17564441506941,14,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 16% discharge...8","1",-0.17564441506941,16,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 18% discharge...9","1",-0.0546926635822956,18,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 20% discharge...10","1",-0.0209847984137559,20,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 22% discharge...11","1",0.0375082617316517,22,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 24% discharge...12","1",0.0725380039656399,24,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 26% discharge...13","1",-0.00181758096496287,26,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 28% discharge...14","1",-0.0698942498347436,28,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 30% discharge...15","1",-0.0698942498347436,30,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 32% discharge...16","1",0.119464639788524,32,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 34% discharge...17","1",-0.0763384005287291,34,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 36% discharge...18","1",-0.0763384005287291,36,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 38% discharge...19","1",-0.0188367481823966,38,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 40% discharge...20","1",0.168539325842722,40,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 42% discharge...21","1",-0.135988103106398,42,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 44% discharge...22","1",-0.108724388631844,44,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 46% discharge...23","1",0.185723727693342,46,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 48% discharge...24","1",-0.383509583608723,48,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 50% discharge...25","1",-0.383509583608723,50,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 52% discharge...26","1",-0.383509583608723,52,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 54% discharge...27","1",-0.383509583608723,54,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 56% discharge...28","1",-0.345670852610698,56,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 58% discharge...29","1",-0.315928618638456,58,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
"Interpolated HI for 60% discharge...30","1",-0.286351619299402,60,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3",2022-06-21,172
