"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response"
"Interpolated HI for 2% discharge...1","1",0.285498944829676,2,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 4% discharge...2","1",0.559692493216763,4,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 6% discharge...3","1",0.559692493216763,6,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 8% discharge...4","1",0.572656014470901,8,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 10% discharge...5","1",0.584715104009656,10,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 12% discharge...6","1",0.601748567983119,12,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 14% discharge...7","1",0.67922821826953,14,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 16% discharge...8","1",0.740277359059402,16,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 18% discharge...9","1",0.711787760024129,18,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 20% discharge...10","1",0.745703949351813,20,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 22% discharge...11","1",0.688724751281267,22,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 24% discharge...12","1",0.722339463370512,24,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 26% discharge...13","1",0.741031052155566,26,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 28% discharge...14","1",0.804190533614732,28,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 30% discharge...15","1",0.757461561652085,30,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 32% discharge...16","1",0.529544769369899,32,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 34% discharge...17","1",0.539342779620118,34,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 36% discharge...18","1",0.523063008742819,36,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 38% discharge...19","1",0.349562858004204,38,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 40% discharge...20","1",0.221736508893567,40,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 42% discharge...21","1",0.210129635212515,42,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 44% discharge...22","1",0.140036177268611,44,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 46% discharge...23","1",0.149381971661128,46,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 48% discharge...24","1",0.173349412119374,48,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 50% discharge...25","1",0.190081398854375,50,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 52% discharge...26","1",0.249924630690358,52,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
"Interpolated HI for 54% discharge...27","1",0.139583961410886,54,"FRCH_storm1_06_21_NO3","FRCH","storm1","06","21","NO3"
