"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2020-07-13 05:46:00,189.57,NA,NA,78.39,-4.37,2020-07-13
"2","CARI",2020-07-13 05:47:00,184.48,NA,NA,78.38,-4.43,2020-07-13
"3","CARI",2020-07-13 05:48:00,194.23,NA,NA,78.38,-4.39,2020-07-13
"4","CARI",2020-07-13 05:49:00,186.37,NA,NA,78.37,-4.34,2020-07-13
"5","CARI",2020-07-13 05:50:00,190.72,NA,NA,78.37,-4.28,2020-07-13
"6","CARI",2020-07-13 05:51:00,184.97,NA,NA,78.38,-3.99,2020-07-13
"7","CARI",2020-07-13 05:52:00,186.88,NA,NA,78.38,-4.03,2020-07-13
"8","CARI",2020-07-13 05:53:00,189.28,NA,NA,78.38,-4.07,2020-07-13
"9","CARI",2020-07-13 05:54:00,185.18,NA,NA,78.39,-4,2020-07-13
"10","CARI",2020-07-13 05:55:00,191.82,NA,NA,78.39,-4.08,2020-07-13
"11","CARI",2020-07-13 05:56:00,188.4,NA,NA,78.37,-4.18,2020-07-13
"12","CARI",2020-07-13 05:57:00,186.41,NA,NA,78.37,-4.16,2020-07-13
"13","CARI",2020-07-13 05:58:00,186.52,NA,NA,78.37,-4.11,2020-07-13
"14","CARI",2020-07-13 05:59:00,186.97,NA,NA,78.38,-4,2020-07-13
"15","CARI",2020-07-13 06:00:00,190.62,NA,27.2,78.38,-4.07,2020-07-13
"16","CARI",2020-07-13 06:01:00,184.22,NA,NA,78.38,-4.13,2020-07-13
"17","CARI",2020-07-13 06:02:00,191.61,NA,NA,78.35,-4.14,2020-07-13
"18","CARI",2020-07-13 06:03:00,192.79,NA,NA,78.35,-4.14,2020-07-13
"19","CARI",2020-07-13 06:04:00,187.34,NA,NA,78.33,-4.22,2020-07-13
"20","CARI",2020-07-13 06:05:00,190.91,NA,NA,78.32,-4.3,2020-07-13
"21","CARI",2020-07-13 06:06:00,187.43,NA,NA,78.33,-4.16,2020-07-13
"22","CARI",2020-07-13 06:07:00,187.82,NA,NA,78.32,-4.21,2020-07-13
"23","CARI",2020-07-13 06:08:00,188.91,NA,NA,78.32,-4.21,2020-07-13
