"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2020-07-27 07:46:00,251.38,NA,NA,73.01,18.14,2020-07-27
"2","CARI",2020-07-27 07:47:00,256.01,NA,NA,73.03,-5.4,2020-07-27
"3","CARI",2020-07-27 07:48:00,255.21,NA,NA,73.01,174.43,2020-07-27
"4","CARI",2020-07-27 07:49:00,257.54,NA,NA,73.01,68.22,2020-07-27
"5","CARI",2020-07-27 07:50:00,257.76,NA,NA,73.01,125.04,2020-07-27
"6","CARI",2020-07-27 07:51:00,252.39,NA,NA,73.02,157.75,2020-07-27
"7","CARI",2020-07-27 07:52:00,253.34,NA,NA,73.02,170.53,2020-07-27
"8","CARI",2020-07-27 07:53:00,257.54,NA,NA,73,162.24,2020-07-27
"9","CARI",2020-07-27 07:54:00,257.44,NA,NA,73.02,157.93,2020-07-27
"10","CARI",2020-07-27 07:55:00,260.32,NA,NA,73.02,107.11,2020-07-27
"11","CARI",2020-07-27 07:56:00,254.79,NA,NA,73.01,178.39,2020-07-27
"12","CARI",2020-07-27 07:57:00,254.54,NA,NA,73.03,176.58,2020-07-27
"13","CARI",2020-07-27 07:58:00,249.93,NA,NA,73,63.32,2020-07-27
"14","CARI",2020-07-27 07:59:00,254.31,NA,NA,73,89.08,2020-07-27
"15","CARI",2020-07-27 08:00:00,259.33,NA,27.2,73,10.11,2020-07-27
"16","CARI",2020-07-27 08:01:00,252.39,NA,NA,72.99,124.32,2020-07-27
"17","CARI",2020-07-27 08:02:00,255.29,NA,NA,72.99,125.38,2020-07-27
"18","CARI",2020-07-27 08:03:00,253.42,NA,NA,72.99,39.26,2020-07-27
"19","CARI",2020-07-27 08:04:00,251.25,NA,NA,73.01,47.56,2020-07-27
"20","CARI",2020-07-27 08:05:00,254.25,NA,NA,73,121.94,2020-07-27
"21","CARI",2020-07-27 08:06:00,258.11,NA,NA,73.02,60.89,2020-07-27
"22","CARI",2020-07-27 08:07:00,259.85,NA,NA,73.02,146.41,2020-07-27
"23","CARI",2020-07-27 08:08:00,253.42,NA,NA,72.99,39.03,2020-07-27
"24","CARI",2020-07-27 08:09:00,262.69,NA,NA,73,34.12,2020-07-27
"25","CARI",2020-07-27 08:10:00,254.88,NA,NA,73,11.82,2020-07-27
"26","CARI",2020-07-27 08:11:00,254.31,NA,NA,73,6.64,2020-07-27
"27","CARI",2020-07-27 08:12:00,255.67,NA,NA,73.03,37.38,2020-07-27
"28","CARI",2020-07-27 08:13:00,255.21,NA,NA,73.01,-4.63,2020-07-27
"29","CARI",2020-07-27 08:14:00,259.85,NA,NA,73.02,-4.43,2020-07-27
"30","CARI",2020-07-27 08:15:00,248.09,NA,27.1,73.02,-4.44,2020-07-27
"31","CARI",2020-07-27 08:16:00,253.69,NA,NA,73.02,-4.44,2020-07-27
"32","CARI",2020-07-27 08:17:00,256.68,NA,NA,73.03,-4.51,2020-07-27
"33","CARI",2020-07-27 08:18:00,260.45,NA,NA,73.01,-4.49,2020-07-27
"34","CARI",2020-07-27 08:19:00,259.11,NA,NA,73.03,-4.48,2020-07-27
"35","CARI",2020-07-27 08:20:00,259.22,NA,NA,73.02,-4.49,2020-07-27
"36","CARI",2020-07-27 08:21:00,262.99,NA,NA,73.02,-4.48,2020-07-27
"37","CARI",2020-07-27 08:22:00,259.52,NA,NA,73.03,-4.64,2020-07-27
"38","CARI",2020-07-27 08:23:00,253.99,NA,NA,73,-5.25,2020-07-27
"39","CARI",2020-07-27 08:24:00,258.76,NA,NA,73.02,-5.21,2020-07-27
"40","CARI",2020-07-27 08:25:00,255.29,NA,NA,73.02,-5.19,2020-07-27
"41","CARI",2020-07-27 08:26:00,257.98,NA,NA,73.01,-5.03,2020-07-27
"42","CARI",2020-07-27 08:27:00,262.69,NA,NA,73.04,-4.92,2020-07-27
"43","CARI",2020-07-27 08:28:00,266.15,NA,NA,73.03,-4.99,2020-07-27
"44","CARI",2020-07-27 08:29:00,260.45,NA,NA,73.03,-5.3,2020-07-27
