"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2020-09-07 01:46:00,263.83,NA,NA,32.88,1.92,2020-09-07
"2","CARI",2020-09-07 01:47:00,265.31,NA,NA,32.94,1.84,2020-09-07
"3","CARI",2020-09-07 01:48:00,258.6,NA,NA,32.92,1.89,2020-09-07
"4","CARI",2020-09-07 01:49:00,264.84,NA,NA,32.9,1.84,2020-09-07
"5","CARI",2020-09-07 01:50:00,268.88,NA,NA,32.89,1.84,2020-09-07
"6","CARI",2020-09-07 01:51:00,266.74,NA,NA,32.89,1.83,2020-09-07
"7","CARI",2020-09-07 01:52:00,256.14,NA,NA,32.94,1.84,2020-09-07
"8","CARI",2020-09-07 01:53:00,263.3,NA,NA,32.92,1.84,2020-09-07
"9","CARI",2020-09-07 01:54:00,261.37,NA,NA,32.9,1.83,2020-09-07
"10","CARI",2020-09-07 01:55:00,268.96,NA,NA,32.9,1.92,2020-09-07
"11","CARI",2020-09-07 01:56:00,256.14,NA,NA,32.9,1.93,2020-09-07
"12","CARI",2020-09-07 01:57:00,264.36,NA,NA,32.93,1.84,2020-09-07
"13","CARI",2020-09-07 01:58:00,266.74,NA,NA,32.91,1.84,2020-09-07
"14","CARI",2020-09-07 01:59:00,265.4,NA,NA,32.89,1.86,2020-09-07
"15","CARI",2020-09-07 02:00:00,270.45,NA,29,32.88,1.93,2020-09-07
"16","CARI",2020-09-07 02:01:00,262.93,NA,NA,32.88,1.92,2020-09-07
"17","CARI",2020-09-07 02:02:00,263.15,NA,NA,32.94,1.77,2020-09-07
"18","CARI",2020-09-07 02:03:00,267.98,NA,NA,32.92,1.81,2020-09-07
"19","CARI",2020-09-07 02:04:00,262.71,NA,NA,32.89,1.89,2020-09-07
"20","CARI",2020-09-07 02:05:00,265.05,NA,NA,32.89,1.85,2020-09-07
"21","CARI",2020-09-07 02:06:00,264.19,NA,NA,32.89,1.86,2020-09-07
"22","CARI",2020-09-07 02:07:00,259.27,NA,NA,32.94,1.89,2020-09-07
"23","CARI",2020-09-07 02:08:00,263.15,NA,NA,32.91,1.89,2020-09-07
"24","CARI",2020-09-07 02:09:00,263.28,NA,NA,32.89,1.82,2020-09-07
"25","CARI",2020-09-07 02:10:00,264.29,NA,NA,32.88,1.87,2020-09-07
"26","CARI",2020-09-07 02:11:00,266.54,NA,NA,32.88,1.87,2020-09-07
"27","CARI",2020-09-07 02:12:00,257.26,NA,NA,32.93,1.88,2020-09-07
"28","CARI",2020-09-07 02:13:00,257.15,NA,NA,32.91,1.9,2020-09-07
"29","CARI",2020-09-07 02:14:00,271.73,NA,NA,32.89,1.93,2020-09-07
"30","CARI",2020-09-07 02:15:00,263.94,NA,28.9,32.89,2,2020-09-07
"31","CARI",2020-09-07 02:16:00,269.68,NA,NA,32.89,1.99,2020-09-07
"32","CARI",2020-09-07 02:17:00,259.94,NA,NA,32.94,1.84,2020-09-07
"33","CARI",2020-09-07 02:18:00,267.24,NA,NA,32.92,1.84,2020-09-07
"34","CARI",2020-09-07 02:19:00,269.67,NA,NA,32.9,1.86,2020-09-07
"35","CARI",2020-09-07 02:20:00,259.94,NA,NA,32.89,1.9,2020-09-07
"36","CARI",2020-09-07 02:21:00,266.09,NA,NA,32.89,1.9,2020-09-07
"37","CARI",2020-09-07 02:22:00,269.26,NA,NA,32.93,1.82,2020-09-07
"38","CARI",2020-09-07 02:23:00,263.7,NA,NA,32.91,1.99,2020-09-07
"39","CARI",2020-09-07 02:24:00,271.18,NA,NA,32.88,1.85,2020-09-07
"40","CARI",2020-09-07 02:25:00,266.09,NA,NA,32.89,1.91,2020-09-07
"41","CARI",2020-09-07 02:26:00,268.18,NA,NA,32.89,1.91,2020-09-07
"42","CARI",2020-09-07 02:27:00,263.4,NA,NA,32.93,1.96,2020-09-07
"43","CARI",2020-09-07 02:28:00,263.15,NA,NA,32.9,1.94,2020-09-07
"44","CARI",2020-09-07 02:29:00,265.39,NA,NA,32.88,1.94,2020-09-07
"45","CARI",2020-09-07 02:30:00,267.65,NA,28.9,32.89,1.98,2020-09-07
"46","CARI",2020-09-07 02:31:00,267.78,NA,NA,32.89,1.97,2020-09-07
"47","CARI",2020-09-07 02:32:00,264.98,NA,NA,32.93,1.95,2020-09-07
"48","CARI",2020-09-07 02:33:00,260.11,NA,NA,32.91,1.92,2020-09-07
"49","CARI",2020-09-07 02:34:00,265.77,NA,NA,32.9,1.94,2020-09-07
"50","CARI",2020-09-07 02:35:00,272.07,NA,NA,32.89,1.94,2020-09-07
"51","CARI",2020-09-07 02:36:00,276.98,NA,NA,32.89,1.94,2020-09-07
"52","CARI",2020-09-07 02:37:00,268.25,NA,NA,32.94,2,2020-09-07
"53","CARI",2020-09-07 02:38:00,270.73,NA,NA,32.92,1.98,2020-09-07
"54","CARI",2020-09-07 02:39:00,271.63,NA,NA,32.91,1.99,2020-09-07
"55","CARI",2020-09-07 02:40:00,273.08,NA,NA,32.91,2.1,2020-09-07
"56","CARI",2020-09-07 02:41:00,264.97,NA,NA,32.91,2.11,2020-09-07
"57","CARI",2020-09-07 02:42:00,268.02,NA,NA,32.94,2.01,2020-09-07
"58","CARI",2020-09-07 02:43:00,267.65,NA,NA,32.92,2.07,2020-09-07
"59","CARI",2020-09-07 02:44:00,265.19,NA,NA,32.89,1.99,2020-09-07
"60","CARI",2020-09-07 02:45:00,266.87,NA,28.8,32.91,2.17,2020-09-07
"61","CARI",2020-09-07 02:46:00,270.27,NA,NA,32.91,2.17,2020-09-07
"62","CARI",2020-09-07 02:47:00,262.06,NA,NA,32.95,1.99,2020-09-07
"63","CARI",2020-09-07 02:48:00,270.92,NA,NA,32.91,2.03,2020-09-07
"64","CARI",2020-09-07 02:49:00,272.07,NA,NA,32.92,2.1,2020-09-07
"65","CARI",2020-09-07 02:50:00,273.77,NA,NA,32.9,2.15,2020-09-07
"66","CARI",2020-09-07 02:51:00,266.64,NA,NA,32.9,2.15,2020-09-07
"67","CARI",2020-09-07 02:52:00,271.63,NA,NA,32.94,2.12,2020-09-07
"68","CARI",2020-09-07 02:53:00,271.25,NA,NA,32.91,2.07,2020-09-07
"69","CARI",2020-09-07 02:54:00,264.64,NA,NA,32.9,2.06,2020-09-07
"70","CARI",2020-09-07 02:55:00,266.43,NA,NA,32.9,2.01,2020-09-07
"71","CARI",2020-09-07 02:56:00,274.48,NA,NA,32.9,2.01,2020-09-07
"72","CARI",2020-09-07 02:57:00,270.11,NA,NA,32.95,2.08,2020-09-07
"73","CARI",2020-09-07 02:58:00,263.85,NA,NA,32.92,2.12,2020-09-07
"74","CARI",2020-09-07 02:59:00,272.32,NA,NA,32.91,1.98,2020-09-07
"75","CARI",2020-09-07 03:00:00,266.67,NA,28.8,32.91,2.06,2020-09-07
"76","CARI",2020-09-07 03:01:00,271.55,NA,NA,32.91,2.09,2020-09-07
"77","CARI",2020-09-07 03:02:00,268.56,NA,NA,32.94,2.06,2020-09-07
"78","CARI",2020-09-07 03:03:00,272.32,NA,NA,32.91,1.97,2020-09-07
"79","CARI",2020-09-07 03:04:00,275.51,NA,NA,32.9,1.99,2020-09-07
"80","CARI",2020-09-07 03:05:00,268.96,NA,NA,32.9,1.97,2020-09-07
"81","CARI",2020-09-07 03:06:00,276.75,NA,NA,32.9,1.97,2020-09-07
"82","CARI",2020-09-07 03:07:00,278.04,NA,NA,32.94,2.01,2020-09-07
"83","CARI",2020-09-07 03:08:00,272.32,NA,NA,32.91,1.96,2020-09-07
"84","CARI",2020-09-07 03:09:00,271.63,NA,NA,32.91,2.31,2020-09-07
"85","CARI",2020-09-07 03:10:00,270.13,NA,NA,32.89,2.12,2020-09-07
"86","CARI",2020-09-07 03:11:00,271.97,NA,NA,32.89,2.13,2020-09-07
"87","CARI",2020-09-07 03:12:00,274.15,NA,NA,32.95,2.11,2020-09-07
"88","CARI",2020-09-07 03:13:00,266.8,NA,NA,32.92,2.11,2020-09-07
"89","CARI",2020-09-07 03:14:00,275.82,NA,NA,32.9,2.14,2020-09-07
"90","CARI",2020-09-07 03:15:00,280.44,NA,28.8,32.9,2.16,2020-09-07
"91","CARI",2020-09-07 03:16:00,270.93,NA,NA,32.9,2.16,2020-09-07
"92","CARI",2020-09-07 03:17:00,279.37,NA,NA,32.94,2.13,2020-09-07
"93","CARI",2020-09-07 03:18:00,266.43,NA,NA,32.91,2.1,2020-09-07
"94","CARI",2020-09-07 03:19:00,283.98,NA,NA,32.9,2.08,2020-09-07
"95","CARI",2020-09-07 03:20:00,272.55,NA,NA,32.9,2.19,2020-09-07
"96","CARI",2020-09-07 03:21:00,278.12,NA,NA,32.9,2.17,2020-09-07
"97","CARI",2020-09-07 03:22:00,282.73,NA,NA,32.96,2.15,2020-09-07
"98","CARI",2020-09-07 03:23:00,275.59,NA,NA,32.93,2.16,2020-09-07
"99","CARI",2020-09-07 03:24:00,282.94,NA,NA,32.91,2.13,2020-09-07
"100","CARI",2020-09-07 03:25:00,284.69,NA,NA,32.91,2.11,2020-09-07
"101","CARI",2020-09-07 03:26:00,275.96,NA,NA,32.91,2.11,2020-09-07
"102","CARI",2020-09-07 03:27:00,284.13,NA,NA,32.96,2.21,2020-09-07
"103","CARI",2020-09-07 03:28:00,287.03,NA,NA,32.92,2.15,2020-09-07
"104","CARI",2020-09-07 03:29:00,276.66,NA,NA,32.92,2.12,2020-09-07
"105","CARI",2020-09-07 03:30:00,278.84,NA,28.8,32.92,2.19,2020-09-07
"106","CARI",2020-09-07 03:31:00,274.59,NA,NA,32.92,2.19,2020-09-07
"107","CARI",2020-09-07 03:32:00,280.88,NA,NA,32.95,2.12,2020-09-07
"108","CARI",2020-09-07 03:33:00,276.39,NA,NA,32.93,2.14,2020-09-07
"109","CARI",2020-09-07 03:34:00,280.44,NA,NA,32.92,2.14,2020-09-07
"110","CARI",2020-09-07 03:35:00,278.46,NA,NA,32.93,2.15,2020-09-07
"111","CARI",2020-09-07 03:36:00,278.12,NA,NA,32.93,2.15,2020-09-07
"112","CARI",2020-09-07 03:37:00,274.71,NA,NA,32.96,2.07,2020-09-07
"113","CARI",2020-09-07 03:38:00,275.16,NA,NA,32.95,2.13,2020-09-07
"114","CARI",2020-09-07 03:39:00,284.79,NA,NA,32.92,2.13,2020-09-07
"115","CARI",2020-09-07 03:40:00,274.34,NA,NA,32.92,2.14,2020-09-07
"116","CARI",2020-09-07 03:41:00,278.04,NA,NA,32.92,2.14,2020-09-07
"117","CARI",2020-09-07 03:42:00,274.27,NA,NA,32.98,2.31,2020-09-07
"118","CARI",2020-09-07 03:43:00,280.78,NA,NA,32.94,2.17,2020-09-07
