"","Site","DateTime","Discharge","fDOM","NO3","SpCond","Turb","day"
"1","CARI",2020-07-09 10:46:00,177.6,NA,NA,77.33,-4.15,2020-07-09
"2","CARI",2020-07-09 10:47:00,180.59,NA,NA,77.33,-4.22,2020-07-09
"3","CARI",2020-07-09 10:48:00,178.91,NA,NA,77.32,-4.23,2020-07-09
"4","CARI",2020-07-09 10:49:00,179.07,NA,NA,77.29,-3.98,2020-07-09
"5","CARI",2020-07-09 10:50:00,182.81,NA,NA,77.28,-4.15,2020-07-09
"6","CARI",2020-07-09 10:51:00,180.79,NA,NA,77.27,-4.12,2020-07-09
"7","CARI",2020-07-09 10:52:00,177.48,NA,NA,77.26,-4.02,2020-07-09
"8","CARI",2020-07-09 10:53:00,177,NA,NA,77.26,-4.02,2020-07-09
"9","CARI",2020-07-09 10:54:00,179.57,NA,NA,77.25,-4.13,2020-07-09
"10","CARI",2020-07-09 10:55:00,181.18,NA,NA,77.28,-4.03,2020-07-09
"11","CARI",2020-07-09 10:56:00,184.22,NA,NA,77.28,-4.14,2020-07-09
"12","CARI",2020-07-09 10:57:00,185.17,NA,NA,77.3,-4.09,2020-07-09
"13","CARI",2020-07-09 10:58:00,185.06,NA,NA,77.3,-4.1,2020-07-09
"14","CARI",2020-07-09 10:59:00,181.86,NA,NA,77.28,-4.08,2020-07-09
"15","CARI",2020-07-09 11:00:00,180.32,NA,27.7,77.31,-4.12,2020-07-09
"16","CARI",2020-07-09 11:01:00,182.96,NA,NA,77.31,-3.99,2020-07-09
"17","CARI",2020-07-09 11:02:00,187.2,NA,NA,77.33,-4.03,2020-07-09
"18","CARI",2020-07-09 11:03:00,184.58,NA,NA,77.33,-4.03,2020-07-09
"19","CARI",2020-07-09 11:04:00,178.91,NA,NA,77.31,-4.09,2020-07-09
"20","CARI",2020-07-09 11:05:00,187.3,NA,NA,77.3,-4,2020-07-09
"21","CARI",2020-07-09 11:06:00,185.66,NA,NA,77.31,-3.95,2020-07-09
"22","CARI",2020-07-09 11:07:00,186.03,NA,NA,77.31,-4.03,2020-07-09
"23","CARI",2020-07-09 11:08:00,181.91,NA,NA,77.31,-4,2020-07-09
"24","CARI",2020-07-09 11:09:00,178.91,NA,NA,77.32,-3.98,2020-07-09
"25","CARI",2020-07-09 11:10:00,189.4,NA,NA,77.33,-4.02,2020-07-09
"26","CARI",2020-07-09 11:11:00,179.36,NA,NA,77.33,-3.93,2020-07-09
"27","CARI",2020-07-09 11:12:00,182.02,NA,NA,77.35,-3.94,2020-07-09
"28","CARI",2020-07-09 11:13:00,179.26,NA,NA,77.35,-3.93,2020-07-09
"29","CARI",2020-07-09 11:14:00,192.04,NA,NA,77.36,-3.96,2020-07-09
"30","CARI",2020-07-09 11:15:00,184.98,NA,27.7,77.36,-4.07,2020-07-09
