"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2021-07-24 05:00:00,"CARI",15.29,21.9,31.76,99.31,2.76,2021-07-24
"2",2021-07-24 05:15:00,"CARI",18.08,21.9,31.81,98.74,2.69,2021-07-24
"3",2021-07-24 05:30:00,"CARI",20.01,21.8,32.19,98.3,5.24,2021-07-24
"4",2021-07-24 05:45:00,"CARI",24.32,21.8,31.87,97.51,6,2021-07-24
"5",2021-07-24 06:00:00,"CARI",28.88,21.8,31.76,97.27,5.65,2021-07-24
"6",2021-07-24 06:15:00,"CARI",31.51,21.7,32.13,96.67,6.77,2021-07-24
"7",2021-07-24 06:30:00,"CARI",35.52,21.8,32.09,96.48,7.27,2021-07-24
"8",2021-07-24 06:45:00,"CARI",38,21.8,32.12,96.17,7.09,2021-07-24
"9",2021-07-24 07:00:00,"CARI",39.4,21.9,32.76,95.88,6.37,2021-07-24
"10",2021-07-24 07:15:00,"CARI",40.76,21.9,33.17,95.5,6.3,2021-07-24
"11",2021-07-24 07:30:00,"CARI",41,21.9,33.54,95.07,6.08,2021-07-24
"12",2021-07-24 07:45:00,"CARI",42.21,21.9,33.85,94.67,6.06,2021-07-24
"13",2021-07-24 08:00:00,"CARI",44.31,21.9,34.13,94.23,6.49,2021-07-24
"14",2021-07-24 08:15:00,"CARI",45.88,21.9,34.42,93.75,6.91,2021-07-24
"15",2021-07-24 08:30:00,"CARI",47.65,21.8,34.77,93.29,6.62,2021-07-24
"16",2021-07-24 08:45:00,"CARI",50.9,21.7,35.31,92.72,7.06,2021-07-24
"17",2021-07-24 09:00:00,"CARI",51.12,21.6,36,92.23,7.12,2021-07-24
"18",2021-07-24 09:15:00,"CARI",51.82,21.6,36.81,91.8,8.23,2021-07-24
"19",2021-07-24 09:30:00,"CARI",53.3,21.5,37.75,91.43,8.12,2021-07-24
"20",2021-07-24 09:45:00,"CARI",54.06,21.5,38.73,91.13,8.54,2021-07-24
"21",2021-07-24 10:00:00,"CARI",57.04,21.5,39.79,90.86,8.43,2021-07-24
"22",2021-07-24 10:15:00,"CARI",56.3,21.5,40.81,90.57,8.6,2021-07-24
"23",2021-07-24 10:30:00,"CARI",59.86,21.5,41.88,90.21,8.42,2021-07-24
"24",2021-07-24 10:45:00,"CARI",58.59,21.5,42.75,89.86,8,2021-07-24
"25",2021-07-24 11:00:00,"CARI",59.65,21.5,43.86,89.58,8.54,2021-07-24
"26",2021-07-24 11:15:00,"CARI",57.23,21.5,44.76,89.24,9.1,2021-07-24
"27",2021-07-24 11:30:00,"CARI",58.17,21.5,45.76,89.06,8.93,2021-07-24
"28",2021-07-24 11:45:00,"CARI",56.97,21.5,46.76,88.74,8.22,2021-07-24
"29",2021-07-24 12:00:00,"CARI",57.44,21.5,47.65,88.33,7.79,2021-07-24
"30",2021-07-24 12:15:00,"CARI",58.12,21.4,48.35,88.05,6.73,2021-07-24
"31",2021-07-24 12:30:00,"CARI",56.89,21.4,49,87.68,6.88,2021-07-24
"32",2021-07-24 12:45:00,"CARI",55.54,21.3,49.61,87.41,6.33,2021-07-24
"33",2021-07-24 13:00:00,"CARI",55.05,21.3,50.22,87,5.77,2021-07-24
"34",2021-07-24 13:15:00,"CARI",53.16,21.1,50.79,86.7,5.4,2021-07-24
"35",2021-07-24 13:30:00,"CARI",53.83,21,51.35,86.43,4.99,2021-07-24
"36",2021-07-24 13:45:00,"CARI",53.16,21,52.09,86.3,4.72,2021-07-24
"37",2021-07-24 14:00:00,"CARI",53.1,20.9,52.58,86.02,4.49,2021-07-24
"38",2021-07-24 14:15:00,"CARI",51.87,20.9,53.21,85.79,4.1,2021-07-24
"39",2021-07-24 14:30:00,"CARI",52.59,20.8,53.87,85.71,3.87,2021-07-24
