"","DateTime","Site","Discharge","NO3","fDOM","SpCond","Turb","day"
"1",2021-08-15 08:00:00,"CARI",36.69,29.9,61.59,83.7,3.17,2021-08-15
"2",2021-08-15 08:15:00,"CARI",37.86,29.9,61.65,83.75,2.89,2021-08-15
"3",2021-08-15 08:30:00,"CARI",38.2,29.8,61.82,83.72,2.82,2021-08-15
"4",2021-08-15 08:45:00,"CARI",38.5,29.8,61.95,83.6,2.78,2021-08-15
"5",2021-08-15 09:00:00,"CARI",40.11,29.7,62.08,83.53,2.74,2021-08-15
"6",2021-08-15 09:15:00,"CARI",41.86,29.8,62.24,83.57,2.77,2021-08-15
"7",2021-08-15 09:30:00,"CARI",41.78,29.7,62.4,82.65,2.75,2021-08-15
"8",2021-08-15 09:45:00,"CARI",41.48,29.7,62.62,82.45,2.82,2021-08-15
"9",2021-08-15 10:00:00,"CARI",42.85,29.6,62.53,82.29,2.77,2021-08-15
"10",2021-08-15 10:15:00,"CARI",44.09,29.7,62.91,82.05,2.78,2021-08-15
"11",2021-08-15 10:30:00,"CARI",45.04,29.6,63.07,81.74,2.88,2021-08-15
"12",2021-08-15 10:45:00,"CARI",47.25,29.6,63.34,81.41,2.89,2021-08-15
"13",2021-08-15 11:00:00,"CARI",46.93,29.6,63.51,81.16,2.91,2021-08-15
"14",2021-08-15 11:15:00,"CARI",50.14,29.4,63.82,80.77,2.93,2021-08-15
"15",2021-08-15 11:30:00,"CARI",49.27,29.4,63.98,80.37,2.96,2021-08-15
"16",2021-08-15 11:45:00,"CARI",50.15,29.5,64,80.13,2.94,2021-08-15
"17",2021-08-15 12:00:00,"CARI",53.2,29.4,64.37,79.96,3.06,2021-08-15
"18",2021-08-15 12:15:00,"CARI",54.13,29.3,64.67,79.58,3.17,2021-08-15
"19",2021-08-15 12:30:00,"CARI",55.06,29.4,64.77,79.14,3.29,2021-08-15
"20",2021-08-15 12:45:00,"CARI",57.09,29.4,65.23,78.84,3.34,2021-08-15
"21",2021-08-15 13:00:00,"CARI",58.77,29.3,65.7,77.97,3.47,2021-08-15
"22",2021-08-15 13:15:00,"CARI",59.96,29.2,66.11,77.12,3.55,2021-08-15
"23",2021-08-15 13:30:00,"CARI",63.5,29.2,66.59,75.81,3.57,2021-08-15
"24",2021-08-15 13:45:00,"CARI",65.42,29.1,66.98,75.45,3.99,2021-08-15
"25",2021-08-15 14:00:00,"CARI",65.57,29.1,67.2,74.77,3.88,2021-08-15
"26",2021-08-15 14:15:00,"CARI",68.46,29,67.85,74.04,3.83,2021-08-15
"27",2021-08-15 14:30:00,"CARI",70.11,28.8,68.08,73.25,4.17,2021-08-15
"28",2021-08-15 14:45:00,"CARI",73.82,28.8,68.76,72.95,4.17,2021-08-15
"29",2021-08-15 15:00:00,"CARI",73.99,28.7,69.03,72.61,5.59,2021-08-15
"30",2021-08-15 15:15:00,"CARI",76.98,28.6,69.88,72.24,5.04,2021-08-15
"31",2021-08-15 15:30:00,"CARI",80.87,28.5,70.67,71.57,5.37,2021-08-15
"32",2021-08-15 15:45:00,"CARI",82.98,28.2,71.13,71.07,5.47,2021-08-15
"33",2021-08-15 16:00:00,"CARI",85.42,28.2,72.19,70.56,6.1,2021-08-15
"34",2021-08-15 16:15:00,"CARI",88.55,28.1,73.03,70.04,6.64,2021-08-15
"35",2021-08-15 16:30:00,"CARI",95.72,28,74.16,69.65,6.73,2021-08-15
"36",2021-08-15 16:45:00,"CARI",97.64,27.8,75.2,69.47,6.69,2021-08-15
"37",2021-08-15 17:00:00,"CARI",100.31,27.8,76.21,69.37,7.18,2021-08-15
"38",2021-08-15 17:15:00,"CARI",99.9,27.6,77.77,68.89,7.4,2021-08-15
"39",2021-08-15 17:30:00,"CARI",103.42,27.5,78.94,68.58,7.56,2021-08-15
"40",2021-08-15 17:45:00,"CARI",107.47,27.5,79.68,74.8,7.82,2021-08-15
"41",2021-08-15 18:00:00,"CARI",110.84,27.3,81.85,74.28,8.74,2021-08-15
"42",2021-08-15 18:15:00,"CARI",115.58,27.4,83.52,73.39,9.09,2021-08-15
