"Discharge_Lsec","day"
926.811754783591,2020-06-04
856.864425349192,2020-06-05
776.201607602298,2020-06-06
673.063337713938,2020-06-07
613.541578263103,2020-06-08
692.393595890194,2020-06-09
629.792138783051,2020-06-10
624.053871297205,2020-06-11
671.153928535718,2020-06-12
557.057710147043,2020-06-13
533.774634970853,2020-06-14
550.384990771327,2020-06-15
509.420292956178,2020-06-16
472.880209677879,2020-06-17
411.025533731044,2020-06-18
1181.31240221581,2020-06-19
1576.66068264676,2020-06-20
1771.43176978021,2020-06-21
1329.73034130503,2020-06-22
1345.35550730942,2020-06-23
1638.80680204878,2020-06-24
1258.3242147885,2020-06-25
1159.74020934912,2020-06-26
1084.74704677481,2020-06-27
988.456151318985,2020-06-28
1112.56435485697,2020-06-29
1180.73191335729,2020-06-30
1113.6639339884,2020-07-01
987.265879657237,2020-07-02
896.451061646226,2020-07-03
1102.1116589624,2020-07-04
1005.75533853789,2020-07-05
879.821341873537,2020-07-06
833.214445206758,2020-07-07
724.567796386423,2020-07-08
809.853589131066,2020-07-09
777.175270785263,2020-07-10
661.219494607588,2020-07-11
641.51651929356,2020-07-12
980.219900198151,2020-07-13
858.050155458335,2020-07-14
763.808578231226,2020-07-15
762.902919893353,2020-07-16
830.65810525269,2020-07-17
1073.99528118337,2020-07-18
1105.23490907898,2020-07-19
898.694116446363,2020-07-20
1162.07916820051,2020-07-21
1096.12597600143,2020-07-22
968.425105047476,2020-07-23
1033.00067936023,2020-07-24
1059.75653661607,2020-07-25
943.782950048359,2020-07-26
1238.58245433065,2020-07-27
1321.02877603933,2020-07-28
1167.86325475571,2020-07-29
1009.1441087205,2020-07-30
910.11357695556,2020-07-31
791.958924972687,2020-08-01
1074.04297152224,2020-08-02
3335.26959473241,2020-08-03
2201.90750411608,2020-08-04
1648.15425714967,2020-08-05
1388.71085059131,2020-08-06
1333.89926487428,2020-08-07
1380.59062206262,2020-08-08
1304.23303518483,2020-08-09
1305.98140512395,2020-08-10
1333.62609508012,2020-08-11
1384.78391834203,2020-08-12
1332.82910822712,2020-08-13
1251.7227623515,2020-08-14
1212.67195256942,2020-08-15
1178.73580343807,2020-08-16
1099.82499942825,2020-08-17
1002.12299996667,2020-08-18
987.769903185769,2020-08-19
957.635878216115,2020-08-20
894.170270977362,2020-08-21
856.05442623227,2020-08-22
880.771439188669,2020-08-23
975.822714008626,2020-08-24
1002.27373826103,2020-08-25
1004.81780145333,2020-08-26
1121.0961946348,2020-08-27
1093.96847253968,2020-08-28
943.853025537151,2020-08-29
708.991562046982,2020-08-30
667.951729050582,2020-08-31
861.910315854156,2020-09-01
1076.21747802607,2020-09-02
983.163324267494,2020-09-03
1198.02977326347,2020-09-04
1210.26301204472,2020-09-05
1077.71104324991,2020-09-06
1288.69059088651,2020-09-07
1544.47196756699,2020-09-08
1672.39592282762,2020-09-09
1759.06237711155,2020-09-10
1547.65262346865,2020-09-11
1516.58420671171,2020-09-12
1465.87693085759,2020-09-13
1417.86046080518,2020-09-14
1375.4539183758,2020-09-15
1364.17563463282,2020-09-16
1356.79601687507,2020-09-17
1346.21392348657,2020-09-18
1341.89754328863,2020-09-19
1306.80954942152,2020-09-20
1284.53145807734,2020-09-21
1258.98127206697,2020-09-22
1255.430701259,2020-09-23
1327.90411716305,2020-09-24
1301.17040755002,2020-09-25
1255.01298704631,2020-09-26
1252.22822562828,2020-09-27
1215.05166069768,2020-09-28
1131.0911039443,2020-09-29
1129.8379613062,2020-09-30
1106.23710828844,2020-10-01
1116.54072553515,2020-10-02
1103.45234687041,2020-10-03
1092.59177734014,2020-10-04
1081.94006491622,2020-10-05
1072.19339995311,2020-10-06
1063.21254437998,2020-10-07
1057.5734025085,2020-10-08
1043.57997638293,2020-10-09
NA,2020-10-10
NA,2020-10-11
NA,2020-10-12
NA,2020-10-13
