Site,DateTime,Q,day,fDOM.RFU,nitrateuM,SpCond.uScm,Turbidity.FNU
POKE,2020-06-04T20:15:00Z,620.1710254712962,2020-06-04T08:00:00Z,NA,35.92,NA,NA
POKE,2020-06-04T20:30:00Z,623.0043801764259,2020-06-04T08:00:00Z,NA,35.93066666666667,NA,NA
POKE,2020-06-04T20:45:00Z,614.5043160611531,2020-06-04T08:00:00Z,NA,35.958,NA,NA
POKE,2020-06-04T21:00:00Z,611.6709613560233,2020-06-04T08:00:00Z,NA,35.988,NA,NA
POKE,2020-06-04T21:15:00Z,623.0043801764259,2020-06-04T08:00:00Z,NA,35.99466666666667,NA,NA
POKE,2020-06-04T21:30:00Z,625.8377348815557,2020-06-04T08:00:00Z,NA,35.996,NA,NA
POKE,2020-06-04T21:45:00Z,634.3377989969449,2020-06-04T08:00:00Z,NA,36.048,NA,NA
POKE,2020-06-04T22:00:00Z,623.0043801764259,2020-06-04T08:00:00Z,NA,36.042,NA,NA
POKE,2020-06-04T22:15:00Z,631.5044442918152,2020-06-04T08:00:00Z,NA,36.053333333333335,NA,NA
POKE,2020-06-04T22:30:00Z,640.0045084072044,2020-06-04T08:00:00Z,NA,36.095333333333336,NA,NA
POKE,2020-06-04T22:45:00Z,634.3377989969449,2020-06-04T08:00:00Z,NA,36.12266666666667,NA,NA
POKE,2020-06-04T23:00:00Z,640.0045084072044,2020-06-04T08:00:00Z,NA,36.138,NA,NA
POKE,2020-06-04T23:15:00Z,642.8378631123342,2020-06-04T08:00:00Z,NA,36.17466666666667,NA,NA
POKE,2020-06-04T23:30:00Z,637.1711537020747,2020-06-04T08:00:00Z,NA,36.190666666666665,NA,NA
POKE,2020-06-04T23:45:00Z,645.6712178174639,2020-06-04T08:00:00Z,NA,36.21933333333333,NA,NA
POKE,2020-06-05T00:00:00Z,642.8378631123342,2020-06-04T08:00:00Z,NA,36.254666666666665,NA,NA
POKE,2020-06-05T00:15:00Z,651.337927227607,2020-06-04T08:00:00Z,NA,36.258,NA,NA
POKE,2020-06-05T00:30:00Z,648.5045725224772,2020-06-04T08:00:00Z,NA,36.316,NA,NA
POKE,2020-06-05T00:45:00Z,654.1712819327367,2020-06-04T08:00:00Z,NA,36.32333333333333,NA,NA
POKE,2020-06-05T01:00:00Z,648.5045725224772,2020-06-04T08:00:00Z,NA,36.33266666666667,NA,NA
POKE,2020-06-05T01:15:00Z,657.0046366378665,2020-06-04T08:00:00Z,NA,36.346666666666664,NA,NA
POKE,2020-06-05T01:30:00Z,659.8379913429962,2020-06-04T08:00:00Z,NA,36.391999999999996,NA,NA
POKE,2020-06-05T01:45:00Z,665.5047007532557,2020-06-04T08:00:00Z,NA,36.422666666666665,NA,NA
POKE,2020-06-05T02:00:00Z,657.0046366378665,2020-06-04T08:00:00Z,NA,36.46933333333333,NA,NA
POKE,2020-06-05T02:15:00Z,657.0046366378665,2020-06-04T08:00:00Z,NA,36.512,NA,NA
POKE,2020-06-05T02:30:00Z,662.671346048126,2020-06-04T08:00:00Z,NA,36.55133333333333,NA,NA
POKE,2020-06-05T02:45:00Z,659.8379913429962,2020-06-04T08:00:00Z,NA,36.617333333333335,NA,NA
POKE,2020-06-05T03:00:00Z,671.1714101635152,2020-06-04T08:00:00Z,NA,36.59133333333333,NA,NA
POKE,2020-06-05T03:15:00Z,671.1714101635152,2020-06-04T08:00:00Z,34.78,36.626,104.7,12.55
POKE,2020-06-05T03:30:00Z,679.6714742789045,2020-06-04T08:00:00Z,34.81,36.68933333333333,104.7,12.3
POKE,2020-06-05T03:45:00Z,674.004764868645,2020-06-04T08:00:00Z,34.86,36.696,104.7,11.97
POKE,2020-06-05T04:00:00Z,671.1714101635152,2020-06-04T08:00:00Z,35.01,36.72866666666667,104.5,12.23
POKE,2020-06-05T04:15:00Z,674.004764868645,2020-06-04T08:00:00Z,35.14,36.774,104.4,11.88
POKE,2020-06-05T04:30:00Z,685.3381836890476,2020-06-04T08:00:00Z,35.28,36.788666666666664,104.5,11.67
POKE,2020-06-05T04:45:00Z,676.8381195737747,2020-06-04T08:00:00Z,35.34,36.79533333333333,104.6,11.99
POKE,2020-06-05T05:00:00Z,674.004764868645,2020-06-04T08:00:00Z,35.44,36.80466666666667,104.7,12.32
POKE,2020-06-05T05:15:00Z,685.3381836890476,2020-06-04T08:00:00Z,35.5,36.82533333333333,104.7,12.57
POKE,2020-06-05T05:30:00Z,682.5048289839178,2020-06-04T08:00:00Z,35.49,36.85333333333333,104.8,12.59
POKE,2020-06-05T05:45:00Z,691.0048930993071,2020-06-04T08:00:00Z,35.53,36.864,104.9,12.71
POKE,2020-06-05T06:00:00Z,691.0048930993071,2020-06-04T08:00:00Z,35.69,36.92133333333333,105,12.62
POKE,2020-06-05T06:15:00Z,674.004764868645,2020-06-04T08:00:00Z,35.75,36.926,105,12.78
POKE,2020-06-05T06:30:00Z,682.5048289839178,2020-06-04T08:00:00Z,35.71,36.956,105,13.35
POKE,2020-06-05T06:45:00Z,676.8381195737747,2020-06-04T08:00:00Z,35.64,36.96666666666667,105,12.55
POKE,2020-06-05T07:00:00Z,674.004764868645,2020-06-04T08:00:00Z,35.89,36.96666666666667,105,11.6
POKE,2020-06-05T07:15:00Z,674.004764868645,2020-06-04T08:00:00Z,36.23,36.980666666666664,105,12.59
POKE,2020-06-05T07:30:00Z,674.004764868645,2020-06-04T08:00:00Z,36.22,36.98866666666667,104.9,12.94
POKE,2020-06-05T07:45:00Z,674.004764868645,2020-06-04T08:00:00Z,36.18,37.001333333333335,104.9,13.36
POKE,2020-06-05T08:00:00Z,659.8379913429962,2020-06-05T08:00:00Z,36.16,37.03,104.9,13.49
POKE,2020-06-05T08:15:00Z,665.5047007532557,2020-06-05T08:00:00Z,36.2,37.06066666666667,104.9,13.23
POKE,2020-06-05T08:30:00Z,651.337927227607,2020-06-05T08:00:00Z,36.16,37.034,104.9,13.49
POKE,2020-06-05T08:45:00Z,648.5045725224772,2020-06-05T08:00:00Z,36.15,37.05533333333333,104.9,13.11
POKE,2020-06-05T09:00:00Z,637.1711537020747,2020-06-05T08:00:00Z,36.2,37.032666666666664,104.9,12.83
POKE,2020-06-05T09:15:00Z,637.1711537020747,2020-06-05T08:00:00Z,36.22,37.052,104.9,13.47
POKE,2020-06-05T09:30:00Z,617.3376707661664,2020-06-05T08:00:00Z,36.17,37.06133333333334,104.9,14.11
POKE,2020-06-05T09:45:00Z,611.6709613560233,2020-06-05T08:00:00Z,36.08,37.065333333333335,104.9,14.03
POKE,2020-06-05T10:00:00Z,608.8376066508936,2020-06-05T08:00:00Z,36.13,37.02466666666667,105,13.49
POKE,2020-06-05T10:15:00Z,597.5041878303746,2020-06-05T08:00:00Z,36.23,37.06666666666667,105,12.7
POKE,2020-06-05T10:30:00Z,594.6708331252448,2020-06-05T08:00:00Z,36.32,37.022666666666666,105.1,11.53
POKE,2020-06-05T10:45:00Z,591.8374784201151,2020-06-05T08:00:00Z,36.49,37.05533333333333,105.1,11.57
POKE,2020-06-05T11:00:00Z,586.1707690098556,2020-06-05T08:00:00Z,36.62,37.004666666666665,105.2,11.55
POKE,2020-06-05T11:15:00Z,574.837350189453,2020-06-05T08:00:00Z,36.66,37.02133333333333,105.3,11.87
POKE,2020-06-05T11:30:00Z,569.1706407791935,2020-06-05T08:00:00Z,36.59,36.955333333333336,105.3,11.95
POKE,2020-06-05T11:45:00Z,555.0038672535447,2020-06-05T08:00:00Z,36.56,36.95333333333333,105.2,12.33
POKE,2020-06-05T12:00:00Z,552.170512548415,2020-06-05T08:00:00Z,36.53,36.95466666666667,105.2,12.78
POKE,2020-06-05T12:15:00Z,543.6704484331422,2020-06-05T08:00:00Z,36.41,36.92,105.2,12.91
POKE,2020-06-05T12:30:00Z,543.6704484331422,2020-06-05T08:00:00Z,36.34,36.931333333333335,105.2,13.2
POKE,2020-06-05T12:45:00Z,546.5038031382719,2020-06-05T08:00:00Z,36.27,36.93,105.1,13.15
POKE,2020-06-05T13:00:00Z,543.6704484331422,2020-06-05T08:00:00Z,36.33,36.94266666666667,105.1,12.65
POKE,2020-06-05T13:15:00Z,540.8370937280124,2020-06-05T08:00:00Z,36.31,36.906,105.1,12.51
POKE,2020-06-05T13:30:00Z,526.6703202023637,2020-06-05T08:00:00Z,36.38,36.840666666666664,105.1,12.14
POKE,2020-06-05T13:45:00Z,529.5036749074934,2020-06-05T08:00:00Z,36.51,36.82066666666667,105,11.44
POKE,2020-06-05T14:00:00Z,529.5036749074934,2020-06-05T08:00:00Z,36.6,36.77066666666666,105,11.9
POKE,2020-06-05T14:15:00Z,526.6703202023637,2020-06-05T08:00:00Z,36.43,36.75533333333333,104.9,12.47
POKE,2020-06-05T14:30:00Z,532.3370296126232,2020-06-05T08:00:00Z,36.22,36.718,104.9,11.95
POKE,2020-06-05T14:45:00Z,532.3370296126232,2020-06-05T08:00:00Z,36.21,36.727333333333334,104.8,11.68
POKE,2020-06-05T15:00:00Z,560.6705766638042,2020-06-05T08:00:00Z,36.19,36.488,104.8,12.05
POKE,2020-06-05T15:15:00Z,591.8374784201151,2020-06-05T08:00:00Z,36.05,36.28666666666667,104.7,11.71
POKE,2020-06-05T15:30:00Z,603.1708972406341,2020-06-05T08:00:00Z,36.05,36.084,104.7,11.47
POKE,2020-06-05T15:45:00Z,586.1707690098556,2020-06-05T08:00:00Z,36,35.81066666666667,104.7,11.16
POKE,2020-06-05T16:00:00Z,572.0039954843232,2020-06-05T08:00:00Z,35.93,35.382666666666665,104.6,11.06
POKE,2020-06-05T16:15:00Z,577.6707048945827,2020-06-05T08:00:00Z,35.82,35.17333333333333,104.5,10.67
POKE,2020-06-05T16:30:00Z,566.3372860740637,2020-06-05T08:00:00Z,35.69,35.416,104.5,10.65
POKE,2020-06-05T16:45:00Z,574.837350189453,2020-06-05T08:00:00Z,35.6,35.63933333333333,104.4,11.17
POKE,2020-06-05T17:00:00Z,555.0038672535447,2020-06-05T08:00:00Z,35.46,35.76733333333333,104.3,11.42
POKE,2020-06-05T17:15:00Z,557.8372219586745,2020-06-05T08:00:00Z,35.19,35.702,104.2,11.26
POKE,2020-06-05T17:30:00Z,552.170512548415,2020-06-05T08:00:00Z,34.87,35.702,104.2,11.48
POKE,2020-06-05T17:45:00Z,557.8372219586745,2020-06-05T08:00:00Z,34.63,35.675333333333334,104.2,11.23
POKE,2020-06-05T18:00:00Z,552.170512548415,2020-06-05T08:00:00Z,34.44,35.656666666666666,104.1,11.01
POKE,2020-06-05T18:15:00Z,560.6705766638042,2020-06-05T08:00:00Z,34.3,35.711333333333336,104.1,10.56
POKE,2020-06-05T18:30:00Z,569.1706407791935,2020-06-05T08:00:00Z,34.17,35.722,104,10.74
POKE,2020-06-05T18:45:00Z,557.8372219586745,2020-06-05T08:00:00Z,33.95,35.736666666666665,104,11.04
POKE,2020-06-05T19:00:00Z,549.3371578432852,2020-06-05T08:00:00Z,33.71,35.71333333333333,104,10.66
POKE,2020-06-05T19:15:00Z,557.8372219586745,2020-06-05T08:00:00Z,33.55,35.69466666666667,104,10.92
POKE,2020-06-05T19:30:00Z,549.3371578432852,2020-06-05T08:00:00Z,33.28,35.67466666666667,103.9,11.58
POKE,2020-06-05T19:45:00Z,557.8372219586745,2020-06-05T08:00:00Z,32.86,35.66,103.9,11.75
POKE,2020-06-05T20:00:00Z,555.0038672535447,2020-06-05T08:00:00Z,32.53,35.648,103.9,12.06
POKE,2020-06-05T20:15:00Z,560.6705766638042,2020-06-05T08:00:00Z,32.26,35.61,103.8,12.41
POKE,2020-06-05T20:30:00Z,569.1706407791935,2020-06-05T08:00:00Z,32.06,35.595333333333336,103.7,11.85
POKE,2020-06-05T20:45:00Z,566.3372860740637,2020-06-05T08:00:00Z,31.93,35.57933333333333,103.7,11.21
POKE,2020-06-05T21:00:00Z,572.0039954843232,2020-06-05T08:00:00Z,31.91,35.632,103.6,11.54
POKE,2020-06-05T21:15:00Z,574.837350189453,2020-06-05T08:00:00Z,31.86,35.61533333333333,103.6,11.16
POKE,2020-06-05T21:30:00Z,583.3374143047258,2020-06-05T08:00:00Z,31.9,35.61866666666667,103.6,10.17
POKE,2020-06-05T21:45:00Z,577.6707048945827,2020-06-05T08:00:00Z,31.86,35.64266666666666,103.6,10.16
POKE,2020-06-05T22:00:00Z,572.0039954843232,2020-06-05T08:00:00Z,31.66,35.68266666666667,103.6,10.69
POKE,2020-06-05T22:15:00Z,577.6707048945827,2020-06-05T08:00:00Z,31.36,35.650666666666666,103.6,11.65
POKE,2020-06-05T22:30:00Z,574.837350189453,2020-06-05T08:00:00Z,31.13,35.699333333333335,103.6,11.73
POKE,2020-06-05T22:45:00Z,594.6708331252448,2020-06-05T08:00:00Z,31.11,35.642,103.5,11.75
POKE,2020-06-05T23:00:00Z,580.5040595997125,2020-06-05T08:00:00Z,31.24,35.666,103.4,11.45
POKE,2020-06-05T23:15:00Z,591.8374784201151,2020-06-05T08:00:00Z,31.35,35.654,103,13.62
POKE,2020-06-05T23:30:00Z,594.6708331252448,2020-06-05T08:00:00Z,30.81,35.678,102.5,14.23
POKE,2020-06-05T23:45:00Z,594.6708331252448,2020-06-05T08:00:00Z,30.95,35.70933333333333,102.1,14.38
POKE,2020-06-06T00:00:00Z,603.1708972406341,2020-06-05T08:00:00Z,31.19,35.69533333333333,101.7,13.79
POKE,2020-06-06T00:15:00Z,600.3375425355043,2020-06-05T08:00:00Z,31.51,35.75,101.3,12.33
POKE,2020-06-06T00:30:00Z,600.3375425355043,2020-06-05T08:00:00Z,31.66,35.74933333333333,101.2,13.72
POKE,2020-06-06T00:45:00Z,603.1708972406341,2020-06-05T08:00:00Z,31.37,35.791333333333334,101.7,18.02
POKE,2020-06-06T01:00:00Z,608.8376066508936,2020-06-05T08:00:00Z,30.82,35.80533333333334,102.4,25.21
POKE,2020-06-06T01:15:00Z,608.8376066508936,2020-06-05T08:00:00Z,29.91,35.85733333333333,102.5,31.35
POKE,2020-06-06T01:30:00Z,614.5043160611531,2020-06-05T08:00:00Z,29.28,35.879333333333335,102.3,35.52
POKE,2020-06-06T01:45:00Z,611.6709613560233,2020-06-05T08:00:00Z,29,35.90866666666667,102.1,30.19
POKE,2020-06-06T02:00:00Z,617.3376707661664,2020-06-05T08:00:00Z,28.91,35.922666666666665,102,24.45
POKE,2020-06-06T02:15:00Z,620.1710254712962,2020-06-05T08:00:00Z,28.83,35.95666666666666,101.9,26.7
POKE,2020-06-06T02:30:00Z,620.1710254712962,2020-06-05T08:00:00Z,28.89,35.980666666666664,101.9,29.13
POKE,2020-06-06T02:45:00Z,637.1711537020747,2020-06-05T08:00:00Z,29.15,35.992666666666665,101.9,27.63
POKE,2020-06-06T03:00:00Z,625.8377348815557,2020-06-05T08:00:00Z,29.38,36.04266666666667,101.8,25.07
POKE,2020-06-06T03:15:00Z,628.6710895866854,2020-06-05T08:00:00Z,29.66,36.053333333333335,101.8,25.46
POKE,2020-06-06T03:30:00Z,634.3377989969449,2020-06-05T08:00:00Z,29.58,36.05133333333333,101.8,25.39
POKE,2020-06-06T03:45:00Z,637.1711537020747,2020-06-05T08:00:00Z,29.25,36.072,101.8,26.39
POKE,2020-06-06T04:00:00Z,637.1711537020747,2020-06-05T08:00:00Z,29,36.164,101.7,26.31
POKE,2020-06-06T04:15:00Z,640.0045084072044,2020-06-05T08:00:00Z,29.14,36.17933333333333,101.7,25.14
POKE,2020-06-06T04:30:00Z,642.8378631123342,2020-06-05T08:00:00Z,29.47,36.190666666666665,101.6,27.71
POKE,2020-06-06T04:45:00Z,648.5045725224772,2020-06-05T08:00:00Z,29.61,36.178666666666665,101.5,26.91
POKE,2020-06-06T05:00:00Z,648.5045725224772,2020-06-05T08:00:00Z,29.79,36.19733333333333,101.5,23.83
POKE,2020-06-06T05:15:00Z,637.1711537020747,2020-06-05T08:00:00Z,30.16,36.222,101.4,22.61
POKE,2020-06-06T05:30:00Z,654.1712819327367,2020-06-05T08:00:00Z,30.56,36.248666666666665,101.4,20.69
POKE,2020-06-06T05:45:00Z,651.337927227607,2020-06-05T08:00:00Z,30.81,36.254666666666665,101.4,19.91
POKE,2020-06-06T06:00:00Z,654.1712819327367,2020-06-05T08:00:00Z,30.76,36.281333333333336,101.4,23.96
POKE,2020-06-06T06:15:00Z,654.1712819327367,2020-06-05T08:00:00Z,30.69,36.308,101.3,26.57
POKE,2020-06-06T06:30:00Z,648.5045725224772,2020-06-05T08:00:00Z,30.57,36.31466666666667,101.2,25.95
POKE,2020-06-06T06:45:00Z,648.5045725224772,2020-06-05T08:00:00Z,30.18,36.35066666666667,101.2,26.48
POKE,2020-06-06T07:00:00Z,657.0046366378665,2020-06-05T08:00:00Z,29.74,36.358000000000004,101.1,56.21
POKE,2020-06-06T07:15:00Z,654.1712819327367,2020-06-05T08:00:00Z,28.99,36.348,101,58.12
POKE,2020-06-06T07:30:00Z,648.5045725224772,2020-06-05T08:00:00Z,28.42,36.34866666666667,101,39.13
POKE,2020-06-06T07:45:00Z,648.5045725224772,2020-06-05T08:00:00Z,28.55,36.39933333333333,101,33.82
POKE,2020-06-06T08:00:00Z,634.3377989969449,2020-06-06T08:00:00Z,28.09,36.384,101,34.98
POKE,2020-06-06T08:15:00Z,634.3377989969449,2020-06-06T08:00:00Z,28.49,36.39266666666667,101.1,39.02
POKE,2020-06-06T08:30:00Z,637.1711537020747,2020-06-06T08:00:00Z,29.22,36.40266666666667,101.2,42.27
POKE,2020-06-06T08:45:00Z,628.6710895866854,2020-06-06T08:00:00Z,29.31,36.35,101.3,37.75
POKE,2020-06-06T09:00:00Z,623.0043801764259,2020-06-06T08:00:00Z,28.91,36.354,101.4,40.33
POKE,2020-06-06T09:15:00Z,614.5043160611531,2020-06-06T08:00:00Z,29.14,36.373333333333335,101.5,37.5
POKE,2020-06-06T09:30:00Z,600.3375425355043,2020-06-06T08:00:00Z,30.01,36.35333333333333,101.5,31.78
POKE,2020-06-06T09:45:00Z,603.1708972406341,2020-06-06T08:00:00Z,30.33,36.348,101.4,34.62
POKE,2020-06-06T10:00:00Z,594.6708331252448,2020-06-06T08:00:00Z,30.36,36.37133333333333,101.4,27.52
POKE,2020-06-06T10:15:00Z,589.0041237149853,2020-06-06T08:00:00Z,30.54,36.314,101.4,27.33
POKE,2020-06-06T10:30:00Z,583.3374143047258,2020-06-06T08:00:00Z,30.08,36.31133333333333,101.5,31.35
POKE,2020-06-06T10:45:00Z,574.837350189453,2020-06-06T08:00:00Z,30.28,36.266666666666666,101.4,29.91
POKE,2020-06-06T11:00:00Z,572.0039954843232,2020-06-06T08:00:00Z,30.44,36.291333333333334,101.4,29.81
POKE,2020-06-06T11:15:00Z,566.3372860740637,2020-06-06T08:00:00Z,30.49,36.27733333333333,101.4,29.7
POKE,2020-06-06T11:30:00Z,546.5038031382719,2020-06-06T08:00:00Z,30.47,36.23466666666667,101.3,30.08
POKE,2020-06-06T11:45:00Z,552.170512548415,2020-06-06T08:00:00Z,30.82,36.22,101.3,33.49
POKE,2020-06-06T12:00:00Z,546.5038031382719,2020-06-06T08:00:00Z,31.01,36.138,101.3,30.66
POKE,2020-06-06T12:15:00Z,549.3371578432852,2020-06-06T08:00:00Z,31.25,36.082,101.3,26.67
POKE,2020-06-06T12:30:00Z,549.3371578432852,2020-06-06T08:00:00Z,31.66,36.09866666666667,101.3,25.13
POKE,2020-06-06T12:45:00Z,555.0038672535447,2020-06-06T08:00:00Z,31.9,36.094,101.3,32.38
POKE,2020-06-06T13:00:00Z,538.0037390228827,2020-06-06T08:00:00Z,31.82,36.058,101.2,32.24
POKE,2020-06-06T13:15:00Z,538.0037390228827,2020-06-06T08:00:00Z,31.92,36.02733333333333,101.1,27.25
POKE,2020-06-06T13:30:00Z,538.0037390228827,2020-06-06T08:00:00Z,32.09,36.00866666666667,101.1,27.15
POKE,2020-06-06T13:45:00Z,529.5036749074934,2020-06-06T08:00:00Z,32.12,36.008,101.1,29.32
POKE,2020-06-06T14:00:00Z,521.0036107921042,2020-06-06T08:00:00Z,32.15,36.016666666666666,101.1,28.9
POKE,2020-06-06T14:15:00Z,521.0036107921042,2020-06-06T08:00:00Z,32.15,35.992,101.1,26.45
POKE,2020-06-06T14:30:00Z,509.67019197170157,2020-06-06T08:00:00Z,32.4,36.02133333333333,101.1,24.81
POKE,2020-06-06T14:45:00Z,506.8368372665718,2020-06-06T08:00:00Z,32.61,35.964666666666666,101,23.49
POKE,2020-06-06T15:00:00Z,526.6703202023637,2020-06-06T08:00:00Z,32.54,35.79533333333333,100.9,24.4
POKE,2020-06-06T15:15:00Z,509.67019197170157,2020-06-06T08:00:00Z,32.66,35.760666666666665,100.9,26.21
POKE,2020-06-06T15:30:00Z,521.0036107921042,2020-06-06T08:00:00Z,32.79,35.69733333333333,100.9,26.92
POKE,2020-06-06T15:45:00Z,506.8368372665718,2020-06-06T08:00:00Z,32.68,35.641333333333336,100.9,28.28
POKE,2020-06-06T16:00:00Z,518.1702560869744,2020-06-06T08:00:00Z,32.62,35.604,100.9,23.18
POKE,2020-06-06T16:15:00Z,521.0036107921042,2020-06-06T08:00:00Z,32.86,35.57666666666667,100.8,19.41
POKE,2020-06-06T16:30:00Z,515.3369013818447,2020-06-06T08:00:00Z,32.88,35.53666666666667,100.8,18.93
POKE,2020-06-06T16:45:00Z,512.5035466768313,2020-06-06T08:00:00Z,32.95,35.554,100.8,27.67
POKE,2020-06-06T17:00:00Z,506.8368372665718,2020-06-06T08:00:00Z,33.05,35.54933333333334,100.7,28.79
POKE,2020-06-06T17:15:00Z,492.67006374092307,2020-06-06T08:00:00Z,32.57,35.50933333333333,100.7,22.48
POKE,2020-06-06T17:30:00Z,492.67006374092307,2020-06-06T08:00:00Z,32.3,35.49466666666667,100.7,19.46
POKE,2020-06-06T17:45:00Z,495.5034184460528,2020-06-06T08:00:00Z,32.29,35.45,100.9,19.5
POKE,2020-06-06T18:00:00Z,489.8367090357933,2020-06-06T08:00:00Z,32.29,35.46333333333333,101.2,19.97
POKE,2020-06-06T18:15:00Z,492.67006374092307,2020-06-06T08:00:00Z,32.36,35.47866666666667,101.3,19.31
POKE,2020-06-06T18:30:00Z,492.67006374092307,2020-06-06T08:00:00Z,32.3,35.465333333333334,101.4,19.27
POKE,2020-06-06T18:45:00Z,501.1701278563123,2020-06-06T08:00:00Z,32.16,35.45333333333333,101.4,18.93
POKE,2020-06-06T19:00:00Z,504.00348256144207,2020-06-06T08:00:00Z,31.95,35.452,101.3,19.23
POKE,2020-06-06T19:15:00Z,506.8368372665718,2020-06-06T08:00:00Z,31.83,35.434666666666665,101.3,21.17
POKE,2020-06-06T19:30:00Z,498.33677315118257,2020-06-06T08:00:00Z,31.58,35.382666666666665,101.3,18.81
POKE,2020-06-06T19:45:00Z,512.5035466768313,2020-06-06T08:00:00Z,31.29,35.374,101.4,22.78
POKE,2020-06-06T20:00:00Z,509.67019197170157,2020-06-06T08:00:00Z,31.24,35.372,101.3,22.28
POKE,2020-06-06T20:15:00Z,512.5035466768313,2020-06-06T08:00:00Z,31.13,35.35466666666667,101.2,16.08
POKE,2020-06-06T20:30:00Z,509.67019197170157,2020-06-06T08:00:00Z,30.92,35.364,101.2,13.99
POKE,2020-06-06T20:45:00Z,512.5035466768313,2020-06-06T08:00:00Z,30.84,35.322,101.2,16.76
POKE,2020-06-06T21:00:00Z,521.0036107921042,2020-06-06T08:00:00Z,31.14,35.275333333333336,101.3,16.37
POKE,2020-06-06T21:15:00Z,521.0036107921042,2020-06-06T08:00:00Z,31.51,35.302,101.5,14.68
POKE,2020-06-06T21:30:00Z,521.0036107921042,2020-06-06T08:00:00Z,31.53,35.348,101.5,18.88
POKE,2020-06-06T21:45:00Z,532.3370296126232,2020-06-06T08:00:00Z,31.32,35.36,101.6,18.4
POKE,2020-06-06T22:00:00Z,529.5036749074934,2020-06-06T08:00:00Z,31.2,35.37733333333333,101.6,16.22
POKE,2020-06-06T22:15:00Z,540.8370937280124,2020-06-06T08:00:00Z,31.13,35.386,101.7,17.87
POKE,2020-06-06T22:30:00Z,538.0037390228827,2020-06-06T08:00:00Z,30.88,35.37733333333333,101.7,16.78
POKE,2020-06-06T22:45:00Z,546.5038031382719,2020-06-06T08:00:00Z,30.64,35.38733333333333,101.6,15.68
POKE,2020-06-06T23:00:00Z,540.8370937280124,2020-06-06T08:00:00Z,30.43,35.40866666666667,101.6,15.61
