"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","MOOS",2020-07-20 03:45:00,994.401628758729,2020-07-20,107.332727272727,24.8383333333333,106.790909090909,14.8145454545455
"2","MOOS",2020-07-20 04:00:00,997.367874339732,2020-07-20,107.367272727273,24.8516666666667,106.763636363636,13.6954545454545
"3","MOOS",2020-07-20 04:15:00,1000.40401846136,2020-07-20,107.454545454545,24.8791666666667,106.754545454545,15.5672727272727
"4","MOOS",2020-07-20 04:30:00,1004.94076000867,2020-07-20,107.688181818182,24.9183333333333,106.763636363636,13.3236363636364
"5","MOOS",2020-07-20 04:45:00,1007.18291882957,2020-07-20,107.634545454545,24.9141666666667,106.772727272727,13.4518181818182
"6","MOOS",2020-07-20 05:00:00,1011.68471110654,2020-07-20,107.690909090909,24.9125,106.727272727273,13.7618181818182
"7","MOOS",2020-07-20 05:15:00,1014.68590595787,2020-07-20,107.753636363636,24.9558333333333,106.727272727273,13.5054545454545
"8","MOOS",2020-07-20 05:30:00,1019.94673426524,2020-07-20,107.864545454545,24.9575,106.727272727273,13.3072727272727
"9","MOOS",2020-07-20 05:45:00,1022.94792911656,2020-07-20,107.976363636364,24.9975,106.709090909091,12.7336363636364
"10","MOOS",2020-07-20 06:00:00,1023.68949051181,2020-07-20,108.003636363636,25.01,106.718181818182,14.6909090909091
"11","MOOS",2020-07-20 06:15:00,1023.67201587665,2020-07-20,107.998181818182,25.0325,106.672727272727,12.7745454545455
"12","MOOS",2020-07-20 06:30:00,1023.67201587665,2020-07-20,107.883636363636,25.035,106.727272727273,14.1881818181818
"13","MOOS",2020-07-20 06:45:00,1028.91536954888,2020-07-20,107.737272727273,25.07,106.7,13.0163636363636
"14","MOOS",2020-07-20 07:00:00,1029.67440557928,2020-07-20,107.805454545455,25.0658333333333,106.727272727273,14.3918181818182
"15","MOOS",2020-07-20 07:15:00,1033.39968719069,2020-07-20,107.990909090909,25.1008333333333,106.727272727273,14.5636363636364
"16","MOOS",2020-07-20 07:30:00,1035.64184601161,2020-07-20,107.87,25.1058333333333,106.718181818182,13.8418181818182
"17","MOOS",2020-07-20 07:45:00,1037.90147946766,2020-07-20,107.963636363636,25.115,106.718181818182,13.5581818181818
"18","MOOS",2020-07-20 08:00:00,1040.14363828859,2020-07-20,107.947272727273,25.1463636363636,106.709090909091,14.9890909090909
"19","MOOS",2020-07-20 08:15:00,1043.14483313989,2020-07-20,108.021818181818,25.1975,106.727272727273,14.9827272727273
"20","MOOS",2020-07-20 08:30:00,1043.9038691703,2020-07-20,108.04,25.175,106.718181818182,13.6127272727273
"21","MOOS",2020-07-20 08:45:00,1047.64662541686,2020-07-20,107.83,25.205,106.727272727273,13.5127272727273
"22","MOOS",2020-07-20 09:00:00,1050.64782026819,2020-07-20,108.071818181818,25.2025,106.754545454545,13.7654545454545
"23","MOOS",2020-07-20 09:15:00,1050.64782026819,2020-07-20,108.002727272727,25.2483333333333,106.781818181818,13.15
"24","MOOS",2020-07-20 09:30:00,1054.40805114992,2020-07-20,107.901818181818,25.2516666666667,106.781818181818,13.8827272727273
"25","MOOS",2020-07-20 09:45:00,1055.92612321072,2020-07-20,108.049090909091,25.2691666666667,106.809090909091,13.9272727272727
"26","MOOS",2020-07-20 10:00:00,1058.89236879171,2020-07-20,107.981818181818,25.28,106.818181818182,14.1727272727273
"27","MOOS",2020-07-20 10:15:00,1058.89236879171,2020-07-20,107.680909090909,25.2591666666667,106.863636363636,13.8036363636364
"28","MOOS",2020-07-20 10:30:00,1060.39296621739,2020-07-20,107.929090909091,25.315,106.854545454545,13.2036363636364
"29","MOOS",2020-07-20 10:45:00,1059.63393018697,2020-07-20,107.875454545455,25.3208333333333,106.890909090909,13.3663636363636
"30","MOOS",2020-07-20 11:00:00,1061.13452761264,2020-07-20,107.913636363636,25.3358333333333,106.963636363636,13.4081818181818
"31","MOOS",2020-07-20 11:15:00,1062.6351250383,2020-07-20,107.964545454545,25.3566666666667,106.963636363636,13.4054545454545
