"","Site","DateTime","MeanDischarge","day","fDOM.QSU","nitrateuM","SpCond.uScm","Turbidity.FNU"
"1","MOOS",2020-08-02 19:45:00,1007.23534273503,2020-08-03,109.501818181818,22.6966666666667,109.145454545455,39.8872727272727
"2","MOOS",2020-08-02 20:00:00,1007.23534273503,2020-08-03,109.973636363636,22.6925,108.990909090909,39.9927272727273
"3","MOOS",2020-08-02 20:15:00,1007.97690413029,2020-08-03,110.409090909091,22.6833333333333,108.818181818182,40.3227272727273
"4","MOOS",2020-08-02 20:30:00,1010.97809898162,2020-08-03,110.963636363636,22.71,108.663636363636,39.3027272727273
"5","MOOS",2020-08-02 20:45:00,1013.22025780249,2020-08-03,111.516363636364,22.7025,108.527272727273,38.1190909090909
"6","MOOS",2020-08-02 21:00:00,1016.23892728898,2020-08-03,112.055454545455,22.7508333333333,108.390909090909,37.9590909090909
"7","MOOS",2020-08-02 21:15:00,1019.22264750514,2020-08-03,112.198181818182,22.7083333333333,108.227272727273,71.1245454545455
"8","MOOS",2020-08-02 21:30:00,1021.46480632605,2020-08-03,112.315454545455,22.775,108.127272727273,37.1709090909091
"9","MOOS",2020-08-02 21:45:00,1025.22503720777,2020-08-03,112.457272727273,22.8175,107.990909090909,43.4354545454545
"10","MOOS",2020-08-02 22:00:00,1028.98526808951,2020-08-03,112.826363636364,22.7533333333333,107.9,38.6172727272727
"11","MOOS",2020-08-02 22:15:00,1029.72682948476,2020-08-03,112.397272727273,22.8041666666667,107.781818181818,37.1236363636364
"12","MOOS",2020-08-02 22:30:00,1031.19247764011,2020-08-03,113.006363636364,22.8133333333333,107.709090909091,39.1754545454545
"13","MOOS",2020-08-02 22:45:00,1032.7105497009,2020-08-03,113.949090909091,22.8716666666667,107.581818181818,38.8945454545455
"14","MOOS",2020-08-02 23:00:00,1033.43463646102,2020-08-03,114.600909090909,22.795,107.509090909091,37.2436363636364
"15","MOOS",2020-08-02 23:15:00,1035.67679528189,2020-08-03,114.822727272727,22.8975,107.427272727273,35.7872727272727
"16","MOOS",2020-08-02 23:30:00,1036.41835667715,2020-08-03,115.687272727273,22.8808333333333,107.145454545455,40.3981818181818
"17","MOOS",2020-08-02 23:45:00,1037.88400483252,2020-08-03,115.911818181818,22.8875,107.254545454545,37.1790909090909
"18","MOOS",2020-08-03 00:00:00,1039.38460225817,2020-08-03,116.302727272727,22.9075,107.172727272727,36.5072727272727
"19","MOOS",2020-08-03 00:15:00,1040.83277577837,2020-08-03,116.436363636364,22.9316666666667,107.1,37.2390909090909
"20","MOOS",2020-08-03 00:30:00,1041.59181180877,2020-08-03,116.812727272727,22.9575,107.018181818182,34.7954545454545
"21","MOOS",2020-08-03 00:45:00,1042.35084783916,2020-08-03,117.119090909091,22.945,106.936363636364,34.1272727272727
"22","MOOS",2020-08-03 01:00:00,1046.81769084584,2020-08-03,117.485454545455,22.935,106.9,36.3745454545455
"23","MOOS",2020-08-03 01:15:00,1050.56044709242,2020-08-03,117.802727272727,23.0016666666667,106.818181818182,36.9154545454545
"24","MOOS",2020-08-03 01:30:00,1057.28692355513,2020-08-03,117.973636363636,22.9916666666667,106.718181818182,34.3745454545455
"25","MOOS",2020-08-03 01:45:00,1052.02609524775,2020-08-03,118.493636363636,22.9466666666667,106.663636363636,34.5290909090909
"26","MOOS",2020-08-03 02:00:00,1054.28572870384,2020-08-03,118.129090909091,22.9991666666667,106.6,34.9936363636364
"27","MOOS",2020-08-03 02:15:00,1060.235694501,2020-08-03,118.94,22.975,106.572727272727,36.6309090909091
