"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","month","day","response","date","doy"
"Interpolated HI for 2% discharge...1","1",0.0270551038843719,2,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 4% discharge...2","1",0.323215898825654,4,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 6% discharge...3","1",0.323396567299006,6,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 8% discharge...4","1",0.322854561878952,8,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 10% discharge...5","1",0.321734417344174,10,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 12% discharge...6","1",0.3216711833785,12,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 14% discharge...7","1",0.320352303523035,14,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 16% discharge...8","1",0.319421860885275,16,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 18% discharge...9","1",0.318554652213188,18,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 20% discharge...10","1",0.31743450767841,20,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 22% discharge...11","1",0.317091237579042,22,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 24% discharge...12","1",0.315808491418247,24,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 26% discharge...13","1",0.316205962059621,26,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 28% discharge...14","1",0.314751580849142,28,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 30% discharge...15","1",0.0442908762420955,30,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 32% discharge...16","1",0.046522131887986,32,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 34% discharge...17","1",0.050117434507678,34,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 36% discharge...18","1",0.0560911085301323,36,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 38% discharge...19","1",0.0598428184281843,38,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 40% discharge...20","1",0.3103342366757,40,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 42% discharge...21","1",0.303423667570009,42,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 44% discharge...22","1",0.552276422764228,44,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 46% discharge...23","1",0.563161698283649,46,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 48% discharge...24","1",0.564995483288166,48,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 50% discharge...25","1",0.550397470641373,50,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 52% discharge...26","1",0.544507678410117,52,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 54% discharge...27","1",0.411118337850045,54,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 56% discharge...28","1",0.332152965974104,56,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 58% discharge...29","1",0.23650406504065,58,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 60% discharge...30","1",0.238048780487805,60,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 62% discharge...31","1",0.239891598915989,62,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 64% discharge...32","1",0.237750677506775,64,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 66% discharge...33","1",0.197615176151762,66,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 68% discharge...34","1",0.163577235772358,68,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 70% discharge...35","1",0.0776964769647699,70,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 72% discharge...36","1",-0.115609756097561,72,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 74% discharge...37","1",0.666991869918699,74,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 76% discharge...38","1",0.666991869918699,76,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 78% discharge...39","1",0.494363143631436,78,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 80% discharge...40","1",0.474991691480701,80,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 82% discharge...41","1",0.501978319783198,82,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 84% discharge...42","1",0.731842818428184,84,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 86% discharge...43","1",0.295555555555556,86,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
"Interpolated HI for 88% discharge...44","1",0.295555555555556,88,"MOOS_storm1_06_20_NO3","MOOS","storm1","06","20","NO3",2021-06-20,171
